,apache/airflow,PrefectHQ/prefect,orchest/orchest
2021-11-08,15,35.681801693714064,8
2021-11-09,6,20.417973089109378,4
2021-11-10,8,24.23996265194219,9
2021-11-11,7,16.59318356827344,2
2021-11-12,9,15.943025003787502,1
2021-11-13,2,-3.9194739614531224,0
2021-11-14,7,-3.6125054539499954,0
2021-11-15,12,21.552088364964067,2
2021-11-16,11,22.670847377906256,1
2021-11-17,13,3.6206367902281267,1
2021-11-18,14,5.118627654846875,1
2021-11-19,8,24.687177882062503,0
2021-11-20,3,-4.832053387170311,0
2021-11-21,2,-2.6574144318218726,0
2021-11-22,6,9.232565997428127,0
2021-11-23,14,4.528771826375003,8
2021-11-24,16,-0.32448729103437257,9
2021-11-25,7,-1.609763451860936,8
2021-11-26,9,-0.9891154849640605,8
2021-11-27,4,-0.7224241872609357,4
2021-11-28,2,0.4659077414937516,2
2021-11-29,16,23.65360175375,6
2021-11-30,12,20.34576865807812,17
2021-12-01,10,1.40994703849531,11
2021-12-02,9,-1.3175910937828137,0
2021-12-03,11,17.490685544928127,2
2021-12-04,5,-2.962701512499999,0
2021-12-05,14,-1.6844797462499979,0
2021-12-06,12,60.77871043948438,14
2021-12-07,18,23.832292308839058,14
2021-12-08,21,32.313507596028124,5
2021-12-09,11,50.435812892845306,10
2021-12-10,8,9.018082195554687,5
2021-12-11,6,-2.4514727998328105,2
2021-12-12,3,-5.289079723182807,2
2021-12-13,33,17.31069019500001,11
2021-12-14,17,10.979682521781257,12
2021-12-15,25,2.0320718105375057,13
2021-12-16,22,20.373874993776564,25
2021-12-17,11,39.23597980494219,30
2021-12-18,10,-7.072951625631251,0
2021-12-19,9,-3.5503275257609372,2
2021-12-20,10,14.651728666070316,16
2021-12-21,19,24.53348019917188,20
2021-12-22,12,25.002849914745312,16
2021-12-23,3,27.208762908315624,55
2021-12-24,3,-6.575816615126564,12
2021-12-25,0,-3.815112983549997,0
2021-12-26,2,-2.6049477240812453,0
2021-12-27,6,0.2775058137500057,4
2021-12-28,14,18.40000205873438,21
2021-12-29,18,38.732149442451565,6
2021-12-30,25,36.954690762275,1
2021-12-31,12,-7.369044905593754,7
2022-01-01,3,-3.8546456336859376,0
2022-01-02,6,-2.4419840249999964,0
2022-01-03,8,12.149181357500007,1
2022-01-04,9,37.113164673968754,10
2022-01-05,15,19.129934254615627,16
2022-01-06,31,39.254124863875,11
2022-01-07,8,14.181535733818748,4
2022-01-08,5,9.649214840954688,3
2022-01-09,7,-5.218000674999999,3
2022-01-10,11,22.638476502500005,21
2022-01-11,5,33.85741670528125,15
2022-01-12,10,63.874882075121874,9
2022-01-13,11,32.78218946692187,25
2022-01-14,15,37.661076083398434,18
2022-01-15,0,-10.794323390460939,1
2022-01-16,2,-4.189670839040618,0
2022-01-17,3,-3.5575754805749913,32
2022-01-18,16,11.49312982034376,18
2022-01-19,11,82.66608064270626,52
2022-01-20,15,4.42837029198906,23
2022-01-21,14,29.45478227726094,15
2022-01-22,1,0.9192931886687479,2
2022-01-23,11,-5.498883076724994,3
2022-01-24,15,1.580082240218755,15
2022-01-25,5,35.88325295066251,17
2022-01-26,12,57.76505042847969,36
2022-01-27,10,33.93452962710156,20
2022-01-28,9,88.09246944737343,0
2022-01-29,9,-3.078673738403131,0
2022-01-30,9,-8.277635673470309,0
2022-01-31,5,6.982001358426569,2
2022-02-01,18,3.256073481171887,23
2022-02-02,1,30.954824919710948,6
2022-02-03,12,21.69250935809844,26
2022-02-04,11,21.735112032512504,15
2022-02-05,4,-7.080010804612499,0
2022-02-06,8,5.859492086540629,0
2022-02-07,7,18.621053792803128,15
2022-02-08,11,53.57693911201094,11
2022-02-09,7,58.481242922392184,21
2022-02-10,14,50.73291050486406,20
2022-02-11,21,47.61470054000312,15
2022-02-12,6,2.0948385740046866,0
2022-02-13,5,18.06977303895782,4
2022-02-14,6,75.45096157734376,16
2022-02-15,33,71.89873086829688,18
2022-02-16,7,80.27449816555313,36
2022-02-17,12,63.630620913368745,12
2022-02-18,3,61.69418726062344,8
2022-02-19,8,-6.346889419415621,0
2022-02-20,7,23.24660230385939,3
2022-02-21,4,72.78005695053908,26
2022-02-22,7,41.2368668482172,16
2022-02-23,12,60.07801664388751,11
2022-02-24,14,45.776804768143755,4
2022-02-25,17,80.61193026496719,6
2022-02-26,8,39.640462634001565,19
2022-02-27,10,2.1115392478859434,16
2022-02-28,15,62.99388424222032,20
2022-03-01,25,12.184469619878135,23
2022-03-02,18,47.55989542703907,24
2022-03-03,13,21.06908093747813,20
2022-03-04,9,47.05233046353438,18
2022-03-05,3,-0.334166638529684,4
2022-03-06,11,4.779330669842196,0
2022-03-07,20,37.76541368433282,23
2022-03-08,24,98.73878033064531,28
2022-03-09,15,43.532380332867184,27
2022-03-10,16,53.38460249180625,2
2022-03-11,19,54.60209665104687,15
2022-03-12,3,7.086219717070318,8
2022-03-13,10,-9.73588167882343,0
2022-03-14,14,43.23408985356407,110
2022-03-15,14,51.07618803379376,93
2022-03-16,5,26.87262520519532,61
2022-03-17,3,32.18760267518125,37
2022-03-18,3,6.713117537781255,69
2022-03-19,4,-3.5454121722874916,6
2022-03-20,10,-5.891179406874992,1
2022-03-21,18,27.114046481892196,68
2022-03-22,12,39.957366663631255,11
2022-03-23,6,24.56713271369844,5
2022-03-24,14,22.037416012146874,7
2022-03-25,8,-1.4589939691250002,3
2022-03-26,3,-1.9378418771124952,0
2022-03-27,18,-3.4552762982249945,0
2022-03-28,7,30.55092082857032,0
2022-03-29,20,22.76574835651563,14
2022-03-30,11,40.09485282141719,60
2022-03-31,24,39.03726524133125,31
2022-04-01,11,31.07987776084531,13
2022-04-02,5,-8.879059292921877,2
2022-04-03,4,-5.054688466762496,0
2022-04-04,14,21.387667116142197,9
2022-04-05,9,2.6841823504843827,44
2022-04-06,19,2.7563304868765677,17
2022-04-07,10,22.504305506525004,29
2022-04-08,21,23.060631721612502,21
2022-04-09,3,14.484802660185938,6
2022-04-10,8,-4.9395759139375,5
2022-04-11,16,43.269319243750004,3
2022-04-12,22,44.41232301710937,23
2022-04-13,23,34.25909498372656,20
2022-04-14,18,0.9805235361031208,22
2022-04-15,4,2.7795931488421903,26
2022-04-16,2,-1.0788148553718688,3
2022-04-17,0,2.167571543681258,2
2022-04-18,3,22.714305034281256,8
2022-04-19,18,9.096982555031254,14
2022-04-20,8,43.5483190058,29
2022-04-21,13,51.57138398599531,15
2022-04-22,8,7.297749394548434,26
2022-04-23,5,-0.7247607025000011,0
2022-04-24,8,-3.7865719273859337,0
2022-04-25,56,32.58909893426251,8
2022-04-26,20,6.795591648878129,20
2022-04-27,18,5.9921575443468775,31
2022-04-28,18,8.716491748496878,16
2022-04-29,12,5.839292949103129,14
2022-04-30,14,-2.4852333108859344,0
2022-05-01,9,-2.0424217674546847,1
2022-05-02,10,4.5936625942687535,33
2022-05-03,15,18.313498940151565,45
2022-05-04,12,15.828286418253125,57
2022-05-05,4,12.522608547610936,42
2022-05-06,9,3.5101505779015616,42
2022-05-07,9,-2.6874124093734366,0
2022-05-08,8,-1.6584514133749975,0
2022-05-09,23,10.825480469964067,41
2022-05-10,10,25.86813245940625,26
2022-05-11,17,37.884050945721874,23
2022-05-12,13,38.57859177448437,16
2022-05-13,6,-0.8262770801828161,18
2022-05-14,0,-1.895310831684375,0
2022-05-15,1,-1.433330117751559,0
2022-05-16,8,19.357123295000008,21
2022-05-17,11,47.7763609738125,22
2022-05-18,7,38.15127045013125,13
2022-05-19,14,37.1149373135875,25
2022-05-20,14,3.460723696537496,24
2022-05-21,7,-6.61455016897656,0
2022-05-22,14,-4.083794574298432,27
2022-05-23,5,27.964835348860944,38
2022-05-24,11,17.48039162858438,42
2022-05-25,7,57.29739261489688,70
2022-05-26,12,50.2232010794125,22
2022-05-27,14,27.89825483337812,43
2022-05-28,11,-8.881092035856252,0
2022-05-29,4,-4.754630220467183,0
2022-05-30,7,-3.15823612124999,11
2022-05-31,14,47.67267799526564,26
2022-06-01,13,41.208225008276564,20
2022-06-02,20,43.764803159189064,40
2022-06-03,32,24.455678093048434,17
2022-06-04,10,-3.252755318515625,4
2022-06-05,27,-3.8812960206671834,2
2022-06-06,20,37.947343250698445,38
2022-06-07,20,102.73294046319845,36
2022-06-08,7,15.627378154917183,37
2022-06-09,3,8.66914934415156,8
2022-06-10,5,28.184025692160937,8
2022-06-11,3,-7.3061948424515535,1
2022-06-12,15,-5.774741634351553,0
2022-06-13,15,8.959344391253133,8
2022-06-14,11,33.50915667327188,1
2022-06-15,10,62.96494417802188,5
2022-06-16,8,15.957906630062498,0
2022-06-17,9,62.90986602482344,4
2022-06-18,3,-4.848884774796879,1
2022-06-19,18,-7.224311832360932,1
2022-06-20,6,8.314267768678132,19
2022-06-21,10,66.13102084829688,7
2022-06-22,9,44.42135919743906,10
2022-06-23,8,13.598711756290623,5
2022-06-24,10,37.0068368498125,0
2022-06-25,9,6.047169633670315,0
2022-06-26,3,6.502370366339068,1
2022-06-27,7,20.028503343498443,39
2022-06-28,24,59.324655059546885,7
2022-06-29,12,46.031290586673435,19
2022-06-30,10,59.03648627283906,5
2022-07-01,8,14.269093557632809,17
2022-07-02,6,13.585858472882816,0
2022-07-03,2,-1.96193229740312,0
2022-07-04,13,-5.38915920029374,12
2022-07-05,9,61.32938201109064,16
2022-07-06,22,96.79160860128438,26
2022-07-07,14,17.514153606987495,1
2022-07-08,10,33.985923636342186,17
2022-07-09,4,-9.781955841989062,0
2022-07-10,1,-7.06921826963124,8
2022-07-11,12,17.023645576778137,25
2022-07-12,21,0.0356759292328217,31
2022-07-13,11,-3.64713693531718,6
2022-07-14,7,11.409994492456256,17
2022-07-15,14,-0.9312089163765576,17
2022-07-16,7,-2.229934277440622,0
2022-07-17,1,0.6250888823156271,20
2022-07-18,12,38.04861465242813,23
2022-07-19,14,124.41603417365624,31
2022-07-20,10,59.788941232365616,28
2022-07-21,12,108.27632209051873,18
2022-07-22,15,48.625224363479674,1
2022-07-23,0,-13.047527502085934,0
2022-07-24,0,22.700049312392196,18
2022-07-25,12,36.508565857718764,5
2022-07-26,13,129.31122758356878,12
2022-07-27,13,179.4428093658328,0
2022-07-28,19,-10.814887704557819,6
2022-07-29,11,46.48513895513281,27
2022-07-30,2,-6.250928366248431,0
2022-07-31,0,-12.99572816255779,0
2022-08-01,6,44.055021399789084,8
2022-08-02,21,25.63233509652814,1
2022-08-03,10,33.190345712556265,12
2022-08-04,16,20.83179181824063,6
2022-08-05,23,44.686526286396884,17
2022-08-06,13,1.1326357839281265,0
2022-08-07,8,-3.5340479990749945,0
2022-08-08,9,20.88807629078282,10
2022-08-09,12,33.688738140171886,13
2022-08-10,7,45.83933092725157,25
2022-08-11,3,40.94321585418125,13
2022-08-12,9,6.2665078626171855,4
2022-08-13,1,11.23127274545469,0
2022-08-14,4,-0.8422887556640575,0
2022-08-15,8,10.182431915006259,14
2022-08-16,15,25.078415176450008,1
2022-08-17,13,26.616002828440628,1
2022-08-18,9,7.850131024468752,7
2022-08-19,18,8.373168925512502,3
2022-08-20,3,-3.7578813543484344,0
2022-08-21,5,-1.9114358054078076,0
2022-08-22,15,19.83595585497344,21
2022-08-23,17,35.23439863955,26
2022-08-24,9,25.858648657742187,24
2022-08-25,6,25.46282722565625,13
2022-08-26,17,11.188647661079685,1
2022-08-27,20,24.40339912099219,0
2022-08-28,7,-1.439563469768748,19
2022-08-29,8,17.684717029448443,18
2022-08-30,8,42.759598707370316,10
2022-08-31,13,7.823401856600002,4
2022-09-01,14,12.800529229598439,10
2022-09-02,7,4.307345044850002,6
2022-09-03,5,23.503017634568756,0
2022-09-04,4,1.3210345076343781,0
2022-09-05,7,0.9288994413437539,9
2022-09-06,8,20.878569980976565,0
2022-09-07,21,1.3641513419593778,0
2022-09-08,20,13.682955216275003,7
2022-09-09,16,3.3342173496281253,6
2022-09-10,1,-2.8705026608390596,1
2022-09-11,2,-1.8056442260468726,0
2022-09-12,2,12.679034156634378,50
2022-09-13,6,37.72952343217031,544
2022-09-14,17,8.69523258494531,38
2022-09-15,13,8.861290737293748,29
2022-09-16,9,3.3500146897687495,30
2022-09-17,1,1.0541068157796905,1
2022-09-18,12,5.737494857248441,2
2022-09-19,21,6.644460752500002,29
2022-09-20,13,4.509872342781252,22
2022-09-21,23,16.644798383871876,21
2022-09-22,15,21.59247037759375,27
2022-09-23,12,0.7583275715437487,16
2022-09-24,1,-2.7820224090765624,0
2022-09-25,2,-1.7471776523140605,0
2022-09-26,14,9.732599981981254,24
2022-09-27,24,3.9127290013218774,64
2022-09-28,13,11.14201784481719,11
2022-09-29,5,21.532757616201565,28
2022-09-30,8,9.162457995176561,2
2022-10-01,6,-3.309572128476563,3
2022-10-02,9,-0.8210894001796865,0
2022-10-03,5,8.623079516250003,18
2022-10-04,5,-0.04333428317187238,23
2022-10-05,4,13.502078642760939,12
2022-10-06,14,16.49220144308125,35
2022-10-07,2,6.662215603407812,41
2022-10-08,0,-2.824115042565625,0
2022-10-09,0,-1.5855699042171862,1
2022-10-10,23,2.9338319494843774,12
2022-10-11,5,-1.2365428126921851,25
2022-10-12,9,49.139223667359374,15
2022-10-13,6,8.383277245943747,21
2022-10-14,9,10.848632302164061,17
2022-10-15,0,-3.8747283283390646,0
2022-10-16,1,2.756238424640628,0
2022-10-17,1,8.933012715000004,0
2022-10-18,8,29.443054122937504,4
2022-10-19,7,36.14820035235625,5
2022-10-20,2,50.212029914218746,5
2022-10-21,11,-2.4851757027656287,0
2022-10-22,14,-5.5989029432374995,0
2022-10-23,9,-3.6286319067890584,0
2022-10-24,8,24.370894126171883,7
2022-10-25,15,0.19482125164844177,12
2022-10-26,24,20.56853309685469,10
2022-10-27,17,8.219961111459376,0
2022-10-28,12,7.952209830385939,0
2022-10-29,5,-3.5531775356578112,0
2022-10-30,12,-1.9011500552515597,0
2022-10-31,37,19.637245638750002,4
2022-11-01,16,10.812831017328126,52
2022-11-02,6,5.749633543951563,6
2022-11-03,5,14.297704023695312,0
2022-11-04,4,14.603002614934375,4
2022-11-05,4,-3.673231589154687,0
2022-11-06,9,1.9167145070687517,0
2022-11-07,21,13.173450953750002,8
2022-11-08,6,2.199385816671877,0
2022-11-09,7,14.786968735776565,20
2022-11-10,19,19.93564218610625,7
2022-11-11,12,16.98015797341094,21
2022-11-12,0,-4.3322219273921885,3
2022-11-13,5,-0.4253305681468733,0
2022-11-14,15,4.181788991687503,4
2022-11-15,4,1.0490594508718785,0
2022-11-16,18,8.369404773132816,0
2022-11-17,25,9.91646213980469,3
2022-11-18,11,3.5124721862796884,17
2022-11-19,4,-2.004120206654687,0
2022-11-20,2,-1.1445106207546865,0
2022-11-21,7,12.29469765896875,10
2022-11-22,5,17.143515203084377,14
2022-11-23,8,13.0703203332375,12
2022-11-24,16,2.8415238822359363,5
2022-11-25,7,-2.3954829590468747,12
2022-11-26,9,-1.486301358524998,0
2022-11-27,6,-0.029317527715622127,0
2022-11-28,5,18.123860711250003,11
2022-11-29,8,9.412539002046875,4
2022-11-30,11,16.369045754735936,7
2022-12-01,6,32.61860411606719,4
2022-12-02,8,-3.397495768668752,4
2022-12-03,16,-2.9792233777156247,0
2022-12-04,9,-1.963160433749998,0
2022-12-05,25,2.51463905823438,20
2022-12-06,24,6.405072607667191,3
2022-12-07,9,2.0287558668796897,34
2022-12-08,20,5.417718732271876,9
2022-12-09,12,2.2831251407546884,6
2022-12-10,6,-0.38026231732499904,0
2022-12-11,2,0.23947024492812552,0
2022-12-12,10,10.382224615,5
2022-12-13,14,6.4513618779375,10
2022-12-14,9,8.34471971323125,21
2022-12-15,8,10.053952753899999,10
2022-12-16,4,4.720485351246875,5
2022-12-17,1,-0.9889051785640621,0
2022-12-18,6,-1.2915985569093738,0
2022-12-19,14,1.1010885756984394,7
2022-12-20,8,3.0994415092921894,43
2022-12-21,13,0.9387052554796886,17
2022-12-22,13,9.158750857056251,8
2022-12-23,8,0.465048832203125,8
2022-12-24,7,-1.0007416177906248,0
2022-12-25,3,-0.5754763057671871,0
2022-12-26,2,-0.3790927950359364,0
2022-12-27,7,2.707672063968751,18
2022-12-28,15,5.458888025365625,12
2022-12-29,5,4.075006976325,3
2022-12-30,11,4.009831772271875,14
2022-12-31,1,-1.0611126513906253,0
2023-01-01,2,-0.5566229550718746,0
2023-01-02,7,0.6180009625000007,4
2023-01-03,10,5.603850586250001,11
2023-01-04,16,12.113339070953126,19
2023-01-05,14,8.197615020548437,11
2023-01-06,13,15.069634338456249,8
2023-01-07,2,0.2495724222421858,2
2023-01-08,0,-1.770469275179687,0
2023-01-09,9,5.874291478750001,9
2023-01-10,13,3.454833346984377,12
2023-01-11,13,4.507380843120314,9
2023-01-12,15,9.41767739058125,0
2023-01-13,15,-0.09008458687343701,12
2023-01-14,5,-1.3620606853749992,0
2023-01-15,6,-0.8716782696578114,0
2023-01-16,10,-0.549650493857811,30
2023-01-17,2,1.5799720026406263,10
2023-01-18,17,4.449788652170313,0
2023-01-19,11,6.162241175476563,9
2023-01-20,23,0.8401680491124996,4
2023-01-21,10,-0.8103490039265626,0
2023-01-22,4,-0.44184370507187465,0
2023-01-23,18,7.691454725000001,0
2023-01-24,10,0.9578602950000001,0
2023-01-25,13,15.24102730521875,0
2023-01-26,7,10.9133808311,1
2023-01-27,4,5.626540153710937,5
2023-01-28,3,-2.089187593782813,0
2023-01-29,10,-1.2154273050718738,0
2023-01-30,17,3.130445905000002,0
2023-01-31,10,5.915856153375001,1
2023-02-01,7,8.556133251181251,0
2023-02-02,12,13.151595135428124,0
2023-02-03,9,0.42033072022187445,0
2023-02-04,1,-1.6548360870921872,0
2023-02-05,1,-1.0017811202874989,0
2023-02-06,5,5.306886127500002,0
2023-02-07,5,4.848711999187501,0
2023-02-08,4,5.6727089987468755,0
2023-02-09,2,11.498633420842188,0
2023-02-10,5,0.8292306906562494,0
2023-02-11,10,-1.459863227085937,0
2023-02-12,12,-0.8510066326078117,0
2023-02-13,12,55.3875359975,0
2023-02-14,8,-1.0876113930937539,0
2023-02-15,9,3.575084720440624,0
2023-02-16,5,9.177924604925,0
2023-02-17,8,1.9689388742953158,0
2023-02-18,8,-2.38324052201406,0
2023-02-19,7,-1.55449050760781,0
2023-02-20,28,-1.1903243024999968,0
2023-02-21,8,7.019858402375003,0
2023-02-22,14,2.3656389191593767,0
2023-02-23,15,11.932093128710937,0
2023-02-24,9,5.062919794810936,0
2023-02-25,10,-0.7129277955093751,0
2023-02-26,3,-1.0390782626796873,0
2023-02-27,10,9.3171244,0
2023-02-28,10,2.4759471300000007,0
2023-03-01,7,4.7244927983750005,0
2023-03-02,16,5.5770670389,0
2023-03-03,9,0.4605736344031255,0
2023-03-04,15,-1.1170744703265618,0
2023-03-05,7,-0.6779224057671865,0
2023-03-06,3,8.529678134964064,0
2023-03-07,10,7.726827759843751,0
2023-03-08,8,1.3818084575781246,0
2023-03-09,14,2.8435148130125,0
2023-03-10,11,0.8829788011750004,0
2023-03-11,7,-0.8744418437828115,0
2023-03-12,4,-0.546294067571874,0
2023-03-13,10,4.593698371250001,0
2023-03-14,13,6.168763879109376,0
2023-03-15,20,1.7951328712859373,0
2023-03-16,25,10.067506578129688,0
2023-03-17,9,0.37653029782968694,0
2023-03-18,2,-1.0584532861749998,0
2023-03-19,2,-0.6609125175718744,0
2023-03-20,7,4.519759681250001,0
2023-03-21,17,7.116407273671876,1
2023-03-22,8,10.655730819960937,0
2023-03-23,0,16.06164840945156,0
2023-03-24,7,8.176052106720311,0
2023-03-25,1,-2.609407753926563,0
2023-03-26,1,-0.46749176757187416,0
2023-03-27,8,11.860409418750002,0
2023-03-28,4,-1.1569242850781238,0
2023-03-29,8,5.620634403195314,1
2023-03-30,2,12.337358253525,0
2023-03-31,5,-0.4232757734624992,0
2023-04-01,6,1.4707269486812506,0
2023-04-02,3,-0.22434148664531173,0
2023-04-03,5,5.138959373234377,10
2023-04-04,13,9.766525794510938,1
2023-04-05,14,20.126601555267186,0
2023-04-06,4,12.807974433854685,0
2023-04-07,13,13.701986470029686,0
2023-04-08,9,-3.554151662784376,0
2023-04-09,3,-0.9884276653687483,0
2023-04-10,14,4.484222314376565,0
2023-04-11,11,4.268465835620315,0
2023-04-12,6,2.217217174112502,0
2023-04-13,13,2.4341938832609387,0
2023-04-14,22,-1.4175523502906235,0
2023-04-15,9,-0.8248804743406237,0
2023-04-16,2,-0.5261967643609363,0
2023-04-17,12,1.6977804344843759,0
2023-04-18,7,3.550514041870313,0
2023-04-19,11,4.305174171690625,0
2023-04-20,12,10.129958847721875,0
2023-04-21,14,2.4478063377937493,0
2023-04-22,27,-1.1859789101437503,0
2023-04-23,7,-0.6876035249999997,0
2023-04-24,15,11.503293307500002,0
2023-04-25,5,3.4107442764687503,0
2023-04-26,8,5.640211424115625,0
2023-04-27,14,9.476884316028125,0
2023-04-28,13,4.002929509148437,0
2023-04-29,9,-1.7218741299578122,0
2023-04-30,5,-1.0002608101437491,0
2023-05-01,11,3.2899608325000016,0
2023-05-02,7,3.0363184250625013,0
2023-05-03,10,3.952233693240626,0
2023-05-04,12,22.896024812460936,0
2023-05-05,15,2.947744411576561,0
2023-05-06,5,-2.1194142559890627,0
2023-05-07,2,-1.2248206652156248,0
2023-05-08,18,2.1554934150000022,0
2023-05-09,16,0.040764900437501916,0
2023-05-10,7,3.2250740565437512,0
2023-05-11,12,12.042842239778127,0
2023-05-12,14,2.091316547445312,0
2023-05-13,10,-1.42699508895625,0
2023-05-14,0,-0.7391459027156249,0
2023-05-15,10,4.506477398750001,0
2023-05-16,20,6.115385564703126,0
2023-05-17,8,8.760287181876564,0
2023-05-18,23,16.298961794151563,0
2023-05-19,11,2.244829235653124,0
2023-05-20,1,-1.9676795850296878,0
2023-05-21,6,-1.156847722643749,0
2023-05-22,8,8.176804931250002,0
2023-05-23,12,5.449468436171877,0
2023-05-24,18,4.357590608710938,0
2023-05-25,12,17.408528307092187,0
2023-05-26,13,3.132850859109374,0
2023-05-27,2,-2.114709160725,0
2023-05-28,1,-1.208744625179687,0
2023-05-29,11,-0.8522653537499978,2
2023-05-30,11,8.327063984109378,0
2023-05-31,12,4.544091221067188,0
2023-06-01,12,11.589045850404688,0
2023-06-02,17,-0.12525324001250082,0
2023-06-03,1,0.6410494237234379,0
2023-06-04,14,-0.9799188652156245,0
2023-06-05,12,2.3692288875000016,0
2023-06-06,3,3.2133419087500013,6
2023-06-07,20,0.06765834285937578,0
2023-06-08,24,12.298724872832814,0
2023-06-09,12,-0.7442801019187504,0
2023-06-10,0,0.004990648501562833,0
2023-06-11,6,-0.6760498686031249,0
2023-06-12,4,10.539043906178126,0
2023-06-13,4,6.555078013453125,0
2023-06-14,23,5.422551081579687,0
2023-06-15,10,10.409839463090625,0
2023-06-16,13,6.872669869510937,0
2023-06-17,5,-2.111931342232812,0
2023-06-18,6,-1.1833208030515616,0
2023-06-19,10,0.14700713871406434,0
2023-06-20,13,7.234501399328127,0
2023-06-21,12,3.605415344229688,0
2023-06-22,9,5.725748521103125,0
2023-06-23,16,4.552882509810937,0
2023-06-24,7,-1.4258177975718747,0
2023-06-25,5,1.2095018146765633,0
2023-06-26,11,7.287388953750001,0
2023-06-27,27,4.709079804484375,0
2023-06-28,20,5.653751574589062,0
2023-06-29,17,5.489014665884375,0
2023-06-30,11,1.4409318687109376,0
2023-07-01,4,-1.209934870845312,0
2023-07-02,5,0.24628539228437607,0
2023-07-03,9,1.3701869789687513,0
2023-07-04,20,-0.671845224196874,0
2023-07-05,18,2.538759090368751,0
