,docker-archive/classicswarm,kubernetes/kubernetes,hashicorp/nomad
2015-07-01,13.0,92,0
2015-07-02,5.699999999999999,29,0
2015-07-03,-1.285000000000001,22,3
2015-07-04,0.31449999999999956,12,8
2015-07-05,2.4318875000000006,9,0
2015-07-06,4.300844750000001,64,10
2015-07-07,14.0525765875,85,3
2015-07-08,-1.067514638750001,107,0
2015-07-09,1.8023518070468751,83,0
2015-07-10,4.8865119634234375,82,0
2015-07-11,-0.2633929515015614,43,0
2015-07-12,0.17342678573437587,6,0
2015-07-13,0.31589328966718844,89,0
2015-07-14,7.401569171064064,71,0
2015-07-15,-0.22696169166406222,70,0
2015-07-16,7.2269164851953125,27,0
2015-07-17,3.773392768417187,74,0
2015-07-18,-1.1767788944515623,60,0
2015-07-19,4.31318636301875,60,0
2015-07-20,0.041726288198438044,66,0
2015-07-21,1.3228747519484383,8,0
2015-07-22,0.330581097089063,26,0
2015-07-23,-0.5531312658031242,98,6
2015-07-24,-0.34366008791093683,133,11
2015-07-25,-0.26678419786562435,21,0
2015-07-26,-0.163520756429687,4,0
2015-07-27,-0.10137603632812471,56,5
2015-07-28,0.9130880193046877,33,8
2015-07-29,6.861370825182813,72,6
2015-07-30,3.228633981912499,61,0
2015-07-31,7.248101147464062,68,0
2015-08-01,0.7998374999999991,13,0
2015-08-02,-0.83475425,3,0
2015-08-03,-0.5266292624999995,45,0
2015-08-04,6.610005216250001,51,5
2015-08-05,4.989868763234376,66,22
2015-08-06,1.8277185713546875,73,9
2015-08-07,4.018361185185937,81,8
2015-08-08,3.91703319323125,12,0
2015-08-09,-1.1336196963187497,5,0
2015-08-10,3.3648802074281257,87,0
2015-08-11,5.149209301250001,63,6
2015-08-12,0.8630773438906254,87,5
2015-08-13,0.12012325290468784,65,22
2015-08-14,0.3559734019875005,51,23
2015-08-15,3.481051396064063,11,19
2015-08-16,0.24599062224218793,1,20
2015-08-17,-0.5267371226796871,72,4
2015-08-18,-0.3269387045624996,78,0
2015-08-19,0.7463785567625008,70,0
2015-08-20,2.7210850500031256,65,12
2015-08-21,-0.4512245143375,72,1
2015-08-22,-0.2390039630515624,14,0
2015-08-23,-0.16392830084843735,3,27
2015-08-24,-0.1212679731593746,63,4
2015-08-25,-0.06991111503593728,56,7
2015-08-26,1.9494202662500002,56,10
2015-08-27,3.757150598234375,40,20
2015-08-28,0.47289620841718716,56,7
2015-08-29,2.6378034423921872,21,7
2015-08-30,-0.5003250000000002,3,6
2015-08-31,2.7216165000000005,38,13
2015-09-01,10.503046475,70,9
2015-09-02,1.6120603074999993,65,1
2015-09-03,5.9944763264687495,61,6
2015-09-04,-0.31613819088437545,68,6
2015-09-05,0.1474174380906258,8,0
2015-09-06,-0.6603615790828117,7,29
2015-09-07,0.5302524661421887,19,37
2015-09-08,1.547798614703126,49,16
2015-09-09,2.462357572970313,59,15
2015-09-10,2.353473046807813,77,20
2015-09-11,1.3709070425328125,72,22
2015-09-12,-0.5573957270171874,34,22
2015-09-13,-0.3008501780515622,13,22
