,rescript-lang/rescript-compiler,microsoft/typescript,google/closure-compiler
2014-11-23,13.971047212320313,9,0
2014-11-24,1.938044432499999,8,4
2014-11-25,-1.4824358735312502,44,5
2014-11-26,-0.9305793372906245,33,7
2014-11-27,-0.6777079730031232,12,0
2014-11-28,-0.4366544137499986,15,0
2014-11-29,-0.3571643040468739,16,0
2014-11-30,-0.3016599294515616,19,0
2014-12-01,-0.23829259544999937,57,2
2014-12-02,5.835743959898438,60,2
2014-12-03,1.3664045898562496,34,10
2014-12-04,6.529999999999999,39,6
2014-12-05,-0.9610000000000007,15,4
2014-12-06,-0.49597499999999983,13,2
2014-12-07,1.6624745000000003,4,3
2014-12-08,0.5441569250000007,16,3
2014-12-09,0.6042965475000005,24,1
2014-12-10,-0.3737313580937497,105,4
2014-12-11,1.7379893850031256,70,4
2014-12-12,-0.3651718961812498,91,4
2014-12-13,-0.21189524275156219,7,1
2014-12-14,-0.1084661549999999,16,0
2014-12-15,-0.08471733478124972,27,4
2014-12-16,-0.0696932143374998,56,0
2014-12-17,-0.04429119055156237,60,11
2014-12-18,0.9694137549640626,9,14
2014-12-19,-0.11913662603125004,8,17
2014-12-20,0.938202294928125,0,7
2014-12-21,-0.12850000000000011,0,0
2014-12-22,0.9343375,3,8
2014-12-23,-0.14461675000000007,0,7
2014-12-24,-0.07882451249999992,0,2
2014-12-25,0.94428955375,0,0
2014-12-26,-0.14339282551562493,1,0
2014-12-27,-0.08060929878593742,1,0
2014-12-28,-0.05123032551562495,1,0
2014-12-29,-0.04015504878593737,1,2
2014-12-30,-0.025685063015624923,7,0
2014-12-31,0.9784391349640625,3,0
2015-01-01,-0.11109369625000005,0,0
2015-01-02,-0.05456831301562501,2,0
2015-01-03,-0.0368988525359375,0,1
2015-01-04,4.9793375,3,2
2015-01-05,-0.5161167500000003,7,13
2015-01-06,-0.23816201250000013,8,4
2015-01-07,-0.15359369625000008,8,3
2015-01-08,-0.11288081301562458,5,4
2015-01-09,-0.0889826025359372,11,2
2015-01-10,0.9341899375000002,3,0
2015-01-11,-0.15546848124999993,3,0
2015-01-12,-0.09284156507812491,11,6
2015-01-13,-0.07049426267968742,9,7
2015-01-14,0.9793375000000001,19,2
2015-01-15,-0.11611675000000003,18,5
2015-01-16,-0.05816201249999999,12,5
2015-01-17,-0.03959369624999999,4,3
2015-01-18,-0.0302308130156249,0,0
2015-01-19,0.9754843974640626,15,1
2015-01-20,1.8868379874999999,41,7
2015-01-21,1.7439063037499998,21,5
2015-01-22,-0.3280683130156252,17,10
2015-01-23,-0.17606135253593752,10,7
2015-01-24,0.8855582500000001,11,4
2015-01-25,-0.1867205124999998,2,0
2015-01-26,-0.11465122124999982,5,4
2015-01-27,-0.08657973051562486,20,8
2015-01-28,-0.07038537106718729,21,0
2015-01-29,0.9479489188968752,26,13
2015-01-30,-0.12995971757187502,19,2
2015-01-31,-0.05609369625,10,0
2015-02-01,-0.038068313015624994,5,2
2015-02-02,-0.029061352535937404,19,1
2015-02-03,1.98388325,33,5
2015-02-04,-0.21316201250000014,27,13
2015-02-05,-0.10109369625000003,27,8
2015-02-06,0.933431686984375,27,7
2015-02-07,0.8502761474640625,43,2
2015-02-08,-0.17723350000000002,5,0
2015-02-09,-0.09982402499999998,28,8
2015-02-10,-0.07134989249999989,15,2
2015-02-11,-0.05591587603124982,16,6
2015-02-12,-0.04607646757187486,26,2
2015-02-13,-0.024255708749999928,32,4
2015-02-14,-0.02066200926562494,5,0
2015-02-15,-0.017967165551562456,11,0
2015-02-16,-0.008398852535937478,33,0
2015-02-17,0.0,26,4
2015-02-18,0.0,24,6
2015-02-19,0.0,17,1
2015-02-20,0.0,15,2
2015-02-21,0.0,29,4
2015-02-22,0.0,13,0
2015-02-23,0.0,35,5
2015-02-24,0.0,40,5
2015-02-25,0.0,27,7
2015-02-26,0.0,23,0
2015-02-27,0.0,51,10
2015-02-28,1.0,10,3
2015-03-01,0.8999999999999999,4,0
2015-03-02,-0.14500000000000013,22,0
2015-03-03,-0.07350000000000005,11,8
2015-03-04,-0.04916249999999994,18,5
2015-03-05,-0.036779249999999875,20,6
2015-03-06,-0.02927876249999991,17,5
2015-03-07,0.9757442912500001,23,5
2015-03-08,1.879337990734375,10,0
2015-03-09,8.737032834448437,25,4
2015-03-10,1.9731011474640616,14,7
2015-03-11,-0.7826625000000005,21,6
2015-03-12,1.55105825,35,2
2015-03-13,-0.5168580124999994,57,5
2015-03-14,-0.33445597124999926,18,0
2015-03-15,1.7444359319843756,10,0
2015-03-16,-0.40818978231718706,28,1
2015-03-17,0.7415728890375004,77,6
2015-03-18,1.7123813631296878,35,4
2015-03-19,6.6662910498921875,9,8
2015-03-20,-0.8698701260312506,6,2
2015-03-21,3.5642157699281247,9,0
2015-03-22,-0.6791291425000002,7,0
2015-03-23,-0.3891696385312494,19,2
2015-03-24,4.718967323678125,44,1
2015-03-25,2.293460206984375,29,2
2015-03-26,-0.6946583523171874,39,7
2015-03-27,-0.41392394618124984,13,1
2015-03-28,-0.2919792527515619,2,0
2015-03-29,-0.1808445020624994,5,0
2015-03-30,-0.14775572264374956,19,2
2015-03-31,1.9050454812500002,43,4
2015-04-01,5.718877346171875,42,3
2015-04-02,-0.7606992017265629,27,8
2015-04-03,-0.35219655760781265,16,5
2015-04-04,-0.21232499999999999,5,1
2015-04-05,-0.15620849999999945,0,0
2015-04-06,-0.12302452499999961,20,3
2015-04-07,-0.1011594674999997,7,11
2015-04-08,1.9143011964687502,22,6
2015-04-09,1.725792416834375,59,4
2015-04-10,-0.3403931152156251,29,1
2015-04-11,-0.1470000000000001,17,13
2015-04-12,-0.09832499999999988,14,0
2015-04-13,-0.07355849999999975,24,5
2015-04-14,-0.05855752499999982,36,6
2015-04-15,-0.048511417499999855,27,11
2015-04-16,-0.04132401853124988,48,7
2015-04-17,0.9640656688968751,41,7
2015-04-18,-0.11679770507187505,8,0
2015-04-19,0.955,22,0
2015-04-20,-0.12850000000000011,19,10
2015-04-21,-0.06566249999999996,32,7
2015-04-22,-0.04461674999999997,22,5
2015-04-23,0.9661754875000002,40,1
2015-04-24,3.87278955375,9,1
2015-04-25,-0.4677303255156253,1,17
2015-04-26,-0.2279925487859376,3,0
2015-04-27,1.855769186984375,15,4
2015-04-28,-0.3071656025359373,5,2
2015-04-29,0.8323709875000002,20,17
2015-04-30,-0.22074174624999995,25,3
2015-05-01,-0.14026809801562473,33,7
2015-05-02,0.8925943954015627,17,0
2015-05-03,-0.18058193514374984,13,0
2015-05-04,-0.08330414249999991,50,0
2015-05-05,-0.060798638531249935,30,7
2015-05-06,-0.04855390132187485,27,6
2015-05-07,-0.025685063015624923,25,5
2015-05-08,-0.02156086503593744,21,0
2015-05-09,-0.011093696249999967,8,0
2015-05-10,-0.009568313015624975,0,0
2015-05-11,-0.008398852535937478,11,8
2015-05-12,0.0,15,7
2015-05-13,0.0,29,6
2015-05-14,0.0,7,3
2015-05-15,1.0,23,3
2015-05-16,-0.10000000000000009,8,1
2015-05-17,-0.04500000000000003,1,0
2015-05-18,-0.028500000000000022,1,11
2015-05-19,-0.020662499999999924,38,6
2015-05-20,-0.016116749999999947,12,0
2015-05-21,-0.01316201249999996,6,7
2015-05-22,-0.011093696249999967,2,5
2015-05-23,-0.009568313015624975,6,0
2015-05-24,-0.008398852535937478,3,0
2015-05-25,0.0,1,0
2015-05-26,2.0,6,2
2015-05-27,-0.20000000000000018,14,6
2015-05-28,-0.09000000000000007,9,4
2015-05-29,-0.057000000000000044,7,10
2015-05-30,-0.04132499999999985,15,0
2015-05-31,-0.032233499999999894,5,0
2015-06-01,-0.02632402499999992,16,0
2015-06-02,-0.022187392499999934,45,0
2015-06-03,-0.01913662603124995,87,3
2015-06-04,-0.016797705071874957,46,2
2015-06-05,0.0,19,7
2015-06-06,0.0,3,0
2015-06-07,0.0,3,0
2015-06-08,1.0,12,7
2015-06-09,1.9,32,7
2015-06-10,-0.24500000000000022,19,0
2015-06-11,-0.11850000000000009,15,21
2015-06-12,-0.07766249999999997,21,9
2015-06-13,-0.05744174999999979,7,0
2015-06-14,-0.04539551249999985,3,0
2015-06-15,-0.03741772124999989,21,10
2015-06-16,0.9682442944843751,26,13
2015-06-17,-0.12753547856718753,23,6
2015-06-18,5.938202294928125,70,15
2015-06-19,1.3714999999999995,13,15
2015-06-20,-0.4906625000000003,3,0
2015-06-21,-0.27711675000000013,1,0
2015-06-22,4.8058629875,21,7
2015-06-23,-0.6491191962499999,31,17
2015-06-24,-0.3457738880156248,45,6
2015-06-25,-0.24378505503593728,35,8
2015-06-26,-0.1829097705937494,25,7
2015-06-27,-0.15011349124687456,0,5
2015-06-28,-0.08260776757187477,0,0
2015-06-29,1.94453151875,24,8
2015-06-30,0.752158434921875,13,4
2015-07-01,0.7680057373203124,39,2
2015-07-02,0.7979999999999998,27,2
2015-07-03,-0.214825,4,0
2015-07-04,-0.12639599999999987,1,0
2015-07-05,1.9083967250000002,0,0
2015-07-06,-0.27212865499999994,31,0
2015-07-07,-0.14950908478124988,33,44
2015-07-08,-0.1076217268374999,14,17
2015-07-09,-0.07038586180156227,37,14
2015-07-10,1.9497993344484377,39,26
2015-07-11,-0.23472287753593757,18,0
2015-07-12,-0.1121873925,0,0
2015-07-13,-0.07613662603124999,24,5
2015-07-14,-0.05812270507187481,26,15
2015-07-15,-0.032233499999999894,49,11
2015-07-16,-0.02632402499999992,29,16
2015-07-17,-0.022187392499999934,34,8
2015-07-18,-0.01913662603124995,6,0
2015-07-19,-0.016797705071874957,4,0
2015-07-20,0.0,10,12
2015-07-21,0.0,29,1
2015-07-22,0.0,23,22
2015-07-23,0.0,28,14
2015-07-24,0.0,15,8
2015-07-25,0.0,4,0
2015-07-26,0.0,4,0
2015-07-27,0.0,28,13
2015-07-28,0.0,20,0
2015-07-29,0.0,17,10
2015-07-30,2.0,19,8
2015-07-31,1.7999999999999998,20,17
2015-08-01,-0.29000000000000026,2,0
2015-08-02,-0.1470000000000001,6,1
2015-08-03,0.9016750000000001,11,5
2015-08-04,-0.17355849999999984,14,7
2015-08-05,-0.10355752499999984,18,16
2015-08-06,-0.07701141749999987,34,3
2015-08-07,-0.061986518531249805,23,12
2015-08-08,-0.052051081103124855,0,5
2015-08-09,-0.02995971757187492,0,0
2015-08-10,3.98890630375,11,14
2015-08-11,-0.40956831301562535,6,11
2015-08-12,-0.1883988525359376,10,9
2015-08-13,-0.11400000000000009,20,19
2015-08-14,-0.0826499999999997,11,20
2015-08-15,-0.06446699999999979,2,6
2015-08-16,-0.05264804999999984,2,0
2015-08-17,-0.04437478499999987,14,11
2015-08-18,-0.0382732520624999,23,13
2015-08-19,4.96640458985625,39,10
2015-08-20,-0.5000000000000004,45,17
2015-08-21,-0.22500000000000017,31,13
2015-08-22,-0.1425000000000001,4,0
2015-08-23,-0.10331249999999961,0,0
2015-08-24,-0.08058374999999973,10,12
2015-08-25,-0.06581006249999981,16,7
2015-08-26,-0.05546848124999983,36,9
2015-08-27,1.952158434921875,55,11
2015-08-28,-0.24199426267968757,22,2
2015-08-29,-0.09000000000000007,7,0
2015-08-30,-0.057000000000000044,2,0
2015-08-31,-0.04132499999999985,11,16
2015-09-01,-0.032233499999999894,9,13
2015-09-02,-0.02632402499999992,8,6
2015-09-03,1.9778126075,23,6
2015-09-04,-0.21913662603125011,19,19
2015-09-05,-0.10679770507187503,16,1
2015-09-06,-0.057000000000000044,4,0
2015-09-07,2.958675,1,0
2015-09-08,-0.3322335000000002,2,7
2015-09-09,-0.161324025,15,13
2015-09-10,-0.10768739249999999,45,1
2015-09-11,-0.08112412603124972,20,6
2015-09-12,-0.0651479550718748,9,1
2015-09-13,-0.03948603749999988,4,2
2015-09-14,-0.0332810887499999,9,7
2015-09-15,-0.028704939046874926,18,13
2015-09-16,-0.025196557607812434,22,5
2015-09-17,0.0,16,10
2015-09-18,0.0,18,6
2015-09-19,0.0,6,0
2015-09-20,1.0,6,0
2015-09-21,-0.10000000000000009,18,5
2015-09-22,-0.04500000000000003,20,3
2015-09-23,-0.028500000000000022,1,7
2015-09-24,0.9793375000000001,10,10
2015-09-25,-0.11611675000000003,26,14
2015-09-26,-0.05816201249999999,9,0
2015-09-27,-0.03959369624999999,4,0
2015-09-28,-0.0302308130156249,14,1
2015-09-29,-0.024515602535937424,24,16
2015-09-30,-0.01316201249999996,25,10
2015-10-01,-0.011093696249999967,27,10
2015-10-02,-0.009568313015624975,25,8
2015-10-03,-0.008398852535937478,11,1
2015-10-04,0.0,5,0
2015-10-05,1.0,38,5
2015-10-06,-0.10000000000000009,41,13
2015-10-07,-0.04500000000000003,11,5
2015-10-08,-0.028500000000000022,34,9
2015-10-09,-0.020662499999999924,14,3
2015-10-10,-0.016116749999999947,2,0
2015-10-11,-0.01316201249999996,4,0
2015-10-12,-0.011093696249999967,36,11
2015-10-13,-0.009568313015624975,13,10
2015-10-14,-0.008398852535937478,13,7
2015-10-15,0.0,21,8
2015-10-16,0.0,15,7
2015-10-17,0.0,4,1
2015-10-18,0.0,4,1
2015-10-19,1.0,18,1
2015-10-20,-0.10000000000000009,16,1
2015-10-21,0.955,17,4
2015-10-22,2.8714999999999997,23,3
2015-10-23,0.6343374999999998,18,3
2015-10-24,-0.27961675000000014,3,0
2015-10-25,-0.1643245125,3,0
2015-10-26,-0.11769794624999971,14,4
2015-10-27,-0.09174307551562469,24,1
2015-10-28,-0.07509533628593727,39,2
2015-10-29,-0.05601141426562484,21,11
2015-10-30,0.9518025121671876,38,1
2015-10-31,0.8652351293765626,6,0
2015-11-01,-0.1533988525359376,1,0
2015-11-02,-0.07350000000000005,16,4
2015-11-03,-0.04916249999999994,24,6
2015-11-04,-0.036779249999999875,15,4
2015-11-05,-0.02927876249999991,10,7
2015-11-06,-0.024255708749999928,18,7
2015-11-07,-0.02066200926562494,7,4
2015-11-08,-0.017967165551562456,2,0
2015-11-09,-0.008398852535937478,34,0
2015-11-10,0.0,29,7
2015-11-11,6.0,36,2
2015-11-12,6.3999999999999995,27,0
2015-11-13,-0.9700000000000009,30,9
2015-11-14,-0.4860000000000003,12,2
2015-11-15,-0.3234749999999997,1,0
2015-11-16,-0.24133799999999916,10,3
2015-11-17,6.808210675000001,18,6
2015-11-18,0.14130373499999982,17,7
2015-11-19,0.44993424815625005,15,7
2015-11-20,-0.46187130632499995,29,10
2015-11-21,-0.27692946775156185,3,4
2015-11-22,-0.1619797499999996,1,0
2015-11-23,-0.1289133374999996,21,2
2015-11-24,-0.10693463624999967,14,9
2015-11-25,-0.09123389985937476,21,15
2015-11-26,-0.07945397701718729,19,0
2015-11-27,0.9820328344484376,0,0
2015-11-28,-0.10839885253593756,5,1
2015-11-29,-0.04500000000000003,3,3
2015-11-30,-0.028500000000000022,26,9
2015-12-01,-0.020662499999999924,35,4
2015-12-02,-0.016116749999999947,32,7
2015-12-03,-0.01316201249999996,21,12
2015-12-04,0.98890630375,26,7
2015-12-05,-0.10956831301562506,7,0
2015-12-06,5.9466011474640625,4,0
2015-12-07,-0.6285000000000005,20,13
2015-12-08,-0.2906625000000001,38,5
2015-12-09,1.8128832499999998,59,7
2015-12-10,-0.3371370124999997,30,8
2015-12-11,-0.19779419624999972,31,4
2015-12-12,-0.1455403880156248,19,6
2015-12-13,-0.11628603003593713,3,1
2015-12-14,-0.08964337809374975,18,6
2015-12-15,-0.07671714021562479,10,8
2015-12-16,2.9778126075,9,13
2015-12-17,-0.3191366260312502,27,10
2015-12-18,-0.15179770507187504,45,8
2015-12-19,-0.08550000000000006,4,5
2015-12-20,-0.06198749999999977,1,0
2015-12-21,-0.048350249999999845,15,4
2015-12-22,-0.03948603749999988,21,9
2015-12-23,-0.0332810887499999,13,10
2015-12-24,0.9712950609531251,7,2
2015-12-25,-0.1251965576078125,0,2
2015-12-26,-0.04500000000000003,0,0
2015-12-27,-0.028500000000000022,0,0
2015-12-28,-0.020662499999999924,17,0
2015-12-29,2.98388325,4,1
2015-12-30,-0.31316201250000025,5,1
2015-12-31,-0.14609369625000007,0,0
2016-01-01,-0.09506831301562504,2,1
2016-01-02,-0.07038635253593725,0,0
2016-01-03,-0.048350249999999845,1,0
2016-01-04,-0.03948603749999988,17,22
2016-01-05,-0.0332810887499999,21,10
2016-01-06,5.971295060953125,15,9
2016-01-07,15.374803442392187,24,15
2016-01-08,4.129999999999998,19,6
2016-01-09,2.5089999999999986,5,1
2016-01-10,1.7500249999999995,5,2
2016-01-11,-1.078300499999999,12,24
2016-01-12,-0.7098150749999986,11,12
2016-01-13,-0.5420048774999986,23,9
2016-01-14,2.5596644069062515,25,16
2016-01-15,9.328953399034376,19,9
2016-01-16,-1.4106523411687504,13,1
2016-01-17,4.342552543971875,2,0
2016-01-18,1.0907121508093747,3,0
2016-01-19,7.294828192392188,10,8
2016-01-20,5.7668464625,9,9
2016-01-21,-1.38521371375,12,19
2016-01-22,1.1954493484531254,19,15
2016-01-23,1.2162767497359384,4,5
2016-01-24,1.2706474683906261,11,0
2016-01-25,6.364857692421875,15,6
2016-01-26,6.869660453789063,17,2
2016-01-27,5.583441417053125,25,15
2016-01-28,1.5064484636031246,25,12
2016-01-29,11.872825614748438,21,7
2016-01-30,0.019734706468749863,10,7
2016-01-31,-1.2943273111031242,9,2
2016-02-01,5.145808945146876,19,13
2016-02-02,5.7613776963187515,30,25
2016-02-03,10.526676866873439,21,8
2016-02-04,5.943210237353124,29,2
2016-02-05,9.078486016951562,10,11
2016-02-06,2.784889980689062,8,5
2016-02-07,0.20893896600156325,5,1
2016-02-08,12.727305029928125,6,11
2016-02-09,0.7182685981562509,21,1
2016-02-10,1.3766114886750014,14,17
2016-02-11,-1.3630521814390615,27,6
2016-02-12,-0.9071819558062479,32,16
2016-02-13,-0.6273567697093734,23,3
2016-02-14,-0.4570222604734361,4,0
2016-02-15,-0.3042789237109367,10,0
2016-02-16,5.776478786459376,13,4
2016-02-17,5.2204300367,22,13
2016-02-18,3.076098503345312,10,16
2016-02-19,2.1338034423921868,24,25
2016-02-20,-0.7749750000000001,19,10
2016-02-21,-0.46967549999999947,6,2
2016-02-22,1.6561774250000008,22,9
2016-02-23,-0.4719887524999993,53,5
2016-02-24,4.68502964440625,21,12
2016-02-25,1.251336184190625,11,17
2016-02-26,0.41172754397187517,13,7
2016-02-27,-0.427033849190625,1,0
2016-02-28,1.743166917392188,4,0
2016-02-29,5.6274038575,20,14
2016-03-01,11.17215731146875,22,11
2016-03-02,2.358293038678124,27,13
2016-03-03,13.764484029921874,20,3
2016-03-04,-0.2504330849609384,13,10
2016-03-05,6.613659456912501,9,4
2016-03-06,0.2968906799640627,3,0
2016-03-07,2.7649525464687517,2,4
2016-03-08,6.738943761834376,4,0
2016-03-09,9.358448656096876,31,4
2016-03-10,18.92395204875625,27,14
2016-03-11,14.757512902121874,3,9
2016-03-12,-1.5484600090703138,4,8
2016-03-13,-0.13290115169687455,1,1
2016-03-14,12.349804918681253,12,8
2016-03-15,-0.545979414634373,11,8
2016-03-16,-1.7270013355187481,12,4
2016-03-17,-1.2048846097093733,12,10
2016-03-18,-0.897841008723435,18,0
2016-03-19,-0.6640764550359356,2,0
2016-03-20,1.590994960821876,3,0
2016-03-21,6.582429896396875,20,13
2016-03-22,1.0370585202093747,23,18
2016-03-23,5.291279438465625,9,4
2016-03-24,-0.9476227050718755,14,0
2016-03-25,-0.5038709999999996,14,7
2016-03-26,-0.3514662749999995,12,0
2016-03-27,-0.2705299799999991,1,0
2016-03-28,1.7801829752187506,22,3
2016-03-29,-0.3849353636812497,10,14
2016-03-30,-0.2344907712828122,24,11
2016-03-31,-0.13120758316562486,11,4
2016-04-01,-0.09171811521562472,8,2
2016-04-02,3.9677665,2,0
2016-04-03,-0.4263240250000003,1,0
2016-04-04,12.7978126075,17,20
2016-04-05,5.566863373968749,23,2
2016-04-06,10.615552294928124,19,6
2016-04-07,1.0500329999999987,75,25
2016-04-08,5.63923945,40,9
2016-04-09,-0.5755300349999997,7,0
2016-04-10,-1.0706466645624984,8,0
2016-04-11,0.23016395110625143,28,0
2016-04-12,7.318524157046877,34,8
2016-04-13,4.672746583423438,37,0
2016-04-14,2.6963563498109373,21,5
2016-04-15,1.861028444271875,12,2
2016-04-16,0.06431480503281284,8,5
2016-04-17,1.3165687067328133,4,0
2016-04-18,3.365360851214063,28,0
2016-04-19,9.177755541984375,31,0
2016-04-20,3.4898316658390622,32,23
2016-04-21,4.67009672911875,20,6
2016-04-22,4.640007031471875,18,3
2016-04-23,1.6166899295593755,3,0
2016-04-24,3.884919686876563,0,0
2016-04-25,-1.214089138567187,11,9
2016-04-26,9.237006517865627,24,14
2016-04-27,8.43509290345,14,11
2016-04-28,6.1209729070625,9,6
2016-04-29,5.178963894226563,17,0
2016-04-30,-1.7585191445593749,5,0
2016-05-01,-1.0453590355124986,3,0
2016-05-02,4.269374252314064,21,8
2016-05-03,-0.058122850179686214,18,11
2016-05-04,7.2502665573437515,22,3
2016-05-05,4.6519446869843755,21,13
2016-05-06,0.6699965967656252,17,8
2016-05-07,-0.9334152613968749,6,0
2016-05-08,0.4329812197484383,4,0
2016-05-09,3.521460506250001,4,6
2016-05-10,1.2527431386718755,12,4
2016-05-11,12.339982279304689,17,2
2016-05-12,10.297505940839061,16,5
2016-05-13,6.912445159118749,6,6
2016-05-14,-1.998983753746876,3,0
2016-05-15,2.8716145486781257,1,0
2016-05-16,2.8057651269843764,20,6
2016-05-17,0.8006708404015641,24,12
2016-05-18,10.006055012575,26,2
2016-05-19,4.220581758225,28,8
2016-05-20,4.377034894595313,16,13
2016-05-21,-1.528841097571875,11,0
2016-05-22,5.126866492176564,4,0
2016-05-23,9.818768687937501,45,0
2016-05-24,5.17048630779375,31,12
2016-05-25,9.283564730075,41,13
2016-05-26,0.8799415992562496,43,7
2016-05-27,12.465152566510938,24,12
2016-05-28,-0.357196818309375,8,0
2016-05-29,-1.5173421802156237,1,0
2016-05-30,0.00015362565625109958,0,0
2016-05-31,3.127292180362502,35,1
2016-06-01,11.967158234745314,16,20
2016-06-02,2.0776738253265625,28,10
2016-06-03,0.5776094105578125,17,11
2016-06-04,-1.0306070823265623,8,0
2016-06-05,1.3130379259656264,2,0
2016-06-06,-0.629707201321874,19,2
2016-06-07,-0.42084126051562404,19,7
2016-06-08,-0.33277170584843674,39,12
2016-06-09,2.729992710653126,44,7
2016-06-10,-0.5018792275296873,32,6
2016-06-11,0.7859439388250001,4,0
2016-06-12,-0.22448509757187504,0,0
2016-06-13,-0.12612412603124976,32,8
2016-06-14,-0.09364795507187483,52,0
2016-06-15,-0.06014853749999981,48,23
2016-06-16,9.95060216125,13,0
2016-06-17,6.958133048453124,15,0
2016-06-18,0.7137097461421864,9,0
2016-06-19,-0.8545683130156256,11,0
2016-06-20,2.466976147464063,30,33
2016-06-21,12.316532500000001,28,1
2016-06-22,11.263120875,10,10
2016-06-23,8.7810334375,27,11
2016-06-24,3.6717557748437493,26,2
2016-06-25,-1.9651851719843745,9,0
2016-06-26,-1.1874437338187485,2,0
2016-06-27,4.171009793678127,31,13
2016-06-28,2.854711597203127,24,8
2016-06-29,8.839714684439063,27,7
2016-06-30,5.242924114079687,32,14
2016-07-01,2.3516887963609374,22,0
2016-07-02,0.6869689940109378,3,0
2016-07-03,-0.9667951777156242,4,0
2016-07-04,4.382078468750001,0,0
2016-07-05,11.023696274921877,21,0
2016-07-06,8.185869435257812,18,0
2016-07-07,8.02568403595,23,22
2016-07-08,1.8830219735312497,8,12
2016-07-09,2.417213637685938,3,0
2016-07-10,8.616431901325,3,0
2016-07-11,6.107997163678126,38,3
2016-07-12,10.079596454921875,11,16
2016-07-13,1.6085118936328122,30,4
2016-07-14,8.200853626912501,11,15
2016-07-15,-0.1251619905156245,12,10
2016-07-16,4.560859312578127,6,0
2016-07-17,0.4608472752937509,1,0
2016-07-18,-1.1740642602999984,23,11
