,jetbrains/kotlin,scala/scala,apache/groovy
2011-10-28,15.06570561294375,5,8
2011-10-29,-3.4033675997875004,7,0
2011-10-30,0.08811616890937568,0,0
2011-10-31,28.538535329370315,8,1
2011-11-01,19.934302529034376,4,2
2011-11-02,18.4378589011125,1,6
2011-11-03,35.205635267278126,3,1
2011-11-04,25.21498107053906,10,7
2011-11-05,-3.984635504928125,1,0
2011-11-06,-3.3102666131468723,3,1
2011-11-07,24.987978936468757,9,11
2011-11-08,7.890807906959379,7,14
2011-11-09,34.57053589779688,2,6
2011-11-10,23.361411339778122,7,0
2011-11-11,1.3094428035484382,8,0
2011-11-12,21.330035280812503,0,0
2011-11-13,-2.5074535164468728,13,0
2011-11-14,21.537077221876565,5,0
2011-11-15,12.041349344276565,5,8
2011-11-16,19.236270531040628,7,1
2011-11-17,11.721020721923438,0,1
2011-11-18,14.12502071562969,5,0
2011-11-19,-2.759615470203123,5,2
2011-11-20,-1.9876831099437466,1,1
2011-11-21,4.7822637762687545,4,10
2011-11-22,15.762542230751567,13,0
2011-11-23,32.64632119283594,11,10
2011-11-24,35.52651292076406,8,7
2011-11-25,31.00490771412187,1,6
2011-11-26,-5.515670095407815,1,4
2011-11-27,-4.39439410796406,5,0
2011-11-28,26.058696383162506,7,4
2011-11-29,15.848142223854692,8,5
2011-11-30,13.77120132046719,4,5
2011-12-01,18.845629864540626,16,1
2011-12-02,20.40474349256563,21,1
2011-12-03,-0.8529344910671854,4,4
2011-12-04,-2.8050306348968723,9,0
2011-12-05,10.516964591178128,24,19
2011-12-06,18.82794606379688,13,4
2011-12-07,30.69298217437969,26,7
2011-12-08,30.071618864448435,10,5
2011-12-09,10.169806874442186,17,4
2011-12-10,-4.500571843018749,11,2
2011-12-11,0.5828324102375038,2,4
2011-12-12,20.277218848054694,16,4
2011-12-13,23.72251582326094,15,2
2011-12-14,32.57455296193906,5,10
2011-12-15,13.0429402611625,0,7
2011-12-16,40.11212154392969,5,19
2011-12-17,-5.060997008809377,0,0
2011-12-18,-1.6758938786265585,3,0
2011-12-19,14.557950031651567,1,9
2011-12-20,31.642243420496882,5,8
2011-12-21,20.55525491973594,6,10
2011-12-22,5.6305719843999995,6,2
2011-12-23,7.078406028321877,6,7
2011-12-24,-3.2243380756874966,7,0
2011-12-25,5.194660030550005,6,1
2011-12-26,8.402477270845317,3,3
2011-12-27,26.11797540561094,4,8
2011-12-28,-1.7901760629593753,26,5
2011-12-29,23.048311602284375,1,6
2011-12-30,29.594403357842186,9,1
2011-12-31,-5.76399253286875,3,2
2012-01-01,-3.144259500946874,1,3
2012-01-02,2.8567503720890657,8,3
2012-01-03,8.844794007790629,4,12
2012-01-04,15.381668630901565,4,17
2012-01-05,-0.4457161900890618,15,19
2012-01-06,18.822029131485937,7,17
2012-01-07,1.4004359415343752,10,8
2012-01-08,3.5689197012781264,4,4
2012-01-09,0.02416038125000064,4,3
2012-01-10,17.49844880117188,9,0
2012-01-11,9.010817474148439,3,8
2012-01-12,19.10914088657344,14,0
2012-01-13,9.101812531556249,7,11
2012-01-14,0.582607312814063,10,5
2012-01-15,6.516728079167189,8,1
2012-01-16,12.529854229226565,8,14
2012-01-17,17.919564880003126,9,9
2012-01-18,34.05504796763125,4,27
2012-01-19,9.887505065629686,10,3
2012-01-20,9.128356531975,15,0
2012-01-21,-3.3506594724937493,6,1
2012-01-22,5.245641461220317,2,0
2012-01-23,16.25044556646563,10,3
2012-01-24,20.21211853569219,15,19
2012-01-25,34.31163298113281,15,6
2012-01-26,13.395344137151561,9,13
2012-01-27,45.39875533538437,5,4
2012-01-28,6.7016539309562475,11,1
2012-01-29,-4.0236195560187475,6,6
2012-01-30,35.01808286458907,31,4
2012-01-31,18.17782153491563,8,6
2012-02-01,9.470996135692191,23,13
2012-02-02,14.412550519028127,13,16
2012-02-03,24.44729879453594,19,6
2012-02-04,0.6501937667343771,11,4
2012-02-05,4.539109195432816,33,9
2012-02-06,22.35205811967969,20,11
2012-02-07,18.975393481068753,6,23
2012-02-08,56.537857535707815,9,15
2012-02-09,16.70042162835156,3,4
2012-02-10,10.4930313741125,1,3
2012-02-11,-2.303075927437499,1,0
2012-02-12,2.6201236415625067,7,11
2012-02-13,28.32130531260782,5,5
2012-02-14,9.173380203770316,18,16
2012-02-15,7.009717329190629,28,10
2012-02-16,3.683735304668752,6,3
2012-02-17,18.43664317186563,17,7
2012-02-18,-4.254782172715624,4,0
2012-02-19,4.604005878540628,14,4
2012-02-20,35.66129693124688,10,1
2012-02-21,44.61216342199844,7,1
2012-02-22,22.085223068615623,21,7
2012-02-23,19.903246110773434,25,6
2012-02-24,29.20561369794375,4,7
2012-02-25,-7.685389294131248,5,2
2012-02-26,-2.57779960454062,2,0
2012-02-27,17.58597072639063,7,6
2012-02-28,13.259064700154694,8,9
2012-02-29,61.132039727853126,7,6
2012-03-01,20.46982073398437,7,3
2012-03-02,35.1411709075,8,2
2012-03-03,-1.8389290620328147,6,3
2012-03-04,-5.744774846293746,3,2
2012-03-05,18.286899027718757,13,5
2012-03-06,39.94239836410001,20,4
2012-03-07,46.19669238496407,16,2
2012-03-08,12.153717320321874,4,3
2012-03-09,29.222388315909377,5,6
2012-03-10,14.745560090500001,0,3
2012-03-11,6.849278124845318,3,1
2012-03-12,34.290476652248444,2,0
2012-03-13,29.174951107406255,0,1
2012-03-14,31.525470036006254,13,5
2012-03-15,0.9093467030390627,10,10
2012-03-16,18.71613152796563,26,1
2012-03-17,5.522591973881255,2,0
2012-03-18,-2.245440740689056,3,0
2012-03-19,31.338332696954694,10,6
2012-03-20,6.908006282621878,25,5
2012-03-21,26.12328159198438,14,2
2012-03-22,0.9286341605453128,8,4
2012-03-23,20.896038462156255,29,0
2012-03-24,2.97299450675,2,0
2012-03-25,-2.7932978458359337,4,0
2012-03-26,25.494366549271877,4,1
2012-03-27,17.385292298095315,15,0
2012-03-28,56.08889467078907,7,2
2012-03-29,18.149894527298436,4,8
2012-03-30,20.62335212402656,13,7
2012-03-31,-6.059255375642188,4,0
2012-04-01,-2.4106288637734306,3,0
2012-04-02,38.73904384669688,5,2
2012-04-03,20.344542053026565,8,0
2012-04-04,32.4033079339,4,4
2012-04-05,12.19405025150625,5,7
2012-04-06,14.48098153638594,20,8
2012-04-07,25.12160949584219,2,0
2012-04-08,22.324282148478126,3,0
2012-04-09,21.215851691432814,3,0
2012-04-10,6.023737362021877,7,2
2012-04-11,19.327520088318757,6,1
2012-04-12,9.919958836420317,28,0
2012-04-13,57.69865273203594,38,0
2012-04-14,-2.546896070296878,42,0
2012-04-15,-2.88032739798906,14,3
2012-04-16,9.836406086432817,8,8
2012-04-17,10.72114664827032,8,2
2012-04-18,8.77701670354063,3,1
2012-04-19,55.09609641414219,3,0
2012-04-20,28.59577347710156,6,1
2012-04-21,-5.115399271809377,1,1
2012-04-22,-1.9705189146234368,5,1
2012-04-23,6.641655908201567,20,0
2012-04-24,15.567434703923443,9,2
2012-04-25,16.724307330512502,19,0
2012-04-26,5.257768851507814,11,1
2012-04-27,18.13485640036094,10,0
2012-04-28,15.275417992551564,7,0
2012-04-29,0.4805055533734386,2,0
2012-04-30,20.013006553345313,10,2
2012-05-01,15.681195320985939,9,0
2012-05-02,15.424307281093752,39,3
2012-05-03,33.25783849098906,15,0
2012-05-04,37.39481814908906,17,2
2012-05-05,4.953889350796874,13,1
2012-05-06,0.16707921514687563,9,0
2012-05-07,10.719276120453129,22,2
2012-05-08,2.5907338629609438,27,0
2012-05-09,-1.6303197686390578,12,6
2012-05-10,9.363974931468753,23,0
2012-05-11,29.913060257187503,16,7
2012-05-12,8.753258954696875,14,2
2012-05-13,-3.139072195784375,6,0
2012-05-14,-1.3758179923109366,14,4
2012-05-15,19.282838790800003,12,2
2012-05-16,7.632279728351564,12,1
2012-05-17,-0.9651963612828114,9,0
2012-05-18,15.987743137490625,19,10
2012-05-19,-1.2385435699468736,10,1
2012-05-20,-2.068113474654685,5,0
2012-05-21,14.76374254273125,9,13
2012-05-22,25.54312457569844,20,9
2012-05-23,20.790885390385938,20,3
2012-05-24,12.211035536073435,12,18
2012-05-25,16.708865438573437,14,12
2012-05-26,-1.6251327318531246,10,3
2012-05-27,-2.0782396716781224,3,13
2012-05-28,33.84948555492813,8,1
2012-05-29,13.768835934250003,0,7
2012-05-30,27.147669726237503,5,5
2012-05-31,35.91061645485313,2,1
2012-06-01,34.413446956585936,15,5
2012-06-02,1.6350513323109368,4,0
2012-06-03,-5.74442523855156,13,0
2012-06-04,20.28522282687657,2,3
2012-06-05,39.785448750151566,4,0
2012-06-06,6.144512056409377,11,2
2012-06-07,27.24532851781719,5,0
2012-06-08,34.02341220469375,51,4
2012-06-09,54.83382758433438,14,0
2012-06-10,-10.864351986665628,3,7
2012-06-11,-5.853524797859372,6,10
2012-06-12,1.9123607313750064,2,6
2012-06-13,33.215671043434384,15,1
2012-06-14,29.597005514914066,14,3
2012-06-15,47.84661340123125,13,0
2012-06-16,47.33315916892343,0,2
2012-06-17,-4.0093696739578135,5,0
2012-06-18,10.21923046523594,19,8
2012-06-19,22.090302860000005,19,12
2012-06-20,15.229607160656258,3,8
2012-06-21,2.464503300706255,7,0
2012-06-22,10.832315431357818,5,4
2012-06-23,-2.0376254309031205,4,0
2012-06-24,-3.4910848176171823,10,0
2012-06-25,17.76562702809219,6,5
2012-06-26,44.617208190982815,19,0
2012-06-27,0.20693181245156111,22,0
2012-06-28,22.765543526400002,8,1
2012-06-29,1.7158752495687493,2,0
2012-06-30,-2.690598769823434,3,0
2012-07-01,-2.529068329621872,6,0
2012-07-02,14.205948167392192,23,1
2012-07-03,42.975712482187504,7,0
2012-07-04,16.48623396328125,8,2
2012-07-05,23.296096250915625,14,8
2012-07-06,-0.9845543054234405,23,3
2012-07-07,31.026316094170316,7,0
2012-07-08,-6.047060480767186,6,0
2012-07-09,27.52125168246407,8,4
2012-07-10,29.365672426750002,10,7
2012-07-11,18.089851334456252,20,8
2012-07-12,-2.5165319197624996,15,11
2012-07-13,5.850168895470316,17,20
2012-07-14,0.2050055926296923,19,1
2012-07-15,-1.8295563557265573,1,0
2012-07-16,2.850896389992192,31,3
2012-07-17,-1.9440393847343715,19,4
2012-07-18,19.577436659589065,23,5
2012-07-19,43.96320792585156,28,6
2012-07-20,87.82374117203906,30,8
2012-07-21,-9.38089908780001,13,0
2012-07-22,-1.5025780361718777,7,0
2012-07-23,48.27777854559063,11,3
2012-07-24,2.3570950698859434,15,7
2012-07-25,26.901961528570318,16,4
2012-07-26,15.583269777921878,8,3
2012-07-27,11.017423650010944,13,0
2012-07-28,-2.250233893907808,6,4
2012-07-29,-1.295898971174994,14,0
2012-07-30,10.194123588564068,18,3
2012-07-31,32.60289782624219,12,0
2012-08-01,11.137539608673439,3,0
2012-08-02,10.282832553839063,19,0
2012-08-03,5.642469334454688,5,3
2012-08-04,11.43786818489219,15,0
2012-08-05,-3.7028053489593726,6,0
2012-08-06,25.77572689955938,24,0
2012-08-07,4.5514118456890635,22,1
2012-08-08,16.529227624720313,29,0
2012-08-09,24.792203168690627,19,0
2012-08-10,1.7702776616546885,14,0
2012-08-11,-3.6003028619453112,10,0
2012-08-12,-2.2958503205937473,7,0
2012-08-13,3.3238881044609423,12,1
2012-08-14,74.25698046931251,11,3
2012-08-15,9.137327774353121,10,1
2012-08-16,30.95669278811406,15,0
2012-08-17,25.69757349807812,12,0
2012-08-18,-7.43947866465156,8,0
2012-08-19,-4.260900030251559,6,2
2012-08-20,4.949104568750006,48,1
2012-08-21,27.79393904492188,10,4
2012-08-22,20.552280203132817,8,5
2012-08-23,28.1216443992375,16,0
2012-08-24,17.509901096525,7,0
2012-08-25,-6.0669833733453125,4,0
2012-08-26,-3.4683024836859344,1,0
2012-08-27,21.697667542500007,13,1
2012-08-28,15.793467087125004,10,2
2012-08-29,22.433444948728127,14,9
2012-08-30,28.51378546047969,11,4
2012-08-31,17.509158481534374,16,2
2012-09-01,-6.014752498596875,13,0
2012-09-02,-3.446683260862497,13,0
2012-09-03,-1.3511662099999948,2,3
2012-09-04,9.049242725125005,24,1
2012-09-05,54.328221055075005,5,4
2012-09-06,4.657104525359373,14,5
2012-09-07,38.08249712899844,6,4
2012-09-08,-6.223104748596878,4,0
2012-09-09,-3.9467812233624966,7,0
2012-09-10,7.407019416250003,11,1
2012-09-11,13.00777781573438,16,2
2012-09-12,9.33238211804219,17,3
2012-09-13,81.34201113771407,15,6
2012-09-14,8.168629698014058,31,3
2012-09-15,-0.11058488635312713,5,0
2012-09-16,-3.006319597060937,11,0
2012-09-17,29.647741734964068,25,4
2012-09-18,27.203700317343753,23,6
2012-09-19,12.207073602640627,25,0
2012-09-20,33.06854562147188,32,5
2012-09-21,7.364997994454688,12,3
2012-09-22,-5.009895561601558,5,0
2012-09-23,9.505969555707816,2,0
2012-09-24,4.237077267467193,5,0
2012-09-25,0.6992870016625048,14,2
2012-09-26,9.290071070548441,38,1
2012-09-27,24.01822632776719,32,0
2012-09-28,1.5588723879578126,16,2
2012-09-29,-3.021863802885937,13,1
2012-09-30,4.263017747695314,6,1
2012-10-01,9.203526958260941,9,0
2012-10-02,-0.3171777720921858,18,3
2012-10-03,22.44333673515,24,0
2012-10-04,2.5456079599187493,22,1
2012-10-05,14.513319140646876,10,0
2012-10-06,19.764239778435936,5,2
2012-10-07,-4.025870930215625,9,0
2012-10-08,26.76395843815625,13,1
2012-10-09,2.5028167491124993,14,2
2012-10-10,2.7890329610734397,13,1
2012-10-11,1.3510611425531263,30,0
2012-10-12,-0.21901396270624662,3,2
2012-10-13,-1.631232700231247,3,0
2012-10-14,1.8146576950296904,1,0
2012-10-15,26.85662461292344,4,0
2012-10-16,18.525098973796872,2,1
2012-10-17,15.992511357848436,2,0
2012-10-18,7.963111844154685,10,0
2012-10-19,12.535245990221876,9,0
2012-10-20,-1.708062073674999,0,0
2012-10-21,-2.448433643821872,5,0
2012-10-22,0.25482229095312836,7,1
2012-10-23,7.418588110454691,14,4
2012-10-24,1.8853181676500022,3,2
2012-10-25,35.385908928896875,0,3
2012-10-26,-2.664444971906252,4,0
2012-10-27,-2.47326263118125,0,0
2012-10-28,-1.5520430416062496,3,0
2012-10-29,23.956577289928127,3,0
2012-10-30,16.69072730771875,8,3
2012-10-31,28.2084847302875,17,0
2012-11-01,-0.36315371113593997,13,0
2012-11-02,-0.43637288422187437,19,2
2012-11-03,-2.583062919860935,14,1
2012-11-04,-1.6068830175718705,11,0
2012-11-05,-1.2451311562499965,5,1
2012-11-06,22.975162599609376,8,1
2012-11-07,40.72950383378906,5,5
2012-11-08,6.950882414031247,6,0
2012-11-09,14.686114065021872,17,4
2012-11-10,-4.305599201726563,7,0
2012-11-11,-2.546648557607809,1,1
2012-11-12,24.164862200000005,4,3
2012-11-13,15.952517490000002,10,4
2012-11-14,1.6349134401250005,16,2
2012-11-15,-2.257874522299999,11,4
2012-11-16,37.81805719046563,14,10
2012-11-17,-4.339268530264063,4,1
2012-11-18,-1.8766005231828111,5,2
2012-11-19,5.045960647500001,19,0
2012-11-20,34.834261111593754,5,16
2012-11-21,36.80170688375313,16,11
2012-11-22,4.1357596249374975,1,20
2012-11-23,1.277874459268748,2,5
2012-11-24,11.415283168089065,7,0
2012-11-25,-3.9963949482031205,9,0
2012-11-26,6.6671914981984415,8,5
2012-11-27,12.33259242010469,5,8
2012-11-28,25.664825070670314,5,6
2012-11-29,-2.9868806742359375,3,2
2012-11-30,-2.840458114681249,1,5
2012-12-01,-1.6876909497390609,2,0
2012-12-02,-1.210339672949996,8,2
2012-12-03,10.068033008210941,5,1
2012-12-04,3.233547876609376,11,6
2012-12-05,3.4378444156921883,16,2
2012-12-06,0.5358487420078126,26,3
2012-12-07,22.942509150426563,14,8
2012-12-08,-2.929894455071876,5,1
2012-12-09,-1.4656783874999997,3,0
2012-12-10,12.00625052875,24,0
2012-12-11,-1.0546634869218736,14,7
2012-12-12,-0.2938234492234362,14,0
2012-12-13,8.056588479742189,9,1
2012-12-14,12.430507901289063,6,6
2012-12-15,-2.310117467446875,1,3
2012-12-16,-1.2959578733624995,3,3
2012-12-17,28.24154068625,5,16
2012-12-18,35.517030472046876,4,16
2012-12-19,-5.678939704732816,11,7
2012-12-20,9.116421393198436,19,12
2012-12-21,-3.1605379171765615,4,3
2012-12-22,-2.022769305042183,2,0
2012-12-23,-1.4698355480031218,4,2
2012-12-24,-1.0829856787499965,6,0
2012-12-25,15.096463768796877,8,1
2012-12-26,7.625324918848438,5,0
2012-12-27,56.81932039609844,17,0
2012-12-28,3.079180243812494,9,0
2012-12-29,1.628613769568748,14,0
2012-12-30,-3.1959930000000005,0,4
2012-12-31,-2.1458471999999946,9,5
2013-01-01,-1.637632514999995,0,3
2013-01-02,-1.325731208249996,1,8
2013-01-03,-1.1129134744812468,3,0
2013-01-04,-0.8384280307812477,17,9
2013-01-05,-0.6577776072765609,3,0
2013-01-06,-0.14139840345312465,7,2
2013-01-07,-0.05039311521562487,5,6
2013-01-08,0.0,9,8
2013-01-09,4.0,34,6
2013-01-10,4.6,4,2
2013-01-11,42.32,7,1
2013-01-12,-3.6390000000000047,10,0
2013-01-13,-2.260150000000001,6,1
2013-01-14,66.5617205,24,2
2013-01-15,22.149780699999997,16,9
2013-01-16,23.1161324025,14,7
2013-01-17,2.0361749791874963,18,17
2013-01-18,-1.0816779264718708,2,8
2013-01-19,-2.8403394186015563,7,0
2013-01-20,-1.9056133220609306,6,5
2013-01-21,14.913904427464068,4,9
2013-01-22,4.620482702437503,7,1
2013-01-23,29.011930137087504,4,4
2013-01-24,5.227214467203123,9,4
2013-01-25,16.56900355928125,28,4
2013-01-26,-3.9394033836359386,39,1
2013-01-27,-2.2531456319093723,6,1
2013-01-28,16.39578289819844,11,8
2013-01-29,39.94458835619844,17,2
2013-01-30,15.861719597764061,26,4
2013-01-31,12.604445950712499,30,0
2013-02-01,-3.9737453363062496,25,5
2013-02-02,-2.9909437856718712,28,1
2013-02-03,-2.110488525718745,11,6
2013-02-04,38.47935343,13,7
2013-02-05,10.75041315196875,20,5
2013-02-06,12.54028890218125,10,4
2013-02-07,16.655497909610936,12,2
2013-02-08,48.48440191367813,26,2
2013-02-09,-7.865517658662502,4,0
2013-02-10,14.872490147464063,20,1
2013-02-11,20.2272627,25,4
2013-02-12,6.427449876875004,7,4
2013-02-13,52.325270041562504,20,4
2013-02-14,-8.572684745590626,4,2
2013-02-15,-0.6614617176890594,2,4
2013-02-16,-3.608943480582809,4,0
2013-02-17,-2.53613322565468,2,0
2013-02-18,15.350260746453129,2,1
2013-02-19,23.935204908926565,28,3
2013-02-20,7.513401244164062,7,1
2013-02-21,8.401671877678124,12,0
2013-02-22,6.616128120451563,15,1
2013-02-23,-1.7521455020624983,8,1
2013-02-24,3.1675481273562527,11,0
2013-02-25,7.184681826250003,11,0
2013-02-26,3.8263387299843776,16,1
2013-02-27,3.978476550467189,9,0
2013-02-28,1.1477374953421888,3,0
2013-03-01,0.6527487883812513,8,3
2013-03-02,2.9516011306625014,13,4
2013-03-03,-1.063658932124999,4,2
2013-03-04,10.369256241135938,11,0
2013-03-05,10.422681417679687,22,2
2013-03-06,19.951068734082813,10,4
2013-03-07,9.714624892940623,1,0
2013-03-08,-2.013220996762501,8,0
2013-03-09,-0.8259422186390617,18,0
2013-03-10,-1.3633290946343726,7,0
2013-03-11,2.989748781106253,5,1
2013-03-12,31.813379676828127,22,1
2013-03-13,1.8608461359171864,26,6
2013-03-14,49.316214069475,2,1
2013-03-15,8.173431466256247,6,2
2013-03-16,-4.887176592232812,7,0
2013-03-17,-2.883442965551562,0,2
2013-03-18,5.914229449964068,6,0
2013-03-19,17.568654196687504,2,1
2013-03-20,16.297912182840626,9,5
2013-03-21,-1.2368744042796873,3,4
2013-03-22,34.350349164221875,9,2
2013-03-23,-5.527449027103125,15,2
2013-03-24,-2.7173638880390607,3,3
2013-03-25,2.2091876800000017,22,0
2013-03-26,16.225476570875003,14,1
2013-03-27,46.9037632069,13,0
2013-03-28,6.196381137718747,3,4
2013-03-29,14.247201248984373,12,3
2013-03-30,-1.725616139185938,2,2
2013-03-31,-3.2121320938296827,0,2
2013-04-01,6.967758990000004,4,0
2013-04-02,11.516334340437503,19,2
2013-04-03,7.895178230575002,20,2
2013-04-04,6.9412584648218765,9,3
2013-04-05,-2.874559462249999,6,6
2013-04-06,-1.5220898690140607,5,4
2013-04-07,-1.0446632497296853,2,0
2013-04-08,0.3067827511421898,6,9
2013-04-09,14.352623797859376,11,3
2013-04-10,13.991803161207812,5,10
2013-04-11,16.362727658824998,0,8
2013-04-12,18.743766991948434,1,5
2013-04-13,-3.9210427753593766,1,2
2013-04-14,-2.117013262499999,2,1
2013-04-15,-1.4859793837499975,4,1
2013-04-16,-0.1473592067656211,5,5
2013-04-17,36.96593057472969,5,3
2013-04-18,18.375579699960937,5,3
2013-04-19,-2.5987409053718764,7,0
2013-04-20,-2.7087435845265633,8,0
2013-04-21,-1.731566505790622,30,0
2013-04-22,30.842163987500005,8,0
2013-04-23,-2.1232604212500004,12,0
2013-04-24,7.5939114419843765,20,1
2013-04-25,1.3445262141203127,15,6
2013-04-26,17.870385011775003,19,2
2013-04-27,-3.234371234357812,13,0
2013-04-28,-1.6908406050718736,3,2
2013-04-29,14.804860195000002,6,4
2013-04-30,22.462289466,21,3
2013-05-01,5.0061800803187495,1,0
2013-05-02,-2.9010958702281258,4,54
2013-05-03,-1.7922357024218736,6,2
2013-05-04,-1.255892170456247,3,1
2013-05-05,-0.9674505007187468,1,0
2013-05-06,3.3483997975000017,1,1
2013-05-07,11.051106473,4,2
2013-05-08,0.146567267784375,2,0
2013-05-09,-0.1500861305390624,5,4
2013-05-10,-0.6902396728234375,10,0
2013-05-11,-0.414416999999999,26,3
2013-05-12,-0.3158740499999991,15,4
2013-05-13,107.744785065,3,2
2013-05-14,-0.013838382062509424,2,0
2013-05-15,37.85623542866875,13,3
2013-05-16,-7.1040165527125065,13,8
2013-05-17,-3.6514160180874935,41,0
2013-05-18,-3.375295352535932,4,11
2013-05-19,-2.5814315999999917,6,4
2013-05-20,15.898799167500005,26,6
2013-05-21,10.428683735562503,5,13
2013-05-22,0.26027108544687705,3,17
2013-05-23,-2.080648859332812,12,7
2013-05-24,-1.341136520846873,7,1
2013-05-25,-0.7113436655515606,2,3
2013-05-26,-0.5535995775359357,8,0
2013-05-27,3.5515782925000012,26,7
2013-05-28,16.21981056821875,12,7
2013-05-29,20.790489487134373,7,5
2013-05-30,62.665142812434375,5,1
2013-05-31,0.7642545898562432,14,5
2013-06-01,-4.941229500000002,2,0
2013-06-02,-3.0878702999999987,4,0
2013-06-03,2.7409607525000066,2,5
2013-06-04,6.720739624187505,15,1
2013-06-05,14.409844679840628,7,6
2013-06-06,7.539006242529689,8,0
2013-06-07,14.850661966392188,5,2
2013-06-08,-3.6864853345124997,8,2
2013-06-09,-0.7612129853234362,14,1
2013-06-10,11.71180115625,4,7
2013-06-11,12.734351706171877,0,8
2013-06-12,-2.865085553570312,3,4
2013-06-13,9.336639622160938,5,1
2013-06-14,0.7400522812171886,1,0
2013-06-15,0.40776572532343947,2,0
2013-06-16,-1.2236304543968737,4,2
2013-06-17,9.245995948234377,2,4
2013-06-18,3.4045358845109384,4,0
2013-06-19,-0.4371671657015619,10,2
2013-06-20,21.07026701571094,6,0
2013-06-21,13.241018443078124,3,4
2013-06-22,-3.026259709442188,1,0
2013-06-23,-1.6241995586390625,7,2
2013-06-24,-1.1202364800718732,5,5
2013-06-25,40.15051787609375,5,4
2013-06-26,-3.7903560616875014,11,1
2013-06-27,16.548783906804687,13,1
2013-06-28,-2.509900878879689,6,1
2013-06-29,-2.168530264040622,1,1
2013-06-30,-1.4023308905749978,1,8
2013-07-01,0.0231532375000032,9,5
2013-07-02,5.105115691250003,2,4
2013-07-03,-0.3145895173906237,2,1
2013-07-04,9.02363649176094,5,14
2013-07-05,11.562047003917186,7,0
2013-07-06,0.9122617388015621,5,2
2013-07-07,0.691076134964062,1,5
2013-07-08,0.9816924787500005,11,8
2013-07-09,3.1054274969843765,4,4
2013-07-10,3.9729721981203134,13,1
2013-07-11,-0.16867980323124931,4,0
2013-07-12,28.19965542855781,13,1
2013-07-13,-2.4703652083125016,1,1
2013-07-14,-1.7876809395140625,2,5
2013-07-15,2.9080851238609373,0,6
2013-07-16,1.8100515713968774,12,11
2013-07-17,-1.0917497008843735,4,3
2013-07-18,3.260654216028126,2,8
2013-07-19,3.0454082205546884,3,8
2013-07-20,-1.0034281262390619,5,2
2013-07-21,2.351866663442188,0,2
2013-07-22,0.4110903249640627,1,3
2013-07-23,32.5463286591875,4,2
2013-07-24,-1.6099153991906276,5,8
2013-07-25,8.102293107392187,3,9
2013-07-26,26.8178392129375,0,9
2013-07-27,-4.21633394970625,12,1
2013-07-28,-2.2432162613937487,17,1
2013-07-29,8.460496452203127,8,13
2013-07-30,0.8124391281265657,5,8
2013-07-31,6.30465355044844,5,7
2013-08-01,0.9910659152828138,3,5
2013-08-02,2.6136769735218763,1,12
2013-08-03,-1.347624602812499,0,3
2013-08-04,-0.854337098542186,0,1
