,minio/minio,ceph/ceph,seaweedfs/seaweedfs
2024-09-11,2.8147300351999998,19.0,2
2024-09-12,4.5026609152,42.0,2
2024-09-13,-1.0119917568,11.0,3
2024-09-14,-0.2397893632000001,7.0,2
2024-09-15,0.027367833600000058,9.0,1
2024-09-16,2.2059773952,22.0,1
2024-09-17,-0.11287418879999978,30.0,4
2024-09-18,1.1839314944,36.0,1
2024-09-19,1.1123853312,28.0,3
2024-09-20,0.0921048064000004,11.0,0
2024-09-21,1.3072326656,3.0,0
2024-09-22,0.2261938176,8.0,0
2024-09-23,1.3756619775999999,17.0,1
2024-09-24,3.2259111936,31.0,1
2024-09-25,-1.2272428031999998,49.0,1
2024-09-26,1.4038009855999998,37.0,2
2024-09-27,1.2037655552,24.0,5
2024-09-28,0.1609193472,3.0,0
2024-09-29,0.34282690559999995,3.0,5
2024-09-30,-0.5980950528000001,20.0,2
2024-10-01,1.6447763456,20.0,2
2024-10-02,3.3439808512000004,9.0,1
2024-10-03,-0.14372444159999986,20.0,6
2024-10-04,2.2754063359999996,26.0,1
2024-10-05,-0.03026964479999994,1.0,0
2024-10-06,-0.7297251328000002,3.0,1
2024-10-07,-0.4274586624000002,32.0,1
2024-10-08,-0.3023739904000001,15.0,0
2024-10-09,-0.227119104,36.0,1
2024-10-10,3.8137613312000003,57.0,4
2024-10-11,0.06452592640000032,9.0,0
2024-10-12,-0.5925592064,5.0,0
2024-10-13,4.6762042368,7.0,1
2024-10-14,-0.19486935039999986,23.0,3
2024-10-15,-0.7357440000000004,55.0,1
2024-10-16,-0.42725120000000033,29.0,1
2024-10-17,-0.30413568000000013,18.0,1
2024-10-18,0.7642424320000001,25.0,4
2024-10-19,-0.39194511359999984,21.0,0
2024-10-20,-0.1975317504000001,0.0,0
2024-10-21,-0.13686527999999973,23.0,0
2024-10-22,1.8896655360000003,18.0,6
2024-10-23,0.5619946496000001,20.0,1
2024-10-24,-0.3804288000000001,28.0,1
2024-10-25,0.8070732799999998,18.0,5
2024-10-26,1.670412288,5.0,0
2024-10-27,-0.5771413504,3.0,0
2024-10-28,-0.27439360000000024,14.0,2
2024-10-29,0.8161177599999999,28.0,2
2024-10-30,0.6615618560000001,30.0,2
2024-10-31,2.6091727872,5.0,3
2024-11-01,-0.7982536704,9.0,1
2024-11-02,-0.36984115200000023,1.0,0
2024-11-03,-0.24438077439999997,7.0,2
2024-11-04,1.8282964992,64.0,2
2024-11-05,0.48603648,17.0,5
2024-11-06,1.5473991679999999,15.0,3
2024-11-07,1.3463627776,24.0,2
2024-11-08,-0.7308324863999999,8.0,1
2024-11-09,-0.37808005120000016,2.0,1
2024-11-10,-0.22959360000000012,2.0,0
2024-11-11,2.82744576,19.0,0
2024-11-12,0.26236825600000024,11.0,1
2024-11-13,0.44596254719999995,23.0,0
2024-11-14,0.5009017856,8.0,1
2024-11-15,-0.4825141247999999,3.0,3
2024-11-16,1.7368532991999999,0.0,0
2024-11-17,-0.5684224,1.0,0
2024-11-18,0.7096550399999998,10.0,2
2024-11-19,-0.4020546559999999,25.0,8
2024-11-20,-0.23635128319999993,4.0,1
2024-11-21,0.8571442176,11.0,13
2024-11-22,0.6986853376000001,10.0,0
2024-11-23,-0.3518587904,2.0,0
2024-11-24,-0.177204224,2.0,2
2024-11-25,2.8765345792,14.0,2
2024-11-26,0.32647628800000017,25.0,4
2024-11-27,-0.49843415040000016,7.0,1
2024-11-28,2.7386444799999996,32.0,1
2024-11-29,0.21988556800000014,17.0,0
