,androidx/androidx,koush/ion,koush/androidasync
2013-12-04,-0.14068313015624978,0,0
2013-12-05,7.887511474640625,0,0
2013-12-06,1.1793374999999995,0,0
2013-12-07,3.4238832499999994,3,1
2013-12-08,-0.7311620125000006,0,0
2013-12-09,-0.41339369624999955,3,4
2013-12-10,-0.2938273130156245,0,0
2013-12-11,5.7714215474640636,2,0
2013-12-12,0.22045940500000005,4,2
2013-12-13,1.4786180533750002,2,0
2013-12-14,-0.54670223131875,0,1
2013-12-15,-0.2975459571343745,0,0
2013-12-16,2.7920415898562503,0,0
2013-12-17,11.563586175000001,15,0
2013-12-18,14.553042309999999,5,1
2013-12-19,13.679672400656248,0,0
2013-12-20,1.1938636792687483,2,0
2013-12-21,-1.8998357285671874,2,0
2013-12-22,-1.2162847425718735,1,0
2013-12-23,-0.8936932387499975,8,2
2013-12-24,-0.7129394940468727,0,0
2013-12-25,-0.5925746537953108,3,0
2013-12-26,-0.4840264286812487,2,0
2013-12-27,-0.33184943382499915,0,0
2013-12-28,-0.17265489263749956,0,0
2013-12-29,-0.033595410143749914,0,0
2013-12-30,0.0,0,2
2013-12-31,0.0,0,0
2014-01-01,0.0,1,0
2014-01-02,0.0,0,0
2014-01-03,0.0,5,1
2014-01-04,0.0,1,0
2014-01-05,0.0,4,0
2014-01-06,1.0,3,0
2014-01-07,5.9,0,0
2014-01-08,3.3549999999999995,0,0
2014-01-09,15.301499999999999,1,0
2014-01-10,3.0283374999999984,1,0
2014-01-11,-1.4740917500000006,2,0
2014-01-12,-0.8735125125,0,2
2014-01-13,0.3723672287500016,0,0
2014-01-14,3.410040959484377,0,0
2014-01-15,-0.8463594656296867,0,0
2014-01-16,2.459524430221876,0,0
2014-01-17,6.323180600356251,1,3
2014-01-18,-1.115989955653125,1,2
2014-01-19,-0.5201232751796874,9,1
2014-01-20,-0.3252292462499997,0,0
2014-01-21,-0.24693084801562415,0,0
2014-01-22,5.801024607901563,0,0
2014-01-23,2.24098941360625,0,0
2014-01-24,9.323639187203124,0,2
2014-01-25,-1.3981747487171883,0,0
2014-01-26,0.2817330322484377,1,0
2014-01-27,1.4563120000000003,0,0
2014-01-28,1.421052675000001,0,0
2014-01-29,10.414284285,0,0
2014-01-30,13.51002640815625,5,1
2014-01-31,1.700523233237499,0,4
2014-02-01,0.40389979973593704,2,0
2014-02-02,-1.1884272466093744,5,0
2014-02-03,5.250698519484377,3,4
2014-02-04,7.824093741432813,3,1
2014-02-05,-1.6311871773531246,0,0
2014-02-06,2.0506638580062506,0,0
2014-02-07,3.0129141168703133,0,0
2014-02-08,-1.0041064326015614,0,1
2014-02-09,-0.5422548611749993,0,0
2014-02-10,1.6221945049281257,1,3
2014-02-11,19.51174660565625,6,3
2014-02-12,6.669539030143749,0,0
2014-02-13,10.981481188426562,0,4
2014-02-14,11.610595275953123,3,6
2014-02-15,5.249546690329687,0,1
2014-02-16,-2.3687169351437496,0,0
2014-02-17,-1.4580908924999985,0,3
2014-02-18,-1.0862614135312474,0,0
2014-02-19,9.129952105865627,0,0
2014-02-20,0.28848790589062623,2,1
2014-02-21,6.889414410473439,1,0
2014-02-22,3.4931089648140623,2,0
2014-02-23,-1.3177554396281246,0,0
2014-02-24,-0.7226833202874995,0,0
2014-02-25,13.528346375000002,0,0
2014-02-26,8.2304925125,0,0
2014-02-27,3.0662496273437494,4,0
2014-02-28,6.393315216109375,0,0
2014-03-01,4.251912309553125,0,0
2014-03-02,-1.6497918853656242,0,0
2014-03-03,-0.9887424376796863,0,0
2014-03-04,13.296184377500001,0,1
2014-03-05,2.0363875927812503,1,0
2014-03-06,2.4992678530906254,0,1
2014-03-07,9.7214482645625,0,0
2014-03-08,8.131622055695313,1,0
2014-03-09,-2.04188519838125,0,3
2014-03-10,0.8547217097843756,0,0
2014-03-11,14.015285702500002,6,1
2014-03-12,-0.20488846721874943,0,2
2014-03-13,2.5618183899343756,1,0
2014-03-14,11.71565555404375,0,0
2014-03-15,1.8710451841843754,0,0
2014-03-16,1.4035292169484381,0,0
2014-03-17,12.731010394640625,0,0
2014-03-18,38.80605440521875,0,0
2014-03-19,38.65717440719375,2,2
2014-03-20,4.868945138429684,1,3
2014-03-21,17.061937691615626,0,0
2014-03-22,-0.3086413018468743,0,0
2014-03-23,-3.766944348779682,0,1
2014-03-24,19.43365839080938,0,0
2014-03-25,33.81640096392344,0,0
2014-03-26,17.596167445856253,0,2
2014-03-27,20.99436889333906,0,0
2014-03-28,9.88818435223125,0,0
2014-03-29,-2.0055010980249977,0,1
2014-03-30,-3.4200170958687464,0,4
2014-03-31,17.678098444820318,0,0
2014-04-01,30.200796106156254,0,1
2014-04-02,13.210150802115626,0,3
2014-04-03,14.892731842509374,0,1
2014-04-04,19.085847910215627,0,0
2014-04-05,-3.2795031154703107,0,8
2014-04-06,2.783116170378128,0,3
2014-04-07,12.211952842392192,1,6
2014-04-08,9.536134829687503,0,0
2014-04-09,29.458552828000002,0,0
2014-04-10,3.52617034148125,0,3
2014-04-11,13.194344806504688,0,0
2014-04-12,-4.0546397805937495,1,0
2014-04-13,-2.3975817018937464,0,0
2014-04-14,15.385965560584378,1,3
2014-04-15,14.031204475800003,2,2
2014-04-16,8.526094304007813,0,0
2014-04-17,5.801963108767188,4,0
2014-04-18,14.172367712923439,0,4
2014-04-19,-1.3104982440890618,2,3
2014-04-20,-1.1099694556109356,1,6
2014-04-21,1.5337894512500019,0,1
2014-04-22,11.592488442484377,0,1
2014-04-23,10.664165968123438,0,0
2014-04-24,15.395406271951563,0,0
2014-04-25,1.764577841178124,0,0
2014-04-26,-1.2710631490890618,0,0
2014-04-27,-1.5286271028921858,1,0
2014-04-28,8.000303980662503,0,0
2014-04-29,8.32565799466719,0,0
2014-04-30,30.963034846939063,0,0
2014-05-01,13.478313502829685,0,0
2014-05-02,6.893992289001561,4,1
2014-05-03,-3.4122903569750003,0,0
2014-05-04,-2.02105068819531,0,0
2014-05-05,-0.45713999378593373,0,1
2014-05-06,18.75121280785938,0,0
2014-05-07,6.003434745770313,0,2
2014-05-08,2.4272884751250006,0,2
2014-05-09,2.932915073282813,0,0
2014-05-10,-0.6672975388187485,0,0
2014-05-11,2.9186531096046893,2,2
2014-05-12,0.8898028037500012,0,0
2014-05-13,0.057703399484376416,0,0
2014-05-14,17.229335308401563,0,0
2014-05-15,12.623862838390625,0,0
2014-05-16,1.3636462683484365,0,1
2014-05-17,7.205526425992187,0,5
2014-05-18,-0.017803135695311667,0,0
2014-05-19,5.598939490401564,0,0
2014-05-20,14.328356792575,0,0
2014-05-21,12.354087761912501,0,0
2014-05-22,25.994442269432813,2,3
2014-05-23,14.334592061618748,5,2
2014-05-24,3.6336594186484366,2,0
2014-05-25,-3.283337207284374,2,0
2014-05-26,2.874561877395316,0,0
2014-05-27,0.9533215263187538,0,0
2014-05-28,22.24349296774844,0,0
2014-05-29,25.343864235440627,0,0
2014-05-30,28.111647305757813,0,0
2014-05-31,-2.9456854908390646,2,0
2014-06-01,-3.457685014807812,0,1
2014-06-02,17.776340160962505,0,0
2014-06-03,36.368240796171875,0,0
2014-06-04,46.78751347577344,0,0
2014-06-05,15.270750076267184,0,0
2014-06-06,21.777118447934374,0,0
2014-06-07,11.768062858192188,1,2
2014-06-08,1.802110177267192,0,0
2014-06-09,11.394861267392193,0,0
2014-06-10,11.179784727187505,0,0
2014-06-11,6.137462977406255,1,0
2014-06-12,34.76145998623438,0,0
2014-06-13,0.44289187447031253,0,0
2014-06-14,-1.1520978670656223,0,0
2014-06-15,-2.93636194083906,0,0
2014-06-16,11.058162207692192,0,1
2014-06-17,43.2987441439625,0,2
2014-06-18,15.717371454924999,0,2
2014-06-19,11.546728425003124,0,2
2014-06-20,1.147694003245312,3,2
2014-06-21,0.4201927212390659,0,0
2014-06-22,-2.6090485692984338,0,0
2014-06-23,2.168301816142192,0,0
2014-06-24,3.163777878296879,2,4
2014-06-25,8.123506488314066,0,0
2014-06-26,8.732117985753126,0,0
2014-06-27,10.75820369544375,0,0
2014-06-28,2.507655343795312,3,1
2014-06-29,-1.8270231672781247,1,1
2014-06-30,7.8722647423562515,0,0
2014-07-01,2.2862413916875015,0,1
2014-07-02,8.545013674778126,1,0
2014-07-03,1.0521020359140627,3,9
2014-07-04,1.550769417718751,4,0
2014-07-05,4.780055321651563,2,2
2014-07-06,6.632923239454689,1,0
2014-07-07,4.426859421070313,0,0
2014-07-08,5.496552522859375,4,1
2014-07-09,1.365388825114063,2,2
2014-07-10,11.74995383345,2,2
2014-07-11,7.88764437184375,3,2
2014-07-12,-0.13759777415468744,0,0
2014-07-13,-0.445632830701562,6,6
2014-07-14,66.92240136565938,2,1
2014-07-15,12.440114640368746,0,0
2014-07-16,9.387248942424998,0,0
2014-07-17,34.24576891695156,0,2
2014-07-18,35.146987635689065,3,5
2014-07-19,-5.131906618123438,1,1
2014-07-20,2.056991802359377,0,0
2014-07-21,6.876433636912505,2,2
2014-07-22,10.924773499901569,3,5
2014-07-23,17.624396835993757,6,2
2014-07-24,37.32155182529688,4,8
2014-07-25,29.03782697435156,1,2
2014-07-26,-2.4590613218078134,0,0
2014-07-27,-3.6172210068062487,0,3
2014-07-28,25.01497090503282,3,10
2014-07-29,34.97173337032657,5,6
2014-07-30,27.995206584370315,0,1
2014-07-31,28.524500383117186,0,0
2014-08-01,8.038506220053126,0,0
2014-08-02,-6.261110568821872,0,0
2014-08-03,-3.8436878026218695,3,4
2014-08-04,8.347397179304695,0,0
2014-08-05,55.80846709552657,7,1
2014-08-06,25.867119789618748,0,0
2014-08-07,42.35068967801563,7,6
2014-08-08,63.745294252679685,0,3
2014-08-09,-11.370823449543753,0,1
2014-08-10,-5.742577028074997,0,0
2014-08-11,49.29481610375001,0,0
2014-08-12,24.005012053078133,0,0
2014-08-13,34.352110606682814,0,0
2014-08-14,29.302854082848437,0,0
2014-08-15,46.50562977424688,4,0
2014-08-16,10.724647814312501,0,1
2014-08-17,-4.596367169389058,6,5
2014-08-18,31.463769074448443,2,0
2014-08-19,45.25020048087032,0,0
2014-08-20,27.804247207293756,0,0
2014-08-21,21.46495505289219,0,0
2014-08-22,19.205394368345317,0,0
2014-08-23,-6.129522395276558,0,0
2014-08-24,-1.1950706258562427,0,0
2014-08-25,7.127924568396883,0,0
2014-08-26,47.109085382028134,6,5
2014-08-27,59.15094502134219,2,1
2014-08-28,51.05544048725156,1,0
2014-08-29,12.087023880149996,0,0
2014-08-30,-8.933684385551562,0,0
2014-08-31,-5.496803169537493,0,0
2014-09-01,3.1067384966156353,0,2
2014-09-02,2.2183813004343844,0,0
2014-09-03,41.558504234557816,0,0
2014-09-04,29.957384081120317,1,0
2014-09-05,79.53715526312344,1,0
2014-09-06,-10.634660619603132,0,0
2014-09-07,-6.489719548362499,2,1
2014-09-08,21.784105801250004,8,2
2014-09-09,34.22321181889063,3,5
2014-09-10,50.28410511040469,0,4
2014-09-11,55.590237450331244,0,0
2014-09-12,52.38932345555469,0,2
2014-09-13,8.466076331310937,0,1
2014-09-14,0.05885587834219308,0,0
2014-09-15,75.02728919242813,2,0
2014-09-16,77.86031128659376,0,0
2014-09-17,87.30960635594062,3,2
2014-09-18,51.128175478656246,0,0
2014-09-19,72.64171086263437,0,1
2014-09-20,-18.0128070558875,0,0
2014-09-21,-7.880674538679674,0,0
2014-09-22,39.38543638405314,0,1
2014-09-23,17.69145739860939,0,0
2014-09-24,46.67038106013126,0,0
2014-09-25,22.767320794354692,0,1
2014-09-26,42.46355172840313,0,0
2014-09-27,-10.414186956973435,0,0
2014-09-28,-6.587231841801556,1,1
2014-09-29,8.833391010365633,0,0
2014-09-30,30.44747491135626,0,0
2014-10-01,35.266512627071876,0,0
2014-10-02,23.963556653317188,0,0
2014-10-03,7.229134036154687,0,0
2014-10-04,-2.881879374835936,0,0
2014-10-05,-2.9447249099203074,0,0
2014-10-06,27.386109158714067,0,0
2014-10-07,17.97835453704688,0,1
2014-10-08,0.6865655689859391,0,0
2014-10-09,18.19272979708594,0,1
2014-10-10,20.37367894574063,0,0
2014-10-11,-3.078471077634374,0,0
2014-10-12,-3.007302048335936,0,0
2014-10-13,-1.0240775456234341,0,0
2014-10-14,5.3422936682453175,0,0
2014-10-15,1.9825930220625034,0,0
2014-10-16,28.40057138357969,0,0
2014-10-17,-2.9647249328093763,0,0
2014-10-18,4.829075776318751,1,1
2014-10-19,12.962262798070313,0,0
2014-10-20,27.352132511178127,0,0
2014-10-21,-2.518537236765626,0,0
2014-10-22,29.347133546354687,0,0
2014-10-23,52.98920713018594,0,0
2014-10-24,5.417501165637498,0,5
2014-10-25,-5.983447450343751,0,4
2014-10-26,-3.6130763623953097,0,0
2014-10-27,218.32538742451408,2,1
2014-10-28,24.819549528992177,0,0
2014-10-29,18.539868292890617,0,0
2014-10-30,41.84581372092812,0,0
2014-10-31,28.983050316443762,0,0
2014-11-01,-8.967854079303114,0,0
2014-11-02,-6.441796948003114,0,0
2014-11-03,7.597330766250014,2,3
2014-11-04,11.50223251979689,1,1
2014-11-05,26.300145945542198,0,0
2014-11-06,5.462653438942189,11,5
2014-11-07,66.13059745663281,0,1
2014-11-08,-9.122132659148441,2,1
2014-11-09,-5.2148434786078095,0,0
2014-11-10,67.706737241325,0,0
2014-11-11,189.4262744677094,3,2
2014-11-12,79.9261985539656,0,1
2014-11-13,38.970822332337484,0,0
2014-11-14,-2.256333836123442,0,0
2014-11-15,-11.52985690079061,1,0
2014-11-16,-9.649185480567166,0,0
2014-11-17,23.036874476214084,0,0
2014-11-18,28.323491909640637,0,0
2014-11-19,20.15339454858907,0,0
2014-11-20,3.8601585987078177,0,0
2014-11-21,52.98559321550782,6,4
2014-11-22,-9.29359257099375,1,0
2014-11-23,-4.798472244142184,0,0
2014-11-24,22.729781944928128,0,0
2014-11-25,27.879018223281257,3,1
2014-11-26,37.469201542343754,0,2
2014-11-27,-2.144583723048438,0,0
2014-11-28,-5.088606724031248,0,0
2014-11-29,-3.298613550889058,0,0
2014-11-30,-2.4497473746203053,3,0
2014-12-01,26.444105485000005,0,0
2014-12-02,25.909302835343752,2,3
2014-12-03,17.63878079455,0,0
2014-12-04,42.78726991612656,0,0
2014-12-05,15.304490610324997,0,0
2014-12-06,-5.2370371152156245,0,2
2014-12-07,-1.8302763499999979,0,0
2014-12-08,21.031530880000005,0,0
2014-12-09,40.329208560562506,1,4
2014-12-10,15.562503374775002,0,0
2014-12-11,9.6262977670625,0,0
2014-12-12,15.633596840673437,0,0
2014-12-13,-5.452748342334372,0,0
2014-12-14,-3.142308863842183,0,0
2014-12-15,4.814139998932816,0,2
2014-12-16,0.55983966380313,0,1
2014-12-17,1.9486544896843787,0,0
2014-12-18,2.21357903402344,0,0
2014-12-19,-0.38937173782656087,0,0
2014-12-20,3.095879036096876,0,2
2014-12-21,-0.9585102407546868,1,2
2014-12-22,3.5272410887500008,3,5
2014-12-23,9.247963170140626,0,0
2014-12-24,0.5367135082015624,0,0
2014-12-25,-0.9494736071703126,1,0
2014-12-26,1.4067395915437504,2,1
2014-12-27,-0.615630508159374,0,0
2014-12-28,-0.3918126545984366,0,2
2014-12-29,1.7011761798562506,0,0
2014-12-30,4.583140760437501,0,0
2014-12-31,-0.7736994328,0,0
2015-01-01,-0.4114491763906249,0,0
2015-01-02,-0.22281009757187484,2,2
2015-01-03,-0.15468262603124946,0,0
2015-01-04,-0.12370548007187461,0,0
2015-01-05,8.912002545,0,0
2015-01-06,2.0253948927187495,0,0
2015-01-07,12.23036072985,0,0
2015-01-08,2.266505737320311,0,0
2015-01-09,24.7435375,0,0
2015-01-10,-0.35753825000000194,0,0
2015-01-11,-2.0194208624999996,0,0
2015-01-12,5.692502946250001,0,0
2015-01-13,37.32230593160938,1,2
2015-01-14,27.002816286879685,0,0
2015-01-15,8.26097801318906,0,0
2015-01-16,16.42848202497031,0,0
2015-01-17,0.12369261270000109,0,0
2015-01-18,-3.472962442481246,0,0
2015-01-19,-0.24468191885780843,0,0
2015-01-20,14.07713625514063,2,2
2015-01-21,8.897013119639066,0,0
2015-01-22,8.87696097459844,0,0
2015-01-23,14.06117765288125,0,0
2015-01-24,1.68117950991875,0,0
2015-01-25,-2.363359493332811,0,0
2015-01-26,15.574375144820314,0,0
2015-01-27,9.258256583968752,0,2
2015-01-28,12.196743531678127,0,0
2015-01-29,14.7888362857375,0,0
2015-01-30,18.36172861463125,0,3
2015-01-31,-4.278350782946875,0,0
2015-02-01,-2.420714770689061,0,0
2015-02-02,13.370792501070316,0,0
2015-02-03,16.262107636234376,0,0
2015-02-04,1.4095095819515633,0,0
2015-02-05,12.483938266834375,2,0
2015-02-06,27.88128876017969,0,0
2015-02-07,-1.913520981990625,0,0
2015-02-08,-1.9142356932906242,0,0
2015-02-09,16.07449506875,0,0
2015-02-10,7.7670962635156275,0,0
2015-02-11,16.939213845914065,0,0
2015-02-12,26.141139655489063,5,2
2015-02-13,3.829548670835937,0,0
2015-02-14,5.193567407226563,0,0
2015-02-15,-3.2876135389109358,0,4
2015-02-16,2.0170564593765663,5,4
2015-02-17,6.108135604432816,2,0
2015-02-18,13.815821661181253,1,0
2015-02-19,21.04592661179219,0,1
2015-02-20,36.8960221800625,2,0
2015-02-21,-6.303690659468753,1,3
2015-02-22,1.7971134600359377,2,0
2015-02-23,22.352471442176565,0,0
2015-02-24,21.703420477937502,1,3
2015-02-25,1.868183895731251,0,1
2015-02-26,49.288012448962505,1,1
2015-02-27,14.2279910508,0,1
2015-02-28,-6.384327107003124,0,0
2015-03-01,-3.7930447477234353,3,0
2015-03-02,14.497673953671882,0,0
2015-03-03,21.329464971929692,2,1
2015-03-04,0.14644151194531396,1,0
2015-03-05,25.727621466706253,3,3
2015-03-06,12.001263624920313,3,0
2015-03-07,6.406310679251565,0,1
2015-03-08,3.3937397817093755,2,4
2015-03-09,44.12306060125,0,0
2015-03-10,12.347037959984373,6,1
2015-03-11,14.465072587748438,0,0
2015-03-12,14.680293967773437,1,1
2015-03-13,23.82169493611719,5,1
2015-03-14,-6.140467541057811,3,2
2015-03-15,-3.5387706475328087,0,0
2015-03-16,4.5070674697453175,0,4
2015-03-17,6.395929341764068,0,0
2015-03-18,20.255956058514066,0,0
2015-03-19,29.140983254004688,0,0
2015-03-20,5.582801997718748,0,0
2015-03-21,151.01526212182813,0,0
2015-03-22,-16.8914890610422,0,0
2015-03-23,156.36283826375,0,0
2015-03-24,-9.191187994859387,0,0
2015-03-25,1.0321200388578209,2,1
2015-03-26,32.9872062640672,0,0
2015-03-27,-0.3969997840921735,0,0
2015-03-28,1.523025241892201,0,0
2015-03-29,-6.977594404067177,0,0
2015-03-30,15.809421500164074,0,0
2015-03-31,15.779035523635944,0,0
2015-04-01,11.339613727367192,0,0
2015-04-02,13.730379958564063,0,0
2015-04-03,14.619915321075002,0,0
2015-04-04,-2.544203314717186,0,0
2015-04-05,-1.72218702055156,0,0
2015-04-06,10.029231840890628,0,0
2015-04-07,23.35765459292188,0,0
2015-04-08,14.681137212167188,3,0
2015-04-09,18.746302005479688,0,0
2015-04-10,13.287818868857812,0,0
2015-04-11,-4.47545269794375,0,0
2015-04-12,-2.6248756704640597,0,0
2015-04-13,12.203841551912504,0,0
2015-04-14,31.195656801276566,0,0
2015-04-15,15.8168296149125,0,0
2015-04-16,24.07876064801875,0,0
2015-04-17,13.31738906995781,0,0
2015-04-18,-3.097062742607811,0,1
2015-04-19,-3.198829520646872,0,0
2015-04-20,8.828015577500004,0,0
2015-04-21,19.195482432781255,2,0
2015-04-22,36.89988418821563,1,0
2015-04-23,11.505975511699999,0,0
2015-04-24,-0.1902487344578132,1,0
2015-04-25,-3.5579113133390607,0,0
2015-04-26,-1.2632279617140578,2,0
2015-04-27,33.29639561117813,0,0
2015-04-28,21.172630726828125,0,0
2015-04-29,33.721268214510935,0,0
2015-04-30,5.069265315568748,0,0
2015-05-01,16.992644680495314,0,0
2015-05-02,5.835005826775001,0,0
2015-05-03,-3.170631396429684,0,0
2015-05-04,14.161436743234379,0,0
2015-05-05,55.14847960191719,0,0
2015-05-06,35.591309719085935,0,0
2015-05-07,2.2483302464562467,0,0
2015-05-08,33.03990228991094,0,0
2015-05-09,9.411445961975001,0,0
2015-05-10,-6.1534123577124955,0,0
2015-05-11,24.119968235339066,0,0
2015-05-12,9.327661447448442,0,0
2015-05-13,59.91996851646719,1,1
2015-05-14,38.20112803144219,0,0
2015-05-15,17.137740678996874,0,0
2015-05-16,-5.127850921754689,0,0
2015-05-17,-4.326566670167182,0,0
2015-05-18,22.30527707438907,0,0
2015-05-19,40.648159479312504,0,0
2015-05-20,12.972800827509376,0,0
2015-05-21,1.384192358445313,0,1
2015-05-22,32.046437974164064,1,1
2015-05-23,-2.735942974396872,0,0
2015-05-24,6.9229370212328165,0,0
2015-05-25,1.2330947018765652,0,0
2015-05-26,8.953666219057817,0,0
2015-05-27,5.585753964096878,0,0
2015-05-28,5.962719677518753,1,1
2015-05-29,-0.6436339686296857,0,0
2015-05-30,15.199590925634377,0,0
2015-05-31,11.037264982857813,0,0
2015-06-01,19.094727265434376,0,0
2015-06-02,40.107312839526564,0,0
2015-06-03,11.45238860238281,0,0
2015-06-04,22.716671911178125,0,0
2015-06-05,36.048144405035934,0,0
2015-06-06,17.295694189895315,0,0
2015-06-07,-6.893397048837498,0,0
2015-06-08,30.70942175717032,0,0
2015-06-09,80.41528031815312,1,1
2015-06-10,88.35753058902188,0,0
2015-06-11,8.179374084137493,0,0
2015-06-12,44.53823483491563,1,2
2015-06-13,-11.879603173912496,0,0
2015-06-14,-2.874199819399987,0,0
2015-06-15,49.971299980351574,0,0
2015-06-16,19.957075458203132,0,0
2015-06-17,-7.161617204867181,0,0
2015-06-18,26.02305585854532,0,0
2015-06-19,8.895415315979694,0,1
2015-06-20,2.557886398976567,0,1
2015-06-21,-4.229272736278121,0,0
2015-06-22,20.418218717385944,0,1
2015-06-23,31.688709295945316,0,0
2015-06-24,18.74107507501875,0,0
2015-06-25,29.258873317890625,0,0
2015-06-26,23.267983538428126,0,0
2015-06-27,5.087358890600001,0,0
2015-06-28,-5.157919932199997,0,2
2015-06-29,18.682715465962506,0,0
2015-06-30,12.32554417314063,2,0
2015-07-01,25.30290177936094,0,0
2015-07-02,4.0898927395656255,0,0
2015-07-03,7.675307693554689,0,0
2015-07-04,-1.9249645842265601,0,0
2015-07-05,-2.5752093572656207,0,0
2015-07-06,38.30927073956875,0,0
2015-07-07,33.73992640240625,0,0
2015-07-08,41.25340691044375,0,0
2015-07-09,37.574055503920306,0,0
2015-07-10,8.794902913765622,0,0
2015-07-11,-2.909503174046873,0,0
2015-07-12,-3.7877566064624943,0,0
2015-07-13,27.509056957428133,0,0
2015-07-14,63.18054122562501,0,0
2015-07-15,67.45668019595313,0,0
2015-07-16,25.592309973848433,0,0
2015-07-17,27.87122384705625,0,0
