,apache/superset,metabase/metabase,getredash/redash
2019-08-02,2.0,1,0.0
2019-08-03,-0.6000000000000001,0,0.0
2019-08-04,-0.20999999999999985,0,3.0
2019-08-05,4.881,2,1.4000000000000001
2019-08-06,5.419675,4,1.3599999999999999
2019-08-07,2.3155595,2,0.2959999999999998
2019-08-08,1.4209382750000001,6,0.4431999999999998
2019-08-09,0.6197729525000004,9,1.4801919999999997
2019-08-10,-2.0789921835312497,1,-0.7075584000000001
2019-08-11,-0.1054253889656247,0,5.615690239999999
2019-08-12,0.9544963437500003,6,2.526989824
2019-08-13,2.7271426874218747,9,1.5067982847999999
2019-08-14,1.074375347726562,14,1.6498583551999997
2019-08-15,1.2006983410421874,8,1.6692892672
2019-08-16,1.2486589955234375,6,-0.3323265024000004
2019-08-17,-1.738835165728125,1,-0.9507615744000003
2019-08-18,-0.8391377384484373,0,2.3903777791999996
2019-08-19,0.46493703573437506,8,-1.0407275519999997
2019-08-20,4.299343220735937,8,-0.5946415103999998
2019-08-21,1.0884511477218746,7,0.6253569024000002
2019-08-22,1.286821788021875,6,0.5474198528000003
2019-08-23,6.302085288754688,7,-0.45410590719999977
2019-08-24,-2.212413139995313,1,-0.24108216319999998
2019-08-25,-1.6516198521984369,0,0.8551504896
2019-08-26,3.0739901637500004,7,0.6977008640000002
2019-08-27,4.149533576984375,2,-0.36337285119999996
2019-08-28,-1.7176059058109376,12,-0.16535552000000012
2019-08-29,-0.5563861877109371,14,0.887085568
2019-08-30,4.814030557504688,3,1.7140069376000002
2019-08-31,-2.511077247573438,0,-0.5384341504
2019-09-01,-1.1256514726281246,0,2.7546444799999996
2019-09-02,1.3440195667671877,2,4.239085568
2019-09-03,0.9287733779374996,2,-0.3595930623999999
2019-09-04,0.8198464102249998,9,1.1720298495999995
2019-09-05,0.8149803550874999,4,-0.8785843200000002
2019-09-06,0.8474712275015626,2,-0.5008491520000002
2019-09-07,-1.1776092138265626,2,-0.35981117440000004
2019-09-08,4.403172295603126,1,-0.27059886080000006
2019-09-09,3.1567582275,0,5.8007024640000004
2019-09-10,4.71900479396875,0,-1.3671309311999993
2019-09-11,-0.12533703249687544,3,1.4094120959999998
2019-09-12,-1.2767090324968748,4,1.2707552256
2019-09-13,0.5222514425031253,9,0.2134612992
2019-09-14,-1.488563322496875,0,-0.6092160000000002
2019-09-15,-0.8363867577156249,0,1.6342271999999998
2019-09-16,-0.5854592400781251,2,2.33216768
2019-09-17,4.540110596257812,2,-0.9718558719999997
2019-09-18,6.181352732726562,4,1.4889368576
2019-09-19,1.8667669583234372,3,-0.694257664
2019-09-20,-1.7320415039640622,16,0.6174871552
2019-09-21,-1.547149346764062,2,-0.4527920128
2019-09-22,1.1004319235343751,1,5.7451908095999995
2019-09-23,3.7855211875,2,-0.37862758399999974
2019-09-24,-1.17979701875,2,1.1774405631999998
2019-09-25,-0.32116633632812497,1,1.1352025088
2019-09-26,-1.095823031539063,3,-0.858804224
2019-09-27,1.3682388365593747,8,0.5153185791999997
2019-09-28,0.021380742070312264,1,-0.5256965120000001
2019-09-29,1.2522149767671875,0,-0.33273047040000014
2019-09-30,0.99645908521875,2,0.7568174080000003
2019-10-01,2.90138645345625,10,-0.39751485439999973
2019-10-02,0.26864594332031233,10,1.8193657856
2019-10-03,-1.3250671049984373,4,0.4778570752000002
2019-10-04,5.3374556767671875,3,-0.43546542080000006
2019-10-05,-2.23636293228125,1,0.7840762879999998
2019-10-06,2.0432741842687503,0,5.6519018496
2019-10-07,-1.4928153442640626,9,0.61840128
2019-10-08,0.262713920003125,7,-1.0087813120000004
2019-10-09,0.2145902589718749,10,-0.5483515904000004
2019-10-10,2.2487402385374997,2,2.631161856
2019-10-11,0.7054287810343749,0,1.1198287872000001
2019-10-12,-0.17976538809374998,0,-0.8430408704000002
2019-10-13,-0.896755050646875,0,-0.46080563200000024
2019-10-14,-0.44511876279687496,0,0.6705509376000003
2019-10-15,1.6880258740515623,7,4.5526004736
2019-10-16,0.1957204219843749,1,0.7827028992000002
2019-10-17,2.327386073751563,1,2.06036224
2019-10-18,-0.2464089735296877,0,-1.110616576
2019-10-19,-0.8462859469796875,1,1.4042805247999999
2019-10-20,-0.42614654323124995,0,-0.7842475008
2019-10-21,2.7301471117671876,6,-0.4309427200000002
2019-10-22,0.9094813399999999,0,1.6875130879999998
2019-10-23,2.93472645521875,2,2.3532522496000006
2019-10-24,1.2883037730187499,0,4.047025664
2019-10-25,1.3603416627203124,0,-0.44495943679999983
2019-10-26,-0.6791127064640623,0,-0.8824614912000004
2019-10-27,-1.097016500732812,0,0.4993525759999998
2019-10-28,4.37369795375,1,2.4415956992
2019-10-29,0.05218360220312457,0,0.06358015999999989
2019-10-30,3.5275013942703124,3,0.3047644159999998
2019-10-31,2.745391647721875,8,0.36923576320000007
2019-11-01,-1.5269289869781248,0,-0.5806093311999997
2019-11-02,0.5412360862546877,0,0.664628736
2019-11-03,-1.4357842689640625,0,-0.39781847040000007
2019-11-04,6.2261547430171875,3,-0.22473267200000008
2019-11-05,4.358533806171875,0,0.8334759936000001
2019-11-06,-0.25590643094531274,2,0.6772487168000002
2019-11-07,-0.33555814154374985,4,1.6506802176000002
2019-11-08,0.17454285125781266,8,-0.5752858623999999
2019-11-09,-1.5993875804296875,1,-0.2709960704000002
