,python/cpython,php/php-src,ruby/ruby
2008-02-05,26,12,8.0
2008-02-06,21,30,-1.4000000000000004
2008-02-07,23,22,12.860000000000001
2008-02-08,12,22,5.2189999999999985
2008-02-09,21,7,6.1492
2008-02-10,14,8,0.5390755
2008-02-11,15,35,-1.3282421499999995
2008-02-12,17,56,15.8228524475
2008-02-13,10,26,2.4171069171249986
2008-02-14,39,36,5.6358477698718765
2008-02-15,12,29,10.239171327048437
2008-02-16,6,16,8.495601610834374
2008-02-17,11,15,6.940626003249999
2008-02-18,10,19,3.880461445095314
2008-02-19,6,39,-2.3530329559437497
2008-02-20,3,31,0.8836423042546873
2008-02-21,20,43,2.3085417834203117
2008-02-22,13,22,6.465960450234375
2008-02-23,55,27,5.388489152440624
2008-02-24,18,28,-3.902248802473438
2008-02-25,16,32,2.725583023042187
2008-02-26,13,17,5.450846390321875
2008-02-27,3,16,-2.342885488870312
2008-02-28,23,24,13.53270346324375
2008-02-29,16,8,3.8907464882453118
2008-03-01,18,14,14.530315470449999
2008-03-02,15,5,-7.457549418731251
2008-03-03,22,12,1.1924360996593766
2008-03-04,15,37,2.3821656679421874
2008-03-05,18,28,5.274167205964062
2008-03-06,23,6,11.441722326125
2008-03-07,6,40,-0.8749980484640627
2008-03-08,13,51,-1.7896853831296875
2008-03-09,3,19,0.7834049298609376
2008-03-10,2,34,0.08982020857968731
2008-03-11,4,28,4.762681581690625
2008-03-12,1,41,2.7358233532437497
2008-03-13,20,16,3.763215748464062
2008-03-14,10,17,6.448186066406249
2008-03-15,9,5,-4.530969449817189
2008-03-16,11,14,1.2035999215578137
2008-03-17,29,36,3.1153650182406247
2008-03-18,80,32,-2.405097660726563
2008-03-19,48,49,10.96461954669375
2008-03-20,27,30,1.8200777492781244
2008-03-21,24,30,1.6617354994953129
2008-03-22,25,27,-1.922375914034375
2008-03-23,21,18,-2.579141282326562
2008-03-24,23,21,1.5513844647046877
2008-03-25,33,20,5.060780810224999
2008-03-26,33,16,-1.1804342924125004
2008-03-27,17,16,-1.0653073224359373
2008-03-28,32,10,1.504985743114062
2008-03-29,24,4,2.277443009276562
2008-03-30,20,9,3.954036749571875
2008-03-31,16,9,7.254892314784375
2008-04-01,12,12,4.754899458453125
2008-04-02,19,9,-1.5698934170578127
2008-04-03,14,7,7.984506812589063
2008-04-04,19,15,-1.9234853144812503
2008-04-05,20,4,-1.1688928335296866
2008-04-06,10,6,2.591720875739063
2008-04-07,22,23,5.031857296475
2008-04-08,11,18,2.0278640516968744
2008-04-09,22,20,-1.6986716419687502
2008-04-10,16,20,10.585493531857812
2008-04-11,5,36,3.744271079629687
2008-04-12,9,3,-2.0141035558578118
2008-04-13,26,17,-0.2306834419796866
2008-04-14,10,48,9.270053224706249
2008-04-15,10,36,5.803438082210937
2008-04-16,2,31,-4.67096311645625
2008-04-17,4,12,3.052125515821876
2008-04-18,10,11,-1.6046329456687505
2008-04-19,21,14,-0.5341197316671877
2008-04-20,10,25,13.959791709357813
2008-04-21,20,25,2.028347587504687
2008-04-22,9,22,18.079271785364064
2008-04-23,2,28,-5.328052791965625
2008-04-24,16,29,2.881359870173439
2008-04-25,11,14,3.821356013673438
2008-04-26,5,22,8.536838239571875
2008-04-27,16,13,-0.013699289996875308
2008-04-28,9,18,6.486006677784375
2008-04-29,4,25,-5.6407135921
2008-04-30,17,26,7.457834963528125
2008-05-01,4,13,8.44666767608281
2008-05-02,13,19,5.217613324193749
2008-05-03,16,19,-2.801231126753125
2008-05-04,17,16,1.4788962299359376
2008-05-05,18,14,7.624729299881251
2008-05-06,27,22,-2.926684755067188
2008-05-07,9,35,9.252367238190626
2008-05-08,50,21,10.978144519845312
2008-05-09,39,24,-5.996073815279688
2008-05-10,41,4,1.768166843553125
2008-05-11,72,25,8.74760493164375
2008-05-12,51,35,17.834950423975002
2008-05-13,12,14,-2.139113364334376
2008-05-14,27,16,1.1532341696593766
2008-05-15,54,11,1.015583063598438
2008-05-16,49,13,-2.3903515295421887
2008-05-17,34,12,4.175347686510938
2008-05-18,21,21,-2.6181743858093753
2008-05-19,4,21,10.93348123265
2008-05-20,29,20,6.889940085598435
2008-05-21,6,20,3.3328993707874996
2008-05-22,5,6,15.0456884562625
2008-05-23,21,12,-2.2081385444718755
2008-05-24,7,24,3.8208700420734383
2008-05-25,38,11,0.6959011536765622
2008-05-26,65,9,0.5844112156062504
2008-05-27,9,33,11.236043205065625
2008-05-28,7,7,4.4687972967875
2008-05-29,20,13,6.888239674067187
2008-05-30,18,13,2.304228524343749
2008-05-31,10,11,3.2461510297515623
2008-06-01,29,22,2.633288848464063
2008-06-02,13,23,7.0028734078125
2008-06-03,7,16,6.969260576776563
2008-06-04,14,13,2.3117251923531246
2008-06-05,13,15,7.191769329587499
2008-06-06,19,8,-0.6802511060125003
2008-06-07,11,19,-0.861673702915625
2008-06-08,10,6,5.346423523765625
2008-06-09,8,13,16.347921283031248
2008-06-10,38,11,10.52842050545156
2008-06-11,56,29,-2.228217469245312
2008-06-12,36,27,0.8634709270843759
2008-06-13,42,24,5.782009104203125
2008-06-14,18,5,-4.001995296368751
2008-06-15,6,10,3.572075811042188
2008-06-16,13,8,5.902576493679687
2008-06-17,23,5,7.911273723828124
2008-06-18,18,17,12.737594983565623
2008-06-19,19,20,15.635328711218751
2008-06-20,16,20,0.35443958751250015
2008-06-21,13,18,18.153495621700003
2008-06-22,13,38,-9.685212286590625
2008-06-23,7,24,-1.7496935600734353
2008-06-24,15,29,3.3392134772156252
2008-06-25,9,18,0.822610882220312
2008-06-26,8,6,2.473561435678124
2008-06-27,16,24,7.514869993703124
2008-06-28,15,14,2.2216413392421863
2008-06-29,5,11,10.145431804784375
2008-06-30,8,13,11.233461811167187
2008-07-01,26,38,17.870910175223436
2008-07-02,29,19,-0.32458108330468605
2008-07-03,7,18,4.836720611045314
2008-07-04,7,11,1.0168185519953141
2008-07-05,18,27,4.308753862434376
2008-07-06,10,38,-0.832524340417188
2008-07-07,12,46,-0.23896767609531278
2008-07-08,4,38,6.6230825284781245
2008-07-09,0,27,5.334171935904687
2008-07-10,10,13,6.089736284026562
2008-07-11,15,39,0.8227651689875
2008-07-12,6,18,4.121340224584375
2008-07-13,26,32,-3.0508338247656255
2008-07-14,10,39,2.027992531346875
2008-07-15,25,41,6.8851349217765625
2008-07-16,54,42,0.44995342191562493
2008-07-17,22,26,2.48409698126875
2008-07-18,28,26,4.5314991582531245
2008-07-19,21,20,-1.9751224311515623
2008-07-20,11,27,1.7066107802312498
2008-07-21,10,62,6.636743587374999
2008-07-22,11,51,15.242770023457812
2008-07-23,14,67,1.7316762061812483
2008-07-24,12,76,0.4281202250953129
2008-07-25,17,58,7.6766782019937505
2008-07-26,10,36,-3.7417029772703128
2008-07-27,5,23,4.824994136857813
2008-07-28,5,39,9.857836188973437
2008-07-29,7,41,-0.1922925838203131
2008-07-30,14,37,9.476742007359375
2008-07-31,20,56,7.5560891889374995
2008-08-01,22,42,5.0753219540625
2008-08-02,25,24,-4.662322044332812
2008-08-03,27,32,-1.7120221735734367
2008-08-04,46,29,5.332292915660937
2008-08-05,5,35,12.996268425670312
2008-08-06,7,36,14.021188990398437
2008-08-07,6,44,3.8446067871359375
2008-08-08,13,31,10.210187653773438
2008-08-09,15,10,1.9937298248046869
2008-08-10,4,35,4.662846393926564
2008-08-11,8,57,11.815328121254689
2008-08-12,13,31,27.704778406910936
2008-08-13,1,27,29.528841531623435
2008-08-14,25,66,12.839717072965627
