,apache/echarts,highcharts/highcharts,plotly/plotly.js
2021-06-30,7.0,8.0,15
2021-07-01,5.0,1.4000000000000004,0
2021-07-02,7.0,15.76,0
2021-07-03,3.0,-1.024,0
2021-07-04,0.0,-2.3728000000000016,0
2021-07-05,4.0,18.638911999999998,7
2021-07-06,7.0,17.0447616,21
2021-07-07,3.0,5.26838784,35
2021-07-08,9.0,2.2902205439999985,17
2021-07-09,5.0,13.220041420799998,17
2021-07-10,2.0,-5.3986993152,0
2021-07-11,4.0,-3.6527100928000014,0
2021-07-12,8.0,7.655391948799998,19
2021-07-13,13.0,3.237624320000001,10
2021-07-14,5.0,5.374284288000001,13
2021-07-15,13.0,21.1843535872,0
2021-07-16,10.0,1.0181563392000008,2
2021-07-17,0.0,-3.8982203392000008,25
2021-07-18,1.0,-1.9642760192000015,1
2021-07-19,1.0,3.941437849599999,17
2021-07-20,11.0,1.3185766399999999,12
2021-07-21,8.0,2.5456440320000002,11
2021-07-22,4.0,1.5294907392,12
2021-07-23,9.0,6.753104486400002,12
2021-07-24,0.0,-3.1118069759999987,2
2021-07-25,1.0,0.5642139647999993,0
2021-07-26,0.0,3.6957874175999996,6
2021-07-27,4.0,5.1668094976,4
2021-07-28,3.0,3.5754602496,24
2021-07-29,3.0,2.5594179584,11
2021-07-30,1.0,0.6926899199999998,16
2021-07-31,5.0,5.1288955904,0
2021-08-01,0.0,2.4914264064,0
2021-08-02,1.0,5.718373376,1
2021-08-03,1.0,2.0975828992,13
2021-08-04,4.0,2.441426944,17
2021-08-05,2.0,1.5497162751999998,10
2021-08-06,2.0,1.8229835775999996,3
2021-08-07,0.0,-2.058428928,0
2021-08-08,0.0,-1.1938660352000001,0
2021-08-09,0.0,0.14913822720000014,0
2021-08-10,0.0,5.1992299520000005,39
2021-08-11,1.0,2.2798138368000007,8
2021-08-12,0.0,6.388292608,12
2021-08-13,1.0,109.57079552,9
2021-08-14,0.0,-23.566564249599995,1
2021-08-15,1.0,-9.701922201600008,0
2021-08-16,0.0,10.113556479999996,15
2021-08-17,0.0,11.634848768,6
2021-08-18,0.0,5.730035097599998,8
2021-08-19,4.0,7.356193689599998,0
2021-08-20,5.0,-4.630371737600002,0
2021-08-21,3.0,-5.230154547199994,0
2021-08-22,8.0,-3.639012044799997,0
2021-08-23,1.0,21.33552128,10
2021-08-24,7.0,3.078345728000002,5
2021-08-25,2.0,1.2671097855999998,18
2021-08-26,2.0,8.2224671744,14
2021-08-27,2.0,6.474033254400001,8
2021-08-28,3.0,-4.567931392,0
2021-08-29,0.0,-2.3946944512000017,0
2021-08-30,0.0,3.342410239999999,10
2021-08-31,0.0,8.718137344000002,17
2021-09-01,1.0,2.3561136128000015,9
2021-09-02,5.0,10.0536121344,9
2021-09-03,10.0,6.7903374336,14
2021-09-04,0.0,-4.3331770367999995,0
2021-09-05,2.0,-2.2258028544000013,0
2021-09-06,1.0,9.5726336,0
2021-09-07,5.0,5.717726720000001,2
2021-09-08,4.0,8.451357696,2
2021-09-09,7.0,1.6837467135999997,0
2021-09-10,3.0,4.590349721599999,0
2021-09-11,0.0,-3.5596623871999995,0
2021-09-12,0.0,-1.9229036544000007,0
2021-09-13,5.0,14.73791488,7
2021-09-14,7.0,0.8222330880000008,5
2021-09-15,5.0,12.9233662976,7
2021-09-16,3.0,-0.9178674175999992,3
2021-09-17,3.0,29.7710277632,0
2021-09-18,0.0,-8.4544937984,0
2021-09-19,0.0,-3.9238956032000027,0
2021-09-20,0.0,6.500052479999998,0
2021-09-21,1.0,34.347358208,0
2021-09-22,4.0,4.213321113600001,0
2021-09-23,1.0,2.6935925759999986,4
2021-09-24,2.0,2.9379577855999983,0
2021-09-25,0.0,-5.303295897599999,0
2021-09-26,0.0,-3.236115763200001,0
2021-09-27,0.0,17.94586112,1
2021-09-28,2.0,3.3835320320000015,1
2021-09-29,5.0,23.269956710400002,2
2021-09-30,0.0,12.691610316800002,13
2021-10-01,0.0,4.9852114944,19
2021-10-02,0.0,-6.691302912000001,0
2021-10-03,1.0,-3.7394241536000017,0
2021-10-04,2.0,15.432998399999999,9
2021-10-05,0.0,10.414842880000002,3
2021-10-06,3.0,14.746202624,0
2021-10-07,0.0,0.5198843904000006,2
2021-10-08,2.0,14.4758688768,16
2021-10-09,4.0,-4.094144614399999,3
2021-10-10,0.0,-4.227995955200002,0
2021-10-11,5.0,1.3634022399999983,2
2021-10-12,7.0,3.2209008640000003,2
2021-10-13,2.0,3.894936780800001,0
2021-10-14,4.0,1.805750681600001,0
2021-10-15,10.0,-0.7591788543999995,0
2021-10-16,0.0,-1.8780332031999991,0
2021-10-17,4.0,0.8373186560000003,0
2021-10-18,1.0,30.9295602688,27
2021-10-19,1.0,8.943007232000001,12
2021-10-20,4.0,9.7360932864,4
2021-10-21,2.0,10.6157787136,2
2021-10-22,0.0,3.2326505471999987,6
2021-10-23,0.0,-3.614731776000002,0
2021-10-24,1.0,1.325310259199998,0
2021-10-25,10.0,-2.5170672640000014,0
2021-10-26,3.0,6.450854195200001,7
2021-10-27,6.0,-0.6898997247999983,1
2021-10-28,0.0,13.491172761600001,0
2021-10-29,0.0,-2.6875055103999985,8
2021-10-30,0.0,-1.6437895168,0
2021-10-31,0.0,-1.7171553280000003,0
2021-11-01,5.0,9.9121288192,0
2021-11-02,2.0,24.985862656000002,0
2021-11-03,2.0,0.9157282816000007,6
2021-11-04,6.0,6.139391590399998,0
2021-11-05,0.0,4.1245063168,4
2021-11-06,0.0,-2.530907750400001,0
2021-11-07,0.0,-0.8958512128000016,0
2021-11-08,1.0,19.6634423296,0
2021-11-09,2.0,11.965060608000002,0
2021-11-10,0.0,-0.6531733503999995,0
2021-11-11,1.0,14.3514313728,13
2021-11-12,0.0,-1.3854897151999994,3
2021-11-13,0.0,7.684044697599999,0
2021-11-14,0.0,-3.9975346176000004,0
2021-11-15,3.0,1.0145636351999983,0
2021-11-16,5.0,33.1220938752,1
2021-11-17,0.0,0.8781079552000026,10
2021-11-18,4.0,-3.1465582592000025,4
2021-11-19,7.0,2.0341021695999997,4
2021-11-20,0.0,-3.7641496576,2
2021-11-21,1.0,2.7870627839999997,0
2021-11-22,2.0,7.3886764032,16
2021-11-23,4.0,9.4381218816,8
2021-11-24,7.0,5.4083953664000015,3
2021-11-25,4.0,-1.4541266943999993,2
2021-11-26,10.0,5.242903039999999,3
2021-11-27,0.0,-2.2380383232,0
2021-11-28,0.0,-1.015705702400001,0
2021-11-29,12.0,12.47305984,2
2021-11-30,3.0,-0.903967231999999,0
2021-12-01,2.0,15.45182464,2
2021-12-02,0.0,-0.09132523519999936,6
2021-12-03,3.0,10.5963648,6
2021-12-04,0.0,-4.7121692672,0
2021-12-05,1.0,-2.458480435200001,2
2021-12-06,0.0,25.375234457599998,3
2021-12-07,4.0,6.369524121600001,1
2021-12-08,3.0,1.2579369983999982,2
2021-12-09,9.0,6.5969763328,10
2021-12-10,5.0,-0.8245609472000002,8
2021-12-11,4.0,1.5939532799999996,0
2021-12-12,4.0,-3.1413165056000008,0
2021-12-13,2.0,20.13705216,0
2021-12-14,2.0,1.1931868160000025,0
2021-12-15,2.0,2.7029394432,3
2021-12-16,4.0,5.3255953408,2
2021-12-17,3.0,16.1493988352,0
2021-12-18,0.0,-6.1323393024,0
2021-12-19,0.0,-3.0172015616000016,0
2021-12-20,7.0,2.9811118079999988,10
2021-12-21,6.0,9.520157696000002,0
2021-12-22,1.0,5.011894067200001,2
2021-12-23,3.0,2.2510840831999994,1
2021-12-24,7.0,-3.2193092608000002,1
2021-12-25,0.0,-1.8428583935999994,0
2021-12-26,0.0,-1.2483630079999999,0
2021-12-27,0.0,-0.7612032000000004,0
2021-12-28,3.0,-0.6121344,0
2021-12-29,7.0,4.490087424,0
2021-12-30,4.0,7.619318067200001,0
2021-12-31,2.0,-2.398550425599999,0
2022-01-01,0.0,-1.0348161024000007,0
2022-01-02,0.0,-0.6000000000000004,0
2022-01-03,0.0,2.5699199999999998,3
2022-01-04,13.0,20.068032,5
2022-01-05,8.0,2.2915072,5
2022-01-06,8.0,13.551720959999999,6
2022-01-07,11.0,4.73936384,4
2022-01-08,4.0,-4.590432153600001,1
2022-01-09,2.0,-2.4487424000000018,0
2022-01-10,8.0,0.29026303999999903,3
2022-01-11,2.0,1.2882621439999997,0
2022-01-12,1.0,3.1793133568000007,3
2022-01-13,6.0,17.8093874176,8
2022-01-14,6.0,29.887656243200002,0
2022-01-15,3.0,-9.3477280768,0
2022-01-16,0.0,-1.1701591040000032,0
2022-01-17,4.0,-0.1748198400000014,0
2022-01-18,2.0,13.291580415999999,0
2022-01-19,2.0,-2.0390714368000005,8
2022-01-20,5.0,1.7123109887999988,0
2022-01-21,4.0,-0.1279441919999993,4
2022-01-22,2.0,-2.572451327999998,0
2022-01-23,11.0,-1.5378698239999995,0
2022-01-24,0.0,2.190587904,5
2022-01-25,4.0,2.7588348928000004,7
2022-01-26,3.0,12.462856396800001,1
2022-01-27,1.0,-2.652592742399999,8
2022-01-28,0.0,10.227073228799998,3
2022-01-29,0.0,15.531482112,1
2022-01-30,0.0,-5.4792384512000005,2
2022-01-31,0.0,7.380400639999998,0
2022-02-01,0.0,6.262390783999999,3
2022-02-02,0.0,-0.09719377920000039,0
2022-02-03,0.0,13.9214383104,15
2022-02-04,0.0,5.6837735424,20
2022-02-05,0.0,-1.8500895744,0
2022-02-06,0.0,-1.3130467328000002,0
2022-02-07,3.0,9.5481831424,4
2022-02-08,0.0,9.097428480000001,2
2022-02-09,0.0,9.278736896,0
2022-02-10,0.0,1.7454766079999988,9
2022-02-11,6.0,3.8597791744,3
2022-02-12,0.0,-4.0371135488,3
2022-02-13,0.0,-2.237693030400001,0
2022-02-14,1.0,5.488417484799999,0
2022-02-15,8.0,4.4488061952,3
2022-02-16,2.0,3.1190638592000006,0
2022-02-17,4.0,3.2585530368000004,0
2022-02-18,6.0,-1.6618986495999994,1
2022-02-19,0.0,-1.5843391488,0
2022-02-20,0.0,4.0088915968,0
2022-02-21,0.0,-0.6643046400000001,0
2022-02-22,0.0,0.8714101759999999,0
2022-02-23,0.0,-1.1576685567999996,0
2022-02-24,0.0,3.3283991552000005,3
2022-02-25,2.0,-1.2353490943999994,0
2022-02-26,0.0,-0.6040838144,0
2022-02-27,1.0,-0.3606037504000002,0
2022-02-28,5.0,2.7358771200000005,0
2022-03-01,0.0,1.1872680960000004,1
2022-03-02,5.0,1.2370400256,0
2022-03-03,1.0,-0.7966455808000001,0
2022-03-04,0.0,14.585649152,8
2022-03-05,0.0,-3.289685401599999,3
2022-03-06,0.0,-1.3795584000000012,0
2022-03-07,4.0,8.137290239999999,10
2022-03-08,1.0,-2.4218741759999998,14
2022-03-09,2.0,0.7969230847999993,1
2022-03-10,0.0,0.8078538751999997,2
2022-03-11,3.0,4.8587604992,18
2022-03-12,3.0,-1.9016396799999993,3
2022-03-13,1.0,-1.014099456,0
2022-03-14,6.0,2.4413875199999997,1
2022-03-15,5.0,5.9769809920000005,6
2022-03-16,2.0,40.0198488064,0
2022-03-17,2.0,-5.289201663999998,5
2022-03-18,5.0,1.2479255551999966,13
2022-03-19,1.0,-3.959072972800001,2
2022-03-20,1.0,-2.398054502400001,2
2022-03-21,1.0,-0.6886937600000009,0
2022-03-22,2.0,4.476596224,5
2022-03-23,3.0,21.6360245248,20
2022-03-24,6.0,-5.209849036799996,1
2022-03-25,2.0,2.8755761151999994,0
2022-03-26,0.0,-1.7953396736,0
2022-03-27,3.0,-1.7828609024000006,0
2022-03-28,6.0,5.8460364799999995,0
2022-03-29,3.0,1.7186247679999997,0
2022-03-30,3.0,25.9277182976,0
2022-03-31,0.0,-2.841156710399998,0
2022-04-01,8.0,1.0971587583999987,4
2022-04-02,0.0,-3.092874342400001,0
2022-04-03,0.0,-1.8671494144000007,0
2022-04-04,0.0,4.697920409599999,0
2022-04-05,2.0,0.7894287360000005,0
2022-04-06,0.0,1.0918203391999999,2
2022-04-07,0.0,-1.7505842175999986,22
2022-04-08,1.0,16.9230737408,0
2022-04-09,2.0,-4.119831961599999,0
2022-04-10,0.0,-1.8023275520000013,0
2022-04-11,5.0,3.896545279999999,0
2022-04-12,3.0,1.1968071680000003,0
2022-04-13,5.0,2.3715926015999997,0
2022-04-14,5.0,0.27171041279999986,2
2022-04-15,3.0,-1.3740890112000006,0
2022-04-16,1.0,-0.8394588159999993,0
2022-04-17,1.0,-0.6336003071999996,0
2022-04-18,0.0,-0.31526400000000016,0
2022-04-19,0.0,6.74449408,0
2022-04-20,0.0,18.385925632,5
2022-04-21,7.0,1.3111876608000008,3
2022-04-22,3.0,11.785347174399998,6
2022-04-23,0.0,-4.7001387008,0
2022-04-24,1.0,-2.3387520000000017,0
2022-04-25,0.0,14.4246784,7
2022-04-26,5.0,5.61572096,4
2022-04-27,4.0,17.775138816,1
2022-04-28,2.0,3.2489679872000012,1
2022-04-29,2.0,-0.367214080000001,2
2022-04-30,0.0,-3.8912077824000004,1
2022-05-01,1.0,-2.388461056000001,0
2022-05-02,2.0,3.387092479999999,10
2022-05-03,1.0,1.7277358080000003,0
2022-05-04,3.0,-2.2477425663999995,3
2022-05-05,2.0,-0.27263436799999896,3
2022-05-06,0.0,11.937163571200001,17
2022-05-07,0.0,-3.138712063999999,0
2022-05-08,0.0,-0.35463475200000083,0
2022-05-09,0.0,2.9760511999999997,19
