,apple/swift,rust-lang/rust,JetBrains/kotlin
2015-01-08,35,109,7
2015-01-09,43,43,4
2015-01-10,18,33,13
2015-01-11,10,48,12
2015-01-12,10,86,35
2015-01-13,27,32,16
2015-01-14,22,34,28
2015-01-15,28,91,9
2015-01-16,28,50,4
2015-01-17,7,44,0
2015-01-18,2,46,0
2015-01-19,34,43,17
2015-01-20,35,72,17
2015-01-21,34,96,36
2015-01-22,40,51,26
2015-01-23,33,28,0
2015-01-24,16,43,0
2015-01-25,9,22,0
2015-01-26,12,31,4
2015-01-27,24,66,4
2015-01-28,41,44,16
2015-01-29,27,40,38
2015-01-30,27,65,23
2015-01-31,18,28,0
2015-02-01,7,36,0
2015-02-02,17,51,13
2015-02-03,18,43,8
2015-02-04,51,21,13
2015-02-05,37,49,13
2015-02-06,33,71,34
2015-02-07,16,35,0
2015-02-08,0,18,0
2015-02-09,15,21,37
2015-02-10,42,66,28
2015-02-11,58,75,40
2015-02-12,48,39,28
2015-02-13,31,46,22
2015-02-14,11,25,0
2015-02-15,7,71,0
2015-02-16,21,71,69
2015-02-17,23,86,5
2015-02-18,25,123,35
2015-02-19,18,36,32
2015-02-20,32,17,36
2015-02-21,30,53,1
2015-02-22,4,72,1
2015-02-23,10,64,0
2015-02-24,27,105,8
2015-02-25,16,32,10
2015-02-26,30,31,181
2015-02-27,57,34,10
2015-02-28,14,41,0
2015-03-01,17,43,0
2015-03-02,31,32,8
2015-03-03,31,76,29
2015-03-04,44,31,34
2015-03-05,20,55,34
2015-03-06,27,59,92
2015-03-07,19,15,0
2015-03-08,20,38,0
2015-03-09,33,35,0
2015-03-10,56,33,25
2015-03-11,36,24,97
2015-03-12,70,33,50
2015-03-13,39,29,34
2015-03-14,27,18,1
2015-03-15,30,42,1
2015-03-16,23,30,48
2015-03-17,39,53,38
2015-03-18,38,37,80
2015-03-19,49,57,8
2015-03-20,35,41,28
2015-03-21,15,10,10
2015-03-22,19,23,0
2015-03-23,36,96,29
2015-03-24,44,65,30
2015-03-25,49,24,24
2015-03-26,46,44,15
2015-03-27,39,79,19
2015-03-28,29,26,0
2015-03-29,19,34,0
2015-03-30,24,37,34
2015-03-31,35,75,41
2015-04-01,49,95,45
2015-04-02,61,34,30
2015-04-03,35,37,44
2015-04-04,30,42,7
2015-04-05,31,18,1
2015-04-06,19,21,21
2015-04-07,51,43,88
2015-04-08,36,68,18
2015-04-09,41,38,41
2015-04-10,28,57,16
2015-04-11,11,45,0
2015-04-12,6,21,0
2015-04-13,17,36,30
2015-04-14,25,86,15
2015-04-15,36,49,24
2015-04-16,42,31,89
2015-04-17,51,75,18
2015-04-18,10,35,4
2015-04-19,12,22,0
2015-04-20,38,35,12
2015-04-21,24,99,26
2015-04-22,74,30,47
2015-04-23,44,45,46
2015-04-24,37,63,29
2015-04-25,9,50,0
2015-04-26,53,25,0
2015-04-27,63,51,42
2015-04-28,44,31,21
2015-04-29,53,97,43
2015-04-30,50,70,7
2015-05-01,41,44,6
2015-05-02,31,36,32
2015-05-03,10,23,0
2015-05-04,34,43,0
2015-05-05,47,52,4
2015-05-06,40,58,7
2015-05-07,69,56,28
2015-05-08,41,43,51
2015-05-09,36,37,1
2015-05-10,15,54,0
2015-05-11,39,54,4
2015-05-12,45,63,15
2015-05-13,41,66,132
2015-05-14,45,52,50
2015-05-15,57,53,23
2015-05-16,14,39,25
2015-05-17,20,40,8
2015-05-18,43,33,32
2015-05-19,58,84,24
2015-05-20,52,36,47
2015-05-21,31,35,52
2015-05-22,33,21,16
2015-05-23,37,34,0
2015-05-24,22,26,7
2015-05-25,9,34,24
2015-05-26,29,35,97
2015-05-27,40,30,121
2015-05-28,32,41,27
2015-05-29,30,41,20
2015-05-30,13,20,4
2015-05-31,18,22,1
2015-06-01,15,28,38
2015-06-02,37,34,48
2015-06-03,25,26,40
2015-06-04,21,30,43
2015-06-05,11,25,19
2015-06-06,10,30,1
2015-06-07,4,20,0
2015-06-08,12,44,34
2015-06-09,5,58,14
2015-06-10,6,40,29
2015-06-11,0,36,58
2015-06-12,6,35,19
2015-06-13,2,25,4
2015-06-14,3,18,0
2015-06-15,19,35,54
2015-06-16,16,19,18
2015-06-17,57,52,48
2015-06-18,26,51,29
2015-06-19,25,36,22
2015-06-20,10,37,0
2015-06-21,2,28,0
2015-06-22,19,28,8
2015-06-23,23,44,57
2015-06-24,63,40,23
2015-06-25,64,36,46
2015-06-26,33,25,7
2015-06-27,19,21,13
2015-06-28,8,9,0
2015-06-29,19,32,54
2015-06-30,25,57,19
2015-07-01,41,37,16
2015-07-02,35,28,10
2015-07-03,7,26,30
2015-07-04,3,28,6
2015-07-05,0,35,0
2015-07-06,12,35,29
2015-07-07,21,29,33
2015-07-08,49,46,17
2015-07-09,40,32,66
2015-07-10,48,27,60
2015-07-11,25,27,1
2015-07-12,8,32,0
2015-07-13,44,38,7
2015-07-14,22,39,12
2015-07-15,36,11,24
2015-07-16,48,47,94
2015-07-17,51,37,42
2015-07-18,28,33,0
2015-07-19,13,24,5
2015-07-20,27,52,9
2015-07-21,50,46,88
2015-07-22,41,63,28
2015-07-23,38,45,30
2015-07-24,40,60,43
2015-07-25,36,34,0
2015-07-26,30,35,0
2015-07-27,31,32,13
2015-07-28,31,52,47
2015-07-29,28,53,45
2015-07-30,39,32,30
2015-07-31,60,31,28
2015-08-01,31,16,0
2015-08-02,12,21,0
2015-08-03,25,20,28
2015-08-04,39,40,22
2015-08-05,16,37,8
2015-08-06,23,41,24
2015-08-07,17,23,51
2015-08-08,11,16,1
2015-08-09,1,21,1
2015-08-10,22,27,41
2015-08-11,19,66,29
2015-08-12,28,109,9
2015-08-13,40,78,9
2015-08-14,17,28,14
2015-08-15,3,36,7
2015-08-16,6,40,0
2015-08-17,17,81,12
2015-08-18,36,42,35
2015-08-19,30,39,48
2015-08-20,16,26,7
2015-08-21,25,29,15
2015-08-22,16,49,0
2015-08-23,6,25,10
2015-08-24,15,42,42
2015-08-25,19,67,24
2015-08-26,44,44,29
2015-08-27,35,44,40
2015-08-28,14,28,51
2015-08-29,11,23,9
2015-08-30,12,29,0
2015-08-31,3,37,81
2015-09-01,20,51,31
2015-09-02,30,41,38
2015-09-03,31,60,62
2015-09-04,21,66,54
2015-09-05,20,31,0
2015-09-06,11,49,7
2015-09-07,17,27,150
2015-09-08,37,30,153
2015-09-09,32,29,49
2015-09-10,39,43,52
2015-09-11,35,32,35
2015-09-12,11,19,10
2015-09-13,0,15,1
2015-09-14,21,40,27
2015-09-15,29,32,22
2015-09-16,34,25,18
2015-09-17,28,56,6
2015-09-18,34,25,89
2015-09-19,7,52,9
2015-09-20,10,44,0
2015-09-21,28,29,54
2015-09-22,29,30,38
2015-09-23,21,19,45
2015-09-24,21,47,28
2015-09-25,35,32,170
2015-09-26,11,44,2
2015-09-27,4,31,3
2015-09-28,22,15,19
2015-09-29,32,27,43
2015-09-30,25,62,29
2015-10-01,35,53,88
2015-10-02,18,54,30
2015-10-03,8,23,51
2015-10-04,8,11,2
2015-10-05,14,25,27
2015-10-06,25,37,26
2015-10-07,25,47,123
2015-10-08,32,60,35
2015-10-09,45,32,76
2015-10-10,17,19,9
2015-10-11,19,19,48
2015-10-12,17,29,34
2015-10-13,31,53,46
2015-10-14,22,41,84
2015-10-15,11,46,61
2015-10-16,18,31,97
2015-10-17,8,22,11
2015-10-18,4,25,12
2015-10-19,18,40,172
2015-10-20,20,31,32
2015-10-21,23,25,34
2015-10-22,12,31,41
2015-10-23,14,44,5
2015-10-24,22,26,13
2015-10-25,8,31,1
2015-10-26,12,32,70
2015-10-27,21,38,34
2015-10-28,27,49,53
2015-10-29,0,33,29
2015-10-30,0,15,58
2015-10-31,3,11,9
2015-11-01,0,19,0
2015-11-02,19,19,67
2015-11-03,39,58,40
2015-11-04,30,32,52
2015-11-05,42,47,50
2015-11-06,45,24,46
2015-11-07,29,17,0
2015-11-08,27,26,0
2015-11-09,15,30,43
2015-11-10,33,41,66
2015-11-11,29,51,47
2015-11-12,56,51,30
2015-11-13,45,32,27
2015-11-14,29,27,0
2015-11-15,18,23,0
2015-11-16,45,41,23
2015-11-17,64,54,32
2015-11-18,46,20,60
2015-11-19,42,58,42
2015-11-20,21,44,50
2015-11-21,9,16,4
2015-11-22,2,25,0
2015-11-23,23,31,32
2015-11-24,13,33,28
2015-11-25,3,40,31
2015-11-26,4,41,20
2015-11-27,5,15,56
2015-11-28,5,14,6
2015-11-29,10,13,4
2015-11-30,38,39,50
2015-12-01,18,26,44
2015-12-02,26,37,55
2015-12-03,207,23,10
2015-12-04,166,29,7
2015-12-05,96,24,1
2015-12-06,68,23,0
2015-12-07,87,16,13
2015-12-08,108,27,33
2015-12-09,65,33,54
2015-12-10,130,30,33
2015-12-11,100,26,32
2015-12-12,55,22,7
2015-12-13,214,32,6
2015-12-14,83,26,51
2015-12-15,70,23,50
2015-12-16,154,45,6
2015-12-17,81,39,53
2015-12-18,94,55,52
2015-12-19,86,30,18
2015-12-20,48,13,0
2015-12-21,101,26,20
2015-12-22,107,21,8
2015-12-23,104,41,27
2015-12-24,69,6,6
2015-12-25,22,22,38
2015-12-26,27,8,10
2015-12-27,20,11,0
2015-12-28,31,18,21
2015-12-29,31,21,37
2015-12-30,26,40,17
2015-12-31,43,22,1
2016-01-01,61,17,0
2016-01-02,27,29,0
2016-01-03,27,18,0
2016-01-04,46,40,0
2016-01-05,26,27,1
2016-01-06,59,58,0
2016-01-07,38,42,12
2016-01-08,56,16,4
2016-01-09,43,16,0
2016-01-10,23,11,0
2016-01-11,25,29,7
2016-01-12,62,48,44
2016-01-13,51,41,64
2016-01-14,55,81,56
2016-01-15,44,37,28
2016-01-16,38,38,2
2016-01-17,31,29,15
2016-01-18,26,33,23
2016-01-19,30,31,81
2016-01-20,78,34,18
2016-01-21,74,42,53
2016-01-22,90,38,111
2016-01-23,47,35,2
2016-01-24,43,16,3
2016-01-25,40,25,18
2016-01-26,57,55,37
2016-01-27,79,30,32
2016-01-28,50,30,53
2016-01-29,45,52,17
2016-01-30,34,31,3
2016-01-31,6,32,0
2016-02-01,32,44,46
2016-02-02,63,55,30
2016-02-03,52,52,30
2016-02-04,55,45,17
2016-02-05,39,33,15
2016-02-06,70,27,7
2016-02-07,28,26,1
2016-02-08,47,39,34
2016-02-09,59,48,20
2016-02-10,63,29,24
2016-02-11,45,82,23
2016-02-12,57,56,5
2016-02-13,29,62,10
2016-02-14,22,43,2
2016-02-15,37,45,11
2016-02-16,51,22,21
2016-02-17,36,38,25
2016-02-18,62,38,12
2016-02-19,47,33,17
2016-02-20,65,26,37
2016-02-21,10,23,5
2016-02-22,52,21,1
2016-02-23,68,22,2
2016-02-24,65,45,15
2016-02-25,104,25,20
2016-02-26,58,42,41
2016-02-27,35,44,15
2016-02-28,23,29,1
2016-02-29,36,23,1
2016-03-01,50,28,11
2016-03-02,66,47,55
2016-03-03,66,28,90
2016-03-04,40,51,23
2016-03-05,38,28,0
2016-03-06,8,27,0
2016-03-07,48,55,2
2016-03-08,100,49,12
2016-03-09,92,53,16
2016-03-10,103,45,22
2016-03-11,72,37,15
2016-03-12,61,46,1
2016-03-13,29,52,1
2016-03-14,49,70,28
2016-03-15,77,49,15
2016-03-16,67,25,31
2016-03-17,92,118,3
2016-03-18,79,55,25
2016-03-19,36,42,0
2016-03-20,16,23,0
2016-03-21,48,67,5
2016-03-22,85,33,4
2016-03-23,44,57,8
2016-03-24,97,45,33
2016-03-25,90,71,26
2016-03-26,48,70,0
2016-03-27,19,41,0
2016-03-28,80,44,18
2016-03-29,56,59,40
2016-03-30,54,55,73
2016-03-31,58,50,30
2016-04-01,84,35,13
2016-04-02,39,34,0
2016-04-03,20,22,1
2016-04-04,39,33,77
2016-04-05,41,41,61
2016-04-06,50,70,20
2016-04-07,48,49,7
2016-04-08,67,29,79
2016-04-09,36,16,8
2016-04-10,18,17,0
2016-04-11,32,52,10
2016-04-12,50,24,20
2016-04-13,65,35,7
2016-04-14,69,75,30
2016-04-15,61,51,30
2016-04-16,36,24,0
2016-04-17,30,36,1
2016-04-18,32,22,15
2016-04-19,47,37,35
2016-04-20,37,23,59
2016-04-21,52,30,29
2016-04-22,38,27,27
2016-04-23,34,18,11
2016-04-24,19,26,1
2016-04-25,65,27,63
2016-04-26,50,27,24
2016-04-27,34,23,42
2016-04-28,31,44,24
2016-04-29,69,21,40
2016-04-30,13,19,0
2016-05-01,14,20,0
2016-05-02,33,87,0
2016-05-03,34,60,1
2016-05-04,63,11,12
2016-05-05,59,24,34
2016-05-06,50,43,18
2016-05-07,35,45,0
2016-05-08,17,21,1
2016-05-09,36,74,0
2016-05-10,47,49,22
2016-05-11,51,85,39
2016-05-12,44,38,17
2016-05-13,25,35,24
2016-05-14,24,35,8
2016-05-15,14,40,4
2016-05-16,28,42,12
2016-05-17,34,26,9
2016-05-18,31,54,21
2016-05-19,24,31,23
2016-05-20,33,31,29
2016-05-21,27,26,0
2016-05-22,22,12,0
2016-05-23,33,46,27
2016-05-24,44,51,24
2016-05-25,67,34,35
2016-05-26,25,29,41
2016-05-27,54,52,6
2016-05-28,8,35,0
2016-05-29,22,17,0
2016-05-30,17,50,4
2016-05-31,49,55,8
2016-06-01,50,59,16
2016-06-02,50,37,21
2016-06-03,44,33,21
2016-06-04,49,19,0
2016-06-05,27,56,2
2016-06-06,34,28,11
2016-06-07,40,42,92
2016-06-08,44,42,55
2016-06-09,50,66,56
2016-06-10,29,48,26
2016-06-11,14,23,0
2016-06-12,12,25,1
2016-06-13,22,31,9
2016-06-14,15,27,4
2016-06-15,37,24,19
2016-06-16,21,66,13
2016-06-17,29,24,6
2016-06-18,13,16,3
2016-06-19,38,16,13
2016-06-20,45,33,13
2016-06-21,62,43,36
2016-06-22,64,30,13
2016-06-23,60,43,13
2016-06-24,44,29,32
2016-06-25,35,29,44
2016-06-26,8,14,0
2016-06-27,20,27,27
2016-06-28,55,44,47
2016-06-29,50,44,26
2016-06-30,43,21,22
2016-07-01,54,42,11
2016-07-02,53,33,0
2016-07-03,24,28,5
2016-07-04,9,22,30
2016-07-05,55,34,23
2016-07-06,44,46,15
2016-07-07,73,29,16
2016-07-08,45,60,21
2016-07-09,16,16,3
2016-07-10,13,27,1
2016-07-11,25,23,32
2016-07-12,68,35,38
2016-07-13,65,36,31
2016-07-14,37,41,56
2016-07-15,40,35,18
2016-07-16,42,26,2
2016-07-17,33,25,0
2016-07-18,77,20,31
2016-07-19,73,31,35
2016-07-20,48,14,60
2016-07-21,66,25,35
2016-07-22,53,35,38
2016-07-23,71,7,2
2016-07-24,32,17,0
2016-07-25,68,18,21
2016-07-26,89,27,31
2016-07-27,48,34,29
2016-07-28,66,36,45
2016-07-29,111,53,39
2016-07-30,49,29,0
2016-07-31,20,24,0
2016-08-01,53,38,16
2016-08-02,37,41,2
2016-08-03,52,26,28
2016-08-04,72,38,3
2016-08-05,41,73,10
2016-08-06,18,42,0
2016-08-07,37,82,0
2016-08-08,55,72,52
2016-08-09,84,76,35
2016-08-10,49,44,81
2016-08-11,56,76,36
2016-08-12,38,27,37
2016-08-13,24,84,0
2016-08-14,10,52,0
2016-08-15,20,25,28
2016-08-16,28,31,143
2016-08-17,42,120,77
2016-08-18,27,59,44
2016-08-19,54,26,26
2016-08-20,17,38,6
2016-08-21,1,26,0
2016-08-22,34,40,32
2016-08-23,23,48,38
2016-08-24,33,39,29
2016-08-25,30,38,33
2016-08-26,26,19,33
2016-08-27,4,42,1
2016-08-28,30,41,0
2016-08-29,5,45,71
2016-08-30,19,61,24
2016-08-31,25,60,65
2016-09-01,29,53,49
2016-09-02,25,36,22
2016-09-03,38,40,0
2016-09-04,13,25,0
2016-09-05,7,56,31
2016-09-06,55,47,14
2016-09-07,35,41,52
2016-09-08,19,24,20
2016-09-09,30,18,36
2016-09-10,5,28,24
2016-09-11,19,34,0
2016-09-12,38,18,27
2016-09-13,46,60,28
2016-09-14,59,26,22
2016-09-15,65,42,23
2016-09-16,57,39,14
2016-09-17,16,14,0
2016-09-18,9,36,0
2016-09-19,30,29,30
2016-09-20,38,59,93
2016-09-21,29,14,7
2016-09-22,50,47,26
2016-09-23,55,35,14
2016-09-24,20,13,27
2016-09-25,25,26,0
2016-09-26,24,68,8
2016-09-27,17,67,32
2016-09-28,31,50,35
2016-09-29,41,40,38
2016-09-30,11,82,25
2016-10-01,17,40,2
2016-10-02,13,46,27
2016-10-03,43,46,34
2016-10-04,27,64,56
2016-10-05,30,29,55
2016-10-06,51,44,23
2016-10-07,24,43,50
2016-10-08,22,22,36
2016-10-09,9,21,0
2016-10-10,34,23,39
2016-10-11,55,43,76
2016-10-12,59,48,69
2016-10-13,37,20,54
2016-10-14,34,36,46
2016-10-15,42,29,1
2016-10-16,27,30,0
2016-10-17,35,32,19
2016-10-18,65,19,330
2016-10-19,42,62,19
2016-10-20,34,25,17
2016-10-21,45,63,22
2016-10-22,17,27,4
2016-10-23,20,16,1
2016-10-24,42,39,46
2016-10-25,61,26,32
2016-10-26,39,37,41
2016-10-27,21,27,40
2016-10-28,31,26,74
2016-10-29,19,12,0
2016-10-30,34,32,1
2016-10-31,52,36,18
2016-11-01,32,55,28
2016-11-02,75,41,18
2016-11-03,39,39,18
2016-11-04,29,40,2
2016-11-05,17,36,0
2016-11-06,21,25,0
2016-11-07,36,15,63
2016-11-08,23,39,60
2016-11-09,38,38,32
2016-11-10,22,53,16
2016-11-11,40,34,59
2016-11-12,41,67,0
2016-11-13,33,24,1
2016-11-14,36,31,17
2016-11-15,53,22,32
2016-11-16,42,28,55
2016-11-17,44,52,45
2016-11-18,55,43,47
2016-11-19,15,25,2
2016-11-20,28,38,0
2016-11-21,9,25,28
2016-11-22,14,30,69
2016-11-23,5,44,35
2016-11-24,26,26,33
2016-11-25,22,20,41
2016-11-26,14,20,2
2016-11-27,16,27,2
2016-11-28,33,37,23
2016-11-29,81,65,36
2016-11-30,40,30,39
2016-12-01,46,23,33
2016-12-02,79,26,29
2016-12-03,22,34,13
2016-12-04,22,24,1
2016-12-05,48,17,60
2016-12-06,66,32,25
2016-12-07,52,31,34
2016-12-08,49,27,58
2016-12-09,74,24,74
2016-12-10,38,13,0
2016-12-11,41,23,4
2016-12-12,62,32,45
2016-12-13,65,19,50
2016-12-14,57,46,21
2016-12-15,86,48,136
2016-12-16,40,17,32
2016-12-17,39,50,6
2016-12-18,60,28,0
2016-12-19,59,47,88
2016-12-20,71,84,42
2016-12-21,78,145,7
2016-12-22,52,39,29
2016-12-23,10,23,23
2016-12-24,3,24,1
2016-12-25,1,12,0
2016-12-26,16,17,19
2016-12-27,6,18,21
2016-12-28,4,37,19
2016-12-29,10,22,40
2016-12-30,3,97,19
2016-12-31,3,29,1
2017-01-01,11,18,0
2017-01-02,1,11,0
2017-01-03,20,49,0
2017-01-04,169,58,0
2017-01-05,80,34,1
2017-01-06,73,31,0
2017-01-07,57,23,0
2017-01-08,21,24,0
2017-01-09,68,31,29
2017-01-10,58,39,37
2017-01-11,71,23,59
2017-01-12,61,58,26
2017-01-13,102,34,80
2017-01-14,31,39,31
2017-01-15,18,22,7
2017-01-16,50,36,22
2017-01-17,44,54,7
2017-01-18,55,13,48
2017-01-19,58,43,42
2017-01-20,68,58,35
2017-01-21,35,27,5
2017-01-22,16,28,2
2017-01-23,41,17,44
2017-01-24,42,24,68
2017-01-25,52,31,77
2017-01-26,74,39,56
2017-01-27,67,26,76
2017-01-28,38,65,15
2017-01-29,26,18,2
2017-01-30,48,26,68
2017-01-31,33,27,26
2017-02-01,38,5,23
2017-02-02,42,43,40
2017-02-03,52,69,49
2017-02-04,39,59,0
2017-02-05,7,55,0
2017-02-06,77,38,42
2017-02-07,96,44,35
2017-02-08,67,73,74
2017-02-09,82,76,22
2017-02-10,64,75,15
2017-02-11,42,36,4
2017-02-12,36,32,2
2017-02-13,56,38,25
2017-02-14,77,27,7
2017-02-15,80,28,37
2017-02-16,72,39,30
2017-02-17,89,22,18
2017-02-18,85,32,2
2017-02-19,40,16,0
2017-02-20,90,37,12
2017-02-21,76,67,25
2017-02-22,59,24,45
2017-02-23,79,31,1
2017-02-24,80,36,19
2017-02-25,52,57,0
2017-02-26,18,27,0
2017-02-27,79,26,12
2017-02-28,117,72,27
2017-03-01,63,45,43
2017-03-02,71,34,21
2017-03-03,76,28,46
2017-03-04,14,22,0
2017-03-05,35,17,1
2017-03-06,79,24,24
2017-03-07,67,18,41
2017-03-08,60,26,4
2017-03-09,50,31,37
2017-03-10,57,48,44
2017-03-11,33,53,0
2017-03-12,18,35,0
2017-03-13,55,23,39
2017-03-14,104,61,33
2017-03-15,88,22,98
2017-03-16,75,14,18
2017-03-17,66,46,18
2017-03-18,45,28,0
2017-03-19,17,27,15
2017-03-20,50,35,94
2017-03-21,105,62,66
2017-03-22,85,54,75
2017-03-23,54,61,36
2017-03-24,78,33,45
2017-03-25,32,33,3
2017-03-26,42,29,11
2017-03-27,62,42,57
2017-03-28,67,28,32
2017-03-29,56,53,34
2017-03-30,77,77,62
2017-03-31,63,43,41
2017-04-01,65,19,7
2017-04-02,26,21,2
2017-04-03,62,27,40
2017-04-04,79,37,55
2017-04-05,90,49,22
2017-04-06,47,53,72
2017-04-07,80,41,29
2017-04-08,16,34,9
2017-04-09,15,31,8
2017-04-10,79,36,49
2017-04-11,86,52,36
2017-04-12,76,49,13
2017-04-13,93,45,52
2017-04-14,69,25,22
2017-04-15,51,54,0
2017-04-16,14,11,0
2017-04-17,77,19,49
2017-04-18,111,42,75
2017-04-19,63,21,58
2017-04-20,105,36,30
2017-04-21,85,42,59
2017-04-22,40,28,1
2017-04-23,54,29,0
2017-04-24,69,40,70
2017-04-25,87,43,16
2017-04-26,85,53,54
2017-04-27,83,31,47
2017-04-28,100,43,48
2017-04-29,47,19,1
2017-04-30,36,23,1
2017-05-01,67,53,0
2017-05-02,106,76,31
2017-05-03,108,62,32
2017-05-04,80,29,96
2017-05-05,79,49,53
2017-05-06,32,30,2
2017-05-07,28,39,4
2017-05-08,52,29,9
2017-05-09,66,54,5
2017-05-10,77,36,50
2017-05-11,88,95,33
2017-05-12,59,28,9
2017-05-13,56,53,0
2017-05-14,28,29,0
2017-05-15,58,36,15
2017-05-16,77,50,58
2017-05-17,83,32,52
2017-05-18,68,35,55
2017-05-19,89,35,27
2017-05-20,20,24,2
2017-05-21,12,21,1
2017-05-22,80,31,26
2017-05-23,77,51,27
2017-05-24,88,20,33
2017-05-25,73,72,11
2017-05-26,30,34,61
2017-05-27,32,26,4
2017-05-28,2,36,2
2017-05-29,24,14,22
2017-05-30,33,47,38
2017-05-31,56,44,53
2017-06-01,82,68,7
2017-06-02,76,44,10
2017-06-03,35,37,0
2017-06-04,22,46,0
2017-06-05,55,36,9
2017-06-06,54,58,46
2017-06-07,35,29,46
2017-06-08,31,30,37
2017-06-09,22,36,24
2017-06-10,8,22,2
2017-06-11,14,42,1
2017-06-12,27,67,4
2017-06-13,35,55,21
2017-06-14,91,38,38
2017-06-15,63,49,35
2017-06-16,62,36,20
2017-06-17,32,46,6
2017-06-18,3,33,1
2017-06-19,30,42,26
2017-06-20,56,62,53
2017-06-21,60,40,22
2017-06-22,78,52,27
2017-06-23,54,69,8
2017-06-24,23,56,4
2017-06-25,4,17,0
2017-06-26,47,20,26
2017-06-27,40,21,20
2017-06-28,73,36,20
2017-06-29,43,64,47
2017-06-30,51,32,11
2017-07-01,11,17,7
2017-07-02,5,17,0
2017-07-03,23,33,35
2017-07-04,3,48,16
2017-07-05,51,32,5
2017-07-06,56,35,34
2017-07-07,58,37,55
2017-07-08,3,25,13
2017-07-09,21,16,1
2017-07-10,37,37,61
2017-07-11,56,48,16
2017-07-12,57,48,30
2017-07-13,55,55,8
2017-07-14,34,23,50
2017-07-15,30,20,0
2017-07-16,17,13,0
2017-07-17,66,31,36
2017-07-18,57,32,52
2017-07-19,66,35,64
2017-07-20,26,80,38
2017-07-21,34,41,32
2017-07-22,14,45,0
2017-07-23,12,19,1
2017-07-24,72,50,23
2017-07-25,56,63,7
2017-07-26,81,45,42
2017-07-27,44,44,24
2017-07-28,37,92,41
2017-07-29,10,26,0
2017-07-30,3,44,5
2017-07-31,41,70,40
2017-08-01,50,95,22
2017-08-02,47,58,35
2017-08-03,34,38,14
2017-08-04,42,43,14
2017-08-05,2,24,0
2017-08-06,11,21,0
2017-08-07,30,50,133
2017-08-08,41,42,28
2017-08-09,60,57,28
2017-08-10,30,47,119
2017-08-11,59,74,15
2017-08-12,10,39,0
2017-08-13,2,48,0
2017-08-14,46,48,12
2017-08-15,40,43,29
2017-08-16,46,54,30
2017-08-17,34,37,16
2017-08-18,38,35,30
2017-08-19,25,15,0
2017-08-20,2,25,0
2017-08-21,33,41,7
2017-08-22,43,60,7
2017-08-23,48,42,45
2017-08-24,43,32,20
2017-08-25,46,52,17
2017-08-26,60,34,2
2017-08-27,41,41,0
2017-08-28,24,48,49
2017-08-29,69,55,60
2017-08-30,28,44,21
2017-08-31,53,44,28
2017-09-01,58,53,36
2017-09-02,4,39,0
2017-09-03,5,46,0
2017-09-04,14,43,45
2017-09-05,37,92,21
2017-09-06,38,30,31
2017-09-07,58,52,27
2017-09-08,33,24,34
2017-09-09,39,31,1
2017-09-10,29,46,1
2017-09-11,30,31,29
2017-09-12,75,35,47
2017-09-13,56,54,43
2017-09-14,130,45,41
2017-09-15,88,68,56
2017-09-16,24,50,15
2017-09-17,16,89,0
2017-09-18,56,59,23
2017-09-19,55,59,70
2017-09-20,61,42,74
2017-09-21,51,36,17
2017-09-22,69,29,10
