,apache/echarts,highcharts/highcharts,plotly/plotly.js
2017-07-31,0.0,6,0
2017-08-01,1.0,8,8
2017-08-02,0.6000000000000001,12,8
2017-08-03,1.48,13,3
2017-08-04,-0.9839999999999999,11,10
2017-08-05,-0.3456,1,13
2017-08-06,-0.19955200000000006,0,0
2017-08-07,1.8638848,13,9
2017-08-08,3.09876224,13,8
2017-08-09,-1.9194526719999996,5,0
2017-08-10,3.3273050112,9,5
2017-08-11,2.0176904192,4,2
2017-08-12,1.6680996864000002,0,0
2017-08-13,-2.5017343999999997,0,0
2017-08-14,2.9690060799999998,9,16
2017-08-15,4.753998336,1,11
2017-08-16,-1.7442799615999998,13,3
2017-08-17,-2.2323356672,8,0
2017-08-18,0.9196421119999998,9,0
2017-08-19,-1.5243057152000001,0,0
2017-08-20,3.2634677248,0,0
2017-08-21,3.9266787328,16,2
2017-08-22,3.8016568320000004,7,1
2017-08-23,0.970072268800001,14,2
2017-08-24,2.4437750784000003,7,2
2017-08-25,-2.8797454335999997,18,1
2017-08-26,-2.033076224,0,0
2017-08-27,-1.1585217536000005,0,0
2017-08-28,-0.7949486080000003,15,2
2017-08-29,4.3931511808,17,0
2017-08-30,-0.4424629247999996,25,2
2017-08-31,4.3014477824,31,1
2017-09-01,-1.1332956159999994,16,3
2017-09-02,-1.9479446528,0,0
2017-09-03,-0.8697581568000001,0,0
2017-09-04,0.44767999999999963,13,0
2017-09-05,-0.8006912000000002,15,7
2017-09-06,4.56979712,11,5
2017-09-07,-2.3144519679999993,2,1
2017-09-08,7.2051282944,4,1
2017-09-09,-3.6570523647999993,0,0
2017-09-10,-1.2165595136000003,0,0
2017-09-11,1.31986944,11,1
2017-09-12,-1.2627717120000002,15,2
2017-09-13,1.4157330432,21,25
2017-09-14,0.8125158400000001,21,3
2017-09-15,4.665844736,14,6
2017-09-16,-2.949149695999999,4,0
2017-09-17,-1.0795116544,0,0
2017-09-18,-0.5638451200000001,13,3
2017-09-19,-0.3857418240000003,9,15
2017-09-20,-0.2879758336000001,15,23
2017-09-21,-0.20483174400000004,4,4
2017-09-22,0.8338689024000001,5,28
2017-09-23,-0.5165305855999999,0,0
2017-09-24,-0.19678894079999998,0,0
2017-09-25,4.936,9,9
2017-09-26,2.9584000000000006,25,2
2017-09-27,1.3700480000000006,14,10
2017-09-28,0.45703680000000046,36,15
2017-09-29,-2.22637056,41,3
2017-09-30,-0.9889157120000003,16,5
2017-10-01,-0.6357741568000004,3,0
2017-10-02,-0.4512768000000002,42,8
2017-10-03,-0.34934016,19,20
2017-10-04,-0.282141184,24,23
2017-10-05,-0.17972531199999991,13,27
2017-10-06,-0.09665976319999997,9,19
2017-10-07,-0.03839447039999999,11,0
2017-10-08,0.0,3,0
2017-10-09,2.0,0,12
2017-10-10,1.2000000000000002,3,9
2017-10-11,3.96,1,0
2017-10-12,10.632000000000001,7,5
2017-10-13,-3.0111999999999997,11,1
2017-10-14,-0.22310399999999975,3,0
2017-10-15,-2.7058304,13,1
2017-10-16,2.6747724799999992,7,14
2017-10-17,-0.4880445440000001,10,9
2017-10-18,-0.9409381375999999,12,14
2017-10-19,-1.3949377535999998,13,14
2017-10-20,2.20058368,9,19
2017-10-21,-1.7339628543999999,1,0
2017-10-22,2.3627815936,3,0
2017-10-23,0.42024488960000017,6,23
2017-10-24,1.594872832,1,14
2017-10-25,-1.8217306111999998,0,7
2017-10-26,1.2775583743999999,1,13
2017-10-27,-0.23296583680000005,0,8
2017-10-28,-0.9390607360000001,3,0
2017-10-29,-0.47728855040000007,4,0
2017-10-30,1.701702144,11,1
2017-10-31,4.9746784256000005,11,15
2017-11-01,10.2130581504,13,6
2017-11-02,-3.146098790399999,9,25
2017-11-03,6.724118016,13,4
2017-11-04,-3.5422560255999995,4,0
2017-11-05,2.0287634431999995,6,0
2017-11-06,5.43130368,7,1
2017-11-07,-3.2729123839999996,4,0
2017-11-08,5.9930425344,7,1
2017-11-09,-2.242460876799999,8,0
2017-11-10,6.6263648256,11,0
2017-11-11,-4.630276710399999,2,0
2017-11-12,1.316881408,0,0
2017-11-13,-0.06700431360000003,5,4
2017-11-14,-1.6936581120000005,8,6
2017-11-15,1.2631605248,15,15
2017-11-16,-0.15509340159999985,5,12
2017-11-17,-0.8359273471999997,0,8
2017-11-18,-1.2636309503999998,0,0
2017-11-19,-0.6882611200000001,0,0
2017-11-20,0.6114481151999999,6,6
2017-11-21,-0.6854239232,4,2
2017-11-22,-0.3045402624,5,3
2017-11-23,0.8180303872000001,2,2
2017-11-24,0.4713235456,0,4
2017-11-25,-0.5907040255999999,0,0
2017-11-26,-0.2197613568,0,0
2017-11-27,4.87602944,9,8
2017-11-28,4.913292288000001,1,6
2017-11-29,2.5342866432000006,3,1
2017-11-30,-2.6013337599999993,0,0
2017-12-01,0.19047372799999973,2,1
2017-12-02,1.2270861311999997,0,0
2017-12-03,-2.0908781568,0,0
2017-12-04,4.0380928,10,1
2017-12-05,0.3526963200000006,25,1
2017-12-06,4.712028672000001,11,1
2017-12-07,-1.8146743295999994,15,11
2017-12-08,2.7624246272,5,14
2017-12-09,0.9392187392000002,0,1
2017-12-10,-2.8949354496,0,0
2017-12-11,1.7079991295999997,8,19
2017-12-12,-1.01553664,12,1
2017-12-13,-1.3601382400000002,1,0
2017-12-14,5.2721504256,15,0
2017-12-15,1.1075958784000006,13,17
2017-12-16,-2.6263131135999997,0,1
2017-12-17,-1.087455232,0,0
2017-12-18,1.3651324927999997,10,13
2017-12-19,17.790050304,16,8
2017-12-20,1.8488626176000018,11,6
2017-12-21,5.377125683200001,7,1
2017-12-22,-6.463616511999999,12,6
2017-12-23,-3.467715788800001,0,1
2017-12-24,-0.9702070272000007,0,0
2017-12-25,2.2642380799999993,0,0
2017-12-26,14.269991936,0,0
2017-12-27,8.853229158400001,0,1
2017-12-28,6.2242679808000005,0,4
2017-12-29,1.9474273280000016,0,9
2017-12-30,0.17329520640000062,0,7
2017-12-31,6.5965944832,0,0
2018-01-01,-8.101796352000001,0,0
2018-01-02,2.589473075199999,12,0
2018-01-03,-4.538374451199999,1,6
2018-01-04,12.7993288704,2,10
2018-01-05,-3.316103577599998,5,1
2018-01-06,-3.1786108928,0,0
2018-01-07,-3.2453943296,1,1
2018-01-08,6.2379716607999995,7,4
2018-01-09,7.638880972800001,8,4
2018-01-10,-0.4976299007999989,11,10
2018-01-11,14.0746082304,2,21
2018-01-12,16.186131251200003,9,4
2018-01-13,9.8798938112,0,0
2018-01-14,-3.823031807999998,0,0
2018-01-15,11.6377688064,13,11
2018-01-16,-11.786159615999999,4,6
2018-01-17,2.2480700415999992,2,35
2018-01-18,-5.6150439936000005,0,27
2018-01-19,-3.6461708288000008,1,9
2018-01-20,-3.2888461312,0,1
2018-01-21,-2.0860597248000006,0,1
2018-01-22,-0.3407153152000002,5,11
2018-01-23,3.7808806912,14,12
2018-01-24,-0.6730843135999995,10,10
2018-01-25,-1.6857020415999997,16,9
2018-01-26,-0.7654653952,23,6
2018-01-27,-0.40670402560000024,0,1
2018-01-28,0.7312786431999998,6,0
2018-01-29,3.40690944,12,11
2018-01-30,4.127065088,12,23
2018-01-31,0.9306821632000006,17,9
2018-02-01,-1.7119022079999997,18,17
2018-02-02,-1.4859483136000002,5,20
2018-02-03,-0.7683712000000004,0,0
2018-02-04,-0.5203353600000002,0,11
2018-02-05,-0.3878251520000001,8,12
2018-02-06,-0.3054491648,0,14
2018-02-07,0.7614276608000001,0,5
2018-02-08,1.4442176512000002,3,29
2018-02-09,1.0136516608000001,26,10
2018-02-10,-0.11679815679999983,3,0
2018-02-11,0.1904,0,0
2018-02-12,3.238848,10,14
2018-02-13,0.04993280000000011,16,4
2018-02-14,1.49019904,16,5
2018-02-15,-1.8653752319999999,8,3
2018-02-16,-0.7871659008000002,13,22
2018-02-17,-0.49224949760000014,9,6
2018-02-18,-0.3356793856000002,4,0
2018-02-19,-0.23721850880000003,5,14
2018-02-20,-0.17905172479999998,17,14
2018-02-21,1.8633842688,3,5
2018-02-22,1.1289365504000002,3,2
2018-02-23,-0.0783944703999997,2,7
2018-02-24,1.2320000000000002,10,0
2018-02-25,1.8688,6,4
2018-02-26,9.352896,6,11
2018-02-27,-0.03543039999999831,19,12
2018-02-28,2.2921804800000007,6,29
2018-03-01,1.0212802560000003,5,22
2018-03-02,-1.7076606976000002,33,17
2018-03-03,-2.4678547456000004,0,1
2018-03-04,-1.3101764608000004,0,0
2018-03-05,3.0963323903999997,12,26
2018-03-06,2.7323006976000004,14,16
2018-03-07,1.0184983552000006,12,22
2018-03-08,-0.7487042559999995,18,8
2018-03-09,2.0442913792,17,10
2018-03-10,-2.518110208,0,0
2018-03-11,-1.0416091136000003,0,0
2018-03-12,6.352693759999999,22,5
2018-03-13,-3.2706324479999997,24,5
2018-03-14,0.7938121728,15,6
2018-03-15,-1.501207552,22,11
2018-03-16,2.3138137087999997,30,4
2018-03-17,-1.6238831615999998,0,1
2018-03-18,-0.6551350272,0,0
2018-03-19,0.61950208,9,7
2018-03-20,3.323183616,20,5
2018-03-21,0.0638157824000003,9,2
2018-03-22,-1.443201024,29,3
2018-03-23,2.3816920064,9,6
2018-03-24,-0.569819136,0,0
2018-03-25,1.9756343296,0,0
2018-03-26,-0.6821273599999997,7,12
2018-03-27,-1.083364352,11,16
2018-03-28,0.44638187519999994,0,29
2018-03-29,4.230854348799999,0,16
2018-03-30,-1.3551271935999996,0,13
2018-03-31,-1.226679296,0,0
2018-04-01,-0.6132250624000001,0,0
2018-04-02,1.6214121471999998,0,2
2018-04-03,3.9321266176,40,1
2018-04-04,-0.41593671679999966,7,8
2018-04-05,0.3420282880000003,8,15
2018-04-06,-1.5501472767999998,10,18
2018-04-07,-0.7150504960000003,0,0
2018-04-08,2.5803154432,0,0
2018-04-09,-0.49466111999999995,9,11
2018-04-10,0.012005376000000068,1,11
2018-04-11,3.1039576064000003,9,17
2018-04-12,-2.039843328,2,9
2018-04-13,6.2686362624,9,13
2018-04-14,-3.2220379135999995,0,0
2018-04-15,-1.1144268800000001,0,0
2018-04-16,5.345391104,38,29
2018-04-17,0.1450264576000002,9,29
2018-04-18,7.7688998912,14,7
2018-04-19,-3.978163404799999,8,6
2018-04-20,2.7786134528,46,1
2018-04-21,-1.1706019839999997,0,0
2018-04-22,0.8027777023999998,0,8
2018-04-23,0.7197670399999998,0,0
2018-04-24,0.6983700480000001,4,10
2018-04-25,-1.3138848768,8,4
2018-04-26,2.5401578496,3,20
2018-04-27,2.59242752,3,10
2018-04-28,1.0471365632000005,0,0
2018-04-29,-0.8057594879999996,0,1
2018-04-30,-1.9914167296,3,20
2018-05-01,-0.9857444864000002,0,21
2018-05-02,6.3617550336,11,10
2018-05-03,-1.2448564223999994,6,6
2018-05-04,3.0429693952,15,0
2018-05-05,-2.9343798271999995,0,0
2018-05-06,2.8194452479999996,0,1
2018-05-07,0.7056319488000002,13,1
2018-05-08,-1.1342427136,16,1
2018-05-09,-1.34028032,0,14
2018-05-10,-0.7360471040000002,1,6
2018-05-11,-0.5203593216000002,0,10
2018-05-12,-0.32468367360000006,0,0
2018-05-13,-0.23631462399999997,0,0
2018-05-14,0.8613022720000001,2,6
2018-05-15,-0.5150303231999999,2,3
2018-05-16,-0.17355018239999997,1,10
2018-05-17,-0.0767981568,0,14
2018-05-18,-0.04160000000000005,0,12
2018-05-19,-0.029952000000000017,0,0
2018-05-20,-0.022963200000000007,0,0
2018-05-21,6.98162944,0,5
2018-05-22,-2.8151557119999993,0,19
2018-05-23,-0.8527981567999999,0,24
2018-05-24,-0.448,7,9
2018-05-25,-0.29120000000000035,1,6
2018-05-26,-0.20966400000000013,0,0
2018-05-27,-0.16074240000000004,0,0
2018-05-28,0.8714060800000001,6,7
2018-05-29,7.493910016,16,11
2018-05-30,-2.4095870975999993,6,14
2018-05-31,-1.424,6,7
2018-06-01,-0.6736000000000001,12,9
2018-06-02,-0.4267520000000004,0,1
2018-06-03,-0.30417920000000015,0,0
2018-06-04,-0.23202816000000007,8,10
2018-06-05,-0.18508339199999996,2,12
2018-06-06,-0.15241441279999995,2,13
2018-06-07,0.8824590336,0,9
2018-06-08,-0.4127981567999999,4,6
2018-06-09,-0.12,0,0
2018-06-10,-0.064,0,0
2018-06-11,-0.04160000000000005,10,23
2018-06-12,0.970048,11,3
2018-06-13,8.5770368,8,3
2018-06-14,-2.738370559999999,10,2
2018-06-15,-1.559155712,9,9
2018-06-16,-0.7503981568000001,0,0
2018-06-17,-0.46835200000000043,0,0
2018-06-18,0.6658687999999998,12,9
2018-06-19,1.34500864,11,6
2018-06-20,-0.12345395199999976,5,8
2018-06-21,1.1284298752000002,3,15
2018-06-22,-1.2199391231999999,8,0
2018-06-23,-0.4299501568000001,0,0
2018-06-24,-0.2524672000000001,2,0
2018-06-25,1.8225510399999998,3,0
2018-06-26,-0.9347640319999999,18,5
2018-06-27,-0.3474065408,8,28
2018-06-28,-0.20549314559999998,12,14
2018-06-29,-0.12630958080000007,3,11
2018-06-30,-0.08550031360000003,0,0
2018-07-01,-0.04592640000000001,0,1
2018-07-02,-0.03674111999999999,5,1
2018-07-03,1.969688576,5,11
2018-07-04,-0.8255963135999999,15,12
2018-07-05,-0.24,5,21
2018-07-06,-0.128,12,8
2018-07-07,-0.0832000000000001,5,0
2018-07-08,-0.059904000000000034,3,1
2018-07-09,-0.04592640000000001,24,10
2018-07-10,-0.03674111999999999,3,5
2018-07-11,0.969688576,1,7
2018-07-12,-0.4255963135999999,4,5
2018-07-13,-0.12,7,7
2018-07-14,-0.064,0,0
2018-07-15,-0.04160000000000005,0,0
2018-07-16,-0.029952000000000017,2,5
2018-07-17,-0.022963200000000007,9,2
2018-07-18,-0.018370559999999994,15,15
2018-07-19,-0.015155711999999993,3,4
2018-07-20,-0.012798156799999997,3,8
2018-07-21,0.0,0,0
2018-07-22,0.0,0,0
2018-07-23,0.0,12,3
2018-07-24,0.0,11,3
2018-07-25,0.0,14,2
2018-07-26,2.0,4,4
2018-07-27,1.2000000000000002,7,4
2018-07-28,-1.0399999999999998,0,0
2018-07-29,1.6320000000000001,0,0
2018-07-30,-1.0111999999999999,13,4
2018-07-31,-0.3831040000000001,43,19
2018-08-01,-0.23383040000000005,17,6
2018-08-02,-0.1658675200000001,17,8
2018-08-03,-0.126956544,5,6
2018-08-04,-0.10183413759999999,0,1
2018-08-05,-0.06233743359999998,0,0
2018-08-06,-0.030311423999999986,3,2
2018-08-07,0.9744036864,24,5
2018-08-08,-0.3999999999999999,7,5
2018-08-09,1.88,9,13
2018-08-10,2.136,9,7
2018-08-11,-1.4815999999999998,0,0
2018-08-12,-0.517952,0,0
2018-08-13,0.7018367999999999,6,10
2018-08-14,-0.60307456,8,10
2018-08-15,2.729061888,35,16
2018-08-16,-0.3824288767999997,39,23
2018-08-17,-0.887023104,17,29
2018-08-18,-0.4130154496,0,0
2018-08-19,-0.25015767040000014,0,0
2018-08-20,-0.14982656000000008,13,11
2018-08-21,-0.11399731200000003,12,30
2018-08-22,-0.09087303679999999,35,16
2018-08-23,-0.06383769599999997,17,16
2018-08-24,-0.053550182399999986,17,9
2018-08-25,0.9872018432,0,0
2018-08-26,1.6,0,0
2018-08-27,2.08,27,13
2018-08-28,-1.5039999999999998,9,5
2018-08-29,-0.5296000000000001,24,18
2018-08-30,-0.3051520000000001,15,12
2018-08-31,-0.20766720000000016,12,9
2018-09-01,-0.15415296000000006,0,12
2018-09-02,-0.120786432,0,0
2018-09-03,19.9017787392,34,0
2018-09-04,6.928936550400001,5,11
2018-09-05,-2.4383944703999987,33,20
2018-09-06,-3.4799999999999995,29,9
2018-09-07,-2.3120000000000007,30,29
2018-09-08,-2.247040000000001,2,2
2018-09-09,3.5938559999999993,0,0
2018-09-10,1.9612288000000007,24,23
2018-09-11,0.5820441600000006,7,18
2018-09-12,0.8105994240000007,6,9
2018-09-13,-1.9506109439999997,26,7
2018-09-14,1.3807690752,32,12
2018-09-15,-2.0477280256,0,7
2018-09-16,-0.9296749568000003,0,2
2018-09-17,-0.6128921600000001,18,13
2018-09-18,-0.4598563840000001,7,8
2018-09-19,1.689084928,86,4
2018-09-20,-0.9990756351999998,11,5
2018-09-21,17.6385399808,6,9
2018-09-22,-7.386265292799998,0,2
2018-09-23,-2.2815944704000004,0,0
2018-09-24,-1.211904,5,11
2018-09-25,-0.7947264000000008,13,10
2018-09-26,0.42412287999999976,85,3
2018-09-27,-0.8436490240000001,29,5
2018-09-28,-0.47626639359999984,9,21
2018-09-29,-0.3368028159999999,0,0
2018-09-30,-0.2719668224,2,18
2018-10-01,-0.029952000000000017,7,9
2018-10-02,-0.022963200000000007,15,22
2018-10-03,-0.018370559999999994,10,17
2018-10-04,-0.015155711999999993,7,20
2018-10-05,-0.012798156799999997,12,20
2018-10-06,0.0,0,2
2018-10-07,0.0,0,2
2018-10-08,4.0,26,7
2018-10-09,-1.5999999999999996,15,8
2018-10-10,4.52,12,15
2018-10-11,3.7440000000000007,7,11
2018-10-12,-1.1663999999999994,11,21
2018-10-13,-1.9598079999999998,0,3
2018-10-14,-0.9238528000000003,6,3
2018-10-15,18.39915776,35,14
