,golang/go,rust-lang/rust,nim-lang/Nim
2014-10-04,4,22,6
2014-10-05,1,27,8
2014-10-06,18,25,0
2014-10-07,13,29,1
2014-10-08,13,23,1
2014-10-09,11,48,1
2014-10-10,2,12,5
2014-10-11,3,25,10
2014-10-12,1,23,6
2014-10-13,5,41,1
2014-10-14,6,22,4
2014-10-15,19,28,2
2014-10-16,10,27,1
2014-10-17,9,21,3
2014-10-18,2,17,2
2014-10-19,5,16,19
2014-10-20,16,15,2
2014-10-21,7,23,12
2014-10-22,10,20,2
2014-10-23,3,21,1
2014-10-24,9,19,5
2014-10-25,1,26,4
2014-10-26,1,21,4
2014-10-27,17,53,0
2014-10-28,21,41,0
2014-10-29,22,24,4
2014-10-30,16,45,3
2014-10-31,9,37,5
2014-11-01,2,18,7
2014-11-02,1,30,13
2014-11-03,8,76,18
2014-11-04,4,24,6
2014-11-05,8,34,3
2014-11-06,14,69,4
2014-11-07,4,40,4
2014-11-08,1,18,6
2014-11-09,7,31,0
2014-11-10,13,18,4
2014-11-11,26,18,3
2014-11-12,16,32,5
2014-11-13,7,20,5
2014-11-14,21,20,12
2014-11-15,2,14,2
2014-11-16,4,42,8
2014-11-17,10,62,3
2014-11-18,11,42,2
2014-11-19,6,73,4
2014-11-20,9,38,5
2014-11-21,13,55,1
2014-11-22,4,18,2
2014-11-23,1,46,2
2014-11-24,4,25,0
2014-11-25,4,36,1
2014-11-26,0,33,0
2014-11-27,0,45,5
2014-11-28,0,11,4
2014-11-29,0,7,2
2014-11-30,0,16,2
2014-12-01,2,12,1
2014-12-02,2,18,0
2014-12-03,2,33,2
2014-12-04,2,41,3
2014-12-05,11,60,2
2014-12-06,4,17,2
2014-12-07,0,51,1
2014-12-08,13,27,9
2014-12-09,7,42,2
2014-12-10,7,20,7
2014-12-11,9,17,5
2014-12-12,12,24,8
2014-12-13,4,122,3
2014-12-14,3,79,5
2014-12-15,4,47,5
2014-12-16,9,37,1
2014-12-17,2,63,12
2014-12-18,21,41,7
2014-12-19,7,103,8
2014-12-20,8,45,4
2014-12-21,2,57,8
2014-12-22,27,62,7
2014-12-23,22,26,4
2014-12-24,5,22,5
2014-12-25,1,35,1
2014-12-26,5,30,22
2014-12-27,2,27,2
2014-12-28,7,35,5
2014-12-29,6,63,10
2014-12-30,7,126,15
2014-12-31,3,42,9
2015-01-01,6,49,4
2015-01-02,7,70,24
2015-01-03,2,61,15
2015-01-04,7,60,3
2015-01-05,11,127,19
2015-01-06,22,136,18
2015-01-07,25,78,10
2015-01-08,17,109,4
2015-01-09,8,43,0
2015-01-10,3,33,25
2015-01-11,2,48,19
2015-01-12,12,86,11
2015-01-13,8,32,20
2015-01-14,21,34,10
2015-01-15,14,91,12
2015-01-16,6,50,5
2015-01-17,2,44,21
2015-01-18,3,46,39
2015-01-19,15,43,15
2015-01-20,9,72,3
2015-01-21,30,96,5
2015-01-22,5,51,12
2015-01-23,10,28,6
2015-01-24,4,43,5
2015-01-25,1,22,4
2015-01-26,10,31,1
2015-01-27,10,66,24
2015-01-28,29,44,13
2015-01-29,16,40,9
2015-01-30,27,65,6
2015-01-31,1,28,7
2015-02-01,0,36,16
2015-02-02,11,51,5
2015-02-03,29,43,9
2015-02-04,23,21,35
2015-02-05,13,49,3
2015-02-06,26,71,7
2015-02-07,5,35,19
2015-02-08,7,18,12
2015-02-09,11,21,8
2015-02-10,13,66,11
2015-02-11,22,75,7
2015-02-12,17,39,18
2015-02-13,34,46,16
2015-02-14,10,25,15
2015-02-15,4,71,10
2015-02-16,8,71,37
2015-02-17,29,86,4
2015-02-18,14,123,14
2015-02-19,21,36,5
2015-02-20,22,17,19
2015-02-21,8,53,13
2015-02-22,3,72,4
2015-02-23,30,64,3
2015-02-24,15,105,17
2015-02-25,38,32,7
2015-02-26,27,31,4
2015-02-27,12,34,10
2015-02-28,11,41,10
2015-03-01,20,43,8
2015-03-02,28,32,1
2015-03-03,30,76,13
2015-03-04,24,31,13
2015-03-05,31,55,21
2015-03-06,15,59,11
2015-03-07,3,15,14
2015-03-08,4,38,13
2015-03-09,8,35,9
2015-03-10,12,33,10
2015-03-11,12,24,12
2015-03-12,18,33,30
2015-03-13,10,29,10
2015-03-14,8,18,10
2015-03-15,7,42,5
2015-03-16,26,30,19
2015-03-17,25,53,20
2015-03-18,10,37,4
2015-03-19,15,57,1
2015-03-20,28,41,1
2015-03-21,3,10,7
2015-03-22,0,23,16
2015-03-23,13,96,8
2015-03-24,27,65,8
2015-03-25,10,24,9
2015-03-26,11,44,9
2015-03-27,15,79,13
2015-03-28,11,26,3
2015-03-29,1,34,2
2015-03-30,16,37,7
2015-03-31,12,75,1
2015-04-01,16,95,13
2015-04-02,21,34,2
2015-04-03,20,37,14
2015-04-04,5,42,6
2015-04-05,0,18,7
2015-04-06,12,21,11
2015-04-07,24,43,5
2015-04-08,38,68,16
2015-04-09,20,38,28
2015-04-10,24,57,17
2015-04-11,11,45,16
2015-04-12,15,21,7
2015-04-13,32,36,7
2015-04-14,13,86,9
2015-04-15,22,49,6
2015-04-16,36,31,0
2015-04-17,30,75,8
2015-04-18,9,35,5
2015-04-19,2,22,4
2015-04-20,16,35,10
2015-04-21,31,99,16
2015-04-22,22,30,19
2015-04-23,11,45,4
2015-04-24,22,63,24
2015-04-25,1,50,7
2015-04-26,11,25,14
2015-04-27,24,51,6
2015-04-28,24,31,8
2015-04-29,32,97,5
2015-04-30,22,70,6
2015-05-01,21,44,1
2015-05-02,5,36,17
2015-05-03,6,23,5
2015-05-04,12,43,12
2015-05-05,20,52,4
2015-05-06,41,58,3
2015-05-07,21,56,17
2015-05-08,6,43,9
2015-05-09,3,37,0
2015-05-10,2,54,1
2015-05-11,28,54,2
2015-05-12,19,63,3
2015-05-13,16,66,15
2015-05-14,21,52,6
2015-05-15,29,53,5
2015-05-16,4,39,15
2015-05-17,3,40,12
2015-05-18,17,33,4
2015-05-19,16,84,8
2015-05-20,8,36,4
2015-05-21,11,35,1
2015-05-22,16,21,0
2015-05-23,3,34,4
2015-05-24,0,26,9
2015-05-25,2,34,19
2015-05-26,8,35,36
2015-05-27,13,30,2
2015-05-28,16,41,15
2015-05-29,8,41,1
2015-05-30,5,20,4
2015-05-31,2,22,4
2015-06-01,8,28,5
2015-06-02,15,34,10
2015-06-03,35,26,3
2015-06-04,22,30,38
2015-06-05,29,25,11
2015-06-06,5,30,11
2015-06-07,4,20,34
2015-06-08,7,44,3
2015-06-09,14,58,13
2015-06-10,7,40,25
2015-06-11,14,36,11
2015-06-12,14,35,4
2015-06-13,4,25,5
2015-06-14,15,18,10
2015-06-15,17,35,26
2015-06-16,18,19,10
2015-06-17,25,52,8
2015-06-18,25,51,29
2015-06-19,20,36,11
2015-06-20,2,37,7
2015-06-21,2,28,7
2015-06-22,13,28,3
2015-06-23,9,44,10
2015-06-24,13,40,13
2015-06-25,14,36,22
2015-06-26,34,25,15
2015-06-27,7,21,3
2015-06-28,2,9,2
2015-06-29,36,32,11
2015-06-30,18,57,12
2015-07-01,7,37,24
2015-07-02,9,28,22
2015-07-03,2,26,16
2015-07-04,0,28,6
2015-07-05,7,35,5
2015-07-06,2,35,7
2015-07-07,11,29,1
2015-07-08,1,46,7
2015-07-09,8,32,16
2015-07-10,9,27,4
2015-07-11,9,27,7
2015-07-12,9,32,5
2015-07-13,19,38,5
2015-07-14,13,39,4
2015-07-15,56,11,3
2015-07-16,15,47,2
2015-07-17,13,37,5
2015-07-18,9,33,4
2015-07-19,1,24,0
2015-07-20,12,52,1
2015-07-21,24,46,7
2015-07-22,27,63,4
2015-07-23,27,45,11
2015-07-24,9,60,5
2015-07-25,0,34,1
2015-07-26,4,35,11
2015-07-27,46,32,0
2015-07-28,34,52,2
2015-07-29,21,53,3
2015-07-30,31,32,3
2015-07-31,16,31,12
2015-08-01,0,16,8
2015-08-02,3,21,29
2015-08-03,10,20,13
2015-08-04,27,40,9
2015-08-05,23,37,4
2015-08-06,20,41,4
2015-08-07,5,23,8
2015-08-08,0,16,2
2015-08-09,0,21,13
2015-08-10,5,27,1
2015-08-11,12,66,0
2015-08-12,9,109,5
2015-08-13,6,78,3
2015-08-14,2,28,9
2015-08-15,4,36,3
2015-08-16,1,40,6
2015-08-17,6,81,1
2015-08-18,10,42,3
2015-08-19,10,39,0
2015-08-20,3,26,4
2015-08-21,19,29,16
2015-08-22,5,49,1
2015-08-23,2,25,6
2015-08-24,16,42,3
2015-08-25,17,67,12
2015-08-26,15,44,4
2015-08-27,11,44,0
2015-08-28,19,28,6
2015-08-29,13,23,0
2015-08-30,6,29,6
2015-08-31,16,37,3
2015-09-01,13,51,2
2015-09-02,8,41,1
2015-09-03,16,60,10
2015-09-04,21,66,19
2015-09-05,12,31,13
2015-09-06,5,49,11
2015-09-07,12,27,11
2015-09-08,18,30,13
2015-09-09,25,29,5
2015-09-10,25,43,15
2015-09-11,13,32,8
2015-09-12,7,19,13
2015-09-13,2,15,4
2015-09-14,12,40,16
2015-09-15,17,32,6
2015-09-16,16,25,5
2015-09-17,14,56,10
2015-09-18,17,25,13
2015-09-19,6,52,1
2015-09-20,5,44,0
2015-09-21,10,29,9
2015-09-22,7,30,9
2015-09-23,18,19,23
2015-09-24,8,47,5
2015-09-25,8,32,10
2015-09-26,0,44,2
2015-09-27,2,31,5
2015-09-28,7,15,4
2015-09-29,9,27,26
2015-09-30,10,62,20
2015-10-01,9,53,16
2015-10-02,14,54,7
2015-10-03,6,23,15
2015-10-04,3,11,3
2015-10-05,7,25,4
2015-10-06,16,37,16
2015-10-07,4,47,35
2015-10-08,11,60,9
2015-10-09,18,32,2
2015-10-10,4,19,7
2015-10-11,2,19,0
2015-10-12,4,29,15
2015-10-13,5,53,17
2015-10-14,10,41,6
2015-10-15,6,46,8
2015-10-16,9,31,11
2015-10-17,4,22,0
2015-10-18,9,25,1
2015-10-19,23,40,5
2015-10-20,24,31,0
2015-10-21,22,25,1
2015-10-22,16,31,15
2015-10-23,17,44,4
2015-10-24,0,26,5
2015-10-25,1,31,4
2015-10-26,14,32,1
2015-10-27,7,38,14
2015-10-28,20,49,6
2015-10-29,14,33,4
2015-10-30,18,15,4
2015-10-31,1,11,2
2015-11-01,4,19,5
2015-11-02,4,19,4
2015-11-03,16,58,5
2015-11-04,11,32,0
2015-11-05,23,47,0
2015-11-06,6,24,1
2015-11-07,5,17,6
2015-11-08,10,26,2
2015-11-09,6,30,0
2015-11-10,19,41,11
2015-11-11,19,51,6
2015-11-12,62,51,2
2015-11-13,24,32,0
2015-11-14,12,27,0
2015-11-15,7,23,0
2015-11-16,16,41,0
2015-11-17,18,54,0
2015-11-18,22,20,7
2015-11-19,22,58,2
2015-11-20,21,44,1
2015-11-21,5,16,0
2015-11-22,1,25,0
2015-11-23,9,31,12
2015-11-24,25,33,1
2015-11-25,18,40,5
2015-11-26,8,41,12
2015-11-27,2,15,2
2015-11-28,5,14,2
2015-11-29,3,13,0
2015-11-30,7,39,12
2015-12-01,15,26,5
2015-12-02,17,37,2
2015-12-03,21,23,6
2015-12-04,18,29,4
2015-12-05,19,24,1
2015-12-06,2,23,0
2015-12-07,15,16,2
2015-12-08,5,27,3
2015-12-09,17,33,3
2015-12-10,11,30,1
2015-12-11,14,26,0
2015-12-12,2,22,0
2015-12-13,0,32,1
2015-12-14,17,26,3
2015-12-15,20,23,1
2015-12-16,23,45,7
2015-12-17,50,39,7
2015-12-18,17,55,2
2015-12-19,3,30,1
2015-12-20,0,13,4
2015-12-21,2,26,0
2015-12-22,7,21,0
2015-12-23,0,41,4
2015-12-24,4,6,3
2015-12-25,0,22,2
2015-12-26,0,8,2
2015-12-27,0,11,0
2015-12-28,1,18,3
2015-12-29,11,21,14
2015-12-30,2,40,2
2015-12-31,2,22,0
2016-01-01,1,17,1
2016-01-02,1,29,0
2016-01-03,1,18,5
2016-01-04,8,40,8
2016-01-05,18,27,7
2016-01-06,40,58,4
2016-01-07,22,42,1
2016-01-08,36,16,5
2016-01-09,5,16,0
2016-01-10,5,11,1
2016-01-11,8,29,2
2016-01-12,7,48,0
2016-01-13,29,41,5
2016-01-14,15,81,4
2016-01-15,3,37,6
2016-01-16,3,38,16
2016-01-17,0,29,21
2016-01-18,6,33,27
2016-01-19,10,31,10
2016-01-20,6,34,2
2016-01-21,10,42,10
2016-01-22,6,38,6
2016-01-23,3,35,2
2016-01-24,15,16,4
2016-01-25,7,25,1
2016-01-26,17,55,9
2016-01-27,29,30,5
2016-01-28,4,30,4
2016-01-29,15,52,0
2016-01-30,1,31,8
2016-01-31,1,32,3
2016-02-01,4,44,0
2016-02-02,11,55,2
2016-02-03,6,52,2
2016-02-04,13,45,0
2016-02-05,6,33,3
2016-02-06,2,27,19
2016-02-07,2,26,6
2016-02-08,7,39,6
2016-02-09,9,48,0
2016-02-10,4,29,4
2016-02-11,3,82,1
2016-02-12,5,56,3
2016-02-13,2,62,1
2016-02-14,0,43,0
2016-02-15,0,45,1
2016-02-16,10,22,4
2016-02-17,7,38,3
2016-02-18,11,38,7
2016-02-19,22,33,3
2016-02-20,12,26,0
2016-02-21,23,23,1
2016-02-22,16,21,1
2016-02-23,21,22,2
2016-02-24,32,45,9
2016-02-25,30,25,3
2016-02-26,37,42,8
2016-02-27,12,44,2
2016-02-28,14,29,7
2016-02-29,22,23,14
2016-03-01,23,28,7
2016-03-02,25,47,2
2016-03-03,25,28,2
2016-03-04,27,51,15
2016-03-05,11,28,12
2016-03-06,9,27,11
2016-03-07,27,55,7
2016-03-08,32,49,4
2016-03-09,27,53,0
2016-03-10,29,45,6
2016-03-11,28,37,0
2016-03-12,13,46,1
2016-03-13,10,52,0
2016-03-14,25,70,3
2016-03-15,24,49,3
2016-03-16,43,25,3
2016-03-17,24,118,2
2016-03-18,25,55,13
2016-03-19,3,42,0
2016-03-20,13,23,0
2016-03-21,33,67,2
2016-03-22,18,33,1
2016-03-23,18,57,11
2016-03-24,20,45,1
2016-03-25,28,71,1
2016-03-26,8,70,1
2016-03-27,6,41,2
2016-03-28,17,44,8
2016-03-29,21,59,10
2016-03-30,32,55,4
2016-03-31,32,50,10
2016-04-01,22,35,4
2016-04-02,7,34,3
2016-04-03,12,22,8
2016-04-04,16,33,22
2016-04-05,29,41,9
2016-04-06,37,70,5
2016-04-07,23,49,3
2016-04-08,15,29,2
2016-04-09,8,16,2
2016-04-10,14,17,1
2016-04-11,25,52,5
2016-04-12,37,24,0
2016-04-13,28,35,8
2016-04-14,32,75,0
2016-04-15,18,51,0
2016-04-16,10,24,0
2016-04-17,6,36,3
2016-04-18,17,22,2
2016-04-19,20,37,4
2016-04-20,20,23,0
2016-04-21,28,30,0
2016-04-22,26,27,0
2016-04-23,5,18,0
2016-04-24,9,26,2
2016-04-25,13,27,0
2016-04-26,23,27,5
2016-04-27,40,23,1
2016-04-28,25,44,1
2016-04-29,29,21,5
2016-04-30,7,19,1
2016-05-01,19,20,1
2016-05-02,8,87,2
2016-05-03,9,60,0
2016-05-04,24,11,3
2016-05-05,21,24,1
2016-05-06,27,43,0
2016-05-07,4,45,1
2016-05-08,3,21,0
2016-05-09,11,74,1
2016-05-10,15,49,14
2016-05-11,17,85,21
2016-05-12,11,38,4
2016-05-13,5,35,8
2016-05-14,8,35,2
2016-05-15,6,40,6
2016-05-16,13,42,4
2016-05-17,6,26,3
2016-05-18,29,54,6
2016-05-19,19,31,7
2016-05-20,13,31,4
2016-05-21,3,26,1
2016-05-22,1,12,4
2016-05-23,3,46,7
2016-05-24,19,51,4
2016-05-25,19,34,6
2016-05-26,17,29,6
2016-05-27,26,52,10
2016-05-28,1,35,17
2016-05-29,4,17,8
2016-05-30,3,50,18
2016-05-31,18,55,24
2016-06-01,18,59,19
2016-06-02,22,37,25
2016-06-03,15,33,10
2016-06-04,0,19,9
2016-06-05,2,56,11
2016-06-06,4,28,28
2016-06-07,3,42,16
2016-06-08,8,42,17
2016-06-09,9,66,7
2016-06-10,5,48,4
2016-06-11,1,23,5
2016-06-12,2,25,9
2016-06-13,6,31,15
2016-06-14,8,27,10
2016-06-15,6,24,8
2016-06-16,8,66,8
2016-06-17,2,24,9
2016-06-18,0,16,3
2016-06-19,1,16,5
2016-06-20,6,33,6
2016-06-21,6,43,8
2016-06-22,5,30,5
2016-06-23,6,43,8
2016-06-24,9,29,5
2016-06-25,1,29,2
2016-06-26,2,14,8
2016-06-27,10,27,4
2016-06-28,13,44,6
2016-06-29,7,44,0
2016-06-30,9,21,2
2016-07-01,2,42,8
2016-07-02,2,33,5
2016-07-03,1,28,1
2016-07-04,4,22,5
2016-07-05,1,34,17
2016-07-06,6,46,15
2016-07-07,3,29,1
2016-07-08,7,60,14
2016-07-09,0,16,9
2016-07-10,0,27,0
2016-07-11,5,23,13
2016-07-12,4,35,10
2016-07-13,7,36,5
2016-07-14,1,41,8
2016-07-15,4,35,8
2016-07-16,3,26,6
2016-07-17,1,25,0
2016-07-18,12,20,8
2016-07-19,1,31,12
2016-07-20,5,14,9
2016-07-21,8,25,10
2016-07-22,2,35,4
2016-07-23,1,7,1
2016-07-24,1,17,1
2016-07-25,1,18,0
2016-07-26,8,27,0
2016-07-27,4,34,7
2016-07-28,2,36,17
2016-07-29,1,53,8
2016-07-30,0,29,19
2016-07-31,0,24,4
2016-08-01,1,38,2
2016-08-02,10,41,8
2016-08-03,1,26,7
2016-08-04,5,38,5
2016-08-05,4,73,13
2016-08-06,2,42,3
2016-08-07,1,82,1
2016-08-08,2,72,11
2016-08-09,4,76,7
2016-08-10,4,44,3
2016-08-11,3,76,7
2016-08-12,0,27,1
2016-08-13,0,84,3
2016-08-14,0,52,0
2016-08-15,5,25,1
2016-08-16,65,31,2
2016-08-17,29,120,2
2016-08-18,21,59,0
2016-08-19,18,26,1
2016-08-20,3,38,1
2016-08-21,18,26,4
2016-08-22,27,40,4
2016-08-23,44,48,12
2016-08-24,14,39,6
2016-08-25,19,38,15
2016-08-26,23,19,18
2016-08-27,4,42,21
2016-08-28,6,41,2
2016-08-29,20,45,7
2016-08-30,30,61,1
2016-08-31,21,60,2
2016-09-01,11,53,14
2016-09-02,12,36,4
2016-09-03,2,40,18
2016-09-04,11,25,10
2016-09-05,7,56,6
2016-09-06,19,47,8
2016-09-07,13,41,6
2016-09-08,30,24,9
2016-09-09,18,18,13
2016-09-10,12,28,0
2016-09-11,17,34,1
2016-09-12,23,18,4
2016-09-13,18,60,10
2016-09-14,24,26,6
2016-09-15,24,42,17
2016-09-16,32,39,4
2016-09-17,9,14,20
2016-09-18,3,36,9
2016-09-19,13,29,7
2016-09-20,18,59,4
2016-09-21,16,14,8
2016-09-22,9,47,8
2016-09-23,7,35,2
2016-09-24,4,13,22
2016-09-25,10,26,17
2016-09-26,20,68,10
2016-09-27,21,67,2
2016-09-28,8,50,7
2016-09-29,17,40,7
2016-09-30,14,82,18
2016-10-01,7,40,2
2016-10-02,4,46,0
2016-10-03,16,46,5
2016-10-04,27,64,1
2016-10-05,30,29,3
2016-10-06,22,44,6
2016-10-07,11,43,0
2016-10-08,2,22,8
2016-10-09,7,21,6
2016-10-10,5,23,1
2016-10-11,18,43,1
2016-10-12,42,48,7
2016-10-13,23,20,5
2016-10-14,3,36,3
2016-10-15,8,29,1
2016-10-16,6,30,6
2016-10-17,43,32,2
2016-10-18,33,19,2
2016-10-19,35,62,3
2016-10-20,16,25,15
2016-10-21,15,63,14
2016-10-22,9,27,16
2016-10-23,2,16,7
2016-10-24,41,39,47
2016-10-25,52,26,9
2016-10-26,35,37,7
2016-10-27,38,27,5
2016-10-28,69,26,0
2016-10-29,12,12,0
2016-10-30,10,32,0
2016-10-31,28,36,12
2016-11-01,33,55,22
2016-11-02,19,41,5
2016-11-03,50,39,8
2016-11-04,19,40,0
2016-11-05,11,36,11
2016-11-06,1,25,12
2016-11-07,20,15,9
2016-11-08,17,39,9
2016-11-09,8,38,2
2016-11-10,25,53,2
2016-11-11,30,34,1
2016-11-12,12,67,1
2016-11-13,7,24,0
2016-11-14,6,31,9
2016-11-15,14,22,6
2016-11-16,19,28,0
2016-11-17,22,52,4
2016-11-18,11,43,3
2016-11-19,1,25,9
2016-11-20,2,38,2
2016-11-21,8,25,8
2016-11-22,21,30,4
2016-11-23,8,44,2
2016-11-24,3,26,9
2016-11-25,1,20,0
2016-11-26,1,20,4
2016-11-27,0,27,4
2016-11-28,6,37,13
2016-11-29,20,65,10
2016-11-30,21,30,17
2016-12-01,31,23,10
2016-12-02,8,26,4
2016-12-03,3,34,2
2016-12-04,3,24,1
2016-12-05,7,17,8
2016-12-06,10,32,14
2016-12-07,13,31,5
2016-12-08,11,27,2
2016-12-09,22,24,0
2016-12-10,3,13,3
2016-12-11,1,23,3
2016-12-12,6,32,1
2016-12-13,11,19,8
2016-12-14,13,46,2
2016-12-15,20,48,0
2016-12-16,6,17,3
2016-12-17,0,50,11
2016-12-18,0,28,10
2016-12-19,7,47,1
2016-12-20,14,84,3
2016-12-21,11,145,7
2016-12-22,4,39,13
2016-12-23,3,23,2
2016-12-24,2,24,1
2016-12-25,0,12,1
2016-12-26,0,17,0
2016-12-27,0,18,5
2016-12-28,1,37,5
2016-12-29,1,22,10
2016-12-30,1,97,4
2016-12-31,1,29,7
2017-01-01,0,18,0
2017-01-02,3,11,2
2017-01-03,5,49,10
2017-01-04,6,58,3
2017-01-05,8,34,3
2017-01-06,11,31,20
2017-01-07,6,23,12
2017-01-08,1,24,9
2017-01-09,7,31,1
2017-01-10,13,39,7
2017-01-11,4,23,10
2017-01-12,10,58,1
2017-01-13,9,34,2
2017-01-14,4,39,2
2017-01-15,0,22,3
2017-01-16,4,36,5
2017-01-17,5,54,2
2017-01-18,4,13,7
2017-01-19,2,43,8
2017-01-20,6,58,11
2017-01-21,1,27,8
2017-01-22,0,28,4
2017-01-23,1,17,5
2017-01-24,9,24,4
2017-01-25,7,31,3
2017-01-26,5,39,12
2017-01-27,1,26,12
2017-01-28,1,65,9
2017-01-29,2,18,10
2017-01-30,2,26,5
2017-01-31,3,27,17
2017-02-01,34,5,12
2017-02-02,29,43,10
2017-02-03,28,69,6
2017-02-04,9,59,4
2017-02-05,1,55,6
2017-02-06,16,38,11
2017-02-07,31,44,18
2017-02-08,21,73,14
2017-02-09,25,76,10
2017-02-10,26,75,11
2017-02-11,9,36,5
2017-02-12,3,32,2
2017-02-13,24,38,7
2017-02-14,21,27,6
2017-02-15,17,28,7
2017-02-16,12,39,13
2017-02-17,19,22,6
2017-02-18,4,32,0
2017-02-19,7,16,1
2017-02-20,1,37,16
2017-02-21,22,67,1
2017-02-22,15,24,4
2017-02-23,8,31,2
2017-02-24,21,36,10
2017-02-25,6,57,10
2017-02-26,1,27,20
2017-02-27,15,26,7
2017-02-28,26,72,3
2017-03-01,28,45,9
2017-03-02,27,34,8
2017-03-03,19,28,9
2017-03-04,12,22,1
2017-03-05,2,17,2
2017-03-06,32,24,3
2017-03-07,24,18,12
2017-03-08,11,26,7
2017-03-09,14,31,5
2017-03-10,9,48,7
2017-03-11,4,53,0
2017-03-12,2,35,9
2017-03-13,17,23,2
2017-03-14,19,61,19
2017-03-15,10,22,5
2017-03-16,15,14,5
2017-03-17,26,46,4
2017-03-18,4,28,7
2017-03-19,9,27,3
2017-03-20,21,35,6
2017-03-21,25,62,20
2017-03-22,25,54,3
2017-03-23,23,61,12
2017-03-24,25,33,34
2017-03-25,7,33,2
2017-03-26,7,29,6
2017-03-27,11,42,12
2017-03-28,11,28,4
2017-03-29,23,53,14
2017-03-30,25,77,6
2017-03-31,34,43,10
2017-04-01,5,19,1
2017-04-02,1,21,14
2017-04-03,19,27,2
2017-04-04,6,37,9
2017-04-05,10,49,7
2017-04-06,16,53,7
2017-04-07,28,41,6
2017-04-08,4,34,8
2017-04-09,3,31,11
2017-04-10,13,36,8
2017-04-11,16,52,0
2017-04-12,26,49,5
2017-04-13,26,45,0
2017-04-14,8,25,4
2017-04-15,4,54,3
2017-04-16,3,11,5
2017-04-17,20,19,9
2017-04-18,21,42,3
2017-04-19,31,21,4
2017-04-20,22,36,1
2017-04-21,46,42,3
2017-04-22,6,28,1
2017-04-23,7,29,0
2017-04-24,18,40,2
2017-04-25,27,43,3
2017-04-26,33,53,6
2017-04-27,19,31,2
2017-04-28,38,43,10
2017-04-29,7,19,0
2017-04-30,8,23,2
2017-05-01,11,53,4
2017-05-02,8,76,2
2017-05-03,8,62,0
2017-05-04,10,29,11
2017-05-05,8,49,0
2017-05-06,3,30,2
2017-05-07,5,39,0
2017-05-08,4,29,3
2017-05-09,20,54,2
2017-05-10,15,36,3
2017-05-11,7,95,2
2017-05-12,7,28,8
2017-05-13,3,53,7
2017-05-14,3,29,4
2017-05-15,8,36,2
2017-05-16,8,50,18
2017-05-17,8,32,14
2017-05-18,16,35,4
2017-05-19,12,35,0
2017-05-20,2,24,0
2017-05-21,0,21,1
2017-05-22,14,31,0
2017-05-23,14,51,2
2017-05-24,16,20,0
2017-05-25,5,72,0
2017-05-26,7,34,5
2017-05-27,0,26,0
2017-05-28,1,36,0
2017-05-29,3,14,3
2017-05-30,5,47,0
2017-05-31,6,44,6
2017-06-01,2,68,1
2017-06-02,7,44,0
2017-06-03,2,37,3
2017-06-04,0,46,1
2017-06-05,14,36,5
2017-06-06,11,58,4
2017-06-07,16,29,1
2017-06-08,21,30,4
2017-06-09,12,36,3
2017-06-10,0,22,0
2017-06-11,1,42,0
2017-06-12,6,67,0
2017-06-13,16,55,9
2017-06-14,30,38,1
2017-06-15,20,49,4
2017-06-16,9,36,0
2017-06-17,2,46,3
2017-06-18,1,33,0
2017-06-19,4,42,2
2017-06-20,9,62,31
2017-06-21,6,40,1
2017-06-22,13,52,1
