,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2022-01-05,9.0,3,1
2022-01-06,2.099999999999999,7,2
2022-01-07,6.295,4,0
2022-01-08,-1.0915000000000008,0,10
2022-01-09,-0.5864624999999996,0,2
2022-01-10,1.5934617500000006,7,2
2022-01-11,9.488554137500001,3,0
2022-01-12,3.6578534462500003,5,0
2022-01-13,7.781470006609375,7,0
2022-01-14,3.366724514379687,1,0
2022-01-15,-0.3785332487171873,0,0
2022-01-16,19.068904007248438,0,0
2022-01-17,11.3921462325,5,0
2022-01-18,7.22725309896875,4,0
2022-01-19,10.412346321021875,3,0
2022-01-20,17.1241498308125,4,0
2022-01-21,4.321650426429688,4,0
2022-01-22,16.099475315848437,0,0
2022-01-23,9.282515324304688,0,0
2022-01-24,16.507535264651565,5,0
2022-01-25,12.8018884420625,6,0
2022-01-26,17.887253133090624,6,0
2022-01-27,20.3546226304375,4,0
2022-01-28,15.763353099220314,2,0
2022-01-29,-0.15200744609374972,0,0
2022-01-30,9.457493181165628,0,0
2022-01-31,14.275774595114065,6,0
2022-02-01,8.856960295470316,6,3
2022-02-02,11.173985748015626,7,0
2022-02-03,21.145775701795316,3,0
2022-02-04,2.150296985068751,1,0
2022-02-05,3.5513054695234394,0,0
2022-02-06,-2.8523069945828103,0,0
2022-02-07,9.19001122311719,2,2
2022-02-08,11.529880794001565,5,0
2022-02-09,0.07652207890000184,4,0
2022-02-10,4.021496478048439,2,0
2022-02-11,3.103731925320314,5,1
2022-02-12,5.323335371742189,0,0
2022-02-13,1.3458257036390633,0,0
2022-02-14,4.705083948498439,2,0
2022-02-15,23.565437771828126,3,0
2022-02-16,13.580681826135937,2,0
2022-02-17,1.5505341354499986,5,0
2022-02-18,-1.3800342544515631,2,0
2022-02-19,0.3618604084562522,0,0
2022-02-20,13.63709313246094,0,7
2022-02-21,4.5210933532015645,6,3
2022-02-22,2.8830506955484383,2,2
2022-02-23,5.156054410643751,5,0
2022-02-24,11.09206587158594,3,0
2022-02-25,9.628071470560938,2,0
2022-02-26,-1.4718099056953124,0,0
2022-02-27,-1.5217962598171866,0,0
2022-02-28,14.927781913443752,3,1
2022-03-01,6.573468702101564,3,0
2022-03-02,19.81054093092031,3,0
2022-03-03,-1.4882514050390636,4,0
2022-03-04,-2.1065664044546866,1,0
2022-03-05,5.604070964595314,1,2
2022-03-06,8.322427506553128,0,2
2022-03-07,8.984750394964063,7,0
2022-03-08,5.675765950500001,8,0
2022-03-09,3.7844806997843756,5,0
2022-03-10,53.09877779833281,1,1
2022-03-11,12.317499530678122,3,0
2022-03-12,3.885342046178123,1,0
2022-03-13,-3.8981062911093756,0,2
2022-03-14,9.438560143342192,2,0
2022-03-15,15.907529636468755,5,0
2022-03-16,5.108412502979689,9,0
2022-03-17,6.773117020368751,4,0
2022-03-18,2.899661327675002,1,0
2022-03-19,9.363933396976565,2,0
2022-03-20,0.34918208467656386,0,1
2022-03-21,36.17853198467657,13,2
2022-03-22,11.993799402562498,9,3
2022-03-23,15.645801931021875,10,0
2022-03-24,-2.5389905528234387,4,0
2022-03-25,4.186195619520316,5,0
2022-03-26,-0.6377077959531219,0,1
2022-03-27,18.04211481484688,0,2
2022-03-28,14.572034160521877,8,0
2022-03-29,7.225503461548438,13,14
2022-03-30,11.63584208236875,9,6
2022-03-31,4.598048266576563,3,1
2022-04-01,0.22614642450000177,2,0
2022-04-02,2.0259074613187518,0,0
2022-04-03,7.21305950621719,0,0
2022-04-04,20.874816114615626,17,0
2022-04-05,4.33041096875,5,0
2022-04-06,8.24936741743125,4,0
2022-04-07,4.269922819370313,4,0
2022-04-08,4.668253319085939,2,0
2022-04-09,20.876786093165627,0,0
2022-04-10,21.363239136579686,0,2
2022-04-11,13.463416908965623,8,0
2022-04-12,15.632852670317186,12,1
2022-04-13,10.405560391298438,8,1
2022-04-14,39.857520025290626,5,1
2022-04-15,25.040408519745313,5,0
2022-04-16,21.979173014889064,0,0
2022-04-17,7.980605701639062,0,0
2022-04-18,2.2367905337828162,7,2
2022-04-19,-1.4733420601796823,1,0
2022-04-20,12.70947190029063,4,0
2022-04-21,16.03886796904688,4,1
2022-04-22,0.50376354677344,6,0
2022-04-23,-0.24180440683124793,0,0
2022-04-24,-2.291896152353122,0,0
2022-04-25,1.5360549737234412,5,0
2022-04-26,7.74244991908594,2,0
2022-04-27,9.285793600665626,5,4
2022-04-28,20.895176196642186,4,2
2022-04-29,7.465810080362498,3,0
2022-04-30,-2.9319124545468753,1,0
2022-05-01,-1.6330234892265618,0,1
2022-05-02,2.85704249114219,5,3
2022-05-03,8.728696907203128,6,0
2022-05-04,18.106647429001562,5,0
2022-05-05,16.855221732754686,5,0
2022-05-06,19.29786076399531,8,1
2022-05-07,-3.339517051498439,0,0
2022-05-08,0.5755470721046887,0,0
2022-05-09,10.087920090000003,5,0
2022-05-10,29.426477035437504,9,0
2022-05-11,1.1687595346999995,10,0
2022-05-12,2.739940751828126,4,0
2022-05-13,7.294039412718751,2,0
2022-05-14,-0.734228983828122,0,1
2022-05-15,11.145321839907815,0,2
2022-05-16,8.512911953417188,3,0
2022-05-17,34.38068783120469,5,0
2022-05-18,28.67950100056875,2,0
2022-05-19,2.7962985382562477,4,0
2022-05-20,0.8336307691906244,1,0
2022-05-21,-2.155166550371872,0,0
2022-05-22,-1.2724700901406196,1,0
2022-05-23,0.22835710447500457,10,0
2022-05-24,17.405725037610942,4,0
2022-05-25,36.938195005526566,6,0
2022-05-26,13.24948723488906,1,0
2022-05-27,21.260751952887496,1,0
2022-05-28,16.832492053348435,0,0
2022-05-29,-0.1331985469453114,0,0
2022-05-30,24.44150970444844,3,11
2022-05-31,34.739760542682816,3,1
2022-06-01,21.83146776013125,7,1
2022-06-02,22.948815727442188,7,1
2022-06-03,56.80011382376563,3,0
2022-06-04,0.4275052834109374,0,0
2022-06-05,5.068239616471878,0,0
2022-06-06,2.324018934131254,4,1
2022-06-07,-2.594755739617179,8,0
2022-06-08,13.504762542118758,3,0
2022-06-09,6.76815088360938,3,2
2022-06-10,18.333904188489065,2,2
2022-06-11,3.505928582171876,0,0
2022-06-12,-1.368194460471873,0,0
2022-06-13,-1.010552979082811,8,0
2022-06-14,-1.473133589556247,5,0
2022-06-15,1.958429079931253,2,2
2022-06-16,2.9101870399125023,3,7
2022-06-17,0.814714646217189,2,0
2022-06-18,-0.8995806092390617,0,0
2022-06-19,2.437341835084376,0,2
2022-06-20,2.4145786074312503,8,0
2022-06-21,19.3933559444125,8,1
2022-06-22,25.652938508714062,11,0
2022-06-23,3.0531087509531223,3,0
2022-06-24,23.274005047829686,1,0
2022-06-25,0.7331816763249988,0,0
2022-06-26,9.140050168678126,0,0
2022-06-27,25.912867222203126,5,0
2022-06-28,8.123145978345313,10,2
2022-06-29,-0.08866840042031221,10,0
2022-06-30,11.004208236093753,2,0
2022-07-01,-1.399505727115622,1,0
2022-07-02,6.79902101259219,0,0
2022-07-03,7.537797801487502,0,0
2022-07-04,27.534620627382814,1,0
2022-07-05,6.451407090865624,6,0
2022-07-06,28.450206247254687,1,0
2022-07-07,9.76923014247031,3,0
2022-07-08,13.6572602026375,3,2
2022-07-09,4.534026047215626,0,2
2022-07-10,2.4153058902875033,0,0
2022-07-11,70.00746067202031,7,0
2022-07-12,13.645570775421874,4,0
2022-07-13,15.85829051325,4,0
2022-07-14,0.5135791868546864,3,0
2022-07-15,26.27400437861563,5,0
