,rust-lang/rust,apple/swift,JetBrains/kotlin
2021-07-24,55,18,0
2021-07-25,61,5,0
2021-07-26,74,31,39
2021-07-27,89,55,20
2021-07-28,98,86,18
2021-07-29,65,49,77
2021-07-30,73,46,50
2021-07-31,45,12,0
2021-08-01,27,6,18
2021-08-02,83,25,39
2021-08-03,89,17,60
2021-08-04,70,45,55
2021-08-05,59,43,29
2021-08-06,60,59,123
2021-08-07,56,20,1
2021-08-08,39,6,0
2021-08-09,54,34,34
2021-08-10,84,34,50
2021-08-11,36,38,28
2021-08-12,87,78,21
2021-08-13,63,49,44
2021-08-14,47,15,0
2021-08-15,48,3,0
2021-08-16,104,50,20
