,grafana/grafana,getsentry/sentry,elastic/kibana
2021-06-22,10,33.0,60
2021-06-23,15,27.400000000000002,62
2021-06-24,13,15.559999999999999,69
2021-06-25,6,4.695999999999997,10
2021-06-26,1,-7.540800000000003,1
2021-06-27,2,-4.305088000000003,1
2021-06-28,13,17.9456256,59
2021-06-29,12,24.43803904,81
2021-06-30,12,38.201473024,86
2021-07-01,17,15.302158028800001,48
2021-07-02,13,6.9457752064000005,3
2021-07-03,0,-10.795017728000001,1
2021-07-04,1,-6.047991705600003,0
2021-07-05,14,8.817518079999997,17
2021-07-06,13,32.154467328,46
2021-07-07,24,22.716058009600005,42
2021-07-08,15,15.542462361600002,51
2021-07-09,14,23.0505054208,41
2021-07-10,2,-11.142602751999998,4
2021-07-11,2,-7.1717294080000045,0
2021-07-12,19,37.354634239999996,33
2021-07-13,20,22.088157184,43
2021-07-14,19,33.0226905088,39
2021-07-15,17,21.8609543168,36
2021-07-16,18,6.2166933504,35
2021-07-17,2,-12.7494771712,1
2021-07-18,0,-7.321036288000004,2
2021-07-19,17,29.062103859199997,31
2021-07-20,16,24.370914816000003,38
2021-07-21,27,27.1503895552,34
2021-07-22,23,25.389558374400004,43
2021-07-23,11,15.484888985600001,4
2021-07-24,1,-13.154588979200001,0
2021-07-25,0,-7.806664908800005,2
2021-07-26,18,9.776043519999996,41
2021-07-27,10,20.990190592,38
2021-07-28,5,17.9530353664,48
2021-07-29,22,22.092166656,41
2021-07-30,13,10.692560384000002,33
2021-07-31,0,-10.869559807999998,1
2021-08-01,0,-5.787177574400003,0
2021-08-02,9,14.233815449599998,40
2021-08-03,13,17.522741760000002,46
2021-08-04,26,14.434677248000002,26
2021-08-05,15,15.8355580928,29
2021-08-06,10,23.189949132800002,5
2021-08-07,0,-9.7124539392,1
2021-08-08,0,-6.280177459200003,0
2021-08-09,15,0.03369983999999793,32
2021-08-10,16,-2.778282496,56
2021-08-11,11,-0.8996759551999993,46
2021-08-12,12,-1.4505721855999987,45
2021-08-13,18,-1.7883272191999982,47
2021-08-14,2,-0.13212569599999724,9
2021-08-15,2,2.1372848128000013,4
2021-08-16,11,-0.8777463807999999,61
2021-08-17,20,14.571128832,78
2021-08-18,23,13.703852646400001,44
2021-08-19,20,10.2154925056,44
2021-08-20,11,3.783636787199999,36
2021-08-21,0,-4.410682470400001,2
2021-08-22,0,-2.4594078720000017,4
2021-08-23,21,14.2678235136,48
2021-08-24,19,12.4759615488,47
2021-08-25,15,17.280174080000002,47
2021-08-26,15,24.40260864,55
2021-08-27,23,9.8262648832,15
2021-08-28,1,-8.960305664000002,0
2021-08-29,2,-4.781996953600003,0
2021-08-30,9,22.759354879999997,38
2021-08-31,16,34.323027968,44
2021-09-01,25,17.5221431296,47
2021-09-02,17,11.8988726272,26
2021-09-03,5,-9.1753362432,46
2021-09-04,0,-6.521909452800001,0
2021-09-05,0,-4.1730478080000015,1
2021-09-06,12,-2.9665843200000017,19
2021-09-07,20,25.622069248,41
2021-09-08,19,9.422348185600004,53
2021-09-09,23,15.957557043200001,43
2021-09-10,21,7.942760960000001,26
2021-09-11,0,-7.124839833600001,0
2021-09-12,1,-3.6951467008000023,1
2021-09-13,26,28.453081599999997,41
2021-09-14,18,16.85383424,41
2021-09-15,25,19.950951424,46
2021-09-16,17,9.4020917248,31
2021-09-17,22,8.624676147199999,6
2021-09-18,0,-8.7406144512,3
2021-09-19,1,-4.845602406400003,5
2021-09-20,23,27.68800768,25
2021-09-21,15,24.222857728,31
2021-09-22,14,22.8146584576,39
2021-09-23,24,16.636769792,45
2021-09-24,2,5.900353638399999,3
2021-09-25,2,-9.960781824000001,0
2021-09-26,0,-5.6748291072000026,3
2021-09-27,17,22.09449728,35
2021-09-28,18,26.755475968,39
2021-09-29,26,26.431063961600003,41
2021-09-30,21,11.592735948800001,32
2021-10-01,21,6.260517478400001,28
2021-10-02,0,-6.884525977600001,2
2021-10-03,0,-6.166157107200003,1
2021-10-04,14,23.93052928,58
2021-10-05,12,11.269989888000001,59
2021-10-06,22,35.2178436096,61
2021-10-07,19,17.405345280000002,51
2021-10-08,15,39.1797045248,12
2021-10-09,0,-17.000500736,2
2021-10-10,0,-8.476737843200006,2
2021-10-11,18,8.418883788799997,42
2021-10-12,27,26.020926464,64
2021-10-13,15,13.937163468800001,57
2021-10-14,23,14.218527744,56
2021-10-15,15,13.0707400704,51
2021-10-16,1,-10.601014886399998,6
2021-10-17,0,-5.737097420800001,5
2021-10-18,21,30.458475519999997,57
2021-10-19,22,17.484470272000003,80
2021-10-20,27,14.6838825984,69
2021-10-21,22,11.5233594368,68
2021-10-22,18,20.08393216,5
2021-10-23,0,-10.392462848,1
2021-10-24,0,-6.179315609600003,0
