,ansible/ansible,saltstack/salt,cfengine/core
2015-02-05,2,120,0
2015-02-06,2,91,0
2015-02-07,0,82,0
2015-02-08,0,6,0
2015-02-09,20,51,4
2015-02-10,17,138,0
2015-02-11,38,85,4
2015-02-12,22,80,3
2015-02-13,15,52,4
2015-02-14,0,28,0
2015-02-15,1,19,1
2015-02-16,19,37,6
2015-02-17,12,88,9
2015-02-18,12,59,1
2015-02-19,14,59,1
2015-02-20,8,25,4
2015-02-21,9,35,0
2015-02-22,2,7,0
2015-02-23,10,37,9
2015-02-24,4,73,10
2015-02-25,7,133,1
2015-02-26,11,72,7
2015-02-27,20,161,2
2015-02-28,1,50,0
2015-03-01,0,35,0
2015-03-02,5,61,8
2015-03-03,5,63,5
2015-03-04,7,62,0
