,mui/material-ui,ant-design/ant-design,twbs/bootstrap
2019-06-07,8,11.0,1
2019-06-08,10,1.899999999999999,0
2019-06-09,12,-0.7950000000000006,0
2019-06-10,8,9.5515,0
2019-06-11,11,10.6872125,0
2019-06-12,9,8.11072825,0
2019-06-13,15,0.981867612499999,1
2019-06-14,8,9.53985830375,0
2019-06-15,2,3.9323499680781255,0
2019-06-16,10,8.166761558057814,0
2019-06-17,6,4.899267329892188,1
2019-06-18,6,0.0429346398437509,3
2019-06-19,11,5.5495094684531265,1
2019-06-20,1,6.332641913162501,0
2019-06-21,8,17.208498801843753,0
2019-06-22,6,3.057727446720312,2
2019-06-23,5,0.7872606940109375,0
2019-06-24,10,7.360326605878126,2
2019-06-25,7,2.0071903035312513,2
2019-06-26,3,16.41842618246719,3
2019-06-27,5,15.18220829631875,0
2019-06-28,10,17.616596474373438,0
2019-06-29,7,-1.0057377325843762,0
2019-06-30,4,6.436880722473439,0
2019-07-01,0,4.472884129487502,0
2019-07-02,4,5.692883615251565,2
2019-07-03,5,6.677595067614065,0
2019-07-04,4,3.6242734105750016,0
2019-07-05,7,-0.11855088867812347,0
2019-07-06,4,3.491529629775002,0
2019-07-07,3,4.527045303948439,0
2019-07-08,6,5.554710901501563,1
2019-07-09,14,7.399698953567188,2
2019-07-10,18,3.1643001868734375,2
2019-07-11,2,15.444749410071875,0
2019-07-12,8,-0.6438350059171878,4
2019-07-13,3,4.389749952503125,1
2019-07-14,7,-1.6461987851499995,5
2019-07-15,14,21.945635622976564,4
2019-07-16,3,15.930665614925,1
2019-07-17,4,28.484662021357813,23
2019-07-18,7,-0.14554859915156548,1
2019-07-19,15,16.73744744855469,6
2019-07-20,9,3.8712479533578126,2
2019-07-21,2,-1.186852120665622,1
2019-07-22,13,16.69532513353438,33
2019-07-23,11,13.436130421890628,25
2019-07-24,14,13.104585101876564,8
2019-07-25,6,3.0387680540671878,16
2019-07-26,5,-3.018095871228123,3
2019-07-27,7,-1.8054148679921846,1
2019-07-28,11,-1.3415364348437466,3
2019-07-29,4,5.060515862431253,9
2019-07-30,7,26.67624004888125,2
2019-07-31,11,15.327033556801561,2
2019-08-01,3,4.285902311873436,5
2019-08-02,4,13.213266315779688,4
2019-08-03,3,-1.235542467751562,3
2019-08-04,12,8.929171425000003,7
2019-08-05,9,12.447383222500001,1
