,swiftlang/swift,rust-lang/rust,golang/go
2025-07-25,41,103,15
2025-07-26,19,75,1
2025-07-27,7,95,0
2025-07-28,39,92,16
2025-07-29,55,114,15
2025-07-30,39,73,17
2025-07-31,47,111,1
2025-08-01,45,113,7
2025-08-02,23,68,0
2025-08-03,11,78,0
2025-08-04,31,87,8
2025-08-05,31,69,20
2025-08-06,28,96,16
2025-08-07,38,84,1
2025-08-08,32,125,16
2025-08-09,12,74,0
2025-08-10,6,86,0
2025-08-11,34,109,13
2025-08-12,36,66,18
2025-08-13,49,100,17
2025-08-14,49,105,3
2025-08-15,41,110,13
2025-08-16,17,41,1
