,facebook/docusaurus,mkdocs/mkdocs,docsifyjs/docsify
2023-07-05,-0.28573440000000006,0,0
2023-07-06,-0.19259392000000003,2,0
2023-07-07,-0.145393664,3,0
2023-07-08,-0.11617116159999999,1,0
2023-07-09,-0.0741558272,3,0
2023-07-10,-0.018370559999999994,0,0
2023-07-11,-0.015155711999999993,0,2
2023-07-12,-0.012798156799999997,0,0
2023-07-13,1.0,0,1
2023-07-14,-0.3999999999999999,0,0
2023-07-15,-0.12,0,0
2023-07-16,0.9359999999999999,1,8
2023-07-17,-0.44159999999999994,0,0
2023-07-18,-0.149952,4,2
2023-07-19,-0.0869632,2,0
2023-07-20,1.94002944,0,0
2023-07-21,2.154892288,0,0
2023-07-22,-1.4757613567999996,0,0
2023-07-23,-0.5063705599999999,0,0
2023-07-24,-0.2903557120000001,0,0
2023-07-25,-0.19750215680000016,0,0
2023-07-26,-0.13578240000000005,2,0
2023-07-27,1.89436928,3,0
2023-07-28,1.1145768960000002,0,0
2023-07-29,-1.1110634495999998,0,0
2023-07-30,-0.4063944704,0,0
2023-07-31,-0.2112000000000001,0,0
2023-08-01,-0.14310400000000012,1,0
2023-08-02,-0.10583040000000005,4,0
2023-08-03,2.91733248,0,1
2023-08-04,-1.2670525439999998,0,0
2023-08-05,-0.4159077376,0,0
2023-08-06,-0.2175963136,0,0
2023-08-07,1.8752,0,1
2023-08-08,-0.8898559999999999,0,0
2023-08-09,-0.3088896,0,1
2023-08-10,4.81688832,0,0
2023-08-11,-1.1286671359999998,0,0
2023-08-12,-0.09829847040000006,0,0
2023-08-13,-0.8859264,0,0
2023-08-14,-0.4287411200000002,0,1
2023-08-15,-0.2856714240000001,0,0
2023-08-16,0.7880356863999999,0,0
2023-08-17,0.4552320000000001,1,0
2023-08-18,1.36288768,2,0
2023-08-19,-1.0815170559999998,0,0
2023-08-20,0.6264461312,0,0
2023-08-21,-0.6123501568,0,0
2023-08-22,-0.2561152000000001,0,0
2023-08-23,-0.16523776000000004,0,0
2023-08-24,1.878947328,0,0
2023-08-25,2.1053530112,0,0
2023-08-26,-1.5060727807999998,1,0
2023-08-27,-0.5319668736,0,0
2023-08-28,-0.2903557120000001,0,0
2023-08-29,-0.19750215680000016,0,0
2023-08-30,-0.13578240000000005,0,0
2023-08-31,3.89436928,0,0
2023-09-01,-1.6854231039999996,0,0
2023-09-02,-0.5510634496,0,0
2023-09-03,-0.2943944704,0,0
2023-09-04,0.8335999999999998,1,0
2023-09-05,-0.5198079999999999,0,0
2023-09-06,-0.2118528,0,0
2023-09-07,0.86251776,1,0
2023-09-08,0.49777715200000006,0,0
2023-09-09,-0.6011446271999998,0,0
2023-09-10,-0.2069632,4,0
2023-09-11,-0.12397056000000004,0,0
2023-09-12,-0.08670771200000005,0,0
2023-09-13,-0.06571335680000003,2,0
2023-09-14,4.95866624,1,0
2023-09-15,1.9664737280000004,0,0
2023-09-16,-2.2279538687999993,0,0
2023-09-17,-0.8127981568,0,0
2023-09-18,-0.46400000000000025,3,0
2023-09-19,0.6838399999999998,0,0
2023-09-20,3.365376,0,0
2023-09-21,-1.9037055999999997,0,0
2023-09-22,1.3067392,0,0
2023-09-23,-1.2222136319999999,0,0
2023-09-24,-0.4875446272000002,0,0
2023-09-25,0.7292287999999999,0,0
2023-09-26,-0.5934233600000001,0,0
2023-09-27,-0.268541952,0,0
2023-09-28,1.8166525952,0,0
2023-09-29,2.0704662528,0,0
2023-09-30,-1.5002634239999997,0,0
2023-10-01,-0.5365595136,0,0
2023-10-02,0.70642944,0,0
2023-10-03,-0.5998597120000001,0,0
2023-10-04,-0.26858055680000004,0,0
2023-10-05,3.83036928,0,0
2023-10-06,0.2729768960000003,0,0
2023-10-07,-1.3810154495999998,0,0
2023-10-08,2.4426423296,0,0
2023-10-09,1.4872294400000001,0,0
2023-10-10,-1.778163712,0,0
2023-10-11,-0.7165549568,0,0
2023-10-12,2.5637913599999997,0,0
2023-10-13,-0.5120199679999999,0,0
2023-10-14,-0.0002496511999998674,3,0
2023-10-15,-0.8615975935999999,0,0
2023-10-16,-0.4093788160000001,8,0
2023-10-17,-0.27931760640000003,0,0
2023-10-18,-0.17883607040000007,0,0
2023-10-19,0.89197312,0,0
2023-10-20,2.513199104,2,1
2023-10-21,-1.3919207423999997,0,0
2023-10-22,-0.4519538688,0,2
2023-10-23,0.7536018432,0,0
2023-10-24,2.445248,0,0
2023-10-25,1.5671808000000003,2,0
2023-10-26,1.2887398400000003,0,0
2023-10-27,-1.8638673919999997,0,0
2023-10-28,-0.7650172928000001,2,0
2023-10-29,-0.4680136704000002,5,0
2023-10-30,0.6980838399999998,2,0
2023-10-31,4.370987008,1,0
2023-11-01,-2.3022665727999994,2,0
2023-11-02,-0.8029732863999999,0,0
2023-11-03,-0.4454616064,0,0
2023-11-04,-0.27634647040000027,0,0
2023-11-05,-0.1727232000000001,0,0
2023-11-06,-0.13318656,0,0
2023-11-07,-0.10700851199999996,0,0
2023-11-08,-0.08857671679999997,1,0
2023-11-09,0.936009216,0,0
2023-11-10,3.6,0,0
2023-11-11,-0.7199999999999998,10,0
2023-11-12,-0.944,0,0
2023-11-13,0.5824,0,0
2023-11-14,-0.660352,1,0
2023-11-15,3.6956287999999997,0,0
2023-11-16,-0.8041753599999997,0,1
2023-11-17,-1.033201152,0,1
2023-11-18,-0.4977435648,0,0
2023-11-19,-0.31971153920000017,0,0
2023-11-20,0.8074232831999999,0,0
2023-11-21,3.463039488,4,0
2023-11-22,-1.8292435967999996,0,0
2023-11-23,3.377006592,0,0
2023-11-24,-1.9639483391999997,0,0
2023-11-25,-0.6891501568000002,0,0
2023-11-26,1.6012288,0,0
2023-11-27,-1.0766233600000001,0,0
2023-11-28,-0.44844595200000004,0,0
2023-11-29,-0.2932738048,0,1
2023-11-30,3.7921251328,0,4
2023-12-01,4.2794731520000004,0,0
2023-12-02,-2.9771190271999997,0,0
2023-12-03,-1.0127411199999998,5,0
2023-12-04,-0.5807114240000002,0,0
2023-12-05,1.6049956863999997,1,1
2023-12-06,-1.0715648,0,0
2023-12-07,2.54873856,0,0
2023-12-08,-0.4988462079999998,2,0
2023-12-09,-0.9853268991999999,2,0
2023-12-10,-0.4486929408,4,0
2023-12-11,-0.23472640000000014,5,1
2023-12-12,-0.1681971200000001,0,0
2023-12-13,-0.12915302400000003,0,0
2023-12-14,1.8963288064000001,2,0
2023-12-15,0.13616230400000018,10,0
2023-12-16,0.3064498176000001,0,1
2023-12-17,-0.6607981567999999,2,0
2023-12-18,-0.2672000000000001,0,1
2023-12-19,-0.1655040000000001,0,0
2023-12-20,-0.11747840000000007,0,0
2023-12-21,0.91034368,0,1
2023-12-22,0.5283548160000001,0,3
2023-12-23,-0.5791225855999999,1,0
2023-12-24,-0.2119538688,0,0
2023-12-25,-0.11839815680000004,0,0
2023-12-26,-0.07155200000000006,0,0
2023-12-27,2.9470848,0,0
2023-12-28,-1.2413337599999998,0,0
2023-12-29,-0.39352627199999995,0,0
2023-12-30,-0.2199538688,0,0
2023-12-31,-0.13759815680000012,0,0
2024-01-01,-0.08985600000000005,0,0
2024-01-02,1.9311104,0,0
2024-01-03,0.14488832000000018,0,0
2024-01-04,4.314532864,0,0
2024-01-05,0.7136055296000006,0,0
2024-01-06,-1.9471999999999998,0,0
2024-01-07,-0.7815040000000001,0,0
2024-01-08,0.5241215999999997,0,0
2024-01-09,-0.7342643200000001,0,0
2024-01-10,-0.3733539840000001,0,0
2024-01-11,-0.2654944256,0,0
2024-01-12,3.8147116032,0,0
2024-01-13,-1.7394099199999995,0,0
2024-01-14,-0.5413576703999999,0,0
2024-01-15,-0.27437056,0,0
2024-01-16,-0.18155571200000017,0,0
2024-01-17,-0.13260615680000007,0,1
2024-01-18,3.9081472,0,0
2024-01-19,-0.6734822399999996,0,0
2024-01-20,-0.9406228479999998,0,0
2024-01-21,-0.4271926272,0,0
2024-01-22,-0.2304000000000002,0,0
2024-01-23,-0.1614080000000001,0,0
2024-01-24,3.8781952,0,0
2024-01-25,2.3035545600000003,0,0
2024-01-26,-0.15899340799999973,2,0
2024-01-27,-1.6023483391999997,1,0
2024-01-28,-0.6751981568000002,0,0
2024-01-29,-0.41420800000000024,3,0
2024-01-30,-0.2948608000000002,0,0
2024-01-31,-0.22523904000000003,0,0
2024-02-01,2.819968512,0,0
2024-02-02,-0.3485565951999996,0,0
2024-02-03,-0.8415040511999998,0,0
2024-02-04,-0.3375963136,0,0
2024-02-05,-0.18880000000000013,0,0
2024-02-06,-0.1314560000000001,0,0
2024-02-07,-0.09884160000000004,0,0
2024-02-08,0.92192512,1,0
2024-02-09,0.5361623040000001,0,0
2024-02-10,-0.5735501823999999,0,0
2024-02-11,-0.1967981568,0,0
2024-02-12,-0.10560000000000005,0,0
2024-02-13,0.9284479999999999,0,0
2024-02-14,1.5470848,0,0
2024-02-15,4.03866624,0,0
2024-02-16,-2.3375262719999994,0,0
2024-02-17,0.2024461312,0,0
2024-02-18,-0.8459501568000001,0,0
2024-02-19,-0.41086720000000027,0,0
2024-02-20,1.7219430399999998,0,0
2024-02-21,-1.0083128319999999,0,0
2024-02-22,3.5950856192,0,0
2024-02-23,-0.8523380735999995,0,0
2024-02-24,-0.045561344000000004,2,0
2024-02-25,-0.851059712,0,0
2024-02-26,-0.4091245568000002,0,0
2024-02-27,-0.2621491200000001,0,0
2024-02-28,-0.19371622400000008,0,0
2024-02-29,0.8480062464,0,0
2024-03-01,-0.5019566079999999,0,0
2024-03-02,-0.20471889919999997,0,0
2024-03-03,-0.09195386879999999,0,0
2024-03-04,0.9456018432,0,0
2024-03-05,3.570048,0,0
2024-03-06,-0.7429631999999997,0,0
2024-03-07,2.03762944,0,0
2024-03-08,0.3672442880000002,1,0
2024-03-09,-1.4331501568,0,0
2024-03-10,-0.6163712000000001,0,0
2024-03-11,-0.39297536000000016,0,0
2024-03-12,-0.28465715200000014,0,0
2024-03-13,-0.22058516480000004,0,0
2024-03-14,3.8326135808,0,0
2024-03-15,-0.6950064127999995,0,0
2024-03-16,-0.9487058943999999,6,0
2024-03-17,-0.4015963136,0,0
2024-03-18,-0.2304000000000002,0,0
2024-03-19,0.8385919999999999,0,0
2024-03-20,1.4781952,0,0
2024-03-21,1.9835545600000002,0,0
2024-03-22,-1.5829934079999997,0,1
2024-03-23,-0.5959483392,0,0
2024-03-24,-0.3179501568000001,0,0
2024-03-25,-0.20766720000000016,0,0
2024-03-26,-0.15415296000000006,0,1
2024-03-27,-0.120786432,0,0
2024-03-28,0.9017787392000001,0,0
2024-03-29,6.5289365504,0,0
2024-03-30,-2.958394470399999,0,0
2024-03-31,-0.9039999999999999,0,0
2024-04-01,-0.48960000000000004,0,0
2024-04-02,-0.3211520000000004,0,0
2024-04-03,-0.23262720000000014,0,0
2024-04-04,3.82088704,0,0
2024-04-05,1.2562503680000003,0,0
2024-04-06,-1.7988881407999997,0,0
2024-04-07,-0.7055870975999999,0,0
2024-04-08,-0.35840000000000016,0,0
2024-04-09,-0.24460800000000021,6,0
2024-04-10,0.8182912,2,0
2024-04-11,2.45762816,0,0
2024-04-12,-1.4357345279999998,1,0
2024-04-13,-0.5206597632,0,1
2024-04-14,-0.2719944704,0,0
2024-04-15,-0.15475200000000014,0,0
2024-04-16,1.8871807999999999,0,0
2024-04-17,-0.8872601599999999,2,2
2024-04-18,6.689732608,1,0
2024-04-19,1.0137347072000007,0,0
2024-04-20,-2.5615944703999998,4,0
2024-04-21,-0.987904,0,1
2024-04-22,-0.5931264000000004,1,0
2024-04-23,-0.4128051200000003,0,0
2024-04-24,-0.31086182400000006,0,0
2024-04-25,2.7539569664,4,0
2024-04-26,-1.3795722239999997,0,0
2024-04-27,-0.5102099456,1,0
2024-04-28,0.7568073728,0,1
2024-04-29,1.4752,0,0
2024-04-30,3.990144,0,0
2024-05-01,-1.3728895999999997,0,0
2024-05-02,-0.22471167999999997,0,0
2024-05-03,2.0013808639999997,4,0
2024-05-04,-1.7132616704,1,0
2024-05-05,-0.6796569600000002,0,0
2024-05-06,-0.4302648320000001,0,0
2024-05-07,-0.3126775808000001,0,1
2024-05-08,-0.23256463360000001,0,0
2024-05-09,2.833593344,1,0
2024-05-10,4.7169344512,1,0
2024-05-11,-2.8182652927999996,0,0
2024-05-12,-0.9503944704,0,0
2024-05-13,0.49119999999999986,0,1
2024-05-14,-0.7394560000000002,0,0
2024-05-15,-0.3686016000000001,0,0
2024-05-16,3.7431091199999997,0,0
2024-05-17,-1.7972904959999996,0,0
2024-05-18,-0.6392807424,0,0
2024-05-19,3.6442478592,0,1
2024-05-20,-0.7847705599999999,0,0
2024-05-21,0.9850362880000001,0,2
2024-05-22,-1.2806509567999997,0,0
2024-05-23,1.4561177599999997,0,0
2024-05-24,-0.15003084799999988,0,1
2024-05-25,-0.8961974272,0,1
2024-05-26,-0.40434944,0,0
2024-05-27,0.727880192,0,0
2024-05-28,-0.6045934592,0,1
2024-05-29,-0.2389879808,0,1
2024-05-30,2.8506993664,0,1
2024-05-31,2.709718016,0,0
2024-06-01,-2.0307040255999995,0,0
2024-06-02,0.29223864320000004,0,0
2024-06-03,0.20082943999999991,0,0
2024-06-04,-0.7914117120000002,0,0
2024-06-05,-0.3854957568000001,0,0
2024-06-06,-0.2525644800000001,0,0
2024-06-07,-0.19050137600000003,0,0
2024-06-08,-0.1519325184,0,0
2024-06-09,-0.09252638719999999,0,0
2024-06-10,-0.03352627199999999,2,1
2024-06-11,-0.02795386879999999,0,0
2024-06-12,-0.012798156799999997,0,0
2024-06-13,0.0,0,0
2024-06-14,0.0,0,0
2024-06-15,0.0,0,0
2024-06-16,0.0,0,0
2024-06-17,2.0,0,0
2024-06-18,0.20000000000000018,0,0
2024-06-19,-0.6399999999999999,2,0
2024-06-20,3.752,2,0
2024-06-21,1.2528000000000001,0,0
2024-06-22,-1.7815039999999998,0,0
2024-06-23,-0.6918784,0,0
2024-06-24,0.5818956799999998,0,0
2024-06-25,-0.6932899840000001,0,0
2024-06-26,-0.3424608256,0,0
2024-06-27,0.7808300032,0,0
2024-06-28,0.44266547200000006,0,0
2024-06-29,-0.6466117631999999,0,0
2024-06-30,-0.2453576704,0,0
2024-07-01,1.87602944,0,0
2024-07-02,0.11329228800000013,1,0
2024-07-03,-0.7057133567999999,0,0
2024-07-04,-0.28933376,0,0
2024-07-05,-0.18072627200000008,0,0
2024-07-06,-0.12945786880000007,0,0
2024-07-07,-0.08867655680000003,0,0
2024-07-08,-0.05970431999999999,0,0
2024-07-09,0.951318016,0,0
2024-07-10,1.5592479744,0,0
2024-07-11,-0.9327981567999998,1,0
2024-07-12,0.696,0,0
2024-07-13,-0.5696,0,0
2024-07-14,-0.2331520000000001,0,0
2024-07-15,-0.14686720000000003,0,0
2024-07-16,-0.10589696000000007,0,0
2024-07-17,-0.081848832,0,0
2024-07-18,0.9339272192,0,0
2024-07-19,2.5560331264,0,1
2024-07-20,-1.3351557119999997,0,1
2024-07-21,-0.4367981568,1,0
2024-07-22,-0.23360000000000006,0,1
2024-07-23,0.8452479999999999,0,0
2024-07-24,-0.5128191999999999,0,0
2024-07-25,5.79273984,0,0
2024-07-26,-2.5342673919999994,1,0
2024-07-27,-0.8198652928,0,0
2024-07-28,-0.45234647040000003,0,2
2024-07-29,1.7274367999999998,0,0
2024-07-30,-0.9980825599999998,1,0
2024-07-31,-0.392934912,0,1
2024-08-01,2.7489784832,1,1
2024-08-02,0.6258657280000002,0,0
2024-08-03,-1.2966929407999999,0,0
2024-08-04,-0.4779264,0,0
2024-08-05,-0.2895411200000001,0,0
2024-08-06,-0.20336742400000013,0,0
