,aws/aws-cli,rclone/rclone,iterate-ch/cyberduck
2017-10-02,3,2,13.037005898234376
2017-10-03,6,0,7.877793668104688
2017-10-04,3,0,11.792730094392187
2017-10-05,4,0,1.4362751055062493
2017-10-06,3,0,1.1440984240890635
2017-10-07,0,0,0.5533188254015637
2017-10-08,0,0,21.806147410731253
2017-10-09,4,6,24.8620928072125
2017-10-10,3,3,12.552383980281249
2017-10-11,4,1,13.873597886840624
2017-10-12,3,1,1.8277232699218748
2017-10-13,7,1,7.940802448684377
2017-10-14,0,1,-0.07274552919062272
2017-10-15,0,0,-2.279934297389059
2017-10-16,6,7,23.366176888068754
2017-10-17,4,0,19.20391656598594
2017-10-18,12,0,10.659240450228125
2017-10-19,9,1,11.177795307607811
2017-10-20,4,3,6.2828315800093755
2017-10-21,0,0,-1.1695818971374985
2017-10-22,0,0,-2.2082653794421847
2017-10-23,3,2,-0.531954001357809
2017-10-24,3,3,2.7028307233593782
2017-10-25,1,2,3.55862935599219
2017-10-26,5,6,8.624542627689063
2017-10-27,2,0,14.233569029226562
2017-10-28,2,0,-0.5351200606953133
2017-10-29,0,0,4.510933336109375
2017-10-30,1,0,23.486251798678126
2017-10-31,2,1,15.561479339484375
2017-11-01,3,1,25.271046289151563
2017-11-02,1,1,-1.026674637721877
2017-11-03,6,22,24.798736442164063
2017-11-04,0,9,-0.9402472511093745
2017-11-05,0,7,7.771438493393753
2017-11-06,0,2,27.770336023084376
2017-11-07,6,1,30.76590346814375
2017-11-08,3,0,25.391446498054687
2017-11-09,15,2,3.154775089364061
2017-11-10,0,0,7.071066729395315
2017-11-11,0,0,7.703865652918754
2017-11-12,0,0,-4.069897169318745
2017-11-13,0,0,22.43905511293438
2017-11-14,5,2,12.539319953620314
2017-11-15,3,7,0.6422068978234403
2017-11-16,3,1,-3.0483268202937484
2017-11-17,3,12,0.11842258369375336
2017-11-18,0,0,0.5713861134531282
2017-11-19,0,3,-1.2119535491187474
2017-11-20,4,47,0.1705334008187519
2017-11-21,7,6,10.308064275859376
2017-11-22,9,5,35.35334038408594
2017-11-23,3,5,1.5273204168109347
2017-11-24,0,4,4.310331819820311
2017-11-25,0,0,4.690771731468749
2017-11-26,0,0,-0.17689309360312233
2017-11-27,4,0,20.392531711178126
2017-11-28,5,5,19.650568565734375
2017-11-29,21,2,-2.207543881957813
2017-11-30,6,2,-0.6212534744734368
2017-12-01,0,0,-1.970265883173435
2017-12-02,0,0,-0.19815720507499646
2017-12-03,1,9,-0.006532076360934891
2017-12-04,3,3,1.1567253012171894
2017-12-05,6,0,7.185486869834376
2017-12-06,12,1,-0.39251987264999944
2017-12-07,9,6,-0.7882768768578121
2017-12-08,7,0,7.6204619063968755
2017-12-09,1,2,-1.0670869138218748
2017-12-10,0,7,-0.5565825342656247
2017-12-11,5,1,8.610432591948438
2017-12-12,7,2,20.805252938932814
2017-12-13,1,3,8.161628094553123
2017-12-14,5,4,0.4714447666968735
2017-12-15,5,2,-0.7051109225359375
2017-12-16,0,0,-1.2246722541249981
2017-12-17,0,0,1.1019950672125023
2017-12-18,1,2,2.1428207087500017
2017-12-19,6,2,2.0660289778593763
2017-12-20,3,5,-0.9557260054171867
2017-12-21,7,2,4.401705699787501
2017-12-22,3,1,6.1880929868078125
2017-12-23,1,3,-0.09642664562343772
2017-12-24,0,0,-0.6759225325359375
2017-12-25,0,0,-0.43971625228124955
2017-12-26,0,0,-0.332504982868749
2017-12-27,0,0,-0.25319130915468674
2017-12-28,1,0,-0.18891587635781193
2017-12-29,3,0,-0.1386594513281246
2017-12-30,0,0,-0.1200661500390622
2017-12-31,0,0,-0.06836028076718732
2018-01-01,0,0,-0.008398852535937478
2018-01-02,3,0,11.0
2018-01-03,1,0,-0.10000000000000098
2018-01-04,0,0,-0.5950000000000004
2018-01-05,7,3,16.6415
2018-01-06,1,8,-0.9557875000000007
2018-01-07,0,3,-1.06294675
2018-01-08,3,1,25.3096011125
2018-01-09,6,0,3.8850448287499995
2018-01-10,0,4,27.719007610578124
2018-01-11,3,3,-4.39782665341094
2018-01-12,4,3,5.7031212987140645
2018-01-13,0,0,-2.3924280175156243
2018-01-14,0,0,0.4127466188734412
2018-01-15,8,1,4.699528457464065
2018-01-16,10,7,-1.576592387156248
2018-01-17,7,0,8.925906755456252
2018-01-18,7,6,7.336537541779688
2018-01-19,16,7,0.15307635392187535
2018-01-20,1,8,-0.08957102912500003
2018-01-21,0,8,-0.8214752877874991
2018-01-22,0,5,0.4651711964687514
2018-01-23,13,2,3.479296541834376
2018-01-24,0,0,9.222315809784376
2018-01-25,4,7,3.5535328285937497
2018-01-26,6,6,13.709884752499999
2018-01-27,0,2,-2.214586745104689
2018-01-28,0,0,-1.1281200305874994
2018-01-29,3,9,20.235879401214063
2018-01-30,1,5,12.323915526984376
2018-01-31,0,4,15.089829620401563
2018-02-01,5,1,-3.4556772090500014
2018-02-02,0,16,5.0303519658125015
2018-02-03,0,0,2.953091792085939
2018-02-04,0,0,2.1689386994609405
2018-02-05,3,2,7.455000691250001
2018-02-06,4,3,5.028606257921876
2018-02-07,1,0,1.0452831190109386
2018-02-08,5,0,0.5749197401796884
2018-02-09,3,2,8.920425218103126
2018-02-10,0,1,-1.6402829723593746
2018-02-11,0,2,-0.9512711803296865
2018-02-12,3,8,14.353079881507814
2018-02-13,3,2,2.024289361465625
2018-02-14,5,2,1.5616595223171879
2018-02-15,3,2,-0.14880442429843743
2018-02-16,4,10,3.185792353860939
2018-02-17,0,0,0.03261791477187603
