,ruby/ruby,python/cpython,php/php-src
2012-10-14,8.595616811615626,6,0
2012-10-15,12.077412855485939,1,0
2012-10-16,19.52181145407969,50,6
2012-10-17,7.394502294996874,35,8
2012-10-18,9.920913453857812,11,27
2012-10-19,7.8497969648171875,25,27
2012-10-20,1.0145332678265642,15,0
2012-10-21,3.7554831715890646,28,0
2012-10-22,7.911645244807815,13,8
2012-10-23,11.572406387421877,24,15
2012-10-24,7.097842106903126,6,9
2012-10-25,5.317531612287501,5,11
2012-10-26,1.6562203441515635,17,8
2012-10-27,9.166774113860939,41,3
2012-10-28,27.73089756754219,53,1
2012-10-29,4.678322074262499,10,1
2012-10-30,2.791907882128125,11,11
2012-10-31,1.414067529921876,79,12
2012-11-01,17.921676064340627,29,0
2012-11-02,9.629843048015626,9,3
2012-11-03,28.7946191439,45,1
2012-11-04,1.8755336466843744,29,4
2012-11-05,11.453530890385938,14,0
2012-11-06,43.22476187928125,16,7
2012-11-07,5.114167664082812,8,8
2012-11-08,4.115480045221876,27,1
2012-11-09,24.00738112829375,5,6
2012-11-10,2.500613762578128,17,0
2012-11-11,4.987605589282817,57,4
2012-11-12,4.441874996490627,14,7
2012-11-13,13.961734713264066,6,20
2012-11-14,0.23965503272656496,16,16
2012-11-15,6.31415805837344,12,7
2012-11-16,23.522328607428125,4,12
2012-11-17,8.850093380239063,31,0
2012-11-18,2.4000115086187503,39,9
2012-11-19,20.357761080071874,2,0
2012-11-20,34.98384718680156,13,4
2012-11-21,10.813666960946874,13,13
2012-11-22,14.932897913576562,10,6
2012-11-23,6.972309507715625,19,4
2012-11-24,11.691421312520315,6,14
2012-11-25,1.5981375498625034,6,20
2012-11-26,27.715696787689065,8,5
2012-11-27,31.676842319175,9,13
2012-11-28,36.19182809781406,24,14
2012-11-29,48.899622354832815,28,11
2012-11-30,71.89539869157656,5,19
2012-12-01,25.206100228093746,2,7
2012-12-02,0.5722289463187504,32,9
2012-12-03,12.814526685081255,16,11
2012-12-04,18.31207613255001,7,14
2012-12-05,22.143933338557822,9,30
2012-12-06,8.921176035248443,6,7
2012-12-07,15.252140419064068,2,0
2012-12-08,6.450388684420317,26,0
2012-12-09,-3.2848072330562443,28,0
2012-12-10,17.735680048660942,19,22
2012-12-11,19.725922968740626,13,8
2012-12-12,9.993101858339065,6,9
2012-12-13,14.587080582346875,8,23
2012-12-14,17.445059622656252,12,28
2012-12-15,20.159322794295313,20,1
2012-12-16,-2.335991979993749,19,4
2012-12-17,10.636483619751566,31,8
2012-12-18,17.310295574100003,19,8
2012-12-19,16.490869903120316,13,16
2012-12-20,20.245652090153126,7,9
2012-12-21,24.737982384664065,12,12
2012-12-22,10.930043471723437,9,6
2012-12-23,11.823603905068751,25,13
2012-12-24,1.1545954875546904,19,0
2012-12-25,18.459183426423444,30,13
2012-12-26,5.330198557418753,21,10
2012-12-27,5.164239492167191,36,3
2012-12-28,4.65289142135469,17,2
2012-12-29,9.049356747382816,19,5
2012-12-30,3.940114691406252,10,2
2012-12-31,0.5233017331234393,19,0
2013-01-01,8.156777436295314,39,8
2013-01-02,-2.2016750765593733,38,14
2013-01-03,9.640864247803128,16,4
2013-01-04,11.0233981875,14,10
2013-01-05,8.572630130551563,12,2
2013-01-06,1.5411800122749995,8,33
2013-01-07,17.174546864709377,7,7
2013-01-08,3.9621693807015625,22,10
2013-01-09,8.62853292473594,6,33
2013-01-10,13.406440403390626,32,11
2013-01-11,9.854193868078125,60,12
2013-01-12,1.8241900941515632,36,0
2013-01-13,12.61000570136094,27,3
2013-01-14,5.963040803792189,10,48
2013-01-15,18.318188131309377,31,57
2013-01-16,5.195490501957813,16,11
2013-01-17,6.995330036576563,15,3
2013-01-18,9.11327775010469,13,13
2013-01-19,1.0028683714718767,24,7
2013-01-20,2.8086955457046896,16,1
2013-01-21,2.0645597633359394,23,4
2013-01-22,4.288359161070315,23,12
2013-01-23,12.293461362598439,10,9
2013-01-24,14.516848667104687,16,1
2013-01-25,11.978721042020311,50,1
2013-01-26,7.838564870953125,24,0
2013-01-27,0.10734848625625037,21,0
2013-01-28,1.9958191647781267,10,9
2013-01-29,16.236479882757816,41,39
2013-01-30,9.995390001762502,3,24
2013-01-31,2.9663557288156257,17,6
2013-02-01,6.579566911981251,33,15
2013-02-02,9.575286115404689,67,45
2013-02-03,12.348122630039065,20,12
2013-02-04,10.967623923057813,30,13
2013-02-05,28.866074495329688,15,6
2013-02-06,20.920484079325,7,2
2013-02-07,17.59707379515,26,29
2013-02-08,12.662591372689063,12,12
2013-02-09,7.0701030251437516,43,0
2013-02-10,13.740455952239065,35,5
2013-02-11,5.431919926834379,18,14
2013-02-12,2.148239974742191,21,0
2013-02-13,7.884016157996879,17,15
2013-02-14,11.770063341693753,1,26
2013-02-15,11.541201452206252,12,9
2013-02-16,18.49091367739219,14,5
2013-02-17,1.7762062406656254,10,20
2013-02-18,10.032353347787502,16,12
2013-02-19,8.793104459196876,10,16
2013-02-20,8.886814500296877,21,11
2013-02-21,16.891476310362503,18,30
2013-02-22,27.060805208120314,13,10
2013-02-23,13.607991374226561,52,10
2013-02-24,10.119494985617187,4,7
2013-02-25,19.610502164865625,13,11
2013-02-26,2.954777810581252,19,5
2013-02-27,16.179923805845316,13,30
2013-02-28,4.494341950881251,9,5
2013-03-01,4.348213438006253,19,12
2013-03-02,9.800092829546879,8,0
2013-03-03,-0.38314011966093453,7,40
2013-03-04,3.704054796582815,18,18
2013-03-05,16.87653712958594,20,14
2013-03-06,4.728502497512501,16,15
2013-03-07,10.438798303150001,21,13
2013-03-08,12.112227149640624,13,3
2013-03-09,1.8618717343015634,25,11
2013-03-10,27.679149696759374,14,0
2013-03-11,9.495423062985937,32,14
2013-03-12,2.1893619855484383,13,8
2013-03-13,6.077889454987501,17,7
2013-03-14,10.152768308942191,11,7
2013-03-15,7.927428104259377,9,25
2013-03-16,11.00585186554844,37,20
2013-03-17,0.7609335843828138,10,18
2013-03-18,8.679509274351565,20,13
2013-03-19,12.313252501703126,71,41
2013-03-20,5.978497507653126,37,32
2013-03-21,13.377707378893751,26,17
2013-03-22,5.769468924223438,14,11
2013-03-23,14.213881926360939,57,27
2013-03-24,12.595785567385938,16,20
2013-03-25,4.427531216184375,7,45
2013-03-26,20.127959090434377,20,11
2013-03-27,7.841339210620313,5,35
2013-03-28,7.424360392320314,17,44
2013-03-29,7.729051840176563,14,13
2013-03-30,6.839147006034377,25,0
2013-03-31,12.05181851591094,14,22
2013-04-01,15.628462141139064,13,13
2013-04-02,14.11140094155,7,9
2013-04-03,9.968422237853126,23,18
2013-04-04,15.202588839235938,7,21
