,elastic/kibana,grafana/grafana,getsentry/sentry
2021-08-22,4.0,0,0.0
2021-08-23,47.6,21,16.0
2021-08-24,42.019999999999996,19,13.8
2021-08-25,40.02599999999999,15,18.32
2021-08-26,46.73434999999999,15,25.272
2021-08-27,4.989232999999997,23,10.406399999999998
2021-08-28,-7.111889549999997,1,-8.643776000000003
2021-08-29,-4.647276134999993,2,-4.669772800000003
2021-08-30,34.48918999043751,9,22.759354879999997
2021-08-31,37.370748503856255,16,34.323027968
2021-09-01,38.55007870529063,25,17.5221431296
2021-09-02,16.58495973782656,17,11.8988726272
2021-09-03,38.15841627120157,5,-9.1753362432
2021-09-04,-9.236548084710936,0,-6.521909452800001
2021-09-05,-4.117413763039057,0,-4.1730478080000015
2021-09-06,15.293598742500006,12,-2.9665843200000017
2021-09-07,36.21515638290626,20,25.622069248
2021-09-08,45.67135128219688,19,9.422348185600004
2021-09-09,33.57968859918437,23,15.957557043200001
2021-09-10,16.583963514904685,21,7.942760960000001
2021-09-11,-7.870555327153124,0,-7.124839833600001
2021-09-12,-3.798918400403119,1,-3.6951467008000023
2021-09-13,37.65633369573438,26,28.453081599999997
2021-09-14,34.282129741417194,18,16.85383424
2021-09-15,37.90165302942656,25,19.950951424
2021-09-16,21.695122692448436,17,9.4020917248
2021-09-17,-2.3467919965765613,22,8.624676147199999
2021-09-18,-2.4370380599515586,0,-8.7406144512
2021-09-19,1.166131875315632,1,-4.845602406400003
2021-09-20,21.808039628234383,23,27.68800768
2021-09-21,26.10491194257344,15,24.222857728
2021-09-22,32.81882579738594,14,22.8146584576
2021-09-23,37.63346523855781,24,16.636769792
2021-09-24,-5.5246593851375,2,5.900353638399999
2021-09-25,-4.896821707957811,2,-9.960781824000001
2021-09-26,-0.18657359801249518,0,-5.6748291072000026
2021-09-27,32.29773133356407,17,22.09449728
2021-09-28,33.43933359067969,18,26.755475968
2021-09-29,33.859616016867186,26,26.431063961600003
2021-09-30,23.91328149502656,21,11.592735948800001
2021-10-01,20.28055182664531,21,6.260517478400001
2021-10-02,-5.224563090664061,0,-6.884525977600001
2021-10-03,-3.366863833857808,0,-6.166157107200003
2021-10-04,54.75971045470313,14,23.93052928
2021-10-05,50.67132982059532,12,11.269989888000001
2021-10-06,50.42575600738281,22,35.2178436096
2021-10-07,39.09571328745781,19,17.405345280000002
2021-10-08,0.2714717595265608,15,39.1797045248
2021-10-09,-5.959384450587494,0,-17.000500736
2021-10-10,-3.4335956682874906,0,-8.476737843200006
2021-10-11,37.884731611912514,18,8.418883788799997
2021-10-12,56.56232390130782,27,26.020926464
2021-10-13,46.01863197624375,15,13.937163468800001
2021-10-14,44.346519447676556,23,14.218527744
2021-10-15,38.951179151510935,15,13.0707400704
2021-10-16,-5.835476153020311,1,-10.601014886399998
2021-10-17,-2.3951492739624936,0,-5.737097420800001
2021-10-18,51.356506876396885,21,30.458475519999997
2021-10-19,70.06877637577188,22,17.484470272000003
2021-10-20,55.01203352424062,27,14.6838825984
2021-10-21,53.30005696830937,22,11.5233594368
2021-10-22,-10.102656957173439,18,20.08393216
2021-10-23,-8.188846695809367,0,-10.392462848
2021-10-24,-6.269507051176552,0,-6.179315609600003
2021-10-25,43.511857883456265,15,15.975313919999998
2021-10-26,66.5891858329297,26,14.925284352000002
2021-10-27,20.334072222951562,24,17.515292262400003
2021-10-28,28.788580041546872,18,14.3728468992
2021-10-29,36.18690339620781,21,18.235506176
2021-10-30,-2.2488487337718723,0,-10.7408037888
2021-10-31,-6.555457925695308,0,-5.624436224000003
2021-11-01,33.46326253996407,16,15.385226649599998
2021-11-02,62.66731909400001,36,9.455045120000001
2021-11-03,41.38315063835313,21,23.068689408
