,nim-lang/Nim,rust-lang/rust,golang/go
2010-09-16,1,16.0,14
2010-09-17,0,-8.0,3
2010-09-18,0,-2.0,2
2010-09-19,2,-1.0,3
2010-09-20,2,0.375,16
2010-09-21,1,11.0625,5
2010-09-22,0,1.546875,17
2010-09-23,0,-1.8203125,12
2010-09-24,0,4.00146484375,29
2010-09-25,0,-5.670654296875,2
2010-09-26,0,-1.9111328125,0
2010-09-27,0,1.86279296875,12
2010-09-28,0,2.707611083984375,10
2010-09-29,0,-2.4727020263671875,14
2010-09-30,0,3.22332763671875,16
2010-10-01,0,-1.3232421875,5
2010-10-02,0,-1.11322021484375,0
2010-10-03,0,-1.3870849609375,1
2010-10-04,0,0.37646484375,3
2010-10-05,0,1.082305908203125,2
2010-10-06,0,3.5644073486328125,13
2010-10-07,0,-0.0290679931640625,13
2010-10-08,0,3.5818328857421875,2
2010-10-09,0,5.1101837158203125,1
2010-10-10,0,-3.742919921875,0
2010-10-11,0,-0.8219451904296875,11
2010-10-12,0,8.723236083984375,16
2010-10-13,0,0.4301910400390625,9
2010-10-14,0,2.4171142578125,10
2010-10-15,0,-4.0703887939453125,10
2010-10-16,0,-2.2191925048828125,2
2010-10-17,0,-2.08074951171875,4
2010-10-18,0,7.8639068603515625,14
2010-10-19,0,-0.228179931640625,7
2010-10-20,2,-0.16143798828125,17
2010-10-21,0,11.403579711914062,17
2010-10-22,0,3.1020965576171875,12
2010-10-23,7,-0.69598388671875,0
2010-10-24,0,-6.949951171875,1
2010-10-25,1,-2.7037811279296875,11
2010-10-26,1,3.340667724609375,14
2010-10-27,1,-1.6763458251953125,8
2010-10-28,0,5.5615386962890625,14
2010-10-29,0,-5.159942626953125,7
2010-10-30,3,-1.7699737548828125,4
2010-10-31,1,-0.95050048828125,4
2010-11-01,5,-0.5570068359375,18
2010-11-02,1,1.65966796875,6
2010-11-03,0,7.738250732421875,6
2010-11-04,0,-1.9596405029296875,10
2010-11-05,0,5.123443603515625,14
2010-11-06,0,3.8970947265625,4
2010-11-07,2,-6.09375,0
2010-11-08,0,-0.029296875,6
2010-11-09,0,-0.173828125,5
2010-11-10,0,-1.05303955078125,9
2010-11-11,0,0.52685546875,4
2010-11-12,0,1.2209320068359375,8
2010-11-13,0,-1.2277984619140625,3
2010-11-14,0,5.660125732421875,0
2010-11-15,0,-3.0894012451171875,0
2010-11-16,0,-0.68829345703125,0
2010-11-17,0,-1.288726806640625,2
2010-11-18,2,0.383056640625,8
2010-11-19,0,3.1010894775390625,5
2010-11-20,0,2.58782958984375,1
2010-11-21,0,2.7310333251953125,1
2010-11-22,0,1.9467620849609375,4
2010-11-23,0,2.6483306884765625,2
2010-11-24,0,-0.9741973876953125,1
2010-11-25,0,6.2698516845703125,0
2010-11-26,0,3.483978271484375,1
2010-11-27,0,-5.2043914794921875,1
2010-11-28,0,-3.551483154296875,1
2010-11-29,0,3.2516632080078125,5
2010-11-30,0,2.372100830078125,10
2010-12-01,0,1.5968017578125,4
2010-12-02,0,3.3878631591796875,9
2010-12-03,0,8.302978515625,5
2010-12-04,0,-4.018341064453125,0
2010-12-05,0,-5.386260986328125,3
2010-12-06,0,-1.201995849609375,13
2010-12-07,3,7.136688232421875,28
2010-12-08,0,-0.5969696044921875,29
2010-12-09,0,7.615753173828125,17
2010-12-10,0,2.275115966796875,5
2010-12-11,0,3.45745849609375,1
2010-12-12,0,-4.18011474609375,4
2010-12-13,1,4.1392974853515625,18
2010-12-14,0,0.333099365234375,17
2010-12-15,0,6.9664764404296875,14
2010-12-16,0,1.0433807373046875,17
2010-12-17,0,-3.1218109130859375,12
2010-12-18,0,0.3968505859375,0
2010-12-19,0,-5.45135498046875,0
2010-12-20,0,4.7304534912109375,2
2010-12-21,0,2.115386962890625,2
2010-12-22,0,0.6495208740234375,0
2010-12-23,0,-2.9868011474609375,5
2010-12-24,0,-0.9373016357421875,1
2010-12-25,0,1.638916015625,0
2010-12-26,0,-3.0774383544921875,0
2010-12-27,0,-1.188995361328125,3
2010-12-28,0,-0.710296630859375,0
2010-12-29,0,0.4833526611328125,0
2010-12-30,0,6.1624603271484375,1
2010-12-31,0,13.169097900390625,0
2011-01-01,0,-8.549957275390625,0
2011-01-02,0,-3.175750732421875,0
2011-01-03,2,7.46807861328125,2
2011-01-04,2,8.5615234375,13
2011-01-05,6,-4.78857421875,14
2011-01-06,8,1.185638427734375,6
2011-01-07,1,-0.1235504150390625,8
2011-01-08,0,-2.6080169677734375,5
2011-01-09,4,-2.9221954345703125,3
2011-01-10,3,10.650711059570312,5
2011-01-11,2,-1.909820556640625,15
2011-01-12,0,5.3161773681640625,16
2011-01-13,2,-5.834014892578125,11
2011-01-14,1,4.2249755859375,11
2011-01-15,3,-2.93658447265625,1
2011-01-16,2,-2.7916717529296875,3
2011-01-17,0,5.682281494140625,1
2011-01-18,2,2.6314697265625,14
2011-01-19,0,-0.022552490234375,31
2011-01-20,0,2.7876739501953125,32
