,sinatra/sinatra,rails/rails,django/django
2020-01-27,0,17,5.3633463296
2020-01-28,0,5,1.3158881280000005
2020-01-29,0,11,11.5251813376
2020-01-30,0,7,-1.3947806719999996
2020-01-31,0,0,5.041183232
2020-02-01,0,3,-2.5329748992
2020-02-02,0,4,-1.3418582016000007
2020-02-03,0,2,6.101985279999999
2020-02-04,0,5,4.9110471680000005
2020-02-05,0,12,2.4823638016
2020-02-06,0,8,2.7026966528000003
2020-02-07,0,13,2.7194359808
2020-02-08,0,4,-1.1796046848000001
2020-02-09,0,14,-1.4170390528000005
2020-02-10,0,23,4.122831359999999
2020-02-11,0,8,2.3349749760000003
2020-02-12,0,11,1.2639429632000003
2020-02-13,0,14,3.4684623872
2020-02-14,1,6,2.160652288
2020-02-15,0,1,-1.757292032
2020-02-16,0,12,-0.9418224640000004
2020-02-17,0,2,0.38457384959999974
2020-02-18,1,3,5.336988160000001
2020-02-19,0,2,5.34503424
2020-02-20,0,13,0.8126106624
2020-02-21,0,6,-1.6586534912000002
2020-02-22,0,4,-0.9230336000000001
2020-02-23,0,0,-0.6027222016000001
2020-02-24,0,22,4.58094848
2020-02-25,0,26,-0.335557632
2020-02-26,0,12,7.1214309376
2020-02-27,0,31,2.8536897536000008
2020-02-28,0,12,5.0135514112
2020-02-29,0,3,-1.3826880512000006
2020-03-01,0,0,-1.3964800000000008
2020-03-02,0,3,1.1066495999999995
2020-03-03,0,8,3.9368243200000004
2020-03-04,0,21,5.313355776
2020-03-05,0,14,3.7232577536000004
2020-03-06,0,7,3.6221907968
2020-03-07,0,4,-0.4150594559999998
2020-03-08,0,0,-1.6734107648000005
2020-03-09,0,6,6.0231812096
2020-03-10,4,9,7.892773376
2020-03-11,1,5,-0.11835310079999983
2020-03-12,0,14,1.8257341439999997
2020-03-13,11,8,1.9287703552000002
2020-03-14,0,4,0.0262521856000002
2020-03-15,1,0,-1.5147531264000003
2020-03-16,1,11,4.089278259199999
2020-03-17,0,5,7.336188416000001
2020-03-18,5,8,4.266998067200001
2020-03-19,4,10,3.27164928
2020-03-20,2,7,-0.5635233792000003
2020-03-21,0,9,0.21263831039999959
2020-03-22,0,3,-1.4938208256000003
2020-03-23,0,6,4.0702164992
2020-03-24,0,8,6.31630336
2020-03-25,1,3,8.448832
2020-03-26,0,4,0.5135719424000005
2020-03-27,0,5,-0.48032276480000036
2020-03-28,0,5,-1.7819249664000005
2020-03-29,0,9,-1.0817461248000004
2020-03-30,0,6,0.21570129919999959
2020-03-31,0,12,6.198586880000001
2020-04-01,0,3,5.0235704320000005
2020-04-02,0,3,2.6254158848000007
2020-04-03,0,3,-2.1581671424
2020-04-04,0,5,0.9246111743999996
2020-04-05,0,6,-1.0993195008
2020-04-06,0,5,3.33331968
2020-04-07,0,8,13.700443648
2020-04-08,0,13,1.2789856256000007
2020-04-09,0,3,6.2842949632
2020-04-10,0,9,2.7455183871999997
2020-04-11,0,8,-2.862344192000001
2020-04-12,0,4,-1.5735306240000009
2020-04-13,0,14,-1.1171575808000005
2020-04-14,0,14,9.154980351999999
2020-04-15,0,6,6.312598118400001
2020-04-16,0,6,1.8661079040000006
2020-04-17,0,4,3.5066035199999996
2020-04-18,0,5,-1.5665504256
2020-04-19,0,4,-1.5525761024000007
2020-04-20,0,8,11.029888
2020-04-21,0,5,3.8695936
2020-04-22,0,6,8.054822399999999
2020-04-23,0,8,0.1770746880000007
2020-04-24,0,10,2.2746481663999996
2020-04-25,0,10,-0.5552317440000003
2020-04-26,0,4,-1.8747014144000005
2020-04-27,0,9,3.8261124095999994
2020-04-28,0,8,7.1179996160000005
2020-04-29,0,8,4.086864691200001
2020-04-30,0,5,2.1735268352000006
2020-05-01,0,22,4.519795097599999
2020-05-02,0,11,-0.7217494016000003
2020-05-03,0,8,-1.8582901760000006
2020-05-04,0,16,7.8638164991999995
2020-05-05,0,35,4.37383936
2020-05-06,0,24,3.2215808
2020-05-07,0,19,0.3163546624000002
2020-05-08,0,13,8.9630313472
2020-05-09,0,15,-3.3899381759999994
2020-05-10,0,11,-1.7042720768000008
2020-05-11,0,11,7.897703219199999
2020-05-12,0,23,4.383242752000001
2020-05-13,0,17,14.223319142400001
2020-05-14,0,17,7.1588913152
2020-05-15,0,13,1.2974268415999992
2020-05-16,0,12,-3.6366968832000004
2020-05-17,0,21,-2.126974054400001
2020-05-18,0,20,5.57934592
2020-05-19,0,21,3.4967019520000004
2020-05-20,0,21,2.3409460224000003
2020-05-21,0,9,4.526430003200001
2020-05-22,0,4,-2.8093918207999993
2020-05-23,0,15,0.5836895231999999
2020-05-24,0,16,-1.2750337024
2020-05-25,0,9,5.236060159999999
2020-05-26,0,16,2.2208296960000005
2020-05-27,0,12,9.2515530752
2020-05-28,0,16,2.8756862976000006
2020-05-29,0,12,3.3224816639999997
2020-05-30,0,1,-2.6167548928000004
2020-05-31,0,12,-1.3910922240000008
2020-06-01,0,21,8.0212897792
2020-06-02,0,13,1.4664340480000004
2020-06-03,0,14,11.8856503296
2020-06-04,0,19,7.015724646400001
2020-06-05,0,11,-0.13944944640000045
2020-06-06,0,2,-2.8773663744000006
2020-06-07,0,7,-1.6792193024000008
2020-06-08,0,4,3.846840319999999
2020-06-09,0,5,-1.8984954879999996
2020-06-10,0,12,5.8663901184
2020-06-11,0,7,-0.15921448959999918
2020-06-12,0,3,4.471457382400001
2020-06-13,0,12,-2.0183937023999996
2020-06-14,0,13,-0.9632214016000005
2020-06-15,0,11,3.3814143999999997
2020-06-16,0,5,3.7323878400000003
2020-06-17,0,9,8.305092607999999
2020-06-18,0,5,0.15085977600000033
2020-06-19,0,16,-1.9920211968000006
2020-06-20,0,20,-1.1014089728000003
2020-06-21,0,4,-0.7642113024000001
2020-06-22,0,9,6.47398912
2020-06-23,0,6,5.176919552
2020-06-24,0,6,7.6876304384
2020-06-25,0,7,1.8469959680000008
2020-06-26,0,0,2.46094336
2020-06-27,0,4,-2.331360051200001
2020-06-28,0,2,-1.297753600000001
2020-06-29,0,10,1.0751513599999996
2020-06-30,0,8,4.880830976
2020-07-01,0,4,5.0529093632
2020-07-02,0,8,-0.3939401727999994
2020-07-03,0,2,2.403534336
2020-07-04,0,2,0.31704268800000013
2020-07-05,1,3,-1.3076203520000003
2020-07-06,0,13,3.2456217599999997
2020-07-07,0,12,0.645190656
2020-07-08,0,8,5.8400463872
2020-07-09,0,7,0.9058292736000007
2020-07-10,0,3,4.3849746432
2020-07-11,0,1,-2.0616869888
2020-07-12,6,1,-1.0706400256000004
2020-07-13,0,7,3.2989448192
2020-07-14,0,6,3.6873861120000004
2020-07-15,0,4,1.2683577344
2020-07-16,0,4,4.5089943552000005
2020-07-17,0,4,0.9535910912000003
2020-07-18,2,5,-1.6178783232
2020-07-19,0,4,-0.9130113024000004
2020-07-20,1,6,6.407941119999999
2020-07-21,0,2,1.1425131520000003
2020-07-22,0,7,6.468223078399999
2020-07-23,0,7,-0.44435660799999965
2020-07-24,0,4,0.4062855167999997
2020-07-25,0,10,-1.3415312384
2020-07-26,1,6,-0.7818176512000004
2020-07-27,0,9,3.45273856
2020-07-28,3,7,4.766803456
2020-07-29,0,6,5.1222080512
2020-07-30,0,10,1.7007792128000006
2020-07-31,0,12,2.0552163327999997
2020-08-01,1,4,0.18654187519999965
2020-08-02,0,2,-1.4070699008000005
2020-08-03,0,7,1.1445683199999994
2020-08-04,0,6,1.965343232
2020-08-05,0,3,5.7342500864
2020-08-06,0,6,0.8879758336000005
2020-08-07,0,6,2.3753992192
2020-08-08,5,3,1.3308463104000001
2020-08-09,1,0,-1.4953184256000003
2020-08-10,0,8,1.1683694591999996
2020-08-11,1,4,5.022434816
2020-08-12,2,8,0.18918072320000023
2020-08-13,0,2,3.6767746048
2020-08-14,1,16,3.2253581312
2020-08-15,1,5,-1.8944110591999999
2020-08-16,0,0,-0.9943141376000003
2020-08-17,0,11,1.3470937087999997
2020-08-18,0,4,4.133126656
2020-08-19,0,8,0.46505758720000046
2020-08-20,0,5,2.8136308735999997
2020-08-21,0,3,0.5512891392000001
2020-08-22,0,4,-1.1693573119999998
2020-08-23,0,12,-0.6500843520000003
2020-08-24,0,8,6.5825305599999995
2020-08-25,0,11,0.27638937600000024
2020-08-26,0,31,2.7764820992
2020-08-27,0,2,0.504313344
2020-08-28,0,0,7.8324570112
2020-08-29,1,2,-2.4766048256
2020-08-30,1,4,-1.1694123008000008
2020-08-31,2,6,5.239311359999999
2020-09-01,0,9,5.230245376000001
2020-09-02,0,11,4.6655506432
2020-09-03,5,10,1.4517978111999996
2020-09-04,7,7,0.8714066943999996
2020-09-05,0,7,-0.7988441088
2020-09-06,0,6,-1.2807489536000003
2020-09-07,0,5,3.2182860799999995
2020-09-08,0,12,-1.3987589119999997
2020-09-09,0,6,3.1940596736
2020-09-10,0,4,3.6654712832000005
2020-09-11,0,4,1.3295547392000002
2020-09-12,0,1,-1.4041112576
2020-09-13,0,3,1.2520890367999997
2020-09-14,0,4,4.1056797696
2020-09-15,0,6,3.472253952
2020-09-16,0,10,2.2076637183999996
2020-09-17,0,5,2.2893291519999996
2020-09-18,1,1,-0.7516681215999998
2020-09-19,0,4,-1.1540474880000002
2020-09-20,0,5,-0.7074854912000004
2020-09-21,0,10,1.499902976
2020-09-22,0,18,4.201029939200001
2020-09-23,1,13,5.530756608000001
2020-09-24,0,10,0.8959667200000001
2020-09-25,3,9,6.408445030399999
2020-09-26,0,5,-2.4593371136
2020-09-27,0,1,-1.2002069504000008
2020-09-28,1,3,0.2004505599999995
2020-09-29,0,6,2.198181376
2020-09-30,0,4,3.8390612992000004
2020-10-01,1,3,5.334728704000001
2020-10-02,5,69,-0.24346234879999962
2020-10-03,0,9,-1.4788457472
2020-10-04,0,2,-0.8607916032000003
2020-10-05,1,7,4.46290688
2020-10-06,2,10,5.586736128
2020-10-07,0,22,1.8656603136000003
2020-10-08,1,3,2.1313087487999995
2020-10-09,0,6,1.1790858240000002
2020-10-10,0,1,-1.5909408768
2020-10-11,0,2,-0.8722347008000005
2020-10-12,0,2,2.3918207999999996
2020-10-13,0,13,3.9249152
2020-10-14,1,7,8.370909184
2020-10-15,0,5,4.1821704192
2020-10-16,0,5,0.3009915903999998
2020-10-17,0,0,0.02235146239999941
2020-10-18,2,2,0.4616255487999994
2020-10-19,0,3,5.6525158399999995
2020-10-20,0,1,0.732363264
2020-10-21,0,16,6.1785765887999995
2020-10-22,0,11,1.3197306880000008
2020-10-23,0,5,-1.1873172479999998
2020-10-24,0,4,-1.3887116288000003
2020-10-25,0,6,-0.8604465152000003
2020-10-26,0,8,5.3798244352
2020-10-27,0,25,6.324392755200001
2020-10-28,0,13,4.546886451200001
2020-10-29,0,23,0.4313545728000001
2020-10-30,0,118,5.0801676288
2020-10-31,0,14,-2.4622811136000005
2020-11-01,0,17,-1.2785301504000008
2020-11-02,0,34,6.11945728
2020-11-03,0,21,3.9234503680000006
2020-11-04,5,10,6.6915567616
2020-11-05,1,13,0.9897494528000004
2020-11-06,0,13,1.7078643711999995
2020-11-07,0,6,-1.0704740352000002
2020-11-08,0,4,-1.3979030528000005
2020-11-09,1,32,1.1227161599999995
2020-11-10,1,7,5.929322496
2020-11-11,1,4,5.896588595200001
2020-11-12,0,3,0.36473640960000075
2020-11-13,2,4,2.0988893183999995
2020-11-14,0,2,2.1653730304
2020-11-15,0,5,-1.8166747136000003
2020-11-16,0,3,1.9935876095999994
2020-11-17,0,9,-0.3137008640000003
2020-11-18,0,3,-0.9988968447999999
2020-11-19,0,6,2.3389734912000004
2020-11-20,0,2,1.9588599808000005
2020-11-21,0,3,-0.11287377919999986
2020-11-22,0,3,-0.7782506495999999
2020-11-23,0,2,-0.44588636160000006
2020-11-24,0,11,2.714502144
2020-11-25,0,18,3.1767098368
2020-11-26,0,20,0.8099280896000001
2020-11-27,0,9,2.021627904
2020-11-28,0,5,3.8497020928000003
2020-11-29,0,1,-1.5988037631999998
2020-11-30,0,13,3.2129002495999996
2020-12-01,0,11,0.6756326399999999
2020-12-02,0,10,-0.1163356160000002
2020-12-03,0,12,1.1302212608
2020-12-04,0,4,-0.9419769856
2020-12-05,0,1,-0.5300794368000001
2020-12-06,0,3,-0.37173381119999976
2020-12-07,0,3,3.736352768
