,canonical/lxd,containerd/containerd,moby/moby
2016-02-05,3,0.0,33.0
2016-02-06,0,0.0,-5.1999999999999975
2016-02-07,0,0.0,-2.1599999999999993
2016-02-08,1,0.0,14.927999999999999
2016-02-09,13,0.0,23.5152
2016-02-10,16,0.0,18.358784000000004
2016-02-11,19,10.0,33.03459840000001
2016-02-12,5,4.0,11.13230592
2016-02-13,1,-2.0000000000000004,-20.959358975999997
2016-02-14,1,-0.9600000000000009,-11.7866696704
2016-02-15,4,-0.6240000000000003,-0.3149958144000031
2016-02-16,2,2.54304,18.450612735999997
2016-02-17,20,1.0424959999999999,23.336157696
2016-02-18,15,-0.9318400000000002,17.8152915968
2016-02-19,9,2.4505625600000003,4.350666547200007
2016-02-20,1,-1.0078197759999994,-8.424336179199997
2016-02-21,6,0.5413758975999999,-8.219250892800002
2016-02-22,3,0.5436416,3.752961126399999
2016-02-23,11,3.52756224,18.580268441599998
2016-02-24,30,-1.0816245759999998,13.175183052800001
2016-02-25,11,9.4709301248,17.9868061696
2016-02-26,17,7.673145139200001,-1.6379760639999965
2016-02-27,8,-3.0235279360000002,-2.4086540287999973
2016-02-28,0,-1.456907571200001,-4.706363392
2016-02-29,10,7.070970367999999,39.9313399808
2016-03-01,7,2.7140760576000003,29.757880934400003
2016-03-02,16,-2.1696681984,10.439521484800004
2016-03-03,4,-1.2074326016000008,10.863724544000004
2016-03-04,1,-0.8219443199999998,0.690656563200001
2016-03-05,0,-0.6408586239999992,-16.8724685824
2016-03-06,0,-0.41580390399999984,-7.768991641600001
2016-03-07,19,2.76244224,4.7472986112
2016-03-08,15,0.20026470400000052,13.85487616
2016-03-09,10,1.3883066368000003,9.367788851200004
2016-03-10,19,-0.686346752,8.594702643200002
2016-03-11,12,6.6912,24.4502086656
2016-03-12,1,0.39379200000000014,-9.057534668799995
2016-03-13,0,-1.1140224000000005,-8.22109952
2016-03-14,0,2.3817190399999997,20.0736854016
2016-03-15,28,2.9678525440000003,22.5704059904
2016-03-16,5,1.6283987968,15.684477747200003
2016-03-17,8,8.7006816256,17.045790822400004
2016-03-18,4,1.2829166592,6.934684262400005
2016-03-19,2,-0.0895754240000004,-11.828992409599998
2016-03-20,3,-1.5802912768000004,-5.095667814400002
2016-03-21,8,9.0779579392,24.4561252352
2016-03-22,6,8.342083584000001,17.4761307136
2016-03-23,17,4.4806289408,13.300912947200004
2016-03-24,3,-0.35509493760000055,12.524873011200004
2016-03-25,7,7.6061503488,24.091699712
2016-03-26,4,-2.4650577919999996,-21.991692902399997
2016-03-27,1,-1.9766368256000009,-3.189643776000004
2016-03-28,8,6.715989299199999,29.1678199808
2016-03-29,3,3.4458905600000005,18.430389862400002
2016-03-30,2,1.3913815040000004,6.575872921600006
2016-03-31,15,4.8031312896000005,19.031505920000004
