,moby/moby,canonical/lxd,containerd/containerd
2015-11-05,47.0,11,2.0
2015-11-06,23.6,11,5.0
2015-11-07,2.639999999999999,0,-1.25
2015-11-08,6.503999999999996,0,-1.875
2015-11-09,29.9968,2,-0.703125
2015-11-10,31.547007999999998,11,2.5859375
2015-11-11,23.5283584,6,-1.783203125
2015-11-12,23.911925759999995,2,-0.5849609375
2015-11-13,21.994917376,0,5.64862060546875
2015-11-14,6.499463475199999,0,-3.249786376953125
2015-11-15,-2.478216499200002,0,-0.923675537109375
2015-11-16,2.9869754367999963,6,-0.458343505859375
2015-11-17,30.9322363904,23,-0.28271484375
2015-11-18,16.1688558592,20,-0.203338623046875
2015-11-19,17.6997203968,7,-0.1557769775390625
2015-11-20,21.6142701568,2,-0.0966796875
2015-11-21,-4.243037081599999,0,-0.07855224609375
2015-11-22,-5.5739610112000015,0,-0.065460205078125
2015-11-23,23.4300607488,7,0.0
2015-11-24,21.6182480896,24,0.0
2015-11-25,27.8995355648,15,0.0
2015-11-26,3.440098304000001,8,0.0
2015-11-27,-9.062966784,8,0.0
2015-11-28,-1.7423821824,0,0.0
2015-11-29,-4.4460272640000005,0,0.0
2015-11-30,26.333992447999997,0,2.0
2015-12-01,15.312836198400003,10,4.0
2015-12-02,47.653653504000005,2,0.25
2015-12-03,19.758653747200004,0,3.75
2015-12-04,24.160713727999998,14,6.234375
2015-12-05,-8.346766131200003,1,-6.1875
2015-12-06,-2.5027319808000055,0,-1.919921875
2015-12-07,20.428020735999997,17,9.923828125
2015-12-08,17.2595204096,11,5.77703857421875
2015-12-09,64.17325056,16,-0.9071044921875
2015-12-10,2.2765988864000057,8,2.9169158935546875
2015-12-11,3.624593715199998,16,1.1728973388671875
2015-12-12,-5.295314022400001,0,-6.528411865234375
2015-12-13,1.3818799103999986,0,-2.498748779296875
2015-12-14,28.546910003199997,13,5.53369140625
2015-12-15,33.8960576512,5,6.460479736328125
2015-12-16,33.1908963328,24,2.8317718505859375
2015-12-17,8.040251596800005,7,6.655853271484375
2015-12-18,7.449455001599999,13,1.4659576416015625
2015-12-19,-0.19230197760000145,12,-6.6990203857421875
2015-12-20,3.528608358399996,1,-4.1722412109375
2015-12-21,17.478886707199997,13,-2.09619140625
2015-12-22,37.358572544,0,0.588531494140625
2015-12-23,16.259718553600003,2,-2.0475311279296875
2015-12-24,-4.399348326399998,2,-1.0067901611328125
2015-12-25,-7.6721801216,0,0.364349365234375
2015-12-26,-5.1221638144,1,-0.9071044921875
2015-12-27,0.6608975871999991,1,-0.3258819580078125
2015-12-28,21.9134984192,0,-0.125335693359375
2015-12-29,33.0270537728,0,-0.0712890625
2015-12-30,20.634571673600004,0,-0.05352783203125
2015-12-31,-5.590596403199999,8,-0.042327880859375
2016-01-01,2.393541427199998,0,-0.01611328125
2016-01-02,-4.458075648000001,0,-0.013092041015625
2016-01-03,4.653115187199997,5,-0.0109100341796875
2016-01-04,26.1200285696,5,2.0
2016-01-05,38.664674816,0,3.0
2016-01-06,20.549757337600003,6,-1.25
2016-01-07,20.0097150976,15,-1.125
2016-01-08,34.1022486528,19,-0.453125
2016-01-09,5.146708787199998,4,-0.2734375
2016-01-10,1.7871697919999967,5,-0.189453125
2016-01-11,9.240101171199996,1,0.8583984375
2016-01-12,35.177242214399996,5,1.38885498046875
2016-01-13,31.150897561600004,13,-1.215301513671875
2016-01-14,47.2360183808,13,-0.369232177734375
2016-01-15,8.789434368000002,7,-0.1749725341796875
2016-01-16,-6.5057079296,0,1.89453125
2016-01-17,-9.131391283200003,3,-1.0751953125
2016-01-18,12.879407411199997,2,-0.30712890625
2016-01-19,29.116982784,13,-0.170318603515625
2016-01-20,34.1801344,0,0.8847808837890625
2016-01-21,31.906961817600003,2,4.423492431640625
2016-01-22,17.435086131200002,8,7.333984375
2016-01-23,6.225336832,0,-4.7197265625
2016-01-24,16.534696345599997,2,-1.12774658203125
2016-01-25,20.2273616896,9,4.505523681640625
2016-01-26,58.2548615168,25,-1.7353515625
2016-01-27,38.9114331136,6,2.75634765625
2016-01-28,-4.209088921599999,1,-3.490142822265625
2016-01-29,16.244768972799996,3,-0.2697296142578125
2016-01-30,6.371841638399999,2,-1.2767791748046875
2016-01-31,-6.129522790399999,1,-0.6363525390625
2016-02-01,29.935530700799998,1,-0.3609161376953125
2016-02-02,36.27098112,5,1.7367095947265625
2016-02-03,37.66821847040001,5,5.800445556640625
2016-02-04,18.128886476800005,9,-2.8577880859375
2016-02-05,14.6344138752,3,-1.5706634521484375
2016-02-06,-8.419966464000002,0,-0.653717041015625
2016-02-07,-5.990907699200003,0,-0.4015350341796875
2016-02-08,11.914749644799997,1,-0.271484375
2016-02-09,24.4287571968,13,-0.203125
2016-02-10,23.271345152000002,16,-0.15948486328125
2016-02-11,39.9717707776,19,9.87042236328125
2016-02-12,22.9069034496,5,0.9105377197265625
2016-02-13,-10.0997769216,1,-4.2609100341796875
2016-02-14,-7.369623859200004,1,-1.375
2016-02-15,1.9334970367999968,4,-0.765625
2016-02-16,21.206409727999997,2,2.4921875
2016-02-17,29.802737664000002,20,0.130859375
2016-02-18,27.354908774400002,15,-1.6591796875
2016-02-19,14.814161817600002,9,2.33489990234375
2016-02-20,0.18636144640000118,1,-1.929840087890625
2016-02-21,-3.0736047104000033,6,0.399383544921875
2016-02-22,6.786164531199997,3,0.1962890625
2016-02-23,22.4550263808,11,3.16845703125
2016-02-24,20.2777903104,30,-2.341033935546875
2016-02-25,25.9037861888,11,9.277999877929688
2016-02-26,7.948372992000003,17,4.613433837890625
2016-02-27,4.383645593600001,8,-6.493377685546875
2016-02-28,0.4283212799999987,0,-2.0537261962890625
2016-02-29,43.470461030399996,10,6.873138427734375
2016-03-01,41.0926241792,7,0.2474822998046875
2016-03-02,24.233383014399998,16,-4.0417938232421875
2016-03-03,22.814675455999996,4,-1.53485107421875
2016-03-04,12.070508441599998,1,-0.91705322265625
2016-03-05,-7.793416499200001,0,-0.654083251953125
2016-03-06,-3.5584811008000035,0,-0.409881591796875
2016-03-07,7.6936897535999975,19,2.7685546875
2016-03-08,18.116222464000003,15,-0.685302734375
2016-03-09,15.942041497600005,10,0.972259521484375
2016-03-10,15.608697241600002,19,-1.3670501708984375
2016-03-11,31.6303377408,12,6.5703125
2016-03-12,1.4069339136000014,1,-1.74609375
2016-03-13,-2.4672020480000025,0,-2.0419921875
2016-03-14,23.4364540928,0,2.18896484375
2016-03-15,29.9316401152,28,2.005157470703125
2016-03-16,25.7037751296,5,0.2774200439453125
2016-03-17,27.4940234752,8,7.5771636962890625
2016-03-18,18.2062615552,4,-1.917816162109375
2016-03-19,-1.9188179967999996,2,-1.799652099609375
2016-03-20,0.40993198079999793,3,-2.5156402587890625
2016-03-21,28.656839577599996,8,8.875152587890625
2016-03-22,26.4370306048,6,5.280059814453125
2016-03-23,23.4878867456,17,0.7239837646484375
2016-03-24,22.885687193600003,3,-3.380767822265625
2016-03-25,34.580883968,7,6.1527557373046875
2016-03-26,-9.028239667199998,4,-5.771820068359375
2016-03-27,2.098889727999996,1,-2.82568359375
2016-03-28,33.8381051904,8,6.505523681640625
2016-03-29,28.720338739200002,3,0.99261474609375
2016-03-30,17.863454924800003,2,-0.75604248046875
2016-03-31,28.880334335999997,15,3.2444915771484375
2016-04-01,-7.862880153600003,7,-1.995697021484375
2016-04-02,-10.557332377600002,6,-2.2578887939453125
2016-04-03,-6.375239270400001,5,-1.9190673828125
2016-04-04,7.864475647999998,8,4.0418243408203125
2016-04-05,5.519466086400001,7,0.845458984375
2016-04-06,51.529598054400005,8,3.88006591796875
2016-04-07,11.738652262400004,9,1.368011474609375
2016-04-08,27.648093696,12,-4.524444580078125
2016-04-09,7.578478592,3,-1.6122283935546875
2016-04-10,1.427185663999996,3,-0.9061737060546875
2016-04-11,6.839661977599995,3,0.4007110595703125
2016-04-12,13.083027353599999,0,-0.937530517578125
2016-04-13,16.0672785408,5,1.5322418212890625
2016-04-14,26.0151150592,4,1.705535888671875
2016-04-15,31.3562390528,0,0.0560150146484375
2016-04-16,-3.9059191808,0,-1.592803955078125
2016-04-17,-8.57360384,0,2.4638671875
2016-04-18,17.391236915199997,4,4.18701171875
2016-04-19,17.711326412800002,2,-2.589263916015625
2016-04-20,11.3196804096,0,0.4031524658203125
2016-04-21,14.7203771392,1,3.26727294921875
2016-04-22,8.223131545600001,4,5.77777099609375
2016-04-23,-0.7288552447999983,0,-5.5735626220703125
2016-04-24,-3.2065899520000007,13,-1.736175537109375
2016-04-25,27.029981491199997,2,-0.968963623046875
2016-04-26,9.2945011712,6,15.343307495117188
2016-04-27,7.089575526400001,6,-7.45941162109375
