,flutter/flutter,facebook/react-native,NativeScript/NativeScript
2015-04-28,3.3272514619843747,17,7
2015-04-29,-1.4712135635296877,12,7
2015-04-30,-0.5797502396984372,18,3
2015-05-01,-0.31832499999999986,5,0
2015-05-02,-0.22009049999999997,12,0
2015-05-03,-0.16544272499999998,5,0
2015-05-04,0.8689620025,8,5
2015-05-05,-0.40758252853125015,19,7
2015-05-06,-0.19567369352812514,15,0
2015-05-07,-0.11383365293125006,25,2
2015-05-08,-0.0401625,13,6
2015-05-09,-0.029720249999999997,0,0
2015-05-10,-0.023280862499999996,3,0
2015-05-11,-0.018957273750000003,4,11
2015-05-12,0.9841232832343749,0,4
2015-05-13,2.686416586767187,50,8
2015-05-14,2.995,36,8
2015-05-15,-0.5745,21,11
2015-05-16,-0.9386624999999996,5,0
2015-05-17,-0.4932077499999998,2,0
2015-05-18,2.6674083875,13,11
2015-05-19,7.8521566387499995,2,13
2015-05-20,-2.210592238015625,9,6
2015-05-21,3.4161764789703133,6,8
2015-05-22,-2.384201880510938,13,6
2015-05-23,-0.1053336196968746,7,0
2015-05-24,-0.9885707507328124,1,0
2015-05-25,-0.6019323337499998,4,14
2015-05-26,4.5503722734531244,14,5
2015-05-27,7.140835223160937,9,11
2015-05-28,8.512365945389062,25,4
2015-05-29,-2.9587478595609378,20,9
2015-05-30,-2.6831868399140615,8,0
2015-05-31,-1.4499404667656246,10,1
2015-06-01,2.0015800242671875,13,7
2015-06-02,8.35871786875,18,11
2015-06-03,6.0961901024218745,24,9
2015-06-04,11.286643472945311,7,3
2015-06-05,-2.9161733677828128,9,2
2015-06-06,-4.160540142324999,5,0
2015-06-07,-2.1678369139656244,5,0
2015-06-08,7.53251705375,9,4
2015-06-09,6.193814487203125,17,3
2015-06-10,7.174535055145312,10,3
2015-06-11,7.123458870015625,20,11
2015-06-12,-1.5821531955781252,42,4
2015-06-13,-1.5289487287874994,3,0
2015-06-14,-3.2415139154312493,0,0
2015-06-15,3.10532041125,17,10
2015-06-16,7.122490711609375,9,3
2015-06-17,5.394754865748437,11,19
2015-06-18,6.874135645234375,11,33
2015-06-19,-1.9798397329968758,14,1
2015-06-20,-3.918066027104687,7,0
2015-06-21,-2.0647790289609373,1,0
2015-06-22,8.614502266551563,19,0
2015-06-23,6.980942053671875,13,2
2015-06-24,4.835491678679687,17,2
2015-06-25,7.634787965015625,22,9
2015-06-26,4.591691171484375,6,14
2015-06-27,-6.22549782585625,4,0
2015-06-28,-2.9441900279312487,1,0
2015-06-29,-0.9194772249999996,4,9
2015-06-30,0.27174344609374956,13,5
2015-07-01,0.16537528324999928,11,9
2015-07-02,-0.6802187594671882,7,4
2015-07-03,-1.2199239615312507,9,4
2015-07-04,-0.6852735064484381,0,0
2015-07-05,-0.3719639080609377,1,0
2015-07-06,7.83487800125,10,22
2015-07-07,-1.5300732392656253,15,18
2015-07-08,2.753467743235938,16,6
2015-07-09,0.14112246625312497,15,10
2015-07-10,0.55615645676875,17,9
2015-07-11,-1.3395079132328123,0,0
2015-07-12,-0.7056171499999997,0,0
2015-07-13,-0.4931450524999999,12,6
2015-07-14,0.6211400421249997,19,11
2015-07-15,-0.6063753426281253,17,23
2015-07-16,7.733433447204687,10,17
2015-07-17,15.4164983660375,14,4
2015-07-18,1.6609172400031254,1,0
2015-07-19,-4.822887076465624,0,0
2015-07-20,7.744419137500001,8,12
2015-07-21,29.54435572625,17,6
2015-07-22,16.691611883234373,9,10
2015-07-23,17.31294087176719,12,6
2015-07-24,6.575883438375003,15,14
2015-07-25,-7.789333897643749,4,0
2015-07-26,-8.734024797315623,0,0
2015-07-27,13.8642858816375,22,11
2015-07-28,5.659637762343749,11,12
2015-07-29,7.663069321390623,11,8
2015-07-30,20.99406320263125,13,10
2015-07-31,-1.1834299009859386,6,11
2015-08-01,-6.217739471560936,6,0
2015-08-02,-4.374498029215624,4,0
2015-08-03,12.665316631853125,7,25
2015-08-04,10.026768362703123,9,12
2015-08-05,3.608770755842187,4,1
2015-08-06,8.635311917742188,8,6
2015-08-07,29.659132746557813,16,13
2015-08-08,-9.236543198170313,4,0
2015-08-09,-8.93735744908906,0,0
2015-08-10,22.0479579847875,8,5
2015-08-11,38.47096509851875,17,8
2015-08-12,-9.434145397989063,9,7
2015-08-13,17.954332202606253,18,11
2015-08-14,1.4368242292078115,19,4
2015-08-15,-12.697882645067187,5,0
2015-08-16,-6.767273420939061,1,0
2015-08-17,21.685728841120312,10,0
2015-08-18,8.993005472328123,8,6
2015-08-19,17.697211868182812,15,2
2015-08-20,11.8346925789375,21,1
2015-08-21,2.972782297720313,20,1
2015-08-22,-2.8088830819999977,3,0
2015-08-23,-8.62733794995781,0,1
2015-08-24,16.178881382500002,2,4
2015-08-25,39.24192587659375,29,7
2015-08-26,23.402526806884374,17,3
2015-08-27,2.817260919140626,14,6
2015-08-28,8.187572464092192,6,18
2015-08-29,-4.9642761428187505,1,0
2015-08-30,-5.398986338348436,3,0
2015-08-31,15.654513519654689,14,5
2015-09-01,2.534756946671873,21,12
2015-09-02,10.001091979345311,13,8
2015-09-03,16.74382004817031,15,12
2015-09-04,9.365129197364062,19,26
2015-09-05,-9.881358522978125,5,3
2015-09-06,-6.921429807742187,7,0
2015-09-07,-3.9857031036546866,8,7
2015-09-08,5.295413849478124,15,0
2015-09-09,6.624163569678124,17,8
2015-09-10,5.590792610679687,13,11
2015-09-11,14.24084276590781,10,6
2015-09-12,-8.539252893626564,9,1
2015-09-13,-4.400179170899999,1,1
2015-09-14,8.508211594053126,14,7
2015-09-15,-1.0390014437484378,26,6
2015-09-16,25.317380750876563,33,7
2015-09-17,13.166623032217187,12,7
2015-09-18,12.300307328768751,22,21
2015-09-19,-2.448442034621875,7,1
2015-09-20,-7.788811382154686,6,0
2015-09-21,9.08097587551719,7,6
2015-09-22,20.497196008078124,25,0
2015-09-23,19.63416294862656,29,5
2015-09-24,10.761161290865624,35,5
2015-09-25,24.11926136887344,18,10
2015-09-26,-7.7945302199625,5,0
2015-09-27,-8.889025433993748,0,0
2015-09-28,-2.4397498315937485,3,5
2015-09-29,17.679787287048438,14,11
2015-09-30,23.648971710303123,12,17
2015-10-01,25.94585648798125,29,22
2015-10-02,-2.835860273106249,24,5
2015-10-03,1.044265453337502,7,0
2015-10-04,-10.78064663425156,2,0
2015-10-05,19.535891485392188,24,11
2015-10-06,23.881548418973438,20,6
2015-10-07,-3.787440824789062,18,7
2015-10-08,12.213366585615626,22,6
2015-10-09,9.40532659144531,30,18
2015-10-10,-1.560124009543749,9,1
2015-10-11,-6.128369975192186,0,0
2015-10-12,18.27060866724219,24,10
2015-10-13,14.317485383360935,35,12
2015-10-14,5.441568443634374,40,17
2015-10-15,7.879372398165625,9,20
2015-10-16,5.062043279348437,27,12
2015-10-17,-7.129508388196875,5,0
2015-10-18,-2.871603763042187,5,0
2015-10-19,21.69482315539375,21,10
2015-10-20,6.578355422928123,26,10
2015-10-21,9.282920332023437,37,17
2015-10-22,4.794222499899998,24,13
2015-10-23,16.834715209514062,19,6
2015-10-24,-8.205896744671875,7,0
2015-10-25,-7.624051774520311,1,0
2015-10-26,33.58275256375625,25,4
2015-10-27,7.452735316896872,34,2
2015-10-28,10.002568415932814,34,10
2015-10-29,17.886463308996877,22,20
2015-10-30,-2.7041214366562496,23,20
2015-10-31,-7.277236833146874,11,0
2015-11-01,-6.317891516114062,0,0
2015-11-02,14.277424306335938,16,29
2015-11-03,29.957724652906247,28,14
2015-11-04,15.675305244559375,22,6
2015-11-05,4.461130224518751,28,8
2015-11-06,6.082527517160939,24,30
2015-11-07,1.033384664329688,9,0
2015-11-08,-6.695174650339062,3,0
2015-11-09,8.007187291553127,21,18
2015-11-10,21.02006244197031,27,27
2015-11-11,10.057512322217185,18,9
2015-11-12,13.279238448670313,13,12
2015-11-13,12.400523674471875,21,5
2015-11-14,-10.974990045701563,10,0
2015-11-15,-8.415991831874999,0,0
2015-11-16,13.939366866428125,16,9
2015-11-17,21.755222433084374,29,10
2015-11-18,9.978292691039062,33,10
2015-11-19,10.366645721890626,13,2
2015-11-20,19.312769388490626,22,2
2015-11-21,-7.528974854957813,2,0
2015-11-22,-0.3508231618484352,2,0
2015-11-23,6.278085408318752,25,20
2015-11-24,11.427777695203126,37,7
2015-11-25,8.423790908842186,16,15
2015-11-26,7.208022704907812,28,6
2015-11-27,-9.491300916212502,14,11
2015-11-28,-4.3275739096031245,1,0
2015-11-29,-0.49780401257343776,4,0
2015-11-30,11.059232394498437,19,7
2015-12-01,9.078285367437498,25,10
2015-12-02,11.888590386929687,25,10
2015-12-03,13.197873560548437,23,5
2015-12-04,27.668879344296876,8,10
2015-12-05,10.185719967545314,6,0
2015-12-06,-15.326236292496873,6,0
2015-12-07,22.578830900221877,11,3
2015-12-08,18.082178715584373,22,10
2015-12-09,9.634138770757811,17,3
2015-12-10,12.373713369212501,22,10
2015-12-11,-7.243624714015624,18,4
2015-12-12,-3.807264349464063,14,8
2015-12-13,-8.363123343751564,11,0
2015-12-14,22.151765530214064,22,11
2015-12-15,18.601633812031245,36,9
2015-12-16,11.556069649015623,27,9
2015-12-17,-3.35233703685625,17,3
2015-12-18,-4.030685814740625,18,7
2015-12-19,-7.165248687659375,5,0
2015-12-20,-0.08230352395468721,7,0
2015-12-21,2.9231298411203124,9,4
2015-12-22,-1.6905897401718768,8,6
2015-12-23,-3.6433537652546892,28,2
2015-12-24,-0.060662219140626306,10,0
2015-12-25,-0.8200747709750011,3,0
2015-12-26,1.8236694538453122,7,0
2015-12-27,-1.5334563618968753,2,0
2015-12-28,3.2791246291875,5,1
2015-12-29,0.2995545084593745,16,0
2015-12-30,1.6405164820734375,22,0
2015-12-31,2.4608936003015627,6,0
2016-01-01,-1.91520329478125,4,0
2016-01-02,9.10237863551875,4,0
2016-01-03,-3.572265013529688,5,0
2016-01-04,6.537048190301563,24,2
2016-01-05,4.7148549979375,22,0
2016-01-06,11.122292642287501,37,0
2016-01-07,23.736171428237498,31,1
2016-01-08,4.290634268239062,18,3
2016-01-09,-4.6454683904312475,7,0
2016-01-10,0.8497864323437518,3,0
2016-01-11,24.298582027671877,7,11
2016-01-12,10.805407638374998,17,16
2016-01-13,-1.3613025212374978,12,10
2016-01-14,5.782231180153126,14,4
2016-01-15,5.463809856039061,16,8
2016-01-16,-0.4641272714843758,6,0
2016-01-17,-7.420698236803124,4,0
2016-01-18,8.949907616476564,18,6
2016-01-19,10.252766570651561,10,13
2016-01-20,17.397323918656248,22,12
2016-01-21,11.253383317473437,34,3
2016-01-22,8.954932334204688,17,5
2016-01-23,-6.943643163726563,6,0
2016-01-24,0.727737888117189,1,2
2016-01-25,5.364566059654688,14,8
2016-01-26,9.601548353296874,10,16
2016-01-27,10.864224737957812,15,5
2016-01-28,7.4624706803859375,14,3
2016-01-29,3.5359477090875,26,4
2016-01-30,-5.246268325182813,3,0
2016-01-31,3.1548419482828134,6,0
2016-02-01,5.911477252210937,22,10
2016-02-02,10.0326816892,25,8
2016-02-03,17.296660356190625,24,12
2016-02-04,14.005041137229687,11,14
2016-02-05,2.7930933010625,11,11
2016-02-06,5.131462169590627,18,0
2016-02-07,-10.280129716071874,5,1
2016-02-08,5.730562448678127,20,5
2016-02-09,31.092326100967185,20,13
2016-02-10,10.795779313690623,21,15
2016-02-11,13.570880421635938,8,17
2016-02-12,41.725438940040625,25,9
2016-02-13,-5.350610342303124,3,1
2016-02-14,4.747953932525004,3,1
2016-02-15,0.10568610202500217,10,15
2016-02-16,7.5427477880781275,19,5
2016-02-17,19.82087219984531,16,7
2016-02-18,-9.087374416253127,15,17
2016-02-19,13.397819445259376,19,9
2016-02-20,-4.386948489909377,4,0
2016-02-21,2.5610046409328113,1,0
2016-02-22,10.383459490248438,15,4
2016-02-23,11.632021633126563,10,7
2016-02-24,9.283129032445313,23,24
2016-02-25,30.004068942078124,12,15
2016-02-26,19.526500796692186,30,1
2016-02-27,3.552545928012499,3,3
2016-02-28,-11.024974040978123,2,0
2016-02-29,-0.6720887465328111,14,9
2016-03-01,14.261457787659376,15,8
2016-03-02,11.821121405982812,19,6
2016-03-03,32.6519973343,23,2
2016-03-04,7.593526227954683,16,1
2016-03-05,-9.575459951621877,8,0
2016-03-06,5.089885930293752,10,0
2016-03-07,7.035361610567188,13,9
2016-03-08,15.746752986695313,23,7
2016-03-09,6.891223550295312,17,15
2016-03-10,17.696279550770313,24,4
2016-03-11,27.91666954619375,14,7
2016-03-12,9.082610931853125,4,1
2016-03-13,-9.340080459643751,5,0
2016-03-14,22.330328260887505,12,1
2016-03-15,1.8776622327437487,28,5
2016-03-16,-6.1110482771125,12,9
2016-03-17,12.016733354385938,15,7
2016-03-18,29.48651693237656,15,7
2016-03-19,-13.057483322904687,5,1
2016-03-20,-10.441121223962499,10,0
2016-03-21,29.112386457125,26,12
2016-03-22,-1.4061646903765652,13,8
2016-03-23,13.5084436665375,15,8
2016-03-24,24.39422366695156,20,14
2016-03-25,5.806966752793748,9,13
2016-03-26,-4.854722087778125,6,0
2016-03-27,0.5526429061281259,2,0
2016-03-28,9.034545226853126,1,9
2016-03-29,19.465742904453123,10,7
2016-03-30,10.372125986398435,15,7
2016-03-31,8.745505459348438,6,3
2016-04-01,14.057885890834374,28,2
2016-04-02,-10.355752500223439,0,0
2016-04-03,-6.802941208260936,3,0
2016-04-04,2.192121430750001,9,2
2016-04-05,4.698446027657811,11,0
2016-04-06,5.9778258775906234,18,3
2016-04-07,13.347771987624999,14,1
2016-04-08,8.947801706070312,10,11
2016-04-09,-7.256364167542188,8,0
2016-04-10,-5.677415851846874,2,0
2016-04-11,6.817306072804689,17,7
2016-04-12,9.768925465659375,15,4
2016-04-13,5.746173888465624,14,18
2016-04-14,2.644585250235938,15,15
2016-04-15,8.400848787145312,12,16
2016-04-16,-4.866921117685939,7,0
2016-04-17,-4.576439876720312,6,0
2016-04-18,7.424975835301563,11,11
2016-04-19,5.17608251359375,19,10
2016-04-20,9.5304706824375,10,8
2016-04-21,9.816905058554687,15,8
2016-04-22,1.6388217665671867,29,7
2016-04-23,-3.8071842050624998,8,0
2016-04-24,-2.3453299737890614,9,0
2016-04-25,8.898302147801562,15,5
2016-04-26,1.4070779073437496,11,6
2016-04-27,6.128574931265625,10,8
2016-04-28,8.1524470874375,19,5
2016-04-29,9.954038791492186,26,1
2016-04-30,-5.355399238864063,9,0
2016-05-01,-1.6685784301249988,3,0
2016-05-02,4.421345254270313,5,10
2016-05-03,13.401176168596875,12,8
2016-05-04,15.147168187596876,28,2
2016-05-05,2.5934474779484376,18,11
2016-05-06,0.43973142847031355,11,5
2016-05-07,-5.9809733790249995,4,2
2016-05-08,-3.9988688965046872,2,1
2016-05-09,15.494727645004687,18,20
2016-05-10,6.748219511176561,14,7
2016-05-11,5.469238533606249,15,3
2016-05-12,4.46364150495,21,1
2016-05-13,3.766362851442187,13,16
2016-05-14,-5.769171596667188,13,3
2016-05-15,-2.664378960860936,2,0
2016-05-16,13.391440334267187,16,8
2016-05-17,13.38323555321875,20,12
2016-05-18,5.900824368340624,15,11
2016-05-19,5.497975374287499,5,12
2016-05-20,3.7637639030359367,16,15
2016-05-21,-4.621156979465625,11,0
2016-05-22,-4.746587836076562,1,0
2016-05-23,10.164527490001563,20,0
2016-05-24,5.027497206017186,18,0
2016-05-25,1.7127093717124993,16,11
2016-05-26,10.527748051359374,17,8
2016-05-27,3.460032394289062,15,8
2016-05-28,-3.7217109576968745,5,0
2016-05-29,-0.16850507159062467,0,0
2016-05-30,-1.5931462859484373,1,17
2016-05-31,6.283014270796874,14,10
2016-06-01,7.529209503551561,19,4
2016-06-02,10.250352102814063,6,7
2016-06-03,10.5642266271375,18,9
2016-06-04,-6.756876767396875,9,0
2016-06-05,-4.5108707658578115,3,1
2016-06-06,5.368057583239063,26,4
2016-06-07,13.746478099787499,31,8
2016-06-08,3.37467213764375,14,14
2016-06-09,3.239416274717188,15,5
2016-06-10,4.64787892045625,16,5
2016-06-11,-6.50621706100625,3,0
2016-06-12,-1.1892537717218747,1,0
2016-06-13,8.419071708534375,17,14
2016-06-14,7.026675850874999,21,16
2016-06-15,2.9632904061062497,17,7
2016-06-16,8.4403674523875,11,8
2016-06-17,-0.8769427244671881,14,12
2016-06-18,-3.9714124917499998,4,0
2016-06-19,-1.924527080560937,0,0
2016-06-20,4.88858895521875,10,16
2016-06-21,10.4396157416125,26,7
2016-06-22,10.950530314501561,31,3
2016-06-23,9.232638832815624,31,0
2016-06-24,-0.5104070088140631,24,10
2016-06-25,-1.2944829721031237,3,0
2016-06-26,-3.7296465074124994,1,0
2016-06-27,1.022900128751563,9,5
2016-06-28,5.7850588244078125,14,5
2016-06-29,-4.653480743598438,9,4
2016-06-30,7.659643725975,18,9
2016-07-01,2.505245037526562,24,6
2016-07-02,-3.106342490332813,1,0
2016-07-03,-2.1976138634406244,1,0
2016-07-04,0.7077243595703127,5,4
2016-07-05,-1.4855457440453126,17,4
2016-07-06,4.111763021178125,19,9
2016-07-07,2.876490255904687,29,2
2016-07-08,7.579926053593749,15,2
2016-07-09,-4.147868923437501,2,1
2016-07-10,-1.7058348343953118,2,0
2016-07-11,2.004088289267188,23,5
2016-07-12,3.40161600396875,18,8
2016-07-13,1.6494399922843748,29,6
2016-07-14,1.6895214224218753,22,5
2016-07-15,1.6251391125078123,17,4
2016-07-16,-1.3746574838203127,2,0
2016-07-17,-1.4729279698281248,2,0
2016-07-18,6.2041928662500005,11,10
2016-07-19,0.32542903095312425,11,10
2016-07-20,5.916870131473438,18,8
2016-07-21,6.538403271773437,8,7
2016-07-22,6.48341202250625,11,7
2016-07-23,-4.29132704374375,3,0
2016-07-24,-2.693637157196874,0,0
2016-07-25,4.384986083017187,10,4
2016-07-26,7.047254261390624,7,5
2016-07-27,10.475733892073437,11,4
2016-07-28,2.4498535511765622,10,5
2016-07-29,4.38977965273125,13,7
2016-07-30,-5.7468817905,3,0
2016-07-31,-2.790119437326562,7,0
2016-08-01,1.2375980692671877,8,4
2016-08-02,4.79684677440625,26,3
2016-08-03,-0.4463570158031258,21,3
2016-08-04,8.4090910274375,27,2
2016-08-05,19.311798113117185,17,3
2016-08-06,-8.184816136751563,4,0
2016-08-07,-4.008705969828123,4,1
2016-08-08,4.716213891250002,13,1
2016-08-09,9.299503595953125,20,1
2016-08-10,0.14670293419218794,10,0
2016-08-11,9.478794995823439,14,2
2016-08-12,-1.5782870566203133,10,3
2016-08-13,-2.6065702716859374,3,0
2016-08-14,-3.0901829218531245,1,0
2016-08-15,7.302967958017188,18,2
2016-08-16,7.066837248890625,18,4
2016-08-17,6.784916821917187,18,5
2016-08-18,4.996408682379688,12,2
2016-08-19,3.978914892134375,15,0
2016-08-20,-4.8857356665875,1,0
2016-08-21,-3.122571012195312,2,0
2016-08-22,4.047697722284376,9,7
2016-08-23,3.7811614378593745,11,3
2016-08-24,4.152163623982812,14,1
2016-08-25,4.697002967001562,9,1
2016-08-26,2.252026556784375,10,0
2016-08-27,-3.307600986967188,4,0
2016-08-28,-2.3912377740937494,0,0
2016-08-29,6.588982406767188,10,9
2016-08-30,2.5776721331562493,12,5
2016-08-31,2.55797230074375,11,7
2016-09-01,6.5086006219953125,9,7
2016-09-02,1.2841604644968747,12,2
2016-09-03,-2.9380820102046874,4,0
2016-09-04,-2.241504009395312,2,0
2016-09-05,-1.3468732782328123,11,2
2016-09-06,-0.9781200516250003,29,0
2016-09-07,3.2310361260437497,14,2
2016-09-08,6.2642610575093745,13,2
2016-09-09,11.802707847946873,22,2
2016-09-10,-5.828051706671875,2,0
2016-09-11,-2.309027196162499,2,0
2016-09-12,7.653735586767188,14,3
2016-09-13,3.36667705,9,2
2016-09-14,3.247120255,14,6
2016-09-15,7.0651220054375,14,9
2016-09-16,9.721331006693749,11,10
2016-09-17,-5.966937807346875,0,12
2016-09-18,-3.4319582109921862,1,0
2016-09-19,5.019089248750001,19,4
2016-09-20,13.472582345359374,15,5
2016-09-21,5.056855609795312,8,6
2016-09-22,10.404815891260938,9,0
2016-09-23,-2.2300052458015625,18,0
2016-09-24,-3.5963298207953116,4,0
2016-09-25,-2.6112882027578115,1,0
2016-09-26,12.551535508017189,19,6
2016-09-27,5.8169997288906234,12,10
2016-09-28,2.5186034748546877,12,9
2016-09-29,0.16449954510468778,8,7
2016-09-30,3.315631738690625,14,3
2016-10-01,-2.880627485551562,2,0
2016-10-02,-1.9965296241781245,1,0
2016-10-03,7.89876975051875,7,4
2016-10-04,6.5876292877828115,12,3
2016-10-05,3.5678405615703115,9,7
2016-10-06,2.8445150478156256,6,2
2016-10-07,1.153423815310938,11,7
2016-10-08,-3.1841996235218755,1,0
2016-10-09,-2.4865718881437493,4,0
2016-10-10,1.4605119817687502,4,1
2016-10-11,5.971354645360937,21,9
2016-10-12,0.39917561949999936,17,1
2016-10-13,11.168128388548437,9,5
2016-10-14,5.397223541779686,16,5
2016-10-15,-0.6413456302062492,8,0
2016-10-16,-1.0536317836624987,8,0
2016-10-17,8.982641865517188,8,7
2016-10-18,4.637217209703125,14,5
2016-10-19,5.464239606176562,12,9
2016-10-20,10.973245757075,12,10
2016-10-21,3.9773472386,6,3
2016-10-22,-7.32720862593125,3,0
2016-10-23,0.4244666993609387,3,0
2016-10-24,7.500471623539063,14,13
2016-10-25,4.615872684114062,10,13
2016-10-26,-1.6757158002000008,17,7
2016-10-27,8.0227279795,15,5
2016-10-28,5.177522484423436,7,7
2016-10-29,-3.0411098261453127,7,0
2016-10-30,-3.7217720412937494,1,0
2016-10-31,4.9248234966875,14,13
2016-11-01,15.411395775146875,17,3
2016-11-02,11.454205591782811,23,9
2016-11-03,7.116421478109375,16,4
2016-11-04,-5.7298643528687485,13,5
2016-11-05,-5.0761459144656245,7,0
2016-11-06,-1.9547859833578123,2,0
2016-11-07,6.698427706551563,13,10
2016-11-08,3.6853268938906245,23,7
2016-11-09,4.376915737573437,12,1
2016-11-10,10.951436062529687,19,13
2016-11-11,-3.1811668909234383,26,6
2016-11-12,-1.2925278745218742,4,0
2016-11-13,-3.140459775948437,1,0
2016-11-14,4.164178669484375,31,6
2016-11-15,9.867666183376562,32,5
2016-11-16,8.438257783029687,19,4
2016-11-17,-1.6591583367531255,15,3
2016-11-18,3.493575130154688,17,1
2016-11-19,-2.7961473000375,4,0
2016-11-20,-2.9277872282281243,5,0
2016-11-21,5.239958905301563,22,13
2016-11-22,12.643461815656249,17,3
2016-11-23,2.4772090576499988,30,6
2016-11-24,-3.5358321754953117,8,5
2016-11-25,-3.2459087840874994,5,4
2016-11-26,-1.8289870977890628,2,0
2016-11-27,1.7406267231062498,2,0
2016-11-28,6.219831207284375,23,4
2016-11-29,5.601578340140625,17,6
2016-11-30,7.715211450370312,20,5
2016-12-01,-1.5396271101156254,10,4
2016-12-02,1.4400350973734382,20,3
2016-12-03,-2.3302339139656247,6,0
2016-12-04,-1.0555509712499997,3,0
2016-12-05,4.371390897203125,16,7
2016-12-06,8.098056712426562,14,1
2016-12-07,-1.750432241753126,10,2
2016-12-08,1.0131125222171873,25,0
2016-12-09,5.21522969289375,4,0
2016-12-10,-2.794564373009375,2,0
2016-12-11,-1.0678464816796867,2,0
2016-12-12,4.469895990001563,5,4
2016-12-13,1.208102687423437,6,21
2016-12-14,-0.5735641350687501,13,1
2016-12-15,4.093993559142188,4,7
2016-12-16,1.202108590739062,22,4
2016-12-17,-2.51155702330625,2,0
2016-12-18,-0.2593924713781248,1,0
2016-12-19,0.9252572775015624,254,16
2016-12-20,-0.2752060338265627,4,19
2016-12-21,-0.010988068959375319,13,14
2016-12-22,-0.8571166789625001,11,10
2016-12-23,-0.4728014720593752,5,0
2016-12-24,-0.32739120895937524,0,0
2016-12-25,-0.18973540168125008,0,0
2016-12-26,-0.10679237676562506,2,0
2016-12-27,-0.08757498301406261,2,20
2016-12-28,-0.062000816981250095,0,12
2016-12-29,-0.02946012999843757,4,2
2016-12-30,-0.013583413232812524,4,8
2016-12-31,0.0,1,0
2017-01-01,0.0,0,0
2017-01-02,0.0,3,0
2017-01-03,2.0,6,19
2017-01-04,2.4,6,18
2017-01-05,14.89,4,7
2017-01-06,5.766,17,14
2017-01-07,-4.238824999999999,7,0
2017-01-08,-2.5869279999999986,4,0
2017-01-09,4.462177525,19,8
