,apache/echarts,highcharts/highcharts,plotly/plotly.js
2021-05-31,3.0,18.0,21
2021-06-01,1.0,16.2,9
2021-06-02,1.0,4.389999999999998,26
2021-06-03,5.0,16.976999999999997,14
2021-06-04,2.0,8.900075,9
2021-06-05,3.0,-2.9165264999999994,0
2021-06-06,0.0,-1.7531552249999987,0
2021-06-07,2.0,3.7159924925000034,9
2021-06-08,0.0,5.481781495718753,6
2021-06-09,2.0,6.2304559088218765,0
2021-06-10,4.0,14.155618084493751,0
2021-06-11,6.0,5.363473229951563,9
2021-06-12,3.0,-2.2476192043703125,0
2021-06-13,0.0,1.7392864570687507,0
2021-06-14,6.0,10.86486343125,8
2021-06-15,17.0,1.011038461171876,11
2021-06-16,5.0,16.537251776210937,8
2021-06-17,10.0,34.242878788123434,20
2021-06-18,11.0,12.799166351462498,20
2021-06-19,2.0,-3.483802682200001,0
2021-06-20,6.0,-2.6431913090374994,0
2021-06-21,12.0,5.186070668453129,4
2021-06-22,8.0,22.893041622454692,8
2021-06-23,4.0,16.058063835521875,9
2021-06-24,9.0,-0.1854259281390629,41
2021-06-25,10.0,10.124807027775,16
2021-06-26,3.0,-3.173460624360936,13
2021-06-27,0.0,-1.7680504961624968,2
2021-06-28,5.0,3.809409961214065,32
2021-06-29,4.0,1.5593596526406275,22
2021-06-30,7.0,6.692960481857814,15
2021-07-01,5.0,1.3056814787890634,0
2021-07-02,7.0,15.80071914596875,0
2021-07-03,3.0,0.6364452706531241,0
2021-07-04,0.0,-1.5391453954671872,0
2021-07-05,4.0,19.09462398125,7
2021-07-06,7.0,19.328468496171876,21
2021-07-07,3.0,8.365092940773437,35
2021-07-08,9.0,4.832871387017186,17
2021-07-09,5.0,15.295775366915626,17
2021-07-10,2.0,-2.5000489676234365,0
2021-07-11,4.0,-2.17524418215781,0
2021-07-12,8.0,8.54666424239219,19
2021-07-13,13.0,4.877269272187503,10
2021-07-14,5.0,6.922335607937502,13
2021-07-15,13.0,22.858622943021874,0
2021-07-16,10.0,4.298693720443749,2
2021-07-17,0.0,-1.73781915081875,25
2021-07-18,1.0,-0.763647533662499,1
2021-07-19,1.0,4.753916847464065,17
2021-07-20,11.0,2.4664841335937524,12
2021-07-21,8.0,3.5720432047812514,11
2021-07-22,4.0,2.5846754588578134,12
2021-07-23,9.0,7.704199169285939,12
2021-07-24,0.0,-1.7126240262734371,2
2021-07-25,1.0,1.1463955954468756,0
2021-07-26,0.0,4.243088856948438,6
2021-07-27,4.0,5.983576921870314,4
2021-07-28,3.0,4.676166351471875,24
2021-07-29,3.0,3.656905127278125,11
2021-07-30,1.0,1.7148432190078127,16
2021-07-31,5.0,5.932744497715626,0
2021-08-01,0.0,3.622120622176563,0
2021-08-02,1.0,6.73274780521875,1
2021-08-03,1.0,3.4116615311,13
2021-08-04,4.0,3.5631675562109377,17
2021-08-05,2.0,2.619713885404688,10
2021-08-06,2.0,2.7629663934562507,3
2021-08-07,0.0,-1.1689116379765616,0
2021-08-08,0.0,-0.7308355799671864,0
2021-08-09,0.0,0.46157308467031366,0
2021-08-10,0.0,5.513063689445314,39
2021-08-11,1.0,3.0673840833843755,8
2021-08-12,0.0,7.114641337242188,12
2021-08-13,1.0,110.70369520025781,9
2021-08-14,0.0,-11.88596041220626,1
2021-08-15,1.0,-5.494107922643753,0
2021-08-16,0.0,12.48816722875,15
2021-08-17,0.0,14.828087459484383,6
2021-08-18,0.0,9.359444384370317,8
2021-08-19,4.0,10.637438662721877,0
2021-08-20,5.0,-1.3547358942687469,0
2021-08-21,3.0,-3.163297378037496,0
2021-08-22,8.0,-2.3092569340249955,0
2021-08-23,1.0,21.9513506225,10
2021-08-24,7.0,5.848119838000001,5
2021-08-25,2.0,3.3477282271281252,18
2021-08-26,2.0,9.840073938348437,14
2021-08-27,2.0,8.503872780512502,8
2021-08-28,3.0,-2.522335477085937,0
2021-08-29,0.0,-1.433948595107811,0
2021-08-30,0.0,3.968236373750002,10
2021-08-31,0.0,9.680424959390628,17
2021-09-01,1.0,3.9939209970328133,9
2021-09-02,5.0,11.351593956582812,9
2021-09-03,10.0,8.725943969846874,14
2021-09-04,0.0,-2.3699089236031248,0
2021-09-05,2.0,-1.3249566903953116,0
2021-09-06,1.0,10.12093638125,0
2021-09-07,5.0,7.214350451171876,2
2021-09-08,4.0,10.042801704148438,2
2021-09-09,7.0,3.642702555260937,0
2021-09-10,3.0,6.07940065683125,0
2021-09-11,0.0,-1.989683276139062,0
2021-09-12,0.0,-1.1611702653953109,0
2021-09-13,5.0,15.214135228750001,7
2021-09-14,7.0,2.7749606405781257,5
2021-09-15,5.0,14.260467374964064,7
2021-09-16,3.0,1.3567322934890615,3
2021-09-17,3.0,31.159954321475002,0
2021-09-18,0.0,-4.4241201193406265,0
2021-09-19,0.0,-2.2879667702874986,0
2021-09-20,0.0,7.4756727975000015,0
2021-09-21,1.0,35.9345168105,0
2021-09-22,4.0,8.850776854346874,0
2021-09-23,1.0,5.959691531570312,4
2021-09-24,2.0,5.5622906311125,0
2021-09-25,0.0,-3.028575489659372,0
2021-09-26,0.0,-1.9873317461859337,0
2021-09-27,0.0,18.71124075875,1
2021-09-28,2.0,5.9609265503593765,1
2021-09-29,5.0,25.328831810082814,2
2021-09-30,0.0,16.542492146415626,13
2021-10-01,0.0,8.657139668090625,19
2021-10-02,0.0,-3.7214008425000005,0
2021-10-03,1.0,-2.2459306728234347,0
2021-10-04,2.0,16.403986462500004,9
2021-10-05,0.0,12.933189873437502,3
2021-10-06,3.0,17.539364624640626,0
2021-10-07,0.0,3.919423778989062,2
2021-10-08,2.0,16.846754504415628,16
2021-10-09,4.0,-0.8799654724578123,3
2021-10-10,0.0,-2.465881807967185,0
2021-10-11,5.0,2.3809695175000023,2
2021-10-12,7.0,4.346184963218754,2
2021-10-13,2.0,5.193141424853128,0
2021-10-14,4.0,3.180343716096876,0
2021-10-15,10.0,0.41706763012031334,0
2021-10-16,0.0,-1.1047801693499992,0
2021-10-17,4.0,1.2768319602343763,0
2021-10-18,1.0,31.37832683239219,27
2021-10-19,1.0,12.3911217329375,12
2021-10-20,4.0,12.636295275512499,4
2021-10-21,2.0,13.527511187424999,2
2021-10-22,0.0,6.3017455746703135,6
2021-10-23,0.0,-1.1547909137109365,0
2021-10-24,1.0,2.8168625024281275,0
2021-10-25,10.0,-1.068857606031247,0
2021-10-26,3.0,7.426315188428129,7
2021-10-27,6.0,0.886897858100002,1
2021-10-28,0.0,14.523266389925002,0
2021-10-29,0.0,-0.5270501993406249,8
2021-10-30,0.0,-0.5340403282671866,0
2021-10-31,0.0,-1.0247938951406244,0
2021-11-01,5.0,10.324858671100001,0
2021-11-02,2.0,26.38141512055469,0
2021-11-03,2.0,4.313717041573436,6
2021-11-04,6.0,8.302265473129687,0
2021-11-05,0.0,6.301073529142187,4
2021-11-06,0.0,-0.5434462128562485,0
2021-11-07,0.0,0.2937828444125019,0
2021-11-08,1.0,20.598312638714066,0
2021-11-09,2.0,14.768582211828125,0
2021-11-10,0.0,2.3727924001671874,0
2021-11-11,1.0,16.33723835361875,13
2021-11-12,0.0,1.5315819452906254,3
2021-11-13,0.0,9.520492887464064,0
2021-11-14,0.0,-1.7870544663546863,0
2021-11-15,3.0,2.211300126396878,0
2021-11-16,5.0,34.29751005108438,1
2021-11-17,0.0,5.189321444928125,10
2021-11-18,4.0,-0.43324301499062523,4
2021-11-19,7.0,3.6796295562375003,4
2021-11-20,0.0,-2.1820231307609346,2
2021-11-21,1.0,3.637116234882815,0
2021-11-22,2.0,8.477283221553128,16
2021-11-23,4.0,11.025009455401564,8
2021-11-24,7.0,7.48232182129375,3
2021-11-25,4.0,0.5163925148000006,2
2021-11-26,10.0,6.41303560809375,3
2021-11-27,0.0,-0.7981964982015617,0
2021-11-28,0.0,-0.1991244714656233,0
2021-11-29,12.0,13.073960309921876,2
2021-11-30,3.0,0.8993341809140634,0
2021-12-01,2.0,16.5331039054375,2
2021-12-02,0.0,2.2857753481265615,6
2021-12-03,3.0,12.08450320309375,6
2021-12-04,0.0,-2.551620770482813,0
2021-12-05,1.0,-1.4648962545531232,2
2021-12-06,0.0,25.99482104944844,3
2021-12-07,4.0,9.517588701495313,1
2021-12-08,3.0,3.8475800304499996,2
2021-12-09,9.0,8.508337151860937,10
2021-12-10,5.0,1.3022798417750012,8
2021-12-11,4.0,3.025784605101564,0
2021-12-12,4.0,-1.8206135230031233,0
2021-12-13,2.0,20.850259288750003,0
2021-12-14,2.0,3.9028691598281253,0
2021-12-15,2.0,4.568625401076563,3
2021-12-16,4.0,6.926574267173438,2
2021-12-17,3.0,17.856696741576563,0
2021-12-18,0.0,-3.289835111207813,0
2021-12-19,0.0,-1.7849560002218738,0
2021-12-20,7.0,3.753030582320314,10
2021-12-21,6.0,10.561406402406252,0
2021-12-22,1.0,6.804798066850001,2
2021-12-23,3.0,3.928646324889063,1
2021-12-24,7.0,-1.817093209892187,1
2021-12-25,0.0,-1.121989683135936,0
2021-12-26,0.0,-0.7841506132187482,0
2021-12-27,0.0,-0.48243838124999844,0
2021-12-28,3.0,-0.3961245325781238,0
2021-12-29,7.0,4.664370639882813,0
2021-12-30,4.0,8.246536774928126,0
2021-12-31,2.0,-1.2579995509171882,0
2022-01-01,0.0,-0.5978931152156253,0
2022-01-02,0.0,-0.35981249999999976,0
2022-01-03,0.0,2.733453750000001,3
2022-01-04,13.0,20.4891391875,5
2022-01-05,8.0,4.591073406249999,5
2022-01-06,8.0,15.121815168671874,6
2022-01-07,11.0,7.196403420179686,4
2022-01-08,4.0,-2.5223524228234373,1
2022-01-09,2.0,-1.457075287499999,0
2022-01-10,8.0,0.9412368987500024,3
2022-01-11,2.0,1.9655836022031274,0
2022-01-12,1.0,3.9212912828140642,3
2022-01-13,6.0,18.744432944385938,8
2022-01-14,6.0,32.31578474848281,0
2022-01-15,3.0,-4.875184623267191,0
2022-01-16,0.0,0.5930246996406243,0
2022-01-17,4.0,1.146992820000001,0
2022-01-18,2.0,14.401249722718754,0
2022-01-19,2.0,0.2512023746312515,8
2022-01-20,5.0,3.076930014814064,0
2022-01-21,4.0,1.1770223582578139,4
2022-01-22,2.0,-1.5318042937656227,0
2022-01-23,11.0,-0.9640824650078106,0
2022-01-24,0.0,2.4902590222031264,5
