,gogs/gogs,gitlabhq/gitlabhq,gitbucket/gitbucket
2018-02-12,0,67.0,4
2018-02-13,0,61.2,0
2018-02-14,0,16.760000000000005,0
2018-02-15,0,28.152000000000005,1
2018-02-16,0,42.5808,0
2018-02-17,0,-46.54758399999999,0
2018-02-18,0,-19.158310400000005,0
2018-02-19,0,26.524090879999992,0
2018-02-20,0,70.847382016,0
2018-02-21,0,46.91813283840001,0
2018-02-22,0,14.417559961600006,2
2018-02-23,0,44.921356288000005,4
2018-02-24,0,-55.08020162559999,0
2018-02-25,0,-23.551254528000005,0
2018-02-26,0,51.697781248,1
2018-02-27,0,31.897347788799998,3
2018-02-28,0,100.71275939840001,0
2018-03-01,0,45.297886105600014,0
2018-03-02,1,-27.259357491199992,3
2018-03-03,0,-29.855573299200003,0
2018-03-04,0,-29.707330150400004,0
2018-03-05,1,87.24600074239999,0
2018-03-06,15,97.027590656,1
2018-03-07,1,33.07070464,0
2018-03-08,6,-20.11028879359999,1
2018-03-09,5,-11.902620057599997,3
2018-03-10,0,-44.7056233472,1
2018-03-11,0,-17.867371929600008,4
2018-03-12,3,55.0151745536,7
2018-03-13,0,10.585748480000007,0
2018-03-14,1,20.958909337600005,0
2018-03-15,0,5.516217036800008,0
2018-03-16,0,30.823505817600008,0
2018-03-17,0,-31.57238272,1
2018-03-18,0,-14.195026124800002,1
2018-03-19,0,41.5128517632,2
2018-03-20,2,16.549678592,4
2018-03-21,3,43.4045891584,8
2018-03-22,0,44.75777003520001,0
2018-03-23,0,10.774393036800006,0
2018-03-24,0,-45.75155220479999,0
2018-03-25,0,-18.786064588800002,1
2018-03-26,0,68.640191488,4
2018-03-27,0,28.002574950400003,3
2018-03-28,0,124.1894136832,0
2018-03-29,3,-5.231922278399978,2
2018-03-30,5,-11.151301324799988,6
2018-03-31,3,-49.2773624832,3
2018-04-01,0,-19.42500126720001,10
2018-04-02,1,26.419592499199993,1
2018-04-03,0,37.2540033024,0
2018-04-04,0,28.521551462400005,0
2018-04-05,2,106.39934873600001,0
2018-04-06,0,24.82325114880001,0
2018-04-07,0,-38.10129223679999,1
2018-04-08,0,-28.530434150399998,1
2018-04-09,3,45.58958387199999,4
2018-04-10,0,25.243041996800002,0
2018-04-11,2,23.7961824256,0
2018-04-12,3,10.6401861632,0
2018-04-13,0,21.278478028800002,3
2018-04-14,0,-41.5916392448,1
2018-04-15,0,-21.663998771200006,9
2018-04-16,3,78.77718640639999,5
2018-04-17,2,42.25925109760001,5
2018-04-18,2,53.078261350400005,2
2018-04-19,1,27.605952000000002,12
2018-04-20,0,9.479389798400007,1
2018-04-21,2,-55.1617323008,0
2018-04-22,0,-20.793611366400008,4
2018-04-23,0,137.8878505984,0
2018-04-24,2,30.24209623040001,5
2018-04-25,2,-11.229895270399993,3
2018-04-26,5,-4.870539059199999,5
2018-04-27,0,0.9297833983999979,9
2018-04-28,0,-33.2814544896,7
2018-04-29,0,-15.370053529600007,14
2018-04-30,0,58.595351552,5
2018-05-01,0,23.99912417280001,0
2018-05-02,0,46.48944076800001,3
2018-05-03,1,52.12640327680001,1
2018-05-04,0,27.243707801600003,1
2018-05-05,0,-56.9943294976,1
2018-05-06,0,-5.490839859200005,0
2018-05-07,0,118.654322176,0
2018-05-08,2,2.9221273600000046,0
2018-05-09,0,30.211614617600006,2
2018-05-10,1,-10.88970557439999,1
2018-05-11,0,28.2399067136,1
2018-05-12,0,-47.6267415552,10
2018-05-13,1,-20.305670451200008,0
2018-05-14,0,59.856844697599996,0
2018-05-15,0,23.524704051200004,1
2018-05-16,0,19.56605736960001,0
2018-05-17,0,31.984747212800002,1
2018-05-18,0,20.691248230400006,1
2018-05-19,0,-44.5263194112,9
2018-05-20,0,-21.674051891200005,0
2018-05-21,2,45.216437964799994,0
2018-05-22,0,41.6474052608,4
2018-05-23,0,38.411145523200005,8
2018-05-24,0,33.76920115200001,10
2018-05-25,0,12.131779481600006,0
2018-05-26,1,-43.604333568,3
2018-05-27,3,-18.18405355520001,7
2018-05-28,2,80.42237224959999,11
2018-05-29,0,53.29699686400001,1
2018-05-30,2,28.87605749760001,1
2018-05-31,0,55.40970977280001,2
2018-06-01,0,26.99883837440001,0
2018-06-02,1,-58.09658296319999,1
2018-06-03,3,-21.09428090880001,2
2018-06-04,2,60.03268249599999,3
2018-06-05,0,122.36225894399999,6
2018-06-06,1,120.3504504832,0
2018-06-07,0,24.28800163840002,2
2018-06-08,0,-15.709713715199996,0
2018-06-09,8,-75.92587980799999,0
2018-06-10,0,-36.62092400640001,3
2018-06-11,5,62.87919564799999,6
2018-06-12,0,20.7309205504,5
2018-06-13,3,57.851664076800006,6
2018-06-14,0,30.21585694720001,0
2018-06-15,1,28.293329408000005,0
2018-06-16,2,-49.2070578176,0
2018-06-17,4,-30.607217868800006,0
2018-06-18,1,66.4576236544,1
2018-06-19,0,30.4518408192,7
2018-06-20,0,58.58911242240001,1
2018-06-21,0,9.23671388160001,0
2018-06-22,0,-0.5899670527999916,1
2018-06-23,0,-47.04234219519999,2
2018-06-24,0,-20.645358796800004,3
2018-06-25,2,110.2552049664,3
2018-06-26,3,3.6785189888000076,1
2018-06-27,1,49.42805975040001,1
2018-06-28,0,-0.3915553791999855,1
2018-06-29,0,21.241581363200005,6
2018-06-30,0,-31.779232460799996,10
2018-07-01,0,-18.08551976960001,3
2018-07-02,1,37.7196296192,0
2018-07-03,0,47.272710246399996,0
2018-07-04,0,22.542717952000004,2
2018-07-05,0,40.5172645888,1
2018-07-06,0,42.8428891136,0
2018-07-07,0,-45.490070528,0
2018-07-08,0,-20.559831552,1
2018-07-09,2,64.5965382656,4
2018-07-10,0,17.6899540992,0
2018-07-11,0,44.3529296896,0
2018-07-12,0,21.041821081600006,0
2018-07-13,0,-14.802009497599997,0
2018-07-14,0,-30.7627333632,0
2018-07-15,1,-16.897341747200006,5
2018-07-16,0,32.476320870399995,6
2018-07-17,0,53.7295110144,0
2018-07-18,1,28.506952806400008,5
2018-07-19,0,-0.12644782079998862,3
2018-07-20,0,27.023218995200004,0
2018-07-21,0,-40.75809495039999,1
2018-07-22,0,-10.658800640000006,3
2018-07-23,0,46.5789498368,8
2018-07-24,0,35.693444403200004,0
2018-07-25,0,25.53010677760001,1
2018-07-26,0,15.371460505600005,2
2018-07-27,0,27.542549504000007,0
2018-07-28,0,-42.1973929984,1
2018-07-29,0,-11.244638924800007,6
2018-07-30,0,66.5860694016,2
2018-07-31,0,35.7326056448,0
2018-08-01,0,39.055584358400004,0
2018-08-02,0,15.836075008000009,0
2018-08-03,0,21.074270617600007,0
2018-08-04,0,-50.856319488,2
2018-08-05,0,-20.257153024000004,1
2018-08-06,1,28.461024972799994,0
2018-08-07,0,59.580266496,0
2018-08-08,0,-8.751088742399986,0
2018-08-09,0,13.822382796800007,0
2018-08-10,0,34.17832232960001,0
2018-08-11,0,-41.8089427968,4
2018-08-12,0,-11.925850009600001,0
2018-08-13,1,33.081028096,0
2018-08-14,1,20.3368085504,0
2018-08-15,0,7.500158873600004,0
2018-08-16,3,43.765687910400004,0
2018-08-17,5,0.021553868800005205,0
2018-08-18,0,-28.6211974144,0
2018-08-19,0,-10.181303091200004,0
2018-08-20,0,33.33457541119999,0
2018-08-21,0,39.6518863872,0
2018-08-22,0,-2.830897356799994,0
2018-08-23,2,-8.091009945599996,0
2018-08-24,0,-0.714298982399999,0
2018-08-25,0,-10.381952921600003,1
2018-08-26,0,3.0298053631999977,0
2018-08-27,0,3.4482219008,3
2018-08-28,0,34.1233288192,0
2018-08-29,0,42.743258624000006,0
2018-08-30,0,-5.9014655999999945,0
2018-08-31,0,1.0277516288000044,1
2018-09-01,0,-15.356921856,3
2018-09-02,0,-11.280722432000003,0
2018-09-03,0,40.6027437056,2
2018-09-04,0,51.800910336,0
2018-09-05,0,45.213949747200004,0
2018-09-06,0,50.109540454400005,0
2018-09-07,1,87.6568467456,0
2018-09-08,1,-55.95531540479999,2
2018-09-09,0,-33.93748213760001,2
2018-09-10,2,35.74790563839999,0
2018-09-11,1,25.708005478399997,0
2018-09-12,0,-12.3868316672,0
2018-09-13,2,6.362952294400003,0
2018-09-14,2,46.1250557952,0
2018-09-15,7,-35.253717503999994,1
2018-09-16,1,-22.0127292416,0
2018-09-17,0,43.9614108672,2
2018-09-18,1,14.710393753600002,0
2018-09-19,1,-2.5391290367999986,0
2018-09-20,0,16.8956439552,0
2018-09-21,0,23.5894957056,5
2018-09-22,0,-30.29246464,1
2018-09-23,0,-14.250758451200003,3
2018-09-24,0,50.0088735744,0
2018-09-25,0,30.266365542400003,0
2018-09-26,1,18.249837670400005,0
2018-09-27,0,32.29866321920001,6
2018-09-28,1,0.9638028287999987,0
2018-09-29,3,-28.482862489599995,2
2018-09-30,1,-14.039690649600004,0
2018-10-01,0,52.96658677759999,0
2018-10-02,0,128.0612324352,0
2018-10-03,0,-2.6114778111999897,14
2018-10-04,1,42.83097446400001,0
2018-10-05,0,31.638789836800015,4
2018-10-06,0,-47.19412643839999,0
2018-10-07,0,-30.925169254400004,11
