,seaweedfs/seaweedfs,ceph/ceph,minio/minio
2023-04-04,1,19.0,6.176287041985938
2023-04-05,1,22.0,0.40035882301874937
2023-04-06,0,21.0,6.009814892720312
2023-04-07,0,7.0,7.594460033973437
2023-04-08,0,4.0,-4.792535116757813
2023-04-09,0,9.0,-1.064310591896874
2023-04-10,2,21.0,-0.5468840612499997
2023-04-11,1,24.0,0.697030279484375
2023-04-12,6,25.0,4.540738098157812
2023-04-13,0,6.0,2.339875779573437
2023-04-14,1,14.0,0.3048232649265623
2023-04-15,0,4.0,1.801362697215625
2023-04-16,1,7.0,-2.3045711818109376
2023-04-17,1,16.0,2.9409702844843757
2023-04-18,5,15.0,0.08585139750156245
2023-04-19,0,9.0,0.4547044482359377
2023-04-20,1,31.0,-0.4539370833093752
2023-04-21,2,3.0,2.899470665525
2023-04-22,1,3.0,-1.8145823114609378
2023-04-23,1,3.0,-0.8166460567609374
2023-04-24,3,9.0,1.48567252706875
2023-04-25,1,18.0,2.0616466104374997
2023-04-26,0,17.0,4.6238365035375
2023-04-27,1,26.0,4.594999016253125
2023-04-28,0,8.0,2.89230236176875
2023-04-29,1,3.0,-2.149018280295312
2023-04-30,0,3.0,-0.7775311279312496
2023-05-01,1,26.0,-0.3292161349999998
2023-05-02,0,24.0,3.85817282021875
2023-05-03,0,19.0,6.7655093432374995
2023-05-04,1,26.0,1.2372206184578123
2023-05-05,0,15.0,-2.14204475175625
2023-05-06,0,11.0,3.1763849205265626
2023-05-07,3,5.0,-1.5521790824125001
2023-05-08,1,54.0,2.4823835337515625
2023-05-09,0,35.0,2.8749619887515623
2023-05-10,4,31.0,-0.5900195233109375
2023-05-11,1,19.0,3.1193615016953125
2023-05-12,0,8.0,2.465133860826562
2023-05-13,0,1.0,-1.6655545141796875
2023-05-14,0,1.0,-1.5564739708109372
2023-05-15,0,26.0,2.0612198095703125
2023-05-16,3,13.0,7.472647875954687
2023-05-17,0,20.0,1.508200153240625
2023-05-18,0,34.0,1.0359185690546875
2023-05-19,2,36.0,1.3943948584562502
2023-05-20,0,5.0,-2.5343811737421875
2023-05-21,2,7.0,-0.27993112042968704
2023-05-22,2,46.0,2.8727657530171875
2023-05-23,0,23.0,1.080819073453125
2023-05-24,1,18.0,-0.8699315093390627
2023-05-25,0,32.0,5.736250652076563
2023-05-26,0,21.0,6.218876721773437
2023-05-27,0,2.0,-1.8749898824937499
2023-05-28,0,4.0,-1.257237626681249
2023-05-29,2,8.0,-0.5179061492656245
2023-05-30,2,22.0,2.7492527859546874
2023-05-31,1,18.0,4.003805635521875
2023-06-01,0,13.0,0.2220413647859374
2023-06-02,0,5.0,1.820219630657813
2023-06-03,2,9.0,-0.3615400035203127
2023-06-04,1,1.0,0.24540171112343745
2023-06-05,5,28.0,0.49806673301875026
2023-06-06,4,25.0,1.5762148500015627
2023-06-07,1,20.0,3.3111174897046873
2023-06-08,0,11.0,-0.373354724775
2023-06-09,1,10.0,-0.69478694969375
2023-06-10,0,3.0,-0.17616137926093756
2023-06-11,1,7.0,2.0154633910374997
2023-06-12,2,9.0,4.539896355003124
2023-06-13,2,21.0,1.4937006062531246
2023-06-14,3,16.0,-0.2945278205124997
2023-06-15,0,48.0,6.291463016473438
2023-06-16,1,20.0,-0.3200443859453128
2023-06-17,2,4.0,-0.3298149044812497
2023-06-18,2,4.0,1.1837768737515628
2023-06-19,0,21.0,1.0626788439703125
2023-06-20,8,33.0,3.0493491397078123
2023-06-21,0,13.0,3.467845456040625
2023-06-22,0,27.0,0.008984136037499812
2023-06-23,0,11.0,4.705237643159375
2023-06-24,1,5.0,-2.3260278411593753
2023-06-25,7,45.0,0.19770566802031309
2023-06-26,9,17.0,0.33161788948750015
2023-06-27,0,17.0,2.437349816254687
2023-06-28,0,29.0,-0.08092430352656255
2023-06-29,0,16.0,0.3679395244921875
2023-06-30,0,8.0,1.52712209155625
2023-07-01,0,4.0,-1.6664967558078128
2023-07-02,0,8.0,-0.8286428818953124
2023-07-03,1,24.0,2.5053596557359374
2023-07-04,2,30.0,-0.2612390799968751
2023-07-05,1,8.0,1.120689283971875
2023-07-06,3,34.0,5.9226557785375
2023-07-07,1,26.0,4.394220418753124
2023-07-08,1,1.0,4.841879773237499
2023-07-09,0,4.0,-2.772138077198437
2023-07-10,1,16.0,3.0227693162500007
2023-07-11,4,25.0,5.316671600953125
2023-07-12,1,11.0,-0.7713492914640625
2023-07-13,1,26.0,5.343571699485938
2023-07-14,0,25.0,0.12121558992499981
2023-07-15,0,1.0,-0.06956121248906211
2023-07-16,1,8.0,-2.511708713004688
2023-07-17,3,24.0,1.630961958621875
2023-07-18,0,16.0,2.2086202254390623
2023-07-19,1,17.0,2.807581978460937
2023-07-20,0,13.0,0.4112601538406251
2023-07-21,0,15.0,2.9030768436765624
2023-07-22,1,5.0,-0.5913567441750001
2023-07-23,0,6.0,-0.7949998907281248
2023-07-24,2,47.0,2.732665739051563
2023-07-25,0,37.0,0.046163192203124925
2023-07-26,0,14.0,2.4226876869890623
2023-07-27,0,15.0,4.945403629490625
2023-07-28,0,10.0,0.9137344397890619
2023-07-29,0,0.0,0.4464647664734378
2023-07-30,0,5.0,-0.1683417234453124
2023-07-31,0,22.0,4.28154713676875
2023-08-01,1,47.0,2.2346799722046873
2023-08-02,0,30.0,0.18674928103749977
2023-08-03,0,28.0,2.7320161902218754
2023-08-04,0,17.0,2.275942147209375
2023-08-05,0,2.0,0.15534169405781206
2023-08-06,0,12.0,-2.2711522757281246
2023-08-07,0,24.0,-0.20512487822968728
2023-08-08,0,38.0,0.8850301666906248
2023-08-09,2,63.0,1.6917510530249997
2023-08-10,1,32.0,4.414601352289062
2023-08-11,0,23.0,1.4410747202234373
2023-08-12,0,0.0,-2.3227177212421877
2023-08-13,1,3.0,-1.0957560789609373
2023-08-14,0,18.0,0.32559501155156256
2023-08-15,0,30.0,6.237394648234375
2023-08-16,0,25.0,1.4342251569859368
2023-08-17,8,25.0,-0.2761640692624998
2023-08-18,0,9.0,0.3114978647078126
2023-08-19,1,1.0,0.49613490354062484
2023-08-20,3,1.0,-0.37530626543125
2023-08-21,5,16.0,3.9898706887500004
2023-08-22,6,33.0,-0.10546658301562495
2023-08-23,5,20.0,1.4286232494078124
2023-08-24,1,24.0,3.249829967807812
2023-08-25,0,15.0,2.6649038910375
2023-08-26,1,5.0,-0.5525419199968749
2023-08-27,3,5.0,-0.7967098462468747
2023-08-28,7,28.0,-0.2818648869812499
2023-08-29,2,22.0,2.9258621179390625
2023-08-30,0,57.0,3.1336271165546874
2023-08-31,1,10.0,0.6349093419875
2023-09-01,2,12.0,4.005635332723438
2023-09-02,1,0.0,-0.811366309992188
2023-09-03,0,4.0,-1.870102135945312
2023-09-04,0,7.0,2.00878698301875
2023-09-05,4,20.0,-0.5708292874984378
2023-09-06,3,31.0,4.8846342634546875
2023-09-07,3,23.0,1.5267852669906246
2023-09-08,1,19.0,-2.2858400839609376
2023-09-09,0,5.0,-0.08024833779218743
2023-09-10,0,12.0,-0.9917917504281251
2023-09-11,3,74.0,2.4487089897843752
2023-09-12,1,31.0,2.7153464009531247
2023-09-13,1,17.0,4.1813434510359375
2023-09-14,1,21.0,4.387106941173437
2023-09-15,1,13.0,2.7432242910406246
2023-09-16,7,2.0,-0.21510167668124947
2023-09-17,4,2.0,-0.3920753042656244
2023-09-18,9,13.0,1.104962315517188
2023-09-19,8,24.0,4.999338829703125
2023-09-20,0,30.0,-0.21377578676093778
2023-09-21,9,40.0,2.595034205225
2023-09-22,6,45.0,1.2123482732437498
2023-09-23,10,10.0,-1.5675759894734376
2023-09-24,2,5.0,-1.58291701469375
2023-09-25,20,21.0,5.074685218020313
2023-09-26,4,33.0,2.5539082694874997
2023-09-27,1,14.0,-1.6142068908078127
2023-09-28,3,12.0,-0.5423441116765624
2023-09-29,0,9.0,4.8372812189734375
2023-09-30,3,10.0,3.505984793023437
2023-10-01,6,5.0,-1.8881592946968748
2023-10-02,6,28.0,0.39938588176718803
2023-10-03,8,21.0,-0.5460227818437502
2023-10-04,0,37.0,-0.19191869947500018
2023-10-05,4,47.0,-0.9849202316796875
2023-10-06,1,20.0,4.442565802501562
2023-10-07,0,5.0,-0.9049712188265628
2023-10-08,1,9.0,1.862837471259375
2023-10-09,1,33.0,-1.4907928561625001
2023-10-10,1,32.0,10.337112516985938
2023-10-11,0,15.0,-1.729264566981251
2023-10-12,3,26.0,6.948927807501564
2023-10-13,6,16.0,0.21468860551718771
2023-10-14,0,9.0,0.126029054921875
2023-10-15,1,9.0,-2.4034133541796874
2023-10-16,1,8.0,1.7087939489703128
2023-10-17,0,8.0,0.19752577405156257
2023-10-18,1,20.0,3.4235453055781244
2023-10-19,2,21.0,-2.422570642842188
2023-10-20,1,31.0,0.91978354014375
2023-10-21,0,1.0,0.690384842592187
2023-10-22,2,18.0,-1.2420593907281252
2023-10-23,0,5.0,1.3782149640515626
2023-10-24,2,15.0,6.998725989703125
2023-10-25,0,7.0,3.0829444580203123
2023-10-26,1,7.0,2.02844736470625
2023-10-27,0,13.0,-2.838718338664062
2023-10-28,0,1.0,1.6675915189687505
2023-10-29,0,6.0,-0.7817189849968751
2023-10-30,3,30.0,3.7545377260343753
2023-10-31,0,19.0,-0.25519804853125017
2023-11-01,5,21.0,2.310683984409375
2023-11-02,0,41.0,-0.13553722520625033
2023-11-03,0,65.0,2.399740599275
2023-11-04,0,23.0,-2.0249959999140623
2023-11-05,1,5.0,0.05791776345312516
2023-11-06,1,68.0,2.0648189497859377
2023-11-07,1,37.0,-1.4490954945609378
2023-11-08,1,15.0,3.2845576803046876
2023-11-09,3,26.0,2.3596258089718747
2023-11-10,1,10.0,0.06787606853749995
2023-11-11,0,16.0,2.538884693971875
2023-11-12,0,6.0,-1.9517835141812498
2023-11-13,10,16.0,1.1087204619843753
2023-11-14,1,34.0,3.808456986470312
2023-11-15,0,23.0,-1.1397932846984378
2023-11-16,1,9.0,2.7512213129375
2023-11-17,2,28.0,2.0682964825062498
2023-11-18,1,6.0,-0.10166918146249992
2023-11-19,0,14.0,0.4160008314718753
2023-11-20,13,16.0,0.5529772370687502
2023-11-21,8,24.0,5.6416483352187505
2023-11-22,0,12.0,3.1531628659562494
2023-11-23,1,34.0,-2.046511827929687
2023-11-24,21,16.0,2.314253399704688
2023-11-25,0,3.0,-2.20489479249375
2023-11-26,6,5.0,-0.09908010896249975
2023-11-27,2,15.0,1.9837151550031251
2023-11-28,0,7.0,8.473323398753125
2023-11-29,0,42.0,-2.7687093488250003
2023-11-30,1,73.0,3.1289125830265627
2023-12-01,0,17.0,1.4765859588375
2023-12-02,0,8.0,2.6243431072046874
2023-12-03,0,7.0,-2.6979985141812497
2023-12-04,0,46.0,2.7009100869843756
2023-12-05,1,18.0,1.9191815864703123
2023-12-06,2,38.0,3.725427506395312
2023-12-07,2,28.0,1.0537780821562501
2023-12-08,0,18.0,3.4861495954390627
2023-12-09,1,6.0,-1.0827413019765624
2023-12-10,0,11.0,-2.0546966867593746
2023-12-11,1,52.0,-1.1428411111640622
2023-12-12,2,19.0,1.2421228629374998
2023-12-13,4,35.0,3.8166458875062497
2023-12-14,2,12.0,5.8654512764749995
2023-12-15,0,16.0,-1.3493127139593755
2023-12-16,0,6.0,-1.0053335010249995
2023-12-17,0,8.0,-1.359506912928125
2023-12-18,0,18.0,1.2323701985343751
2023-12-19,0,20.0,1.86809414
2023-12-20,1,15.0,0.47761029771874997
2023-12-21,3,9.0,0.6315094247062498
2023-12-22,8,9.0,5.675048789710937
2023-12-23,3,0.0,-0.7683060131437509
2023-12-24,2,4.0,-1.7130910182312495
2023-12-25,0,2.0,0.11239395176718792
2023-12-26,0,9.0,-0.89476497978125
2023-12-27,1,11.0,2.4473600007375
2023-12-28,5,12.0,-0.29232475822968773
2023-12-29,3,0.0,1.106654598753125
2023-12-30,0,2.0,0.9105613586749997
2023-12-31,1,2.0,-1.1401056886609378
2024-01-01,1,6.0,0.4955526497843752
2024-01-02,8,42.0,3.385235445734375
2024-01-03,6,16.0,-1.5385015969828126
2024-01-04,0,23.0,1.3479103509531252
2024-01-05,12,24.0,1.9807342710359375
2024-01-06,2,11.0,-0.38362164426406253
2024-01-07,0,1.0,-0.9350821224968748
2024-01-08,4,25.0,2.4969274497843754
2024-01-09,3,47.0,0.7688661882343748
2024-01-10,1,56.0,1.8320247447046873
2024-01-11,4,12.0,2.51968896206875
2024-01-12,9,8.0,1.13360638271875
2024-01-13,0,2.0,2.2382599994875
2024-01-14,2,4.0,-2.0593975439640624
2024-01-15,2,3.0,0.0346722905171879
2024-01-16,15,31.0,4.067244214703125
2024-01-17,4,22.0,-0.07730969447968761
2024-01-18,15,32.0,5.4761503407375
2024-01-19,1,7.0,2.098085121989062
2024-01-20,2,24.0,-1.762325648228125
2024-01-21,3,4.0,-1.5979642192609373
2024-01-22,15,17.0,2.06722676081875
2024-01-23,0,25.0,-0.525579060515625
2024-01-24,6,38.0,11.902388667939062
2024-01-25,4,140.0,-2.561995978445313
2024-01-26,3,14.0,1.5986414249250007
2024-01-27,2,2.0,0.4937519997921873
2024-01-28,12,12.0,2.8555308795703125
2024-01-29,5,36.0,5.3865756530171875
2024-01-30,3,56.0,4.307170863453125
2024-01-31,3,36.0,2.873498259785938
2024-02-01,1,20.0,-0.05699197868593764
2024-02-02,2,11.0,3.7650892619421876
2024-02-03,1,12.0,-0.7595118272781249
2024-02-04,7,21.0,-1.7748965719781244
2024-02-05,2,25.0,4.141769336473438
2024-02-06,8,12.0,7.006926472210937
2024-02-07,1,38.0,-0.4795346562375009
2024-02-08,0,34.0,2.8050772942781252
2024-02-09,0,16.0,0.5531704865578124
2024-02-10,0,5.0,-2.8935698540406247
2024-02-11,0,9.0,-0.5362089916765622
2024-02-12,0,21.0,7.698964776035938
2024-02-13,0,27.0,3.4644885986734373
2024-02-14,5,31.0,5.320837082946874
2024-02-15,1,15.0,-0.4168705918906248
2024-02-16,0,23.0,-1.1781057985249994
2024-02-17,0,8.0,-0.2724079589593744
2024-02-18,0,6.0,-1.9003229391812497
2024-02-19,2,15.0,0.8934095319843753
2024-02-20,1,39.0,3.583091457126562
2024-02-21,0,29.0,2.653107849795312
2024-02-22,1,25.0,2.436194336479687
2024-02-23,0,11.0,-0.6730588586578126
2024-02-24,3,1.0,0.1932453660375002
2024-02-25,1,3.0,0.4376042650031251
2024-02-26,2,17.0,3.540100563534375
2024-02-27,1,25.0,0.6991296352187497
2024-02-28,0,35.0,4.99849340845625
2024-02-29,6,34.0,2.8590857562578122
2024-03-01,2,30.0,2.7944700775078126
2024-03-02,0,9.0,-1.2997355221953124
2024-03-03,0,7.0,1.8294626300031256
2024-03-04,0,46.0,0.5604340337531251
2024-03-05,1,39.0,4.81531523095625
2024-03-06,2,37.0,1.7004201922890623
2024-03-07,11,28.0,3.9610934254421872
2024-03-08,0,22.0,-0.6315180607234376
2024-03-09,3,2.0,0.3894029725093753
2024-03-10,1,6.0,1.7007201545718753
2024-03-11,0,40.0,-0.43375030227812506
2024-03-12,3,19.0,1.121901718021875
2024-03-13,0,14.0,-0.9672879133078127
2024-03-14,1,39.0,0.6391782697921875
2024-03-15,1,24.0,2.6115255077265624
2024-03-16,13,4.0,-1.9421373141765628
2024-03-17,12,7.0,-0.8790944599953123
2024-03-18,3,24.0,4.439940508239062
2024-03-19,3,41.0,3.1136697297874996
2024-03-20,2,90.0,1.7158030244875002
2024-03-21,6,47.0,3.789835046035938
2024-03-22,11,30.0,-1.8394784417640624
2024-03-23,0,5.0,-1.6080874435281247
2024-03-24,6,7.0,-0.9419892154312499
2024-03-25,5,31.0,0.3694533187500001
2024-03-26,0,37.0,8.214222597421875
2024-03-27,5,28.0,0.8024648300078119
2024-03-28,10,28.0,12.527051561773437
2024-03-29,2,15.0,-1.6642137272750013
2024-03-30,1,9.0,-1.5015599461624989
2024-03-31,5,7.0,-2.377496525732812
2024-04-01,5,26.0,-0.39780353624999965
2024-04-02,5,119.0,3.694930619484375
2024-04-03,3,35.0,0.6142781033765621
2024-04-04,1,24.0,5.892819357592187
2024-04-05,0,10.0,0.5324622755843742
2024-04-06,1,3.0,0.24579463694531256
2024-04-07,2,5.0,-2.1744566989624996
2024-04-08,4,22.0,4.874010837284375
2024-04-09,0,31.0,-0.5574176730156251
2024-04-10,0,190.0,2.1945457816890626
2024-04-11,2,20.0,6.783510393539062
2024-04-12,9,25.0,1.206589343676562
2024-04-13,6,2.0,-3.170692494175
2024-04-14,2,2.0,-1.5222394782281246
2024-04-15,1,16.0,5.021100892801563
2024-04-16,1,26.0,0.5054069519062496
2024-04-17,1,24.0,4.922787979571875
2024-04-18,4,20.0,1.8503065302218746
2024-04-19,5,29.0,7.053514527428125
2024-04-20,0,3.0,-2.4419433029234376
2024-04-21,0,9.0,-1.5254004911640617
2024-04-22,1,59.0,-0.6974404799999998
2024-04-23,1,18.0,3.6106755906562498
2024-04-24,2,14.0,4.5797366415562495
2024-04-25,14,83.0,4.736414749192187
2024-04-26,6,18.0,3.0870153110421876
2024-04-27,1,2.0,-2.874912393820313
2024-04-28,15,10.0,0.8494355478906255
2024-04-29,4,41.0,-0.1292468794812498
2024-04-30,2,50.0,1.2193879637515626
2024-05-01,0,17.0,8.051380936689062
2024-05-02,9,30.0,-0.0778860610234382
2024-05-03,0,26.0,1.0239348444953125
2024-05-04,1,3.0,-1.7035321844718752
2024-05-05,7,8.0,-0.6631799056453123
2024-05-06,2,27.0,1.7301768014703125
2024-05-07,3,29.0,6.293784880520312
2024-05-08,0,16.0,-2.2910366642625
2024-05-09,0,32.0,10.243147297645313
2024-05-10,2,26.0,1.3703412931093748
2024-05-11,0,10.0,-2.6900394062437494
2024-05-12,1,17.0,-1.0809347309468746
2024-05-13,3,41.0,1.4537508987515626
2024-05-14,10,19.0,5.101729383970312
2024-05-15,2,27.0,4.840924402426562
2024-05-16,1,25.0,-1.8750992326281248
2024-05-17,3,24.0,2.6521637305796877
2024-05-18,4,3.0,-1.8567976456375002
2024-05-19,6,14.0,0.3404811925875002
2024-05-20,14,29.0,-0.5698849887484374
2024-05-21,8,18.0,-0.20991437977968763
2024-05-22,4,21.0,6.937129077942187
2024-05-23,7,27.0,1.9490382632453116
2024-05-24,0,11.0,4.24240902935625
2024-05-25,2,8.0,-1.34295215904375
2024-05-26,2,15.0,-1.128509442929687
2024-05-27,1,11.0,0.5473505169859378
2024-05-28,1,25.0,4.498013533018749
2024-05-29,4,22.0,0.3446106175015622
2024-05-30,11,18.0,0.8530474463921873
2024-05-31,0,22.0,0.9506412190593752
2024-06-01,0,2.0,1.0658350064765623
2024-06-02,4,5.0,-0.8846653249109375
2024-06-03,2,34.0,2.77620848426875
2024-06-04,1,26.0,5.077928673235937
2024-06-05,2,30.0,0.9617102141906244
2024-06-06,1,42.0,4.44183171155625
2024-06-07,6,12.0,1.6580349512546873
2024-06-08,0,7.0,-1.0415515737453118
2024-06-09,2,17.0,-1.1106528637453121
2024-06-10,4,20.0,5.497059411035938
2024-06-11,0,28.0,-0.03576889654531312
2024-06-12,3,21.0,0.6723079472093749
2024-06-13,1,45.0,4.861201011557812
2024-06-14,7,14.0,-1.2111765140406257
2024-06-15,5,3.0,-2.077692136457812
2024-06-16,1,13.0,-1.1177420609453121
2024-06-17,2,30.0,1.26511470301875
2024-06-18,0,30.0,0.8601984106578122
2024-06-19,3,28.0,6.768007598323438
2024-06-20,2,26.0,3.0033569687546873
2024-06-21,0,32.0,0.9708731954421874
2024-06-22,2,9.0,0.4273971738390627
2024-06-23,2,11.0,-2.1314690514656247
2024-06-24,0,33.0,-1.1162132724999996
2024-06-25,5,31.0,6.22661361896875
2024-06-26,1,44.0,1.3103678750031245
2024-06-27,7,26.0,-1.3852084030906249
2024-06-28,5,22.0,5.51390071104375
2024-06-29,1,4.0,0.07398333229062448
2024-06-30,0,3.0,-2.165155553228125
2024-07-01,4,29.0,1.905740222801563
2024-07-02,0,21.0,4.38481788375
2024-07-03,5,49.0,0.34622377514062475
2024-07-04,2,26.0,-0.13817482094218736
2024-07-05,0,16.0,-1.6652413734468747
2024-07-06,0,15.0,-0.9002280018421877
2024-07-07,0,1.0,-0.6303656304265628
2024-07-08,5,19.0,1.5932070140515626
2024-07-09,0,40.0,3.1093431197031247
2024-07-10,3,30.0,4.3505559134578125
2024-07-11,8,39.0,-1.5060451771937502
2024-07-12,6,18.0,4.679171326770313
2024-07-13,0,1.0,-0.509257326465625
2024-07-14,0,5.0,0.3040822750000003
2024-07-15,2,37.0,1.4834780025000003
2024-07-16,5,35.0,1.2530370464687501
2024-07-17,1,19.0,0.17965530147187492
2024-07-18,3,23.0,-0.5415019022750001
2024-07-19,0,22.0,-0.12611056366249995
2024-07-20,2,9.0,-0.9269682363265628
2024-07-21,0,10.0,0.4450032020718748
2024-07-22,4,81.0,0.3552623312531249
2024-07-23,0,38.0,4.3468867269875
2024-07-24,0,31.0,4.156203950004687
2024-07-25,1,16.0,-0.5394043094796874
2024-07-26,4,23.0,4.34061643301875
2024-07-27,3,2.0,-1.6502737424984373
2024-07-28,0,8.0,-1.494397799482812
2024-07-29,4,14.0,5.128115196984375
2024-07-30,1,41.0,2.5761528262515623
2024-07-31,2,35.0,-0.6017563645609378
2024-08-01,2,29.0,-0.8524973392578126
2024-08-02,8,8.0,0.701246582071875
2024-08-03,0,2.0,0.6554815991906247
2024-08-04,0,4.0,-1.3354886211625001
2024-08-05,3,27.0,2.3276656317671875
2024-08-06,1,34.0,-0.36565364434375036
2024-08-07,3,77.0,0.02315502677499981
2024-08-08,2,21.0,1.1918700015546875
2024-08-09,3,14.0,-0.01250731573125008
2024-08-10,2,1.0,0.21792535573593752
2024-08-11,1,1.0,-0.7226455974968751
2024-08-12,5,31.0,3.618135239784375
2024-08-13,4,25.0,3.5510287134531247
2024-08-14,0,46.0,-0.11202870521406272
2024-08-15,1,22.0,6.516624210001563
2024-08-16,3,9.0,-1.1557249830140628
2024-08-17,0,4.0,0.05930568301875061
2024-08-18,1,9.0,0.3624901700015628
2024-08-19,4,16.0,-1.5155573207328126
2024-08-20,1,41.0,2.1480580391875
2024-08-21,3,9.0,1.4833558157406246
2024-08-22,1,30.0,2.3473440853046874
2024-08-23,0,30.0,0.008402666909374634
2024-08-24,2,1.0,-1.5438845118937499
2024-08-25,0,27.0,0.24551694250312517
2024-08-26,1,32.0,2.202426402503125
2024-08-27,3,39.0,-0.358087235215625
2024-08-28,0,44.0,2.0684340784531248
2024-08-29,1,23.0,0.5655662900046874
2024-08-30,4,22.0,-0.2668794042609377
2024-08-31,0,11.0,1.0728088010375
2024-09-01,0,9.0,-0.09017443771562483
2024-09-02,3,24.0,1.164984849484375
2024-09-03,0,18.0,0.9263835752203124
2024-09-04,8,35.0,0.8603942472859374
2024-09-05,2,34.0,1.8489880264703125
2024-09-06,2,26.0,4.522932078020313
2024-09-07,2,2.0,-0.4780044532312502
2024-09-08,0,6.0,0.3408786544859379
2024-09-09,5,39.0,2.5255521842687503
2024-09-10,6,33.0,0.011051130735937331
2024-09-11,2,19.0,2.4356761050031253
2024-09-12,2,42.0,3.956757243753125
2024-09-13,3,11.0,-1.7941928442625001
2024-09-14,2,7.0,-0.5876928127921872
2024-09-15,1,9.0,-0.22638241042812512
2024-09-16,1,22.0,1.994332920003125
2024-09-17,4,30.0,-0.5046956910281253
2024-09-18,1,36.0,0.9540158935375
2024-09-19,3,28.0,0.8189190514718749
2024-09-20,0,11.0,-0.21153983977500035
2024-09-21,0,3.0,1.1020614175875
2024-09-22,0,8.0,-0.052305241248437495
2024-09-23,1,17.0,1.1811216862515626
2024-09-24,1,31.0,2.9496644377203123
