,hyperledger/besu,NethermindEth/nethermind,ethereum/go-ethereum
2020-11-04,2.106714037284375,0,5
2020-11-05,2.702542559484375,1,2
2020-11-06,-0.7794517249984374,0,0
2020-11-07,-1.0856355302953125,1,0
2020-11-08,-0.6005425154312498,6,0
2020-11-09,-0.37482974874999997,9,9
2020-11-10,3.717322648234375,4,3
2020-11-11,-0.42505236801406276,9,4
2020-11-12,4.1060930657375,3,2
2020-11-13,2.0337856194890622,2,6
2020-11-14,-2.015360369696875,0,0
2020-11-15,-0.8901269132328121,0,0
2020-11-16,4.4383438,1,1
2020-11-17,2.0916387924999995,6,5
2020-11-18,1.9572505466874999,2,2
2020-11-19,1.8243798115531251,4,3
2020-11-20,-1.2276085920609376,6,2
2020-11-21,-1.3986751832265625,3,0
2020-11-22,-0.7932689654312499,0,0
2020-11-23,3.47305918125,0,4
2020-11-24,0.39262037117187454,0,4
2020-11-25,0.6499032717734374,1,5
2020-11-26,-1.2649504774937501,2,0
2020-11-27,4.3735522062562495,2,1
2020-11-28,-0.8884163696968752,3,0
2020-11-29,0.9285276367671877,0,1
2020-11-30,-0.18433131999999985,1,4
2020-12-01,5.0817043604375,5,1
2020-12-02,4.663234616037499,1,3
2020-12-03,-0.07486982249687513,1,1
2020-12-04,-1.2368370577156247,3,3
2020-12-05,-1.4470978325781247,0,0
2020-12-06,-0.8879481929296875,1,0
2020-12-07,2.4079914544859373,2,1
2020-12-08,0.6509235267687496,5,3
