,python/cpython,rust-lang/rust,JuliaLang/julia
2023-12-04,21,121,6
2023-12-05,18,122,15
2023-12-06,11,74,12
2023-12-07,21,76,16
2023-12-08,13,136,9
2023-12-09,7,55,3
2023-12-10,10,76,2
2023-12-11,14,84,12
2023-12-12,18,121,5
2023-12-13,21,62,8
2023-12-14,24,88,8
2023-12-15,12,115,7
2023-12-16,6,57,0
2023-12-17,7,39,0
2023-12-18,10,139,6
2023-12-19,11,96,8
2023-12-20,12,68,9
2023-12-21,17,55,9
2023-12-22,12,64,6
2023-12-23,7,93,7
2023-12-24,11,46,0
2023-12-25,3,28,4
2023-12-26,10,60,0
2023-12-27,13,39,3
2023-12-28,9,62,5
2023-12-29,2,53,2
2023-12-30,3,51,5
2023-12-31,2,45,1
2024-01-01,6,33,0
2024-01-02,11,63,8
2024-01-03,10,99,8
2024-01-04,6,129,5
2024-01-05,12,121,9
2024-01-06,12,87,16
2024-01-07,2,110,10
2024-01-08,18,93,18
2024-01-09,21,119,5
2024-01-10,25,73,6
2024-01-11,12,118,15
2024-01-12,24,70,7
2024-01-13,7,71,11
2024-01-14,5,75,9
2024-01-15,10,67,3
2024-01-16,30,90,12
2024-01-17,18,71,6
2024-01-18,20,98,11
2024-01-19,6,131,9
2024-01-20,10,81,6
2024-01-21,11,80,2
2024-01-22,20,122,7
2024-01-23,20,87,7
2024-01-24,11,57,9
2024-01-25,13,85,7
2024-01-26,25,117,4
2024-01-27,13,57,6
2024-01-28,4,50,4
2024-01-29,22,71,11
2024-01-30,18,114,19
2024-01-31,16,81,18
2024-02-01,23,33,12
2024-02-02,19,52,5
2024-02-03,12,42,4
2024-02-04,14,54,3
2024-02-05,16,80,9
2024-02-06,16,83,11
2024-02-07,9,91,14
2024-02-08,5,122,23
2024-02-09,10,161,6
2024-02-10,13,86,23
2024-02-11,16,113,12
2024-02-12,22,141,13
2024-02-13,16,151,19
2024-02-14,22,100,8
2024-02-15,26,107,10
2024-02-16,19,114,13
2024-02-17,20,119,9
2024-02-18,5,87,4
2024-02-19,16,128,4
2024-02-20,26,120,12
2024-02-21,17,125,10
2024-02-22,12,115,6
2024-02-23,14,93,10
2024-02-24,5,73,0
2024-02-25,15,94,3
2024-02-26,22,126,12
2024-02-27,5,134,8
2024-02-28,28,109,3
2024-02-29,22,161,8
2024-03-01,23,120,8
2024-03-02,5,73,2
2024-03-03,6,87,5
2024-03-04,18,117,9
2024-03-05,22,162,8
2024-03-06,16,127,5
2024-03-07,17,105,3
2024-03-08,12,110,8
2024-03-09,6,114,10
2024-03-10,4,112,3
2024-03-11,22,137,14
2024-03-12,22,126,9
2024-03-13,28,107,6
2024-03-14,25,160,9
2024-03-15,15,91,4
2024-03-16,12,77,0
2024-03-17,7,117,2
2024-03-18,25,111,2
2024-03-19,27,124,4
2024-03-20,12,98,6
2024-03-21,18,126,3
2024-03-22,13,165,6
2024-03-23,4,114,6
2024-03-24,6,109,0
2024-03-25,9,112,3
2024-03-26,16,98,8
2024-03-27,8,123,10
2024-03-28,18,85,7
2024-03-29,17,59,6
2024-03-30,0,64,2
2024-03-31,5,77,1
2024-04-01,9,81,4
2024-04-02,13,83,5
2024-04-03,20,109,7
2024-04-04,14,103,7
2024-04-05,8,87,8
2024-04-06,2,95,5
2024-04-07,4,55,3
2024-04-08,16,115,5
2024-04-09,16,86,6
2024-04-10,10,96,4
2024-04-11,19,118,5
2024-04-12,24,83,2
2024-04-13,7,56,4
2024-04-14,9,91,3
2024-04-15,18,144,5
2024-04-16,20,177,11
2024-04-17,29,105,3
2024-04-18,15,77,6
2024-04-19,21,99,4
2024-04-20,1,98,8
2024-04-21,7,70,1
2024-04-22,11,78,8
2024-04-23,14,90,10
2024-04-24,20,97,5
2024-04-25,14,82,10
2024-04-26,11,62,10
2024-04-27,4,66,2
2024-04-28,6,73,2
2024-04-29,22,87,6
2024-04-30,24,78,10
2024-05-01,25,42,4
2024-05-02,20,115,15
2024-05-03,24,100,4
2024-05-04,14,139,2
2024-05-05,21,75,2
2024-05-06,40,82,5
2024-05-07,40,41,12
2024-05-08,19,80,5
2024-05-09,18,78,10
2024-05-10,21,80,10
2024-05-11,4,125,1
2024-05-12,2,84,2
2024-05-13,8,81,13
2024-05-14,7,78,4
2024-05-15,6,83,5
2024-05-16,8,66,11
2024-05-17,4,72,7
2024-05-18,7,59,2
2024-05-19,7,79,2
2024-05-20,28,130,8
2024-05-21,24,92,6
2024-05-22,26,88,7
2024-05-23,10,123,7
2024-05-24,9,92,10
2024-05-25,9,58,6
2024-05-26,6,50,2
2024-05-27,13,77,3
2024-05-28,18,86,5
2024-05-29,23,111,12
2024-05-30,16,76,7
2024-05-31,22,53,9
2024-06-01,10,46,0
2024-06-02,7,50,0
2024-06-03,27,70,2
2024-06-04,27,129,10
2024-06-05,8,147,18
2024-06-06,10,95,4
2024-06-07,18,123,7
2024-06-08,7,66,10
2024-06-09,0,95,5
2024-06-10,8,63,11
2024-06-11,14,133,6
2024-06-12,18,136,6
2024-06-13,13,143,8
2024-06-14,9,87,9
2024-06-15,10,64,3
2024-06-16,9,91,0
2024-06-17,26,102,1
2024-06-18,22,106,8
2024-06-19,21,146,1
2024-06-20,15,87,6
2024-06-21,13,118,10
2024-06-22,6,84,4
2024-06-23,9,80,5
2024-06-24,20,122,4
2024-06-25,9,101,4
2024-06-26,17,55,5
2024-06-27,13,70,8
2024-06-28,8,110,4
2024-06-29,5,98,1
2024-06-30,4,93,0
2024-07-01,18,87,5
2024-07-02,10,120,4
2024-07-03,19,89,2
2024-07-04,11,118,4
2024-07-05,7,113,6
2024-07-06,5,99,5
2024-07-07,2,164,2
2024-07-08,14,96,2
2024-07-09,8,75,7
2024-07-10,15,77,4
2024-07-11,6,56,4
2024-07-12,2,102,3
2024-07-13,16,46,3
2024-07-14,12,65,2
2024-07-15,18,100,4
2024-07-16,19,117,8
2024-07-17,17,152,2
2024-07-18,14,141,6
2024-07-19,17,150,2
2024-07-20,6,76,3
2024-07-21,6,50,2
2024-07-22,11,129,6
2024-07-23,18,76,7
2024-07-24,9,95,13
2024-07-25,16,139,16
2024-07-26,13,119,9
2024-07-27,13,81,2
2024-07-28,4,71,3
2024-07-29,13,133,8
2024-07-30,14,94,8
2024-07-31,7,85,9
2024-08-01,8,80,10
2024-08-02,12,57,5
2024-08-03,9,102,8
2024-08-04,5,61,4
2024-08-05,4,129,7
2024-08-06,20,94,12
2024-08-07,17,135,4
2024-08-08,14,108,14
2024-08-09,5,96,7
2024-08-10,3,104,2
2024-08-11,9,57,1
2024-08-12,13,141,7
2024-08-13,9,135,4
2024-08-14,12,82,2
2024-08-15,9,62,5
