,nim-lang/Nim,golang/go,rust-lang/rust
2014-08-16,4,4.0,14
2014-08-17,5,-0.40000000000000036,24
2014-08-18,0,8.82,30
2014-08-19,14,21.986,34
2014-08-20,4,2.212349999999998,22
2014-08-21,3,17.144033,36
2014-08-22,5,6.9808894499999985,18
2014-08-23,1,1.3378369650000006,25
2014-08-24,0,9.9777708854375,23
2014-08-25,0,32.42566378610625,16
2014-08-26,0,5.926076856609374,15
2014-08-27,11,5.137974909067188,23
2014-08-28,21,29.711667472845313,21
2014-08-29,6,19.67753427752344,30
2014-08-30,18,10.509545986660939,23
2014-08-31,22,-3.744803319921875,35
2014-09-01,1,11.959110077418753,11
2014-09-02,2,13.274418792771879,21
2014-09-03,4,9.929580289320317,18
2014-09-04,4,19.255325016214066,24
2014-09-05,9,13.380167141410938,31
2014-09-06,6,3.465955138423439,19
2014-09-07,2,6.599652044601564,25
2014-09-08,4,24.89201839015938,24
2014-09-09,15,12.254605190979689,45
2014-09-10,11,-0.44708364430468706,25
2014-09-11,8,7.932632885920315,19
2014-09-12,2,13.853144732637503,26
2014-09-13,6,-3.6973044376078104,15
2014-09-14,8,0.8576660877281275,35
2014-09-15,0,10.226493842056252,36
2014-09-16,5,20.543311073953127,22
2014-09-17,7,9.213529135228125,61
2014-09-18,18,10.734173883576563,30
2014-09-19,5,18.735760060434373,21
2014-09-20,0,-4.163673236660937,18
2014-09-21,7,-1.3623034818609354,12
2014-09-22,2,5.309651668453128,43
2014-09-23,2,3.008513009954691,19
2014-09-24,1,19.152587843959378,34
2014-09-25,1,12.692399799970312,31
2014-09-26,3,17.664542967314063,21
2014-09-27,3,-2.9758785843468765,16
2014-09-28,3,-1.3034987895406238,9
2014-09-29,0,12.434414000734378,47
2014-09-30,0,19.42747171260469,37
2014-10-01,4,8.232192395920313,40
2014-10-02,10,5.677390511492188,67
2014-10-03,0,6.052009704745314,43
2014-10-04,6,1.313218577346877,22
2014-10-05,8,-1.04532458752031,27
2014-10-06,0,16.62129331194844,25
2014-10-07,1,10.165626047745313,29
2014-10-08,1,10.054129960653125,23
2014-10-09,1,7.998974609271874,48
2014-10-10,5,-0.7829341138218742,12
2014-10-11,10,1.1565447125359392,25
2014-10-12,6,-0.5435030961359353,23
2014-10-13,1,3.8572383318406276,41
2014-10-14,4,4.654938049432815,22
2014-10-15,2,17.4877113964,28
2014-10-16,1,7.236559414079687,27
2014-10-17,3,6.578460793860937,21
2014-10-18,2,-0.25402585517656284,17
2014-10-19,19,3.4983055971312513,16
2014-10-20,2,14.471451323126564,15
2014-10-21,12,4.397989167385938,23
2014-10-22,2,7.809319755476563,20
2014-10-23,1,0.6318678624875003,21
2014-10-24,5,7.25788763041094,19
2014-10-25,4,-0.980606297499999,26
2014-10-26,4,-0.27072923010468575,21
2014-10-27,0,16.04107250235,53
2014-10-28,0,18.587823980320312,41
2014-10-29,4,18.589003918315623,24
2014-10-30,3,12.027506450842186,45
2014-10-31,5,5.218422006843749,37
2014-11-01,7,-1.0904643334984363,18
2014-11-02,13,-1.1740326445890599,30
2014-11-03,18,6.385369235698441,76
2014-11-04,6,1.9605774299484402,24
2014-11-05,3,6.2267556660609396,34
2014-11-06,4,12.056267957901564,69
2014-11-07,4,1.4805481947093755,40
2014-11-08,6,-0.7254298627156246,18
2014-11-09,0,5.8801169048953135,31
2014-11-10,4,11.5550273619125,18
2014-11-11,3,23.813599258339064,18
2014-11-12,5,12.151888682649998,32
2014-11-13,5,3.380644038231249,20
2014-11-14,12,18.19888624999375,20
2014-11-15,2,-1.8768277213156241,14
2014-11-16,8,1.6139387405906271,42
2014-11-17,3,7.9471870801046895,62
2014-11-18,2,8.534061910545315,42
2014-11-19,4,3.3286288011265643,73
2014-11-20,5,6.779595189565626,38
2014-11-21,1,10.784756522065626,55
2014-11-22,2,1.4009830164203132,18
2014-11-23,2,-0.9142666892859364,46
2014-11-24,0,2.7560469428656265,25
2014-11-25,1,2.697055475950002,36
2014-11-26,0,-1.2749280085312484,33
2014-11-27,5,-0.7998761847390613,45
2014-11-28,4,-0.5461407836062488,11
2014-11-29,2,-0.4046315395265613,7
2014-11-30,2,-0.27566708127968675,16
2014-12-01,1,1.8598134418406254,12
2014-12-02,0,1.7089531104015625,18
2014-12-03,2,1.6381313377937499,33
2014-12-04,3,1.61940458985625,41
2014-12-05,2,10.611675,60
2014-12-06,2,2.6794414999999994,17
2014-12-07,1,-1.0518825250000003,51
2014-12-08,9,12.3844300825,27
2014-12-09,2,5.25883095646875,42
2014-12-10,7,5.370620001396875,20
2014-12-11,5,7.347129138896875,17
2014-12-12,8,10.106274460146876,24
2014-12-13,3,1.6749208167562504,122
2014-12-14,5,1.2442784575421881,79
2014-12-15,5,2.609272701106251,47
2014-12-16,1,7.663821219546877,37
2014-12-17,12,0.18617173967343836,63
2014-12-18,7,19.770987924889063,41
2014-12-19,8,4.091820560107812,103
2014-12-20,4,5.773300248489063,45
2014-12-21,8,-0.12486437124375005,57
2014-12-22,7,25.549220753309378,62
2014-12-23,4,18.309273649079685,26
2014-12-24,5,0.8315828677156247,22
2014-12-25,1,-1.8495870076046876,35
2014-12-26,22,3.0571947478500023,30
2014-12-27,2,0.06434506063594103,27
2014-12-28,5,5.57571879812344,35
2014-12-29,10,4.290832229931252,63
2014-12-30,15,5.323557213506252,126
2014-12-31,9,1.2026888514359384,42
2015-01-01,4,4.72760892038125,49
2015-01-02,24,5.695352668054688,70
2015-01-03,15,0.5326001023859379,61
2015-01-04,3,5.921436412539063,60
2015-01-05,19,9.59570258881875,127
2015-01-06,18,20.053318242904687,136
2015-01-07,10,21.721733279924997,78
2015-01-08,4,12.77343582820156,109
2015-01-09,0,4.0213089155484365,43
2015-01-10,25,-0.14105203632499919,33
2015-01-11,19,-0.3159976050328095,48
2015-01-12,11,10.187447920068754,86
2015-01-13,20,5.448060209076565,32
2015-01-14,10,18.60809161701094,34
2015-01-15,12,10.390453232568749,91
2015-01-16,5,2.6459482578359377,50
2015-01-17,21,-0.466133110985937,44
2015-01-18,39,1.2921261981656271,46
2015-01-19,15,13.52851961136094,43
2015-01-20,3,6.461621206240626,72
2015-01-21,5,27.60690596919375,96
2015-01-22,12,0.5708697838843735,51
2015-01-23,6,7.131993762026563,28
2015-01-24,5,1.2556190064031254,43
2015-01-25,4,-1.0576667674968725,22
2015-01-26,1,8.517818799631252,31
2015-01-27,24,7.8903663559078145,66
2015-01-28,13,26.666963944820314,44
2015-01-29,9,11.730142830457812,40
2015-01-30,6,23.12386609634375,65
2015-01-31,7,-3.8095066903359394,28
2015-02-01,16,-2.7963555986718727,36
2015-02-02,5,9.101793439340629,51
2015-02-03,9,26.459027192307815,43
2015-02-04,35,18.437204203234376,21
2015-02-05,3,8.1710401696875,49
2015-02-06,7,21.90186095695781,71
2015-02-07,19,-0.020816538246874572,35
2015-02-08,12,3.6357572810140653,18
2015-02-09,8,8.182574376214065,21
2015-02-10,11,9.966062328078127,66
2015-02-11,7,18.687022368401564,75
2015-02-12,18,12.726210450848438,39
2015-02-13,16,29.927587407470313,46
2015-02-14,15,4.256539459876562,25
2015-02-15,10,-0.1672424922624991,71
2015-02-16,37,5.07305972496094,71
2015-02-17,4,26.160664512826568,86
2015-02-18,14,9.186814522901564,123
2015-02-19,5,16.867393269439063,36
2015-02-20,19,17.35749112544375,17
2015-02-21,13,3.096165351857814,53
2015-02-22,4,-0.6760757513781228,72
2015-02-23,3,27.460743290078128,64
2015-02-24,17,10.227845969481251,105
2015-02-25,7,33.768245592259376,32
2015-02-26,4,20.579023497989063,31
2015-02-27,10,5.82639882366875,34
2015-02-28,10,6.193445602901564,41
2015-03-01,8,15.87411102633438,43
2015-03-02,1,23.36653916566563,32
2015-03-03,13,24.324589883173438,76
2015-03-04,13,17.576886433687502,31
2015-03-05,21,24.91441311861719,55
2015-03-06,11,8.208707659712502,59
2015-03-07,14,-2.3770036834078105,15
2015-03-08,13,0.36564955139687916,38
2015-03-09,9,5.020922991792194,35
2015-03-10,10,9.040354247343755,33
2015-03-11,12,8.825772891025004,24
2015-03-12,30,14.878059890296877,33
2015-03-13,10,6.384151354403126,29
2015-03-14,10,4.9812977374015635,18
2015-03-15,5,4.491290387914064,42
2015-03-16,19,23.77951047032969,30
2015-03-17,20,20.959063080731248,53
2015-03-18,4,5.251981343524999,37
2015-03-19,1,11.31351585588125,57
2015-03-20,1,24.1982088227875,41
2015-03-21,7,-2.1233441333031235,10
2015-03-22,16,-3.177446978234373,23
2015-03-23,8,10.844239573603128,96
2015-03-24,8,24.077668112592193,65
2015-03-25,9,5.435798358675001,24
2015-03-26,9,7.525553512695313,44
2015-03-27,13,11.83426474690625,79
2015-03-28,3,7.525418108773439,26
2015-03-29,2,-2.1652562225531233,34
2015-03-30,7,14.06425605364219,37
2015-03-31,1,8.998740257046876,75
2015-04-01,13,12.959212615610939,95
2015-04-02,2,17.564140255123437,34
2015-04-03,14,15.99085570021875,37
2015-04-04,6,0.7220772556203121,42
2015-04-05,7,-2.975421127460936,18
2015-04-06,11,10.075820519089065,21
2015-04-07,5,21.400589834214067,43
2015-04-08,16,33.9312497007375,68
2015-04-09,28,13.947329140068748,38
2015-04-10,17,18.735049798596876,57
2015-04-11,16,5.504488355182812,45
2015-04-12,7,10.704260234203128,21
2015-04-13,7,27.804306582320315,36
2015-04-14,9,7.112040058812502,86
2015-04-15,6,17.203184049693753,49
2015-04-16,0,30.712847669543752,31
2015-04-17,8,23.214995245821875,75
2015-04-18,5,2.2515740906562502,35
2015-04-19,4,-2.834506497784373,22
2015-04-20,10,12.679564984370318,35
2015-04-21,16,26.98747086921094,99
2015-04-22,19,16.34248988214688,30
2015-04-23,4,5.6487028406890625,45
2015-04-24,24,17.68316347564688,63
2015-04-25,7,-3.9359808730124985,50
2015-04-26,14,8.071445764281254,25
2015-04-27,6,20.965896173645316,51
2015-04-28,8,19.64128117792813,31
2015-04-29,5,27.011426200940626,97
2015-04-30,6,15.910133501292187,70
2015-05-01,1,15.4555662210375,44
2015-05-02,17,-0.34346809798906186,36
2015-05-03,5,2.2477359724437536,23
2015-05-04,12,8.910401694292192,43
2015-05-05,4,16.589558999729693,52
2015-05-06,3,36.7714612217625,58
2015-05-07,17,14.425219192637499,56
2015-05-08,9,0.3623056487562497,43
2015-05-09,0,-0.8403008853687486,37
2015-05-10,1,-0.786721295832808,54
2015-05-11,2,25.90353200422657,54
2015-05-12,3,14.635343941096878,63
2015-05-13,15,11.60091570050625,66
2015-05-14,6,16.785107169390624,52
2015-05-15,5,24.37638075769844,53
2015-05-16,15,-1.438247395098438,39
2015-05-17,12,-0.41014004676249805,40
2015-05-18,4,14.39668458386094,33
2015-05-19,8,12.40725285174063,84
2015-05-20,4,4.128597029196877,36
2015-05-21,1,7.941708309817189,35
2015-05-22,0,12.974705794846876,21
2015-05-23,4,-0.46530255320781055,34
2015-05-24,9,-2.2955432768546857,26
2015-05-25,19,0.5912931145593772,34
2015-05-26,36,6.735962631126565,35
2015-05-27,2,11.260739291139064,30
2015-05-28,15,13.69109874655,41
2015-05-29,1,5.156247559040624,41
2015-05-30,4,2.6332050251046875,20
2015-05-31,4,0.09704289537812572,22
2015-06-01,5,6.65420219989219,28
2015-06-02,10,13.265339641468751,34
2015-06-03,3,32.402599039553124,26
2015-06-04,38,17.00071712050937,30
2015-06-05,11,24.18312877628281,25
2015-06-06,11,-0.6190921509500011,30
2015-06-07,34,0.3605453721343772,20
2015-06-08,3,4.182528103789066,44
2015-06-09,13,11.30329890955313,58
2015-06-10,25,3.711742590728128,40
2015-06-11,11,11.220632826414064,36
2015-06-12,4,10.784905521148438,35
2015-06-13,5,0.798035385506251,25
2015-06-14,10,12.772810838879689,18
2015-06-15,26,14.176716186507813,35
2015-06-16,10,14.648071063746876,19
2015-06-17,8,21.24454310127969,52
2015-06-18,29,20.306953450887498,51
2015-06-19,11,14.868278102529688,36
2015-06-20,7,-2.9767550402218745,37
2015-06-21,7,-1.1651808438156226,28
2015-06-22,3,10.61788958337188,28
2015-06-23,10,5.9194502956953166,44
2015-06-24,13,10.172937153857816,40
2015-06-25,22,10.919971672712501,36
2015-06-26,15,30.760276911210937,25
2015-06-27,3,1.7541707587890611,21
2015-06-28,2,-1.4230704817499995,9
2015-06-29,11,33.718596755146876,32
2015-06-30,12,12.770205296975,57
2015-07-01,24,2.3066068736421883,37
2015-07-02,22,5.507059835473438,28
2015-07-03,16,-1.2165447251859343,26
2015-07-04,6,-2.3035144767843714,28
2015-07-05,5,5.370201980168753,35
2015-07-06,7,0.23000236621719017,35
2015-07-07,1,9.645546656365626,29
