,grafana/grafana,elastic/kibana,getsentry/sentry
2021-06-22,10.0,60,33
2021-06-23,13.0,62,34
2021-06-24,9.2,69,25
2021-06-25,1.7199999999999989,10,14
2021-06-26,-2.296000000000001,1,0
2021-06-27,-0.0633600000000012,1,0
2021-06-28,11.207872,59,21
2021-06-29,8.1827328,81,31
2021-06-30,7.61383168,86,48
2021-07-01,12.240134656,48,30
2021-07-02,7.080058368,3,20
2021-07-03,-5.577380147200001,1,0
2021-07-04,-1.9542636544000018,0,0
2021-07-05,11.791930265599998,17,13
2021-07-06,8.5888428032,46,38
2021-07-07,19.0148676608,42,34
2021-07-08,7.578786611200001,51,28
2021-07-09,7.345793331199999,41,35
2021-07-10,-4.3657520128,4,2
2021-07-11,-1.8433994752000014,0,0
2021-07-12,16.134199807999998,33,42
2021-07-13,14.1663241216,43,34
2021-07-14,11.8850115584,39,46
2021-07-15,9.5224173568,36,38
2021-07-16,10.637616230399999,35,22
2021-07-17,-5.492363264,1,0
2021-07-18,-4.430466969600003,2,0
2021-07-19,14.135718195199999,31,34
2021-07-20,10.440101171200002,38,35
2021-07-21,20.7195828224,34,40
2021-07-22,14.274701824000001,43,40
2021-07-23,2.0737526784,4,31
2021-07-24,-5.8125232128,0,1
2021-07-25,-4.100289331200002,2,0
2021-07-26,15.290174259199999,41,15
2021-07-27,4.328075776,38,28
2021-07-28,-0.12356218879999936,48,28
2021-07-29,18.1084548096,41,33
2021-07-30,6.2409874432000025,33,23
2021-07-31,-5.8576346112,1,0
2021-08-01,-3.0386289664000015,0,0
2021-08-02,6.987681689599999,40,18
2021-08-03,9.671017984,46,24
2021-08-04,21.445639372800002,26,23
2021-08-05,7.493405696,29,25
2021-08-06,3.3946762239999995,5,33
2021-08-07,-5.5759899648,1,2
2021-08-08,-3.0715287552000015,0,0
2021-08-09,12.934149119999999,32,4
2021-08-10,11.400274432,56,1
2021-08-11,5.2988488704000005,46,2
2021-08-12,6.805629132800001,45,1
2021-08-13,12.7387140096,47,0
2021-08-14,-4.339557376,9,1
2021-08-15,-1.6253015040000016,4,3
2021-08-16,8.311142399999998,61,0
2021-08-17,15.921408,78,15
2021-08-18,16.648568832000002,44,17
2021-08-19,12.2251145216,44,15
2021-08-20,3.1239740415999986,36,9
2021-08-21,-6.340218060800001,2,0
2021-08-22,-3.6353139712000013,4,0
2021-08-23,18.564187955199998,48,16
2021-08-24,12.9280796672,47,17
2021-08-25,8.0162963456,47,23
2021-08-26,8.328444416,55,32
2021-08-27,16.4216567808,15,20
2021-08-28,-7.10230784,0,0
2021-08-29,-2.3153516544000032,0,0
2021-08-30,5.785351679999998,38,26
2021-08-31,11.905978368,44,42
2021-09-01,19.2675163136,47,30
2021-09-02,9.0187674624,26,24
2021-09-03,-2.334071296000001,46,2
2021-09-04,-4.903165952,0,0
2021-09-05,-2.983471411200001,1,0
2021-09-06,10.029953945599999,19,0
2021-09-07,16.061912371200002,41,28
2021-09-08,12.799434854400001,53,17
2021-09-09,16.074899353600003,43,23
2021-09-10,12.875841536000001,26,16
2021-09-11,-8.214349516800002,0,0
2021-09-12,-3.240612352000003,1,0
2021-09-13,22.92231936,41,31
2021-09-14,10.527737856000002,41,25
2021-09-15,17.5068874752,46,29
2021-09-16,7.937327104000001,31,20
2021-09-17,13.9135678464,6,18
2021-09-18,-8.8381018112,3,0
2021-09-19,-3.6855798784000022,5,0
2021-09-20,19.712199167999998,25,31
2021-09-21,7.944737177600002,31,33
2021-09-22,7.1965684736,39,34
2021-09-23,17.5410710528,45,29
2021-09-24,-6.367048703999998,3,18
2021-09-25,-2.6322654208000014,0,0
2021-09-26,-3.3265548288000004,3,0
2021-09-27,14.869961728,35,26
2021-09-28,12.940645273600001,39,35
2021-09-29,19.691851980800003,41,38
2021-09-30,12.657360896,32,25
2021-10-01,12.6902129664,28,18
2021-10-02,-8.528805273600002,2,3
2021-10-03,-4.422251724800002,1,0
2021-10-04,10.942052659199998,58,28
2021-10-05,6.877723136,59,20
2021-10-06,16.6036867072,61,44
2021-10-07,11.585005260800003,51,31
2021-10-08,7.411793817600001,12,52
2021-10-09,-6.9007023104,2,0
2021-10-10,-3.7054915584000017,2,0
2021-10-11,15.59768832,42,14
2021-10-12,21.556833792,64,33
2021-10-13,6.669201510400001,57,25
2021-10-14,15.8817984512,56,25
2021-10-15,6.497606963200001,51,24
2021-10-16,-6.3795813376,6,0
2021-10-17,-4.252230656000003,5,0
2021-10-18,18.187901439999997,57,34
2021-10-19,15.638239744,80,27
