,apache/superset,getredash/redash,metabase/metabase
2015-11-30,4,13,7
2015-12-01,0,21,43
2015-12-02,0,4,26
2015-12-03,0,4,16
2015-12-04,12,3,9
2015-12-05,0,3,0
2015-12-06,0,2,0
2015-12-07,0,1,17
2015-12-08,5,1,15
2015-12-09,4,3,15
2015-12-10,4,7,8
2015-12-11,5,4,15
2015-12-12,2,2,8
2015-12-13,5,4,2
2015-12-14,7,4,7
2015-12-15,8,0,28
2015-12-16,8,13,14
2015-12-17,12,0,6
2015-12-18,12,0,8
2015-12-19,2,1,0
2015-12-20,3,5,0
2015-12-21,3,6,0
2015-12-22,4,0,0
2015-12-23,6,0,0
2015-12-24,4,4,0
2015-12-25,1,0,0
2015-12-26,4,0,0
2015-12-27,2,4,0
2015-12-28,1,5,0
2015-12-29,2,0,0
2015-12-30,0,0,0
2015-12-31,0,1,0
2016-01-01,0,0,0
2016-01-02,0,0,0
2016-01-03,0,1,0
2016-01-04,0,1,0
2016-01-05,0,2,1
2016-01-06,11,8,7
2016-01-07,4,17,3
2016-01-08,4,2,6
2016-01-09,4,2,4
2016-01-10,2,1,1
2016-01-11,11,9,5
2016-01-12,11,9,11
2016-01-13,3,4,2
2016-01-14,10,5,6
2016-01-15,3,11,35
2016-01-16,5,4,12
2016-01-17,0,0,0
2016-01-18,0,1,9
2016-01-19,7,7,20
2016-01-20,0,6,12
2016-01-21,3,6,32
2016-01-22,2,1,33
2016-01-23,4,6,5
2016-01-24,3,5,0
2016-01-25,2,0,16
2016-01-26,1,0,23
2016-01-27,4,1,22
2016-01-28,1,0,10
2016-01-29,3,1,22
2016-01-30,0,0,1
2016-01-31,0,0,1
2016-02-01,0,1,20
2016-02-02,0,2,7
2016-02-03,0,4,30
2016-02-04,12,0,13
2016-02-05,1,0,7
2016-02-06,0,1,11
2016-02-07,0,1,1
2016-02-08,0,3,11
2016-02-09,0,5,6
2016-02-10,11,5,21
2016-02-11,4,1,7
2016-02-12,8,0,22
2016-02-13,0,0,13
2016-02-14,0,14,3
2016-02-15,0,1,16
2016-02-16,3,4,27
2016-02-17,0,2,8
2016-02-18,0,1,24
2016-02-19,3,0,25
2016-02-20,0,0,10
2016-02-21,0,2,8
2016-02-22,0,5,13
2016-02-23,2,8,35
2016-02-24,9,10,27
2016-02-25,5,3,18
2016-02-26,3,2,12
2016-02-27,5,1,24
2016-02-28,4,4,2
2016-02-29,10,17,14
2016-03-01,13,5,33
2016-03-02,10,1,17
2016-03-03,0,0,6
2016-03-04,9,1,9
2016-03-05,4,0,7
2016-03-06,7,2,1
2016-03-07,2,6,7
2016-03-08,3,9,28
2016-03-09,1,4,19
2016-03-10,2,10,17
2016-03-11,3,4,10
2016-03-12,0,4,1
2016-03-13,0,12,0
2016-03-14,3,12,5
2016-03-15,1,10,17
2016-03-16,9,1,38
2016-03-17,10,8,25
2016-03-18,3,0,10
2016-03-19,5,0,0
2016-03-20,2,1,0
2016-03-21,4,5,34
2016-03-22,1,4,24
2016-03-23,8,35,17
2016-03-24,7,8,30
2016-03-25,5,1,21
2016-03-26,8,0,2
2016-03-27,9,3,0
2016-03-28,6,5,13
2016-03-29,13,7,24
2016-03-30,9,14,4
2016-03-31,15,1,11
2016-04-01,15,1,12
2016-04-02,0,0,2
2016-04-03,9,5,0
2016-04-04,11,2,19
2016-04-05,7,2,15
2016-04-06,7,7,6
2016-04-07,14,7,1
2016-04-08,2,1,3
2016-04-09,12,0,4
2016-04-10,5,3,4
2016-04-11,5,1,18
2016-04-12,5,1,33
2016-04-13,4,0,38
2016-04-14,10,5,32
2016-04-15,7,10,12
2016-04-16,1,0,0
2016-04-17,2,15,2
2016-04-18,3,10,21
2016-04-19,1,2,48
2016-04-20,4,83,41
2016-04-21,5,1,31
2016-04-22,1,1,18
2016-04-23,0,0,4
2016-04-24,0,0,0
2016-04-25,2,1,8
2016-04-26,5,0,29
2016-04-27,1,0,12
2016-04-28,3,1,27
2016-04-29,3,2,14
2016-04-30,1,0,7
2016-05-01,1,4,0
2016-05-02,4,1,20
2016-05-03,3,1,19
2016-05-04,2,11,16
2016-05-05,5,9,15
2016-05-06,1,0,23
2016-05-07,0,4,13
2016-05-08,0,6,0
2016-05-09,0,4,28
2016-05-10,7,0,51
2016-05-11,0,0,20
2016-05-12,6,0,13
2016-05-13,0,1,12
2016-05-14,0,0,0
2016-05-15,0,0,0
2016-05-16,2,0,9
2016-05-17,7,6,7
2016-05-18,0,11,8
2016-05-19,1,4,8
2016-05-20,8,2,8
2016-05-21,0,0,0
2016-05-22,0,4,0
2016-05-23,4,2,12
2016-05-24,2,3,22
2016-05-25,0,1,20
2016-05-26,0,7,9
2016-05-27,0,2,2
2016-05-28,0,0,0
2016-05-29,0,0,0
2016-05-30,0,5,0
2016-05-31,0,7,18
2016-06-01,4,7,8
2016-06-02,7,2,3
2016-06-03,6,1,2
2016-06-04,0,0,2
2016-06-05,0,1,0
2016-06-06,1,7,11
2016-06-07,2,4,24
2016-06-08,2,10,26
2016-06-09,5,8,10
2016-06-10,6,0,29
2016-06-11,4,0,2
2016-06-12,2,0,0
2016-06-13,4,5,27
2016-06-14,5,22,33
2016-06-15,10,9,19
2016-06-16,2,2,11
2016-06-17,5,11,11
2016-06-18,0,0,0
2016-06-19,0,5,0
2016-06-20,6,6,18
2016-06-21,8,4,2
2016-06-22,5,5,5
2016-06-23,4,3,5
2016-06-24,5,0,23
2016-06-25,1,0,0
2016-06-26,1,1,0
2016-06-27,0,1,23
2016-06-28,9,2,18
2016-06-29,1,0,11
2016-06-30,2,1,20
2016-07-01,8,1,16
2016-07-02,0,0,8
2016-07-03,0,8,1
2016-07-04,0,4,1
2016-07-05,0,6,13
2016-07-06,0,7,38
2016-07-07,0,0,18
2016-07-08,3,0,14
2016-07-09,0,0,7
2016-07-10,0,0,4
2016-07-11,4,11,13
2016-07-12,1,3,23
2016-07-13,6,0,33
2016-07-14,4,2,14
2016-07-15,3,1,10
2016-07-16,0,0,9
2016-07-17,0,0,4
2016-07-18,0,0,35
2016-07-19,2,1,54
2016-07-20,1,3,34
2016-07-21,2,3,27
2016-07-22,9,0,21
2016-07-23,0,0,6
2016-07-24,0,2,6
2016-07-25,0,4,18
2016-07-26,3,1,43
2016-07-27,1,4,55
2016-07-28,4,6,49
2016-07-29,0,0,15
2016-07-30,1,0,6
2016-07-31,0,7,0
2016-08-01,0,0,12
