,ray-project/ray,DLR-RM/stable-baselines3,hill-a/stable-baselines
2020-03-12,5.240075161600002,5,1
2020-03-13,1.4791178240000011,3,0
2020-03-14,-0.601696153599999,0,0
2020-03-15,-1.3394176,0,0
2020-03-16,-1.1759448064000004,5,0
2020-03-17,5.6126647296,0,1
2020-03-18,-2.462029824,1,0
2020-03-19,4.4856743936,3,0
2020-03-20,4.9936294912,2,0
2020-03-21,-2.1083114495999995,0,3
2020-03-22,0.9451424768000001,0,1
2020-03-23,13.0581517312,3,0
2020-03-24,-4.6425004032,1,0
2020-03-25,2.1604668416,3,1
2020-03-26,2.766944972800001,0,1
2020-03-27,2.4118414335999994,0,0
2020-03-28,-0.7258246143999996,0,0
2020-03-29,1.4461603840000006,0,0
2020-03-30,3.4144124928000004,0,0
2020-03-31,-1.3682785279999994,8,0
2020-04-01,4.0178929664,0,0
2020-04-02,-0.07931269120000017,0,0
2020-04-03,1.7988747263999993,0,0
2020-04-04,0.6287210496000002,0,1
2020-04-05,0.035299225600000206,0,0
2020-04-06,2.574641664,3,0
2020-04-07,1.9454175231999997,0,0
2020-04-08,-0.18850058239999967,0,0
2020-04-09,5.5777696768,0,1
2020-04-10,2.7633888256000008,0,0
2020-04-11,-1.3039426559999994,0,0
2020-04-12,1.1540590592000002,0,0
2020-04-13,2.141175808,0,0
2020-04-14,-2.2025710592000003,1,0
2020-04-15,4.3061097472,0,1
2020-04-16,14.7617395712,0,0
2020-04-17,0.6062286848000014,2,0
2020-04-18,-5.415639347199999,0,0
2020-04-19,1.0402558975999998,0,1
2020-04-20,4.836815052799999,5,0
2020-04-21,2.3345034239999993,4,0
2020-04-22,-0.6547150847999994,7,0
2020-04-23,-0.5142629375999999,3,0
2020-04-24,-1.8433376255999998,0,0
2020-04-25,2.2513527807999996,1,0
2020-04-26,6.599569408,0,0
2020-04-27,1.5054244864000008,1,0
2020-04-28,5.014819328000001,0,1
2020-04-29,2.831961292800001,0,0
2020-04-30,2.8886675456000006,1,0
2020-05-01,4.813109248,0,0
2020-05-02,0.9153471488000005,0,0
2020-05-03,1.7842571264,0,0
2020-05-04,0.9182581760000001,0,0
2020-05-05,4.3763860480000005,13,0
2020-05-06,-2.6274200576,1,0
2020-05-07,4.4972707839999995,14,0
2020-05-08,2.1118174208000005,9,0
2020-05-09,-0.7742303232000003,3,0
2020-05-10,-3.5716523008000003,0,0
2020-05-11,5.4119351296,3,0
2020-05-12,5.2735983616,1,1
2020-05-13,-2.9929112575999994,0,0
2020-05-14,3.3589949440000004,0,1
2020-05-15,-1.6121265152,1,0
2020-05-16,0.7611388927999996,0,0
2020-05-17,4.7874400256000005,0,0
2020-05-18,5.291201024,1,0
2020-05-19,-1.9371030527999995,3,0
2020-05-20,5.9619475456,0,0
2020-05-21,1.0564597760000005,0,0
2020-05-22,-1.2030649344000004,0,0
2020-05-23,0.061837926399999965,0,0
2020-05-24,-2.5394217984000003,1,0
2020-05-25,2.8252832767999996,0,0
2020-05-26,6.690879385600001,0,0
2020-05-27,10.516739584,1,0
2020-05-28,0.4953955328000017,0,1
2020-05-29,5.202641408000001,0,0
2020-05-30,-2.7164153855999995,0,1
2020-05-31,-5.2261220352,0,0
2020-06-01,2.3905348607999994,3,0
2020-06-02,14.2715384832,0,0
2020-06-03,0.9164303360000012,0,0
2020-06-04,1.558873600000001,1,1
2020-06-05,5.1635653632,0,0
2020-06-06,-0.8074647551999998,0,0
2020-06-07,-2.1153084416,0,0
2020-06-08,-0.45110118400000054,1,0
2020-06-09,17.06715136,1,0
2020-06-10,-2.5137919999999987,2,0
2020-06-11,8.825118617600001,0,1
2020-06-12,-2.6357800959999977,0,0
2020-06-13,-3.7429066752000004,0,0
2020-06-14,-3.4507949056000005,0,0
2020-06-15,4.180864614399999,0,0
2020-06-16,8.4362651648,0,0
2020-06-17,0.6776977408000011,2,0
2020-06-18,3.815865651200001,0,0
2020-06-19,2.3444878336000006,0,0
2020-06-20,-4.451399372799999,1,1
2020-06-21,4.4436568064,0,0
2020-06-22,4.8477182976,0,0
2020-06-23,7.6966689792,0,0
2020-06-24,1.6720241664,0,0
2020-06-25,4.609299865600001,1,0
2020-06-26,0.983180185600002,0,0
2020-06-27,-3.046749696,0,0
2020-06-28,1.1945806848,0,0
2020-06-29,3.0932475904,2,0
2020-06-30,5.3494137856,1,1
2020-07-01,1.0206064640000019,0,2
2020-07-02,6.840745164800001,1,0
2020-07-03,-2.9435499519999997,7,0
2020-07-04,-3.2704567296000002,0,0
2020-07-05,-0.36400721920000034,0,0
2020-07-06,3.9178974207999993,1,0
2020-07-07,4.5308076032,1,0
2020-07-08,1.4204558336000002,8,0
2020-07-09,11.8716372992,0,1
2020-07-10,1.9657552896000006,1,0
2020-07-11,-4.819849318399999,0,0
2020-07-12,-0.478924288,0,0
2020-07-13,6.0128098304,0,0
2020-07-14,12.8906541056,0,0
2020-07-15,-2.255228825599998,0,0
2020-07-16,8.8375758848,3,0
2020-07-17,7.269992038400002,1,0
2020-07-18,-4.8531659776,0,0
2020-07-19,-4.8552491008,0,0
2020-07-20,12.7677602816,1,0
2020-07-21,-0.3459279871999996,1,0
2020-07-22,2.5429002240000003,0,0
2020-07-23,2.520373964800001,0,1
2020-07-24,14.6619406336,0,0
2020-07-25,-6.142151372799997,1,0
2020-07-26,-3.1011864576,0,0
2020-07-27,10.9304113152,0,0
2020-07-28,5.8430695424,0,0
2020-07-29,5.148148326400001,1,0
2020-07-30,4.874251468800001,1,0
2020-07-31,0.6331217920000007,1,0
2020-08-01,-5.926715391999998,0,0
2020-08-02,-3.3666671616000006,0,0
2020-08-03,6.2869312512,2,0
2020-08-04,8.7474295808,0,1
2020-08-05,2.165615411200001,1,1
2020-08-06,9.039482368000002,0,0
2020-08-07,2.7538222080000008,0,0
2020-08-08,-3.327243264,0,0
2020-08-09,-6.4074999808,0,0
2020-08-10,13.814468505599999,0,0
2020-08-11,7.0607089664,0,0
2020-08-12,-3.026743807999999,0,0
2020-08-13,5.0427816960000005,0,0
2020-08-14,2.8537766912,0,0
2020-08-15,1.012399718400001,0,0
2020-08-16,-5.1061167104,0,0
2020-08-17,3.950636339199999,0,0
2020-08-18,9.454657536,0,0
2020-08-19,2.343915622400001,0,0
2020-08-20,4.151329587200001,0,0
2020-08-21,-1.1529046015999995,0,0
2020-08-22,-0.3391681536000002,0,0
2020-08-23,-1.4125078528000001,3,0
2020-08-24,4.7664206848,0,0
2020-08-25,4.210380390400001,0,0
2020-08-26,13.397380505600001,0,1
2020-08-27,7.138013696000002,1,0
2020-08-28,4.676770611200002,1,0
2020-08-29,-2.9873120255999996,1,0
2020-08-30,-1.8641924096000002,0,0
2020-08-31,8.7357811712,0,0
2020-09-01,6.7327003647999994,1,0
2020-09-02,-3.4435213311999995,0,0
2020-09-03,12.701606912,0,0
2020-09-04,9.325887488000001,0,0
2020-09-05,9.8795181056,0,0
2020-09-06,-12.551119564799999,0,0
2020-09-07,3.2180468735999996,0,0
2020-09-08,14.0565640192,0,0
2020-09-09,6.263886336000002,0,0
2020-09-10,0.1874051072000018,1,1
2020-09-11,10.3294593024,0,0
2020-09-12,-12.433402368,0,0
2020-09-13,-2.0850597888000006,0,0
2020-09-14,3.8125469695999987,0,0
2020-09-15,8.5754174464,0,0
2020-09-16,3.8844385280000004,0,0
2020-09-17,5.937085542400002,0,0
2020-09-18,-0.8631421951999982,0,0
2020-09-19,-1.7204373503999992,0,0
2020-09-20,-1.9941480448000002,1,0
2020-09-21,1.5074199551999996,0,0
2020-09-22,9.150645964799999,0,0
2020-09-23,3.9790476288,2,0
2020-09-24,6.918664192000001,2,0
2020-09-25,0.5977660416000017,1,0
2020-09-26,-4.860561919999999,0,0
2020-09-27,0.30409287679999863,0,0
2020-09-28,7.4474560512,0,0
2020-09-29,4.8678468608,1,0
2020-09-30,7.1618163712000005,0,0
2020-10-01,0.6279108608000019,0,0
2020-10-02,3.1495312384000007,1,0
2020-10-03,2.0679188480000006,0,0
2020-10-04,-6.484283904,1,0
