,scikit-learn/scikit-learn,statsmodels/statsmodels,mlpack/mlpack
2018-02-05,2,0,21.0
2018-02-06,1,0,5.899999999999999
2018-02-07,3,0,9.254999999999999
2018-02-08,5,0,10.9415
2018-02-09,2,0,9.5430875
2018-02-10,3,1,2.3977482500000002
2018-02-11,1,0,2.956876237500001
2018-02-12,5,0,8.14883952875
2018-02-13,4,2,2.7405659691718767
2018-02-14,5,0,9.064727271370314
2018-02-15,0,0,145.73149928529062
2018-02-16,2,0,-5.140418614598449
2018-02-17,3,0,-8.683263382904691
2018-02-18,5,0,1.6434123482406235
2018-02-19,2,2,1.4845828972421993
2018-02-20,3,0,9.13450548841407
2018-02-21,0,0,3.851377150812506
2018-02-22,4,0,2.3654676116484423
2018-02-23,1,0,3.802179387042192
2018-02-24,2,0,16.99627129400938
2018-02-25,2,2,3.8901669233546876
2018-02-26,7,5,38.642944468890626
2018-02-27,5,0,12.407946002904685
2018-02-28,6,0,9.28692992058125
2018-03-01,3,0,25.810099647907812
2018-03-02,1,0,13.43152342786875
2018-03-03,1,13,27.886908931175
2018-03-04,1,3,0.5431668856859382
2018-03-05,3,40,-2.498722513078121
2018-03-06,2,2,9.833362491107817
2018-03-07,6,0,2.355664539245318
2018-03-08,4,0,1.213484897134379
2018-03-09,1,0,25.75559778277813
2018-03-10,1,0,0.6561644128750004
2018-03-11,0,0,11.213194823551564
2018-03-12,1,1,1.8602156202046878
2018-03-13,2,1,2.7833642799671896
2018-03-14,2,0,10.061022498225002
2018-03-15,2,0,15.483135153939063
2018-03-16,2,0,26.723453075221876
2018-03-17,1,0,-0.877141080831251
2018-03-18,2,0,-1.0956649960843743
2018-03-19,0,6,3.902444811351564
2018-03-20,0,8,2.9071853681687534
2018-03-21,0,7,4.14697109224219
2018-03-22,5,20,6.146847073632815
2018-03-23,0,5,3.9728166977875015
2018-03-24,2,17,5.160059453884376
2018-03-25,1,2,0.2060429543593758
2018-03-26,1,1,10.866895223825
2018-03-27,2,0,1.0489428605843751
2018-03-28,1,0,5.591569042206251
2018-03-29,1,2,6.401731964226563
2018-03-30,1,3,22.233680615659377
2018-03-31,1,0,10.556530902868749
2018-04-01,1,0,-0.19849059882500075
2018-04-02,2,0,3.857343763717188
2018-04-03,4,0,19.984133362490628
2018-04-04,2,0,4.455979856771876
2018-04-05,1,4,5.254565381282813
2018-04-06,2,10,5.454819393123438
2018-04-07,0,1,3.569096382337502
2018-04-08,0,0,-1.1556505068312481
2018-04-09,2,0,3.605350672950002
2018-04-10,1,2,6.557802146798439
2018-04-11,2,1,2.2386493284406264
2018-04-12,2,3,-0.47522992991562396
2018-04-13,3,12,7.061111780587501
2018-04-14,2,5,-0.4283452644124992
2018-04-15,0,1,4.098411542868751
2018-04-16,5,2,11.921144490518751
2018-04-17,2,12,10.067445212385937
2018-04-18,1,12,-0.25317406430468825
2018-04-19,1,23,2.5482168814
2018-04-20,1,4,3.673728444340626
2018-04-21,3,2,3.6436831345890637
2018-04-22,2,11,-0.3770597770531241
2018-04-23,5,3,6.059213881135939
2018-04-24,0,7,2.618889788117188
2018-04-25,7,7,4.773763468345313
2018-04-26,4,8,3.6891460460375
2018-04-27,0,9,2.7788962491156255
2018-04-28,0,2,-0.14153471897187453
2018-04-29,0,5,-0.8040056115078117
2018-04-30,0,4,7.459120500554689
2018-05-01,0,3,0.8095423463546878
2018-05-02,3,3,2.1254330401859383
2018-05-03,3,2,3.1667614305125
2018-05-04,5,0,7.08692852220625
2018-05-05,0,4,3.6728797890078124
2018-05-06,3,0,-1.216680823159375
2018-05-07,2,4,0.2925273024640629
2018-05-08,1,4,1.389513065875001
2018-05-09,2,2,1.3504969149312511
2018-05-10,0,0,3.4057427208812507
2018-05-11,1,2,8.214308057829687
2018-05-12,1,1,1.6399478544812496
2018-05-13,0,7,-0.020752897865625064
2018-05-14,0,9,4.314204516070313
2018-05-15,2,2,4.060990769484375
2018-05-16,1,4,5.937090828932813
2018-05-17,0,2,12.664720021396874
2018-05-18,3,32,4.828670489115624
2018-05-19,0,40,6.120450421465625
2018-05-20,1,2,5.079580379379688
2018-05-21,0,2,5.182364335626564
2018-05-22,2,0,0.18288501363593834
2018-05-23,4,1,12.655622873492188
2018-05-24,4,2,-1.319489788789062
2018-05-25,3,3,-0.42015507372031125
2018-05-26,1,9,0.9364119658875012
2018-05-27,0,4,4.099863066873439
2018-05-28,0,1,0.8970540898531261
2018-05-29,3,10,-0.8510049763609369
2018-05-30,9,1,1.4636558962171882
2018-05-31,3,4,7.432444203959376
2018-06-01,3,8,5.82352128023125
2018-06-02,1,5,1.744801879448437
2018-06-03,0,4,2.006347015182812
2018-06-04,8,5,11.081139837350001
2018-06-05,0,3,1.2184735862890625
2018-06-06,7,2,4.755414052428126
2018-06-07,1,7,0.6126419664687499
2018-06-08,2,3,11.937713629553127
2018-06-09,0,0,19.976675362353124
2018-06-10,3,7,4.706952604451562
2018-06-11,3,8,3.4749626108453118
2018-06-12,3,6,5.8598845224546885
2018-06-13,2,34,6.815529878021877
2018-06-14,9,1,3.773231509298439
2018-06-15,5,3,-1.9892210674968736
2018-06-16,1,0,5.720956308225002
2018-06-17,4,2,26.326693885689064
2018-06-18,5,1,-0.8172052874156255
2018-06-19,1,1,3.81199111911875
2018-06-20,7,8,0.016607539409375205
2018-06-21,9,12,9.533264935071877
2018-06-22,4,1,8.900609861582813
2018-06-23,4,4,5.679089411034376
2018-06-24,3,0,2.836386776390625
2018-06-25,1,0,3.1280211040609385
2018-06-26,5,2,-1.7143307625531234
2018-06-27,2,5,7.040339784298439
2018-06-28,8,5,2.488910962503126
2018-06-29,3,13,2.7067278430062514
2018-06-30,1,2,0.7592177964328131
2018-07-01,1,0,7.050487574229688
2018-07-02,6,1,7.613915133384375
2018-07-03,4,0,5.340751072242187
2018-07-04,5,3,4.377816117320313
2018-07-05,3,2,3.4573971608750003
2018-07-06,0,8,2.539440617650001
2018-07-07,0,2,5.714959595293751
2018-07-08,1,0,7.480768031325001
2018-07-09,5,3,1.1856654370531254
2018-07-10,5,0,0.6223326638218758
2018-07-11,1,0,2.9244553960671884
2018-07-12,5,0,1.9014018729046889
2018-07-13,1,0,0.021218197206250955
2018-07-14,6,0,2.284943249007813
2018-07-15,6,0,1.2147135949968757
2018-07-16,19,0,1.3055336013578134
2018-07-17,41,0,8.376357195629687
2018-07-18,9,2,3.746701743860937
2018-07-19,9,2,2.846810691615625
2018-07-20,8,5,5.932061417059375
2018-07-21,4,1,4.664934015626563
2018-07-22,6,0,5.637021540917187
2018-07-23,3,2,5.482287561360938
2018-07-24,3,0,0.40330784014687526
2018-07-25,3,0,7.837678696537501
2018-07-26,1,1,3.309221889598438
2018-07-27,6,2,6.543649786507814
2018-07-28,1,2,7.305087883746875
2018-07-29,7,0,0.09331219290468784
