,tryghost/ghost,getgrav/grav,WordPress/WordPress
2023-04-08,2,0,1.4997376706265633
2023-04-09,0,0,0.473947125698438
2023-04-10,10,0,2.563377263198438
2023-04-11,13,0,2.403037859448438
2023-04-12,21,0,1.3375585460578128
2023-04-13,18,0,0.3976977566250002
2023-04-14,24,0,0.5814425501828127
2023-04-15,0,0,0.6259468269125004
2023-04-16,0,0,0.6587095376828129
2023-04-17,19,0,0.6744708556625003
2023-04-18,28,0,2.6930118446671876
2023-04-19,26,0,3.5004698483453125
2023-04-20,33,0,3.3311318576109374
2023-04-21,47,0,7.2470990231625
2023-04-22,0,0,-0.21432712430156298
2023-04-23,0,0,0.25277687569843765
2023-04-24,0,0,4.411336100698438
2023-04-25,2,0,0.09283669569843811
2023-04-26,9,0,4.362776873417188
2023-04-27,14,0,3.0625800553296876
2023-04-28,1,0,2.0532905052937505
2023-04-29,0,0,0.14185612698125016
2023-04-30,0,0,0.37790785794687554
2023-05-01,11,0,0.5196685906984382
2023-05-02,12,0,2.566901323635938
2023-05-03,15,0,13.397808143054688
2023-05-04,3,0,0.25961950988593663
2023-05-05,17,0,0.9210101340078123
2023-05-06,0,0,0.14633969205937492
2023-05-07,0,0,0.3563541706265637
2023-05-08,11,10,1.4624936006984384
2023-05-09,7,12,2.417425070698438
2023-05-10,9,4,2.309864435917188
2023-05-11,13,0,7.263556392673438
2023-05-12,14,0,0.7499882834656248
2023-05-13,1,0,0.20008896014687494
2023-05-14,0,0,1.4078785106625002
2023-05-15,14,0,0.40470915444843825
2023-05-16,28,0,7.510938395182813
2023-05-17,46,0,4.86102416713125
2023-05-18,11,0,1.7850831583453124
2023-05-19,51,0,1.0120115332671875
2023-05-20,0,0,1.1888380824312506
2023-05-21,0,0,0.3098755769125008
2023-05-22,25,0,3.4503867251828133
2023-05-23,32,1,2.2142370869125005
2023-05-24,25,0,2.226947928339063
2023-05-25,36,0,4.21389818786875
2023-05-26,1,0,2.0531237782375
2023-05-27,0,0,0.18336291136093763
2023-05-28,0,0,0.41248617264687537
2023-05-29,13,0,1.5076104094125007
2023-05-30,34,0,5.464489519151563
2023-05-31,23,0,0.051095749559375125
2023-06-01,58,5,1.3873647345953128
2023-06-02,63,0,0.4070770260640627
2023-06-03,0,0,0.5303365895234381
2023-06-04,2,0,0.6084544081265629
2023-06-05,41,0,3.6499316169484377
2023-06-06,39,0,2.3663443314328125
2023-06-07,44,0,6.343095445584375
2023-06-08,26,1,5.918909916768749
2023-06-09,32,0,1.748942062682812
2023-06-10,0,0,1.0084237731624999
2023-06-11,3,0,0.19080333819843798
2023-06-12,13,0,1.3652172619484384
2023-06-13,28,3,2.3511079691515633
2023-06-14,37,4,10.259734439559375
2023-06-15,20,5,1.4457873400328123
2023-06-16,32,0,3.8766829773890628
2023-06-17,0,0,1.8344326882015625
2023-06-18,1,0,3.0321113451109385
2023-06-19,13,0,4.995188801912501
2023-06-20,16,0,8.777238545182813
2023-06-21,30,0,18.26640940963125
2023-06-22,19,0,15.01846059797031
2023-06-23,29,0,13.61051116430781
2023-06-24,0,0,8.457707238564062
2023-06-25,0,0,3.7535364382734384
2023-06-26,7,0,16.31958788782969
2023-06-27,24,0,31.3364534992625
2023-06-28,5,0,13.318698854628124
2023-06-29,23,0,9.946665969328125
2023-06-30,1,0,-0.5446484212499989
2023-07-01,0,0,-0.185004859412496
2023-07-02,0,0,-0.4495081105484333
2023-07-03,14,0,4.095629162209379
2023-07-04,18,0,2.0211512287015654
2023-07-05,9,0,7.2438659300203145
2023-07-06,10,0,10.964513470195314
2023-07-07,18,0,5.637827784082813
2023-07-08,0,0,1.9552883461484374
2023-07-09,0,0,12.455610683309375
2023-07-10,20,0,11.614793338860938
2023-07-11,16,0,17.244141769334377
2023-07-12,15,0,2.3998002039718744
2023-07-13,11,0,3.378033621465626
2023-07-14,17,0,6.703715137973439
2023-07-15,0,0,0.6057409529078148
2023-07-16,0,0,1.2326460051500023
2023-07-17,30,0,8.501720710137501
2023-07-18,12,8,9.944450682278127
2023-07-19,7,0,2.6029773016843754
2023-07-20,13,0,0.1542550311875006
2023-07-21,17,0,1.730892452940626
2023-07-22,0,0,0.8491074413937516
2023-07-23,0,0,0.04209067437968894
2023-07-24,8,0,5.279808640845314
2023-07-25,23,0,6.8839648947359375
2023-07-26,12,0,2.531223962203125
2023-07-27,15,0,1.805802774490625
2023-07-28,2,0,2.031172247539063
2023-07-29,0,0,0.10814745088125066
2023-07-30,0,0,0.3335170451109384
2023-07-31,12,0,1.4448212044125008
2023-08-01,22,0,8.408955899370314
2023-08-02,10,0,2.701686808159375
2023-08-03,16,0,5.9229895514
2023-08-04,8,0,0.6973147995593747
2023-08-05,0,0,0.07464679459531309
2023-08-06,0,0,0.31061665812656314
2023-08-07,21,0,3.4302828294484384
2023-08-08,10,0,0.19233095518281318
2023-08-09,15,0,1.3991826052875007
2023-08-10,24,0,4.386377926364063
2023-08-11,23,0,9.146810243746875
2023-08-12,0,0,-0.4693138025328132
2023-08-13,0,0,0.15995048566250003
2023-08-14,5,0,0.35895003694843786
2023-08-15,13,0,0.4552014241515636
2023-08-16,8,0,2.5135088218406256
2023-08-17,6,0,9.375096665182813
2023-08-18,7,0,5.61098250485
2023-08-19,0,0,0.565787648414062
2023-08-20,0,0,0.004083202874999969
2023-08-21,7,0,1.3133018756984383
2023-08-22,8,2,0.3236481006984385
2023-08-23,19,0,0.4444893706984383
2023-08-24,7,0,31.504929158417188
2023-08-25,2,0,4.444198663485936
2023-08-26,0,0,0.4922878785312488
2023-08-27,0,0,1.2758744349671867
2023-08-28,4,0,1.5979678269125022
2023-08-29,16,0,3.7466728126828146
2023-08-30,16,0,4.6299343856625015
2023-08-31,17,0,2.500900704448439
2023-09-01,15,0,5.6343417734640635
