,golang/go,gcc-mirror/gcc,llvm/llvm-project
2012-04-03,10.0,14,65.0
2012-04-04,1.0000000000000009,10,69.5
2012-04-05,11.8,14,54.474999999999994
2012-04-06,-5.239999999999998,13,63.22749999999999
2012-04-07,-1.3360000000000003,8,19.065937499999993
2012-04-08,-2.5075200000000004,5,13.854561250000003
2012-04-09,6.628607999999999,6,35.45403368750001
2012-04-10,11.8409984,18,71.11582054375
2012-04-11,-0.09096191999999803,44,59.85128917648438
2012-04-12,-0.2171489279999994,14,35.497726352226564
2012-04-13,-2.0907939839999994,24,53.228641980003125
2012-04-14,-1.5962408960000007,11,9.344230070242192
2012-04-15,-1.5956453376000006,7,12.271437761539072
2012-04-16,2.1388120064,21,76.15892243467344
2012-04-17,4.248607744,24,36.826999570898444
2012-04-18,0.8533236736000003,17,48.954496599851566
2012-04-19,3.2973668352000005,14,51.13196281088125
2012-04-20,3.6612903936,28,46.70833512549219
2012-04-21,-0.9529683967999993,7,14.893393176818755
2012-04-22,-2.6045932544,14,10.980679917165634
2012-04-23,6.8920633343999995,21,50.12582639672657
2012-04-24,4.1647050752000006,33,54.33469312729376
2012-04-25,12.440106188800002,33,57.537937216346876
2012-04-26,3.5049268224000016,25,46.52848722064688
2012-04-27,1.2507499519999996,17,40.79675883870469
2012-04-28,-7.6632462336,6,2.423510650659379
2012-04-29,-2.438415462400001,10,4.592823738553136
2012-04-30,4.441711820799999,38,32.67800561206251
2012-05-01,2.5467517952000005,12,80.12594656198596
2012-05-02,5.1157035008000005,17,44.71390047079688
2012-05-03,0.8139644928000012,40,63.52105422546719
2012-05-04,9.6197513216,26,57.803132257943744
2012-05-05,-8.321760358399999,7,3.4170108401468795
2012-05-06,-3.1807585280000006,14,7.417697480471883
2012-05-07,5.144787967999999,24,57.5865921404047
2012-05-08,-2.1107780607999995,16,61.78243146582032
2012-05-09,1.3705949184000001,28,47.43985062462032
2012-05-10,0.9978138624000001,22,43.53128475832813
2012-05-11,-1.0088299519999997,19,53.102460910125004
2012-05-12,-2.1457867775999997,7,24.28487242654063
2012-05-13,-0.07501875200000008,9,6.842489835778132
2012-05-14,6.01127168,20,28.947353665734383
2012-05-15,10.642308096,52,64.24217257352032
2012-05-16,-0.8491375615999992,22,64.49675280267031
2012-05-17,3.2247721984,14,32.773317411070316
2012-05-18,-0.28570859519999914,13,29.904817477314065
2012-05-19,-3.2405312512,5,32.112093565317195
2012-05-20,0.6143627263999996,8,20.59335934443126
2012-05-21,2.382253568,32,30.18818879700001
2012-05-22,24.6145288192,19,42.02066178542188
2012-05-23,-2.7790560255999974,14,31.709031158676567
2012-05-24,13.633359052800001,22,59.13085341532032
2012-05-25,-6.402706636799998,20,35.81771486439531
2012-05-26,-6.259983974400001,8,4.028988459301566
2012-05-27,-3.031730176,3,17.557304163965632
2012-05-28,4.088192307199998,7,33.087694597617194
2012-05-29,18.2492752896,33,40.086528331423445
2012-05-30,16.497441280000004,18,48.90930093369844
2012-05-31,-7.531389030399996,30,40.40922973415781
2012-06-01,-3.947745791999999,19,54.44468398930938
2012-06-02,2.6677085183999996,4,16.876270145417188
2012-06-03,0.16324638719999918,6,4.8939742281875045
2012-06-04,15.9438426112,25,44.50822168796719
2012-06-05,-3.8479966207999965,20,48.88488102237345
2012-06-06,5.051590246400001,15,58.24426435520938
2012-06-07,5.8907339776,11,34.39541860351562
2012-06-08,-0.9749796863999993,6,47.679667721765625
2012-06-09,-7.7279852544,7,13.936849309798442
2012-06-10,-2.6545925120000007,1,0.8900308741078202
2012-06-11,0.20149268479999938,20,29.853604161885947
2012-06-12,-1.0121788416000004,45,19.570239857096883
2012-06-13,13.5203615744,31,33.03449923840782
