,mrdoob/three.js,playcanvas/engine,BabylonJS/Babylon.js
2021-07-27,8,0,10.0
2021-07-28,11,0,16.0
2021-07-29,11,0,21.25
2021-07-30,6,0,15.010000000000002
2021-07-31,0,0,-4.272124999999999
2021-08-01,0,1,-5.856289999999998
2021-08-02,15,0,24.090956625000004
2021-08-03,10,0,3.105698875
2021-08-04,8,0,3.071153981093751
2021-08-05,13,0,19.907815159125
2021-08-06,1,1,1.4365780616390609
2021-08-07,1,0,-8.774174871425
2021-08-08,0,0,-6.061658288178123
2021-08-09,3,4,23.30702963435625
2021-08-10,17,2,9.242073318581248
2021-08-11,12,0,7.085211943514061
2021-08-12,1,3,2.5249371073046873
2021-08-13,5,2,10.967682510520312
2021-08-14,3,0,1.2883189672640611
2021-08-15,9,0,1.345082080476562
2021-08-16,1,1,19.488292532284376
2021-08-17,5,6,14.719514397328124
2021-08-18,4,3,1.065476367401562
2021-08-19,17,2,25.0307210248125
2021-08-20,6,0,2.5274954188562475
2021-08-21,6,0,-8.213748867339062
2021-08-22,2,0,-5.322229140843749
2021-08-23,11,1,21.0906484448
2021-08-24,13,5,8.028918686249998
2021-08-25,13,2,9.303109083792187
2021-08-26,6,0,12.994710098729687
2021-08-27,9,1,-1.3204537658046895
2021-08-28,1,0,-8.035486201178124
2021-08-29,1,0,-2.8082410440015604
2021-08-30,12,0,15.454801392289063
2021-08-31,7,3,19.003578570129687
2021-09-01,8,12,26.22012119615156
2021-09-02,7,0,20.631690489515627
2021-09-03,5,4,6.990370642970312
2021-09-04,0,0,-14.46731806700781
2021-09-05,0,0,-7.706747963574998
2021-09-06,3,0,1.1519286482375009
2021-09-07,11,1,27.705363622489063
2021-09-08,6,5,17.812225714656247
2021-09-09,2,3,17.988690648121874
2021-09-10,9,4,9.433623054326564
2021-09-11,1,0,-10.137726498753125
2021-09-12,0,0,-6.520533988834373
2021-09-13,3,0,33.579633215518754
2021-09-14,1,0,13.718868661907813
2021-09-15,4,0,20.54500390233906
2021-09-16,0,1,6.828169418584373
2021-09-17,1,1,7.208330090268753
2021-09-18,0,0,-2.5992786325875006
2021-09-19,0,0,-4.794738779129686
2021-09-20,6,6,5.377278295306251
2021-09-21,9,4,27.44894446467656
2021-09-22,10,0,19.451741913968746
2021-09-23,8,2,-2.2320714848125007
2021-09-24,1,1,16.77517654197969
2021-09-25,1,1,-3.867716542678128
2021-09-26,1,0,-4.238531476790623
2021-09-27,7,3,11.727955865614064
2021-09-28,6,3,24.013712893901562
2021-09-29,1,0,13.777380539412498
2021-09-30,8,2,15.421329151823436
2021-10-01,0,2,19.56508934286875
2021-10-02,0,0,-10.329181937193749
2021-10-03,0,0,-7.93042491442187
2021-10-04,17,0,33.00857886134688
2021-10-05,7,6,-0.4671091841921893
2021-10-06,4,3,2.7548290860468754
2021-10-07,1,2,14.127622111382813
2021-10-08,9,2,16.916452275265623
2021-10-09,0,0,-0.16913940752812806
2021-10-10,3,0,-8.425665448004686
2021-10-11,2,2,8.396970527592188
2021-10-12,3,6,9.410189505928123
2021-10-13,4,2,4.082629317439061
2021-10-14,3,0,15.217284651792188
2021-10-15,1,11,2.4427204661187503
2021-10-16,0,0,-6.4978982937875
2021-10-17,0,0,-3.5530584234671876
2021-10-18,0,2,27.3111395037125
2021-10-19,4,1,10.483793990068747
2021-10-20,4,13,14.569673350978125
2021-10-21,0,2,10.022251115842188
2021-10-22,1,7,-3.7560124238828116
2021-10-23,0,1,-6.724693264804685
2021-10-24,0,4,-6.215070736804687
2021-10-25,1,4,3.079596849271875
2021-10-26,4,0,15.993183240051561
2021-10-27,3,10,14.676889199690624
