,rclone/rclone,aws/aws-cli,iterate-ch/cyberduck
2012-12-18,0,0.0,1.0
2012-12-19,0,4.0,8.6
2012-12-20,0,2.5999999999999996,8.280000000000001
2012-12-21,0,17.52,10.056000000000001
2012-12-22,0,-2.0490000000000017,-1.4575999999999993
2012-12-23,4,1.0218499999999997,-4.892352
2012-12-24,1,0.1605454999999999,-2.0557312000000003
2012-12-25,0,-0.6629232999999984,-0.21806336000000104
2012-12-26,2,0.5240376775000011,13.789518848
2012-12-27,0,0.521704434187501,-1.692321484799999
2012-12-28,1,-0.4598828816906242,-0.2712753151999996
2012-12-29,1,-0.3133669668890619,-2.404778393599999
2012-12-30,0,-0.23569125064687443,-2.8616982528000006
2012-12-31,2,-0.06700957228124979,-1.4578717696000005
2013-01-01,0,-0.055644780587499845,-0.9478181888000005
2013-01-02,2,-0.032654561285937404,-0.7077777408000001
2013-01-03,1,8.979337990734376,-0.5530310655999999
2013-01-04,0,3.082032834448437,-0.4334839807999999
2013-01-05,0,-0.8133988525359381,-0.18930862079999994
2013-01-06,0,-0.43650000000000033,-0.09430220799999997
2013-01-07,0,-0.2999624999999994,-0.025596313599999993
2013-01-08,2,-0.22770074999999923,0.0
2013-01-09,0,-0.18292511249999943,0.0
2013-01-10,2,0.8475086837500004,0.0
2013-01-11,0,-0.23048960214062472,3.0
2013-01-12,0,-0.15886292488593723,-1.1999999999999997
2013-01-13,0,-0.06209541014374993,-0.36
2013-01-14,1,-0.020662499999999924,-0.192
2013-01-15,0,-0.016116749999999947,0.8751999999999999
2013-01-16,0,-0.01316201249999996,-0.48985599999999996
2013-01-17,0,-0.011093696249999967,-0.18888960000000002
2013-01-18,4,-0.009568313015624975,0.8808883200000001
2013-01-19,2,-0.008398852535937478,-0.48706713599999996
2013-01-20,1,0.0,-0.18834647040000002
2013-01-21,0,0.0,-0.0869632
2013-01-22,0,0.0,-0.05997056000000004
2013-01-23,2,0.0,-0.04510771200000001
2013-01-24,0,0.0,-0.035761356800000005
2013-01-25,0,2.0,-0.018370559999999994
2013-01-26,0,3.8,-0.015155711999999993
2013-01-27,0,-0.49000000000000044,-0.012798156799999997
2013-01-28,0,-0.23700000000000018,0.0
2013-01-29,0,-0.15532499999999994,1.0
2013-01-30,0,-0.11488349999999958,1.6
2013-01-31,0,1.9092089750000003,4.08
2013-02-01,0,-0.27483544249999997,-2.3039999999999994
2013-02-02,0,-0.15351141103124988,-0.7696000000000001
2013-02-03,0,-0.1120709571343749,-0.4331520000000001
2013-02-04,0,-0.07492041014374975,-0.29086720000000027
2013-02-05,0,0.9677665000000001,-0.2140569600000001
2013-02-06,1,-0.126324025,-0.166712832
2013-02-07,0,-0.06718739249999997,-0.13496238079999995
2013-02-08,0,-0.047636626031249976,-0.10137487359999996
2013-02-09,0,-0.03746020507187488,-0.06399078399999998
2013-02-10,0,-0.016116749999999947,0.0
2013-02-11,0,-0.01316201249999996,0.0
2013-02-12,0,-0.011093696249999967,0.0
2013-02-13,0,-0.009568313015624975,0.0
2013-02-14,0,0.9916011474640625,0.0
2013-02-15,0,3.9,0.0
2013-02-16,0,-0.4450000000000004,0.0
2013-02-17,0,-0.20850000000000016,0.0
2013-02-18,0,0.8653375,0.0
2013-02-19,0,4.80123325,0.0
2013-02-20,0,-0.6226290125000002,0.0
2013-02-21,0,-0.31724174625,0.0
2013-02-22,0,5.782894401984375,0.0
2013-02-23,0,0.23389864540156258,0.0
2013-02-24,0,1.50265882735625,0.0
2013-02-25,0,0.50709624125,0.0
2013-02-26,0,-0.40751179426562456,0.0
2013-02-27,0,1.724396582385938,0.0
2013-02-28,0,-0.40690808767968717,0.0
2013-03-01,0,1.7773798100000002,0.0
2013-03-02,0,-0.36794434934374987,0.0
2013-03-03,0,-0.22663583323124964,0.0
2013-03-04,0,-0.12786267481718733,0.0
2013-03-05,0,-0.0940150430874997,0.0
2013-03-06,0,9.937180254964062,0.0
2013-03-07,0,-0.04546065103125074,0.0
2013-03-08,0,-0.5889850975718753,1.0
2013-03-09,0,5.6508633739687495,-0.3999999999999999
2013-03-10,0,3.1480772949281253,-0.12
2013-03-11,0,14.14817,-0.064
2013-03-12,0,-1.9987368750000012,-0.04160000000000005
2013-03-13,0,0.9629260250000002,-0.029952000000000017
2013-03-14,0,3.0863726735937504,-0.022963200000000007
2013-03-15,0,3.9630665866250014,-0.018370559999999994
2013-03-16,0,-1.1063603300359368,1.984844288
2013-03-17,0,-0.6795398505937492,-0.8127981567999998
2013-03-18,0,1.4875446889718762,-0.24
2013-03-19,0,-0.5712236303781241,-0.128
2013-03-20,0,-0.37140198053906176,-0.0832000000000001
2013-03-21,0,-0.18632147353124967,10.940096
2013-03-22,0,-0.15186443838437452,-1.4459263999999985
2013-03-23,0,-0.11367047522187468,0.44325888000000013
2013-03-24,0,-0.06831828767968731,-0.29431142399999954
2013-03-25,0,1.9778126075,-1.8351963136000005
2013-03-26,0,2.78086337396875,-0.8862720000000004
2013-03-27,0,-0.4067977050718753,-0.5952512000000003
2013-03-28,0,-0.19200000000000014,-0.4440217600000001
2013-03-29,0,-0.1268249999999999,-0.350618112
2013-03-30,0,-0.09422099999999967,-0.28728494079999994
2013-03-31,0,-0.07467427499999976,-0.12060272639999996
2013-04-01,0,-0.06167342999999982,-0.06870589439999998
2013-04-02,0,-0.052417714781249854,-0.025596313599999993
2013-04-03,0,0.9544973558812502,16.0
2013-04-04,0,-0.1251965576078125,2.6000000000000014
2013-04-05,0,-0.04500000000000003,0.4800000000000004
2013-04-06,0,-0.028500000000000022,-4.504
2013-04-07,0,-0.020662499999999924,-0.9616000000000009
2013-04-08,0,0.9838832500000001,11.362368
2013-04-09,0,-0.11316201250000005,-4.2065792
2013-04-10,0,4.94390630375,8.89569024
2013-04-11,0,3.4619316869843746,5.540794368000001
2013-04-12,0,6.345938647464062,-7.3901472768
2013-04-13,0,-1.0386167500000008,-2.9096568832000003
2013-04-14,0,-0.5454745124999999,-1.7207851008000006
2013-04-15,0,-0.37382744624999953,1.8414766079999993
2013-04-16,0,-0.28448287551562407,7.9184540672
2013-04-17,0,0.7706673662140633,2.947307417600001
2013-04-18,0,5.715649562421875,3.9800884224000006
2013-04-19,0,4.197076611507812,6.339753574400001
2013-04-20,0,2.1009263987468745,0.9485661184000005
2013-04-21,0,1.2245455322484373,-5.9172096
2013-04-22,0,0.3824082500000001,1.3732403199999994
2013-04-23,0,5.5113249875,23.706353663999998
2013-04-24,0,0.06536297875000008,-3.5158088703999972
2013-04-25,0,0.36988419698437536,0.9742632960000002
2013-04-26,0,-0.5296592493796871,-7.217338982399999
2013-04-27,0,-0.3714315440437491,-3.343024435200001
2013-04-28,0,-0.2519116067265618,-2.125780377600001
2013-04-29,0,1.828821795110938,19.5601581056
2013-04-30,0,4.6777930419125004,-6.432864767999998
2013-05-01,0,2.319935560620312,-2.552400691199999
2013-05-02,0,7.34694487551875,17.8487133184
2013-05-03,0,-1.1367921655515631,2.0428151808
2013-05-04,0,-0.5894448525359373,-8.3169754112
2013-05-05,0,1.6031047250000003,-3.4392832
2013-05-06,0,-0.5016477049999992,5.843824639999999
2013-05-07,0,6.666974855218751,-4.747500032
2013-05-08,0,0.03978354109999993,-2.1526207488000004
2013-05-09,0,1.3842262282734379,1.7579539456000002
2013-05-10,0,0.4215234382671875,0.9028870144000001
2013-05-11,0,1.5433476547125005,-2.2502458367999996
2013-05-12,0,1.5423328575000004,-0.8892834816
2013-05-13,0,0.5127875364687502,5.53623552
2013-05-14,0,1.5924884086781252,-2.7359016959999995
2013-05-15,0,0.5361623376406253,-0.9811308544
2013-05-16,0,6.604231814232813,9.49199872
2013-05-17,0,7.080150800182812,-1.3501788159999997
2013-05-18,0,-1.2758191855875005,-2.6635736064
2013-05-19,0,0.3247191164328125,-1.1761736703999999
2013-05-20,0,4.437893697646875,-0.7182233600000005
2013-05-21,0,6.1151673269125,1.4847457279999996
2013-05-22,0,-0.2131972623171876,-0.1962769407999998
2013-05-23,0,2.2125195081625,6.1074048
2013-05-24,0,1.1719441363546879,11.7453312
2013-05-25,0,2.2627782656234383,-7.160648703999998
2013-05-26,0,-0.7530743290374996,-2.3878984703999997
2013-05-27,0,-0.42727513176562437,-1.3270784000000004
2013-05-28,0,2.677766446135938,-0.8933683200000008
2013-05-29,0,1.4462268124609379,-0.6587043840000002
2013-05-30,0,3.4886843554828126,4.4862060544
2013-05-31,0,1.3257227784171872,-1.3944465407999993
2013-06-01,0,-0.5766017723890624,-1.3169227775999999
2013-06-02,0,-0.33917789411874977,-0.6319723519999999
2013-06-03,0,-0.23656609510781196,2.7279999999999998
2013-06-04,0,-0.16539711374999946,6.60864
2013-06-05,0,3.8642261184531255,-0.7047679999999992
2013-06-06,0,0.4849680063609375,-2.4668159999999997
2013-06-07,0,-0.357258349634375,15.90905088
2013-06-08,0,-0.211732036175,-6.493802495999999
2013-06-09,0,-0.12794770507187467,-2.8861037568000003
2013-06-10,0,7.9148705,10.46332672
2013-06-11,0,18.1312352,20.167478784
2013-06-12,0,-0.31753679750000163,-12.605535846399999
2013-06-13,0,-1.332366948312501,-4.4561787904
2013-06-14,0,2.160036276840625,17.4631428096
2013-06-15,0,-0.8869203525359359,-9.717041664
2013-06-16,0,-0.5878393499999985,-0.6870347776000005
2013-06-17,0,-0.45656130749999896,-3.3102880768
2013-06-18,0,-0.3756382578749989,4.148496895999999
