,netdata/netdata,cacti/cacti,grafana/grafana
2021-07-17,0,0,2.0
2021-07-18,1,0,-0.20000000000000018
2021-07-19,6,2,16.91
2021-07-20,3,0,14.242999999999999
2021-07-21,3,0,24.593674999999998
2021-07-22,4,0,19.063266499999997
2021-07-23,1,2,6.651413474999998
2021-07-24,0,0,-2.5312721425000007
2021-07-25,0,0,-2.3091463385312476
2021-07-26,2,0,16.31512750867813
2021-07-27,0,0,6.877992451234378
2021-07-28,2,0,2.0939236623890642
2021-07-29,2,0,19.728220006753126
2021-07-30,1,0,9.336042110920314
2021-07-31,1,0,-3.238745247748437
2021-08-01,0,0,-1.8153519159109366
2021-08-02,1,0,7.7546357399640655
2021-08-03,3,0,11.127842340718752
2021-08-04,4,0,23.493587017946876
2021-08-05,3,0,11.011502429562498
2021-08-06,3,0,6.3768222997265624
2021-08-07,1,0,-3.1388260749937498
2021-08-08,0,0,-1.851885945467185
2021-08-09,7,0,13.715077571250003
2021-08-10,2,0,13.479078556609377
2021-08-11,11,0,7.877988467973438
2021-08-12,4,0,9.096513209876562
2021-08-13,2,0,15.066230676331251
2021-08-14,1,0,-1.4475171681953123
2021-08-15,0,0,-0.11857421285937342
2021-08-16,5,0,9.394768106250002
2021-08-17,2,0,17.72186802726563
2021-08-18,4,1,19.55752289496094
2021-08-19,3,0,15.803267836253124
2021-08-20,1,0,6.702261308417187
2021-08-21,0,0,-3.5675615322124994
2021-08-22,0,0,-2.1998580016781224
2021-08-23,1,0,19.48135951014688
2021-08-24,4,0,15.703728139256253
2021-08-25,4,0,11.175566848042187
2021-08-26,5,0,11.291795687421875
2021-08-27,3,2,19.34301697261094
2021-08-28,1,6,-3.406767743890624
2021-08-29,0,2,-0.5474453903953105
2021-08-30,1,0,7.064765391250003
2021-08-31,2,3,13.655366260421879
2021-09-01,1,1,21.824642768198437
2021-09-02,0,0,12.693823625332811
2021-09-03,1,0,0.9629794904765614
2021-09-04,2,0,-2.8366224586484363
2021-09-05,1,4,-1.8273179263421844
2021-09-06,1,1,10.765347805182817
2021-09-07,2,2,17.813240775287504
2021-09-08,5,3,15.649636950176562
2021-09-09,3,0,19.230007635284373
2021-09-10,1,1,16.598948884085935
2021-09-11,0,0,-4.473773058189063
2021-09-12,0,0,-1.5153609126796859
2021-09-13,0,0,24.123679645000003
2021-09-14,3,0,13.963630331312501
2021-09-15,9,4,20.857389243006253
2021-09-16,4,0,12.047005225734374
2021-09-17,4,0,17.496041231207812
2021-09-18,0,0,-4.8757306941546865
2021-09-19,2,2,-1.8108459245046844
2021-09-20,11,0,20.98389810948438
2021-09-21,10,0,11.140528414057815
2021-09-22,4,0,10.190235081034377
2021-09-23,8,0,20.3802932177125
2021-09-24,5,0,-2.565548202164061
2021-09-25,2,8,-0.7260681419546855
2021-09-26,1,0,-2.0036209895406225
2021-09-27,5,0,15.669311985734378
2021-09-28,10,0,15.235729329354688
2021-09-29,5,0,22.553543148939063
2021-09-30,4,3,16.520754594742186
2021-10-01,4,0,16.470002634621874
2021-10-02,1,3,-4.6748062293937505
2021-10-03,0,1,-2.630515043603123
2021-10-04,4,0,12.106245233678129
2021-10-05,7,0,9.123075571234379
2021-10-06,6,2,18.951699757607816
2021-10-07,6,0,14.951674632196875
2021-10-08,5,1,10.8264526394875
2021-10-09,1,0,-3.832894976582812
2021-10-10,0,26,-2.225120078254685
2021-10-11,3,5,16.5120881025
2021-10-12,8,0,24.027199237781254
2021-10-13,3,0,10.521705503309375
2021-10-14,2,0,19.052500466974998
2021-10-15,5,2,10.3505968531625
2021-10-16,2,11,-3.113591893417187
2021-10-17,1,0,-2.53848876303906
2021-10-18,4,0,19.255450380000003
2021-10-19,7,51,18.52168762946875
2021-10-20,5,2,22.71393072168125
2021-10-21,8,6,16.872504335045313
2021-10-22,10,4,12.998466056351562
2021-10-23,1,2,-4.700318749810936
2021-10-24,1,1,-2.761409363554684
2021-10-25,3,4,13.066342001214068
2021-10-26,7,5,22.97313627167188
2021-10-27,8,3,19.458925636651564
2021-10-28,2,0,13.078403250287499
2021-10-29,3,0,16.432104062685937
2021-10-30,0,0,-4.729980640071874
2021-10-31,0,0,-2.721545033146872
2021-11-01,6,2,14.134155231250004
2021-11-02,3,0,32.92813690226563
2021-11-03,7,0,15.463624388554688
2021-11-04,5,0,11.899901526690623
2021-11-05,3,0,15.39163028360625
2021-11-06,2,0,-2.717331918974998
2021-11-07,0,3,-1.985583603254684
2021-11-08,5,0,13.898954160000004
2021-11-09,6,0,24.781896914250005
2021-11-10,2,0,20.1522772571125
2021-11-11,8,0,21.775977649128123
2021-11-12,2,0,14.443048075479687
2021-11-13,0,0,-4.133414158423437
2021-11-14,0,4,-1.1461310729999972
2021-11-15,7,1,23.651792241912503
2021-11-16,5,0,18.631932081714066
2021-11-17,7,1,31.094991351237503
2021-11-18,4,2,24.529412504853124
2021-11-19,3,0,29.351689797679686
2021-11-20,0,1,-5.370826000032813
2021-11-21,0,0,-4.359980331234372
2021-11-22,5,1,14.044561631432819
2021-11-23,0,0,21.00496944277188
2021-11-24,2,0,30.867635182206254
2021-11-25,3,1,9.402896589360937
2021-11-26,3,0,14.691564015221875
2021-11-27,0,6,-5.163558339676561
2021-11-28,0,7,-3.0480182798249955
2021-11-29,4,3,28.98475614617813
2021-11-30,5,2,11.315045822484377
2021-12-01,5,0,20.690711416498438
2021-12-02,2,0,15.901330028039062
2021-12-03,0,0,9.00113687545625
2021-12-04,0,0,-4.213467150887499
2021-12-05,0,0,-2.5789299382187463
2021-12-06,3,1,12.209671966250005
2021-12-07,5,0,7.169106094015628
2021-12-08,2,0,7.177163394385939
2021-12-09,4,27,7.360174737784376
2021-12-10,3,26,1.4095073657734387
2021-12-11,0,1,-1.877591785473436
2021-12-12,0,0,-1.1346446105031232
2021-12-13,5,0,17.2312756275
