,scikit-learn/scikit-learn,statsmodels/statsmodels,mlpack/mlpack
2010-02-05,1,0,2.0
2010-02-06,0,0,-0.6000000000000001
2010-02-07,0,2,-0.20999999999999985
2010-02-08,0,0,-0.11899999999999994
2010-02-09,0,1,-0.080325
2010-02-10,0,1,0.9405595
2010-02-11,0,1,7.653438275
2010-02-12,0,6,-2.5429145475
2010-02-13,0,4,-0.9312534335312495
2010-02-14,0,8,-0.5433293264656248
2010-02-15,0,5,-0.35102025
2010-02-16,0,1,-0.2610428625
2010-02-17,0,0,-0.20520417374999997
2010-02-18,0,0,-0.16753490676562507
2010-02-19,0,0,-0.1405971473578129
2010-02-20,0,0,0.8913326941374998
2010-02-21,0,0,-0.30000000000000004
2010-02-22,0,0,-0.10499999999999993
2010-02-23,0,0,3.9405
2010-02-24,0,7,0.7598374999999997
2010-02-25,0,0,-0.0497202499999998
2010-02-26,0,0,6.228719137500001
2010-02-27,0,0,-2.5036072737500006
2010-02-28,0,0,-1.0095827167656244
2010-03-01,10,1,-0.6228098632328123
2010-03-02,8,0,-0.43324857
2010-03-03,62,0,2.6672559729375
2010-03-04,11,0,-1.1680103977125003
2010-03-05,6,0,0.5092555405187501
2010-03-06,2,1,-0.6032204305921878
2010-03-07,0,0,-0.3205713926296876
2010-03-08,1,9,-0.14866074999999995
2010-03-09,2,1,1.8899949125
2010-03-10,1,3,0.3134079287499999
2010-03-11,4,6,-0.5809110127968751
2010-03-12,15,2,-0.2837075134484375
2010-03-13,0,0,-0.155701716765625
2010-03-14,0,2,-0.1131864132328125
2010-03-15,10,0,4.923718025
2010-03-16,5,1,-1.5611954100000003
2010-03-17,17,1,0.42428929271875027
2010-03-18,16,0,-0.6405435432312501
2010-03-19,11,0,-0.31939591323281247
2010-03-20,0,1,-0.20810124999999996
2010-03-21,0,0,-0.15656681249999999
2010-03-22,7,0,-0.12450661875000002
2010-03-23,8,0,-0.10266444632812523
2010-03-24,5,0,-0.08687433991406263
2010-03-25,6,0,-0.015876716765625045
2010-03-26,0,0,1.9864165867671875
2010-03-27,0,0,-0.6000000000000001
2010-03-28,0,0,-0.20999999999999985
2010-03-29,0,0,0.881
2010-03-30,1,2,-0.380325
2010-03-31,0,2,-0.16444049999999993
2010-04-01,0,9,-0.10606172499999997
2010-04-02,0,0,-0.0780770475
2010-04-03,0,3,-0.06147368353125009
2010-04-04,0,0,-0.05044768896562504
2010-04-05,0,1,1.98104272625
2010-04-06,4,0,0.38412328323437483
2010-04-07,0,0,1.4764165867671877
2010-04-08,8,1,1.1760000000000002
2010-04-09,0,1,-0.9498249999999999
2010-04-10,0,0,-0.4286029999999998
2010-04-11,0,4,1.7243930250000001
2010-04-12,0,14,2.19903909
2010-04-13,3,3,2.73328706771875
2010-04-14,9,1,14.23848018426875
2010-04-15,5,0,-3.5620763942640625
2010-04-16,0,4,-2.756848259996874
2010-04-17,0,6,-1.4855393014656246
2010-04-18,0,3,-0.9882381349999998
2010-04-19,9,2,-0.7375977047812501
2010-04-20,15,1,3.4174396282375
2010-04-21,16,1,1.345864788239062
2010-04-22,13,1,-1.6662756686812505
2010-04-23,7,0,-0.8020880452562502
2010-04-24,0,14,1.633683173534375
2010-04-25,1,1,1.1606315
2010-04-26,1,1,-0.9922841999999998
2010-04-27,0,0,0.5253283175000002
2010-04-28,2,0,10.3802963116875
2010-04-29,7,0,-0.6467293032281258
2010-04-30,4,0,-1.2612524646984369
2010-05-01,0,0,-1.3941387724999994
2010-05-02,0,11,-0.8246757310312498
2010-05-03,10,12,2.410888627503125
2010-05-04,10,13,1.6684631622843749
2010-05-05,8,0,-0.538969565515625
2010-05-06,11,0,2.9381200185953125
2010-05-07,23,0,-0.8199924696078129
2010-05-08,1,0,-1.0457752064640622
2010-05-09,6,0,1.4442507492671877
2010-05-10,4,7,-0.9765846587500001
2010-05-11,0,0,2.503173665953125
2010-05-12,6,2,3.7508186362546874
2010-05-13,2,0,-0.051061913964062455
2010-05-14,1,0,3.5410119459546876
2010-05-15,1,4,-1.244759594696875
2010-05-16,0,4,-1.2854712107328121
2010-05-17,6,3,2.26697772896875
2010-05-18,2,5,-1.420195960215625
2010-05-19,0,1,-0.6927419940468749
2010-05-20,3,6,1.5173270664734373
2010-05-21,0,6,0.06177476905468715
2010-05-22,0,7,-0.7246684340437501
2010-05-23,0,0,-0.3776363704296875
2010-05-24,3,0,11.789719765517187
2010-05-25,1,0,8.252766849703125
2010-05-26,4,0,0.02296778530156285
2010-05-27,19,1,-1.5351954099999991
2010-05-28,5,3,-0.37166070728124945
2010-05-29,6,0,-1.98913654323125
2010-05-30,2,0,-1.1794092632328121
2010-05-31,2,3,-0.854783885
2010-06-01,2,0,5.325822301312499
2010-06-02,7,0,-1.3543101537312512
2010-06-03,3,0,6.743139184878125
2010-06-04,3,2,-2.9995850471953127
2010-06-05,0,0,0.8006047400031253
2010-06-06,0,0,-0.3216508264656248
2010-06-07,2,2,-0.0007054249999998152
2010-06-08,0,5,5.101213495
2010-06-09,3,8,5.65471052565625
2010-06-10,10,4,-3.4381383861625
2010-06-11,1,0,-1.454041622357812
2010-06-12,0,2,-0.9165579658624999
2010-06-13,0,0,-0.57361306978125
2010-06-14,2,6,0.5605520080187499
2010-06-15,3,3,0.37054932750156244
2010-06-16,13,8,3.334498096173437
2010-06-17,6,4,2.4269857864781246
2010-06-18,3,3,12.1716701941375
2010-06-19,0,0,-4.92788275
2010-06-20,0,0,-0.9216511124999986
2010-06-21,7,4,1.5452308637500005
2010-06-22,11,6,3.1858865594843753
2010-06-23,14,0,10.511003825001563
2010-06-24,0,0,-3.1225139502953123
2010-06-25,8,1,0.20404989750625058
2010-06-26,13,0,-2.47336180015
2010-06-27,2,1,-1.383681396509375
2010-06-28,7,3,-0.8343411005156248
2010-06-29,0,2,-0.6385791447796876
2010-06-30,0,7,0.4976991427234372
2010-07-01,2,3,-0.6820715191171882
2010-07-02,1,0,-0.37020962680781283
2010-07-03,5,0,-0.13429697676250013
2010-07-04,9,0,-0.08091273969843757
2010-07-05,1,0,-0.029720249999999997
2010-07-06,11,0,-0.023280862499999996
2010-07-07,9,5,1.98104272625
2010-07-08,3,2,-0.6158767167656252
2010-07-09,0,4,0.7764165867671876
2010-07-10,6,0,-0.419
2010-07-11,0,0,-0.1853249999999999
2010-07-12,0,2,-0.11894049999999996
2010-07-13,1,4,1.913275775
2010-07-14,2,5,1.3323652025
2010-07-15,3,1,0.13496570396874996
2010-07-16,42,13,0.32487589978437514
2010-07-17,3,0,-0.620201716765625
2010-07-18,6,0,-0.3178489132328124
2010-07-19,2,3,-0.20566472499999994
2010-07-20,5,2,-0.1543590225
2010-07-21,1,2,-0.1226690935312501
2010-07-22,2,1,-0.10115839624687514
2010-07-23,1,6,-0.062000816981250095
2010-07-24,2,0,-0.02946012999843757
2010-07-25,0,0,-0.013583413232812524
2010-07-26,14,2,0.0
2010-07-27,74,0,3.0
2010-07-28,18,0,-0.9000000000000001
2010-07-29,4,1,-0.3149999999999998
2010-07-30,4,0,-0.1784999999999999
2010-07-31,8,2,-0.1204875
2010-08-01,6,0,-0.08916074999999998
2010-08-02,1,1,-0.06984258749999998
2010-08-03,0,4,-0.05687182125000001
2010-08-04,4,0,-0.04763015029687513
2010-08-05,4,0,3.9592497603015624
2010-08-06,4,2,-1.2000000000000002
2010-08-07,1,0,0.5800000000000003
2010-08-08,17,0,0.4620000000000001
2010-08-09,0,1,3.4343500000000002
2010-08-10,0,0,0.5166189999999999
2010-08-11,4,0,3.78721405
2010-08-12,1,0,4.906288155
2010-08-13,16,3,-0.021157979562500095
2010-08-14,1,0,0.7717222108187505
2010-08-15,2,0,2.9802895594843752
2010-08-16,5,4,4.424910300001563
2010-08-17,13,2,0.6365616097046871
2010-08-18,38,2,-1.7859877427124995
2010-08-19,17,1,3.2644328359562502
2010-08-20,22,0,-1.5785072422734379
2010-08-21,3,0,-1.5691819266765623
2010-08-22,11,0,-0.9076762962453124
2010-08-23,9,0,-0.6359909397765627
2010-08-24,3,0,2.533072208976562
2010-08-25,8,1,1.776327404057812
2010-08-26,10,0,1.596722399053125
2010-08-27,16,3,0.49457572918906245
2010-08-28,0,0,-1.2977812829296875
2010-08-29,0,0,-0.6117316632328123
2010-08-30,6,0,-0.39849083749999986
2010-08-31,20,1,-0.29620015875
2010-09-01,8,3,-0.23378505904687513
2010-09-02,8,1,0.8081860637546873
2010-09-03,14,0,-0.4262949374953128
2010-09-04,6,0,-0.17750367322968758
2010-09-05,10,0,-0.08666682646562501
2010-09-06,24,0,-0.0401625
2010-09-07,8,2,-0.029720249999999997
2010-09-08,54,2,1.9767191375
2010-09-09,61,0,-0.6189572737500001
2010-09-10,11,0,-0.2258767167656249
2010-09-11,23,7,-0.13258341323281247
2010-09-12,1,5,-0.080325
2010-09-13,3,6,1.9405595
2010-09-14,29,0,-0.6465617250000001
2010-09-15,12,9,0.7520854525000001
2010-09-16,19,1,1.5492465664687498
2010-09-17,7,4,-0.8124918264656251
2010-09-18,2,0,-0.3289404999999998
2010-09-19,1,7,0.794275775
2010-09-20,6,2,-0.44795979750000003
2010-09-21,4,1,-0.21947479603125
2010-09-22,1,5,1.847814174784375
2010-09-23,0,2,-0.6939537642656252
2010-09-24,0,10,0.7149429032359376
2010-09-25,0,0,-0.46944768896562505
2010-09-26,0,0,-0.2042822737499999
2010-09-27,8,0,-0.13481721676562503
2010-09-28,10,2,-0.10030763823281251
2010-09-29,12,4,0.9323652025
2010-09-30,7,3,1.64496570396875
2010-10-01,17,3,0.24887589978437497
2010-10-02,0,0,1.414623283234375
2010-10-03,0,3,8.122254086767187
2010-10-04,12,4,1.9204547500000002
2010-10-05,11,0,6.313116137500001
2010-10-06,19,2,-0.9360642487499997
2010-10-07,4,6,0.3595248732343759
2010-10-08,7,4,1.670349404485938
2010-10-09,0,1,4.50595039676875
2010-10-10,0,6,-3.4188263730140624
2010-10-11,10,11,8.342980341393751
2010-10-12,7,4,-1.108403104173438
2010-10-13,5,5,0.31245957419531223
2010-10-14,4,3,5.662082109357812
2010-10-15,2,6,2.377699477504687
2010-10-16,0,9,0.5268519769890627
2010-10-17,0,8,7.086072454709376
2010-10-18,10,1,3.458040032370312
2010-10-19,8,0,2.54778142359375
2010-10-20,21,1,7.699445496125
2010-10-21,25,0,-1.711229754995312
2010-10-22,10,0,-0.8696335663234374
2010-10-23,2,0,-1.0654648264562505
2010-10-24,24,9,-0.36381873395937525
2010-10-25,21,0,-0.03351804808750014
2010-10-26,15,0,5.156712367296874
2010-10-27,5,0,10.861099191778123
2010-10-28,3,0,1.3749583236828116
2010-10-29,1,9,-1.4562068721062493
2010-10-30,4,5,5.004981924271876
2010-10-31,16,1,5.941203304270313
2010-11-01,49,0,22.024478155003123
2010-11-02,8,0,-4.4720825012468755
2010-11-03,15,0,-3.2071324638249994
2010-11-04,13,2,-3.295788431098437
2010-11-05,8,0,-2.89801352386875
2010-11-06,4,0,-0.8541026079265626
2010-11-07,30,0,1.355771001176562
2010-11-08,4,1,-1.0532892897687507
2010-11-09,7,3,3.5476880349999984
2010-11-10,5,5,1.6341723583703116
2010-11-11,4,0,-2.08279565344375
2010-11-12,23,6,0.07326893103593779
2010-11-13,19,12,1.1290839755171875
2010-11-14,15,4,-1.110280650515625
2010-11-15,15,1,9.415043850220313
2010-11-16,10,6,-0.4036992752140631
2010-11-17,7,13,1.771158657939063
2010-11-18,4,1,8.675854704273437
2010-11-19,9,2,5.580022348318749
2010-11-20,3,12,4.135518735734376
2010-11-21,3,3,-3.9324562217640615
2010-11-22,25,9,2.3127493485343757
2010-11-23,11,8,-2.1778101889062507
2010-11-24,12,5,-2.058547865125
2010-11-25,16,5,6.744259506989062
2010-11-26,9,0,3.6818892126468743
2010-11-27,14,23,-2.6308447894671882
2010-11-28,10,2,-1.9548064194687498
2010-11-29,7,5,4.901005332889063
2010-11-30,7,7,1.5096762291890622
2010-12-01,17,1,0.6517550670703125
2010-12-02,5,1,2.965072109267188
2010-12-03,8,3,3.4230294871249995
2010-12-04,2,1,0.9187669030281249
2010-12-05,5,3,10.382485715604687
2010-12-06,5,7,11.812576244267188
2010-12-07,12,1,-2.3335082330937498
2010-12-08,8,2,-1.7157549802093737
2010-12-09,11,5,-2.4139288469781244
2010-12-10,20,1,7.691373333973438
2010-12-11,3,0,4.468785575742187
2010-12-12,19,0,2.134184682290625
2010-12-13,11,0,-1.4687321871343748
2010-12-14,14,1,4.787037236707812
2010-12-15,2,0,-1.1806192925359378
2010-12-16,11,0,1.1655671347890628
2010-12-17,7,0,-1.775256706464062
2010-12-18,1,0,-1.8148928321390625
2010-12-19,0,1,2.8174824130312492
2010-12-20,0,1,5.014182792295312
2010-12-21,3,0,0.9567416795734367
2010-12-22,0,1,3.4795205049265627
2010-12-23,0,0,5.947442586340625
2010-12-24,0,1,-2.091232880510937
2010-12-25,0,0,-2.4340255696968747
2010-12-26,0,1,-0.35773454573281205
2010-12-27,0,2,0.7518847666874999
2010-12-28,0,2,1.5662078097093746
2010-12-29,0,0,5.289197335307812
2010-12-30,2,0,5.0590663577249995
2010-12-31,0,9,3.3141492722124997
2011-01-01,0,4,-3.7137130151265625
2011-01-02,5,1,-1.6739840752156243
2011-01-03,1,5,2.9305243982343754
2011-01-04,1,6,7.015925794485938
2011-01-05,2,4,-2.7217865430125
2011-01-06,0,4,1.050488515442188
2011-01-07,0,3,4.944051456995312
2011-01-08,2,0,-3.1746478232218758
2011-01-09,2,3,2.590647907370313
2011-01-10,5,0,7.9479353925
2011-01-11,4,10,0.9522985566874995
2011-01-12,16,0,-1.2820657150718748
2011-01-13,7,2,2.7613847053890628
2011-01-14,5,2,2.278079520220312
2011-01-15,1,5,3.1129742929421873
2011-01-16,1,2,0.7448521373703123
2011-01-17,4,3,12.2427630829375
2011-01-18,11,0,8.0191373356625
2011-01-19,11,2,5.227887173843749
2011-01-20,27,0,-0.6123326809453111
2011-01-21,2,8,6.04465954595625
2011-01-22,10,4,8.993753507507812
2011-01-23,5,2,0.5017471007421879
2011-01-24,7,0,0.01758347229062629
2011-01-25,7,1,2.0101344130843746
2011-01-26,9,0,2.0714420567890617
2011-01-27,7,0,3.290374733553125
2011-01-28,6,0,7.1537587918625
2011-01-29,1,1,0.9572906299312489
2011-01-30,2,5,-0.004090912045312756
2011-01-31,6,3,-0.08581636261718728
2011-02-01,16,0,12.63919343979375
2011-02-02,22,0,-0.6668658130062504
2011-02-03,1,0,0.2358963000109382
2011-02-04,2,1,1.9961978007453132
