,golang/go,gcc-mirror/gcc,llvm/llvm-project
2020-04-03,13,21.0,138
2020-04-04,2,9.899999999999999,57
2020-04-05,4,3.854999999999998,52
2020-04-06,12,10.261499999999998,166
2020-04-07,9,28.7540875,129
2020-04-08,30,30.60259825,127
2020-04-09,20,20.169221737499996,127
2020-04-10,18,7.205937728749999,104
2020-04-11,7,0.2855304966718766,74
2020-04-12,7,-0.5645087369421833,37
2020-04-13,28,13.303845898975005,104
2020-04-14,23,17.46506410734688,127
2020-04-15,11,10.653774122334376,152
2020-04-16,17,14.901631100839063,133
2020-04-17,13,17.694785659085937,118
2020-04-18,5,2.3880067461125005,54
2020-04-19,6,13.71921081320469,59
2020-04-20,33,24.19906064577344,112
2020-04-21,31,18.866019375392188,136
2020-04-22,26,38.60449410484688,134
2020-04-23,26,23.437675147760935,129
2020-04-24,43,10.739489109664062,143
2020-04-25,11,5.932339829223439,49
2020-04-26,2,3.0016658668500042,47
2020-04-27,48,24.949360415982817,126
2020-04-28,30,14.270385232451567,123
2020-04-29,35,30.567996094118755,135
2020-04-30,35,19.1113999577,125
2020-05-01,30,8.458055602434376,86
2020-05-02,3,0.7523497321046895,54
2020-05-03,1,0.18136796566562907,40
2020-05-04,15,22.022781824193757,89
2020-05-05,15,62.37964872725938,122
2020-05-06,13,22.518755376145307,107
2020-05-07,26,26.894846890718746,137
2020-05-08,28,12.772958151549998,91
2020-05-09,3,34.144588661331255,41
2020-05-10,2,-3.34034001363281,55
2020-05-11,7,37.56971288897188,114
2020-05-12,6,32.87123596571563,106
2020-05-13,9,23.970168747054693,110
2020-05-14,14,22.33180998234219,104
2020-05-15,1,20.90116437955313,126
2020-05-16,0,-4.791228770835934,33
2020-05-17,0,5.978738994354693,39
2020-05-18,10,21.357243779698443,71
2020-05-19,10,26.378048568898443,141
2020-05-20,7,25.259560893564064,122
2020-05-21,12,12.957652020260937,97
2020-05-22,1,15.998507684079689,82
2020-05-23,1,6.191855767682815,42
2020-05-24,3,-2.6734506463390586,36
2020-05-25,1,21.863945496720316,57
2020-05-26,16,23.173743803698443,108
2020-05-27,5,22.272686787565625,136
2020-05-28,6,24.90638650235,153
2020-05-29,9,23.4310689910375,152
2020-05-30,1,1.2876029329375003,46
2020-05-31,5,10.285848783021878,38
2020-06-01,7,13.427391887287504,75
2020-06-02,8,57.242340374537505,124
2020-06-03,18,42.71716753966406,143
2020-06-04,15,58.81628290580625,141
2020-06-05,13,39.40943118800937,161
2020-06-06,0,-8.191770076582813,39
2020-06-07,2,4.487977751046881,49
2020-06-08,13,40.647769676978136,125
2020-06-09,9,52.7890480101797,149
2020-06-10,7,37.19281317988438,112
2020-06-11,7,45.18991217470938,119
2020-06-12,4,32.43698731505313,93
2020-06-13,1,-7.779454286792182,34
2020-06-14,2,-0.2879535264312434,31
2020-06-15,7,38.38415308491876,145
2020-06-16,5,56.43928802783438,144
2020-06-17,12,47.230788945092186,128
2020-06-18,8,40.49768805625625,151
2020-06-19,6,30.661730752598437,117
2020-06-20,1,-2.4645170527515603,62
2020-06-21,0,-3.6851822899296796,29
2020-06-22,1,10.479272201246886,102
2020-06-23,5,18.243378015810947,132
2020-06-24,9,20.543412651153133,136
2020-06-25,9,18.27191092849219,154
2020-06-26,8,5.607793059301564,142
2020-06-27,1,3.1426640396734395,48
2020-06-28,1,7.300578038814066,27
2020-06-29,7,20.639034885114064,116
2020-06-30,7,15.417819784106252,140
2020-07-01,4,25.255197735800003,142
2020-07-02,1,18.164575031465624,109
2020-07-03,1,7.302418451139063,92
2020-07-04,0,-2.593374777085936,42
2020-07-05,3,0.973538306693754,21
2020-07-06,6,41.45816627654063,103
2020-07-07,11,40.76882430972969,127
2020-07-08,9,35.913519341325,138
2020-07-09,4,16.223735186312496,131
2020-07-10,4,47.554735835296874,120
2020-07-11,0,-1.9600704725656257,52
2020-07-12,0,-4.405962293998433,25
2020-07-13,2,27.48499232036563,124
2020-07-14,3,19.387510293418757,131
2020-07-15,1,34.21484557918438,120
2020-07-16,7,36.83073606437344,142
2020-07-17,3,9.896359769278126,114
2020-07-18,0,0.0022368757421880048,52
2020-07-19,0,0.9144468138984418,28
2020-07-20,3,19.169362698681255,123
2020-07-21,5,13.96159641342813,118
2020-07-22,1,15.878472721693754,163
2020-07-23,6,13.792742181675,125
2020-07-24,3,14.96372064407344,100
2020-07-25,2,0.06685298983593935,45
2020-07-26,0,3.7225243957078153,45
2020-07-27,2,40.15252565290469,108
2020-07-28,2,10.765384944175,136
2020-07-29,0,18.881835085626562,166
2020-07-30,11,22.54974549973906,129
2020-07-31,7,26.98833741194844,104
2020-08-01,2,2.2131702227546874,34
2020-08-02,1,1.1876742229531274,36
2020-08-03,8,29.279392394960944,112
2020-08-04,1,32.065657936326566,138
2020-08-05,1,13.667587709689064,170
2020-08-06,2,11.863084337014064,148
2020-08-07,2,4.439401685950003,136
2020-08-08,0,0.5447347082281295,48
2020-08-09,0,1.6264654591734424,38
2020-08-10,10,18.28037524783282,103
2020-08-11,6,11.971663335268753,165
2020-08-12,13,16.937378125470314,99
2020-08-13,7,11.54620612280625,143
2020-08-14,11,10.959151187464062,98
2020-08-15,11,-2.8556927695531242,34
2020-08-16,6,0.6135186658125029,29
2020-08-17,41,10.025052600992192,131
2020-08-18,27,22.371864261492192,112
2020-08-19,13,18.839057517245312,116
2020-08-20,7,11.444650208596874,90
2020-08-21,7,7.847163382245312,107
2020-08-22,3,1.3860504304406263,44
2020-08-23,3,2.2990674101953155,18
2020-08-24,22,12.73243629091719,100
2020-08-25,17,21.90659699245469,109
2020-08-26,14,37.58004523042813,133
2020-08-27,19,13.298117947242186,157
2020-08-28,13,10.461777715923436,94
2020-08-29,2,-1.8257936905124996,55
2020-08-30,1,4.73772978574063,34
2020-08-31,3,13.933554915992191,53
2020-09-01,13,11.18589911083594,94
2020-09-02,6,11.092778394070315,85
2020-09-03,10,11.082543164945314,101
2020-09-04,0,8.156200255678126,76
2020-09-05,4,-2.346069497718749,35
2020-09-06,3,1.9052208878781274,22
2020-09-07,4,20.17354516451719,102
2020-09-08,5,15.508110977196877,102
2020-09-09,19,27.131795680404686,105
2020-09-10,6,30.72537617297656,102
2020-09-11,13,35.52866414922656,111
2020-09-12,4,0.2447997095234351,47
2020-09-13,5,-3.1070493534468735,22
2020-09-14,11,13.458719090401567,116
2020-09-15,12,10.671071087262506,153
2020-09-16,18,30.651486763162502,158
2020-09-17,15,18.761867508332813,139
2020-09-18,21,13.937948960323439,102
2020-09-19,4,8.474276317050002,43
2020-09-20,1,1.3473213343656276,29
2020-09-21,8,26.647000779931254,121
2020-09-22,17,26.708296342412503,133
2020-09-23,14,29.663755130404688,137
2020-09-24,12,29.75393410016406,145
2020-09-25,6,14.112114735851563,97
2020-09-26,6,8.328676103789064,34
2020-09-27,2,0.43255801456250254,25
2020-09-28,11,19.824295398903132,100
2020-09-29,17,20.68533201431563,130
2020-09-30,13,26.03997487992188,121
2020-10-01,19,28.2670201640375,112
2020-10-02,8,23.628521722128127,106
2020-10-03,3,-1.2776649489234373,46
2020-10-04,0,-2.7834854285249966,40
2020-10-05,14,14.615722798867193,96
2020-10-06,19,19.74472311990938,102
2020-10-07,11,17.843388433231254,91
2020-10-08,7,22.648116561315625,94
2020-10-09,10,15.050310604553125,117
2020-10-10,2,13.515034755257814,36
2020-10-11,1,20.91808257579219,30
2020-10-12,26,29.412160176253128,110
2020-10-13,24,10.145316163146877,122
2020-10-14,15,38.248450528228126,121
2020-10-15,15,54.98538733227812,116
2020-10-16,22,45.14914476848594,107
2020-10-17,9,-6.593443748084377,28
2020-10-18,3,-3.1059151405515575,32
2020-10-19,21,45.747737582160944,157
2020-10-20,39,53.08406224226876,133
2020-10-21,23,43.611198917476564,122
2020-10-22,21,65.09350442045157,124
2020-10-23,33,42.28033521593437,135
2020-10-24,11,-7.0085990198890595,51
2020-10-25,3,-5.828990729590618,25
2020-10-26,42,53.82097545150782,129
2020-10-27,41,50.313448521059385,146
2020-10-28,29,32.40600260744844,151
2020-10-29,34,35.2187598531625,120
2020-10-30,30,17.325227984570315,150
2020-10-31,7,-3.8341648984078063,52
2020-11-01,4,1.473851125592195,15
2020-11-02,15,31.85110730570157,127
2020-11-03,9,59.543998877704695,166
2020-11-04,11,16.610210085140626,132
2020-11-05,22,21.022493323354688,119
2020-11-06,7,42.708705157898436,94
2020-11-07,9,-0.07279267414218538,46
2020-11-08,1,-1.6850928841359325,30
2020-11-09,23,30.10609478190938,129
2020-11-10,12,24.919677599384382,138
2020-11-11,9,28.396602364123442,151
2020-11-12,11,21.863310590654688,109
2020-11-13,5,56.444612854775,133
2020-11-14,2,-1.9179828148749998,37
2020-11-15,0,6.065250471760942,20
2020-11-16,9,16.329628140812503,101
2020-11-17,7,41.946881551773444,134
2020-11-18,15,29.22768620474219,133
2020-11-19,13,25.2109345127875,106
2020-11-20,17,22.4400444957375,99
2020-11-21,4,8.805344462171877,43
2020-11-22,0,0.31979729430937986,33
2020-11-23,2,19.26072284047344,90
2020-11-24,34,55.25965113568907,110
2020-11-25,35,57.256495586959375,98
2020-11-26,2,48.90042887368125,86
2020-11-27,3,41.32564491485312,63
2020-11-28,3,-6.56462011345625,20
2020-11-29,0,4.0474208263703195,21
2020-11-30,36,60.3718750932797,105
2020-12-01,37,27.643101461123443,140
2020-12-02,23,43.41732053393438,126
2020-12-03,30,36.04997837701094,116
2020-12-04,45,7.2562896136390655,119
2020-12-05,2,38.26181501496407,50
2020-12-06,4,-3.1932553575343707,40
2020-12-07,29,18.35958649234688,103
2020-12-08,13,30.79404246877188,147
2020-12-09,19,12.431420724982818,123
2020-12-10,16,24.948555440754692,137
2020-12-11,6,23.400408372059378,85
2020-12-12,1,-1.5250744302718715,44
2020-12-13,0,15.030655903832816,33
2020-12-14,34,45.607625108451565,122
2020-12-15,23,64.67676398685782,154
2020-12-16,13,52.983686520757814,109
2020-12-17,29,59.96843786280625,129
2020-12-18,12,10.41293892149531,115
2020-12-19,1,-6.8630001621343695,38
2020-12-20,1,-1.3359961192078034,24
2020-12-21,19,12.183183953221889,74
2020-12-22,25,10.801583096734387,86
2020-12-23,53,11.02468575177657,84
2020-12-24,2,-1.540388719889057,28
2020-12-25,7,1.3074717787734418,20
2020-12-26,1,2.2184650794859415,13
2020-12-27,1,3.9840297820390655,21
2020-12-28,24,4.161419216762502,50
2020-12-29,25,8.184750701753126,60
2020-12-30,11,3.8200221968375008,73
2020-12-31,5,9.158814588123438,52
2021-01-01,15,23.821992211076562,41
2021-01-02,2,6.214796968528124,35
2021-01-03,9,0.9959874197421872,20
2021-01-04,6,25.787425556726564,67
2021-01-05,16,37.72277871919063,104
2021-01-06,8,11.442918939628123,121
2021-01-07,10,17.662541112796873,136
