,mui/material-ui,twbs/bootstrap,ant-design/ant-design
2015-06-07,9.0,0,4
2015-06-08,5.3,2,22
2015-06-09,11.655000000000001,9,57
2015-06-10,13.1245,2,39
2015-06-11,2.8875375000000005,3,15
2015-06-12,9.223717750000002,0,18
2015-06-13,-0.13522726249999906,3,0
2015-06-14,1.6997463862500015,0,23
2015-06-15,9.157766171609374,1,62
2015-06-16,3.2385173030296865,6,14
2015-06-17,8.889080253903124,1,41
2015-06-18,5.507005371710937,11,8
2015-06-19,-3.2969915158453134,11,21
2015-06-20,11.449058646189062,1,0
2015-06-21,-1.2727422233500008,1,0
2015-06-22,4.0035713662625,6,0
2015-06-23,2.708762131403125,16,2
2015-06-24,20.994492712085936,0,8
2015-06-25,16.78836709118906,1,22
2015-06-26,2.689663572306248,0,13
2015-06-27,-2.7599560603374975,2,0
2015-06-28,3.1987994575703134,0,0
2015-06-29,-0.760152292317188,0,1
2015-06-30,-2.2588168115359375,0,3
2015-07-01,0.17124087553125023,7,13
2015-07-02,26.52973096323281,1,16
2015-07-03,-8.97192375672344,4,15
2015-07-04,1.136697533731251,7,2
2015-07-05,3.7049621054,0,7
2015-07-06,8.483725693465624,0,30
2015-07-07,18.94389677957969,2,30
2015-07-08,4.849117884057813,1,41
2015-07-09,28.276260439490628,1,35
2015-07-10,-10.236690394648441,0,14
2015-07-11,-2.0132531392640605,1,12
2015-07-12,5.945238704192188,1,11
2015-07-13,16.89762239897969,3,23
2015-07-14,-2.8617521713140626,0,33
2015-07-15,-3.3489105761656255,0,59
2015-07-16,12.870087960196877,0,45
2015-07-17,3.751714721181248,1,40
2015-07-18,-6.3437508821906246,8,0
2015-07-19,-3.5848983680062485,0,0
2015-07-20,7.819870433167187,0,65
2015-07-21,5.528680682582811,0,45
2015-07-22,10.999213212039063,0,21
2015-07-23,-1.873576716673437,0,11
2015-07-24,-4.373588718460937,1,13
2015-07-25,-3.235887829376562,7,1
2015-07-26,-1.9550698168078124,3,1
2015-07-27,7.68661770801875,3,14
2015-07-28,2.288984028595312,4,19
2015-07-29,7.439259491267187,3,36
2015-07-30,5.978153764423436,0,39
2015-07-31,4.481401900698437,4,21
2015-08-01,-3.4153344461624986,2,3
2015-08-02,-0.1477201757328115,0,0
2015-08-03,15.21598911125,0,38
2015-08-04,0.9247286691093741,0,28
2015-08-05,0.4718419815609378,31,14
2015-08-06,8.41158899993125,9,21
2015-08-07,-1.378281642482813,0,16
2015-08-08,-2.494206348217187,8,3
2015-08-09,-1.0207519121093749,1,5
2015-08-10,2.5897911957375,44,15
2015-08-11,-1.0340502564796887,13,8
2015-08-12,2.739163722684374,0,19
2015-08-13,12.28595802229375,32,3
2015-08-14,7.166501108899999,9,14
2015-08-15,-2.3418704783546875,5,4
2015-08-16,-3.9717423596953116,0,3
2015-08-17,4.855192896253126,14,31
2015-08-18,7.433214479706249,37,51
2015-08-19,1.8743169440546872,72,43
2015-08-20,-1.4839417290437495,44,41
2015-08-21,11.783726673601564,43,28
2015-08-22,-6.367306861445313,7,16
2015-08-23,-2.7646175265890616,45,11
2015-08-24,11.33584669331875,25,36
2015-08-25,-4.074231316109376,27,30
2015-08-26,-1.5830750308015622,25,12
2015-08-27,-0.8451393216703127,15,25
2015-08-28,-1.4136856491765628,2,10
2015-08-29,1.130073258817187,10,1
2015-08-30,5.764214839007812,2,0
2015-08-31,-2.6496081712500006,3,27
2015-09-01,1.867644295796875,6,39
2015-09-02,1.3684757749578123,36,2
2015-09-03,-0.6039954037484374,9,0
2015-09-04,-1.0775636049984372,0,0
2015-09-05,0.3815485017671878,14,0
2015-09-06,0.2663974002187499,17,0
2015-09-07,1.2575303186749998,3,21
2015-09-08,1.9839814486203124,9,20
2015-09-09,-1.337445334046875,4,14
2015-09-10,8.388779586254687,10,14
2015-09-11,-3.068453068964063,3,30
2015-09-12,-0.18074954948281197,2,4
2015-09-13,-1.0060564655156248,1,8
2015-09-14,0.39632023500156255,1,13
2015-09-15,4.270809081985937,2,18
2015-09-16,2.0705127607374996,6,27
2015-09-17,-1.0255859534484375,1,18
2015-09-18,-1.223833813390625,0,7
2015-09-19,0.2852592571546875,3,2
2015-09-20,1.292091170734375,3,1
2015-09-21,0.9870115005171876,1,2
2015-09-22,9.896993214484375,5,7
2015-09-23,11.138760545439062,4,20
2015-09-24,17.96557354302344,7,8
2015-09-25,-2.6627567321968755,9,4
2015-09-26,-3.0928304119828107,2,0
2015-09-27,-4.092713239265624,6,0
2015-09-28,7.519455368235938,6,0
2015-09-29,14.210413291253126,5,0
2015-09-30,2.8765602328624986,0,0
2015-10-01,-4.984669654545312,10,0
2015-10-02,2.9255390953828133,2,17
2015-10-03,-4.518800756196876,0,0
2015-10-04,-2.235994917926562,3,0
2015-10-05,9.503592885301563,0,1
2015-10-06,9.584377143593748,2,3
2015-10-07,14.744374762875,7,0
2015-10-08,-7.058109320845313,4,1
2015-10-09,-0.3936593953421852,3,14
2015-10-10,0.3129984061750002,3,2
2015-10-11,-2.3496693801296873,5,3
2015-10-12,-2.1969123362499996,5,4
2015-10-13,1.5079656705781246,11,3
2015-10-14,18.944612945970313,2,13
2015-10-15,-0.42866033483750154,3,9
2015-10-16,-1.9991779064203117,5,3
2015-10-17,-2.1947711510281245,4,0
2015-10-18,-0.10087104374374967,0,0
2015-10-19,23.071184292803125,4,32
2015-10-20,12.342617403017186,3,8
2015-10-21,15.217977813453127,2,18
2015-10-22,-5.879250045526561,1,23
2015-10-23,8.785455621001564,10,20
2015-10-24,-8.712151791676561,14,2
2015-10-25,-4.341750816464061,4,3
2015-10-26,2.055851946985938,7,20
2015-10-27,2.274869443143749,14,27
2015-10-28,-0.0871374016484392,7,22
2015-10-29,0.7040929604703114,9,22
2015-10-30,1.0840254885859366,8,22
2015-10-31,5.416895802353125,3,23
2015-11-01,2.269289575775,0,4
2015-11-02,-2.3920025437499994,5,15
2015-11-03,10.028218323671876,9,32
2015-11-04,1.1656890882421873,2,35
2015-11-05,3.0878031085406255,1,24
2015-11-06,-0.04240051499374964,1,11
2015-11-07,-0.2128541349937496,0,0
2015-11-08,2.34751010794375,0,4
2015-11-09,11.98528576979375,0,5
2015-11-10,9.9632585938375,0,12
2015-11-11,-2.3926821944203125,7,16
2015-11-12,15.153441124362502,6,13
2015-11-13,-3.566347929256249,44,48
2015-11-14,-2.317770643442187,1,19
2015-11-15,-1.8372996094781247,45,6
2015-11-16,1.0586620202234376,11,23
2015-11-17,1.8904939898515618,0,6
2015-11-18,1.6737289645078115,0,24
2015-11-19,9.775246266946874,9,43
2015-11-20,-5.492670857726563,0,47
2015-11-21,3.5633211052656257,0,3
2015-11-22,3.8305010360390623,0,0
