,mermaid-js/mermaid,yuzutech/kroki,plantuml/plantuml
2019-06-20,-0.3132070038796876,0,0
2019-06-21,-0.17231137551562503,0,0
2019-06-22,-0.14136624727968766,0,0
2019-06-23,-0.1073376637453127,0,0
2019-06-24,0.9433730435359374,0,0
2019-06-25,1.6864165867671874,0,0
2019-06-26,3.295,0,1
2019-06-27,-1.4695,0,0
2019-06-28,2.4208375,0,0
2019-06-29,5.7519547499999994,0,0
2019-06-30,-0.6583713625000005,0,0
2019-07-01,-1.6978999987499994,0,1
2019-07-02,-0.8939022142656247,0,0
2019-07-03,-0.6104641917640625,0,0
2019-07-04,-0.44888303102812516,0,1
2019-07-05,-0.3336120116812501,0,0
2019-07-06,8.773107208453125,0,0
2019-07-07,7.110198195442187,0,0
2019-07-08,-3.0718373261609377,0,0
2019-07-09,-1.9126668264656244,0,0
2019-07-10,-0.06146249999999975,0,0
2019-07-11,-0.028607249999999862,0,0
2019-07-12,2.0481072375,0,0
2019-07-13,1.50235566125,0,0
2019-07-14,8.329593449109375,0,1
2019-07-15,-2.863357910501563,0,0
2019-07-16,1.1463005384062503,0,0
2019-07-17,-0.8654697994828122,0,0
2019-07-18,-1.269962328015625,0,0
2019-07-19,-0.7770395387484375,0,0
2019-07-20,-0.5606017597796876,0,0
2019-07-21,11.569442760004687,0,0
2019-07-22,0.08196248139531148,0,0
2019-07-23,6.308136467156251,0,0
2019-07-24,2.0858291627203127,0,0
2019-07-25,-0.5215769564640622,0,0
2019-07-26,-2.5963764132328118,0,0
2019-07-27,-1.4317138499999993,0,0
2019-07-28,-1.0075679849999999,0,0
2019-07-29,-0.7746864586875005,0,0
2019-07-30,-0.6259692146062504,0,0
2019-07-31,0.6191896661781244,0,0
2019-08-01,-0.574382840939063,0,0
2019-08-02,0.7658693703062498,0,0
2019-08-03,1.5997497603015625,0,0
2019-08-04,0.25483750000000005,0,0
2019-08-05,-0.5992202499999999,0,0
2019-08-06,-0.28744336249999985,0,0
2019-08-07,0.81149747625,0,0
2019-08-08,1.561239420734375,0,0
2019-08-09,-0.8138226619828125,0,0
2019-08-10,-0.3465721267656249,0,0
2019-08-11,0.7765433794859374,0,0
2019-08-12,-0.4530887932312501,0,0
2019-08-13,-0.20130477573281244,0,0
2019-08-14,4.87498100125,0,0
2019-08-15,-0.5939537642656252,0,0
2019-08-16,3.0999429032359376,0,0
2019-08-17,-1.652947688965625,0,0
2019-08-18,-0.6992697737499997,0,0
2019-08-19,-0.4426404667656249,0,2
2019-08-20,1.6796420242671875,0,0
2019-08-21,-0.8369482312500001,0,0
2019-08-22,0.598535692421875,0,1
2019-08-23,-0.5786228779296877,0,0
2019-08-24,-0.26241528029531264,0,0
2019-08-25,0.82672584706875,0,0
2019-08-26,1.613275775,0,1
2019-08-27,0.22736520249999992,0,0
2019-08-28,16.37546570396875,0,0
2019-08-29,-2.410286600215626,0,0
2019-08-30,-2.870421966765624,0,0
2019-08-31,-1.4629672757328116,0,0
2019-09-01,3.04349825125,0,0
2019-09-02,-1.902803876765625,0,0
2019-09-03,0.030770466985937772,0,0
2019-09-04,-0.9731597844812501,9,0
2019-09-05,-0.6060094194984382,0,0
2019-09-06,-0.456929175254688,0,0
2019-09-07,-0.17403618969843754,0,0
2019-09-08,2.894450655,0,0
2019-09-09,-0.9867877295625003,0,0
2019-09-10,-0.38829092668124987,0,0
2019-09-11,13.805623283234375,0,0
2019-09-12,10.665929086767186,0,1
2019-09-13,-5.05916075,0,0
2019-09-14,-2.7778425874999986,0,1
2019-09-15,-1.6166468212499994,0,0
2019-09-16,-1.125651150296875,0,0
2019-09-17,-0.8526485646984374,0,0
2019-09-18,8.35566498,0,0
2019-09-19,6.770085996531249,1,0
2019-09-20,-4.392275810493751,0,0
2019-09-21,3.194872084742188,1,0
2019-09-22,0.5299540867671872,0,1
2019-09-23,6.9058927500000005,0,0
2019-09-24,0.18076973750000036,0,0
2019-09-25,6.072263411250001,0,0
2019-09-26,-1.2570519383906253,0,0
2019-09-27,2.0689545507484377,0,0
2019-09-28,-2.079095338578125,0,0
2019-09-29,0.17037333242187525,0,0
2019-09-30,-0.7697558802109377,0,0
2019-10-01,4.671529201910937,2,0
2019-10-02,4.361020612592187,1,0
2019-10-03,11.729954512428124,2,0
2019-10-04,1.0204488993578122,0,3
2019-10-05,7.452151927723438,0,0
2019-10-06,3.168051807070313,0,0
2019-10-07,-4.390958545514062,0,0
2019-10-08,10.994305526768752,0,0
2019-10-09,-1.121249317576563,5,0
2019-10-10,-1.3875681405062492,0,1
2019-10-11,2.689049339635937,3,0
2019-10-12,-1.756398513351563,0,0
2019-10-13,-1.504896820067188,0,0
2019-10-14,2.2131304915656242,0,0
2019-10-15,19.72593066913906,0,0
2019-10-16,8.261367095798436,0,0
2019-10-17,-5.9137113653375,0,0
2019-10-18,-1.0552228339609364,0,0
2019-10-19,2.7383380497078127,0,0
2019-10-20,-3.755780136678125,0,0
2019-10-21,10.004599386768751,0,0
2019-10-22,-5.003572102795313,0,0
2019-10-23,4.656364723225,2,0
2019-10-24,2.347058805628124,7,0
2019-10-25,-3.4625950415062503,0,0
2019-10-26,-1.5916836192624995,0,0
2019-10-27,3.9464816097078126,0,0
2019-10-28,-1.2580045143968754,0,0
2019-10-29,2.6431918613125,4,0
2019-10-30,9.96211294995625,0,0
2019-10-31,-4.505193159859376,0,0
2019-11-01,-0.8771079432234368,0,0
2019-11-02,-1.4022750418968748,0,0
2019-11-03,4.17610176875,0,1
2019-11-04,-2.1076073075781254,0,0
2019-11-05,1.9958442720703127,0,0
2019-11-06,-0.5317978152953127,0,0
2019-11-07,16.91605238338125,0,0
2019-11-08,23.98594051745625,0,0
2019-11-09,-11.202268529265625,0,0
2019-11-10,-4.4586930319828095,0,0
2019-11-11,-2.6868714213281244,0,0
2019-11-12,8.112090750085937,0,0
2019-11-13,-4.377250449046875,4,0
2019-11-14,-2.1462837589640618,0,0
2019-11-15,-1.463082527514063,1,0
2019-11-16,-1.1224279411593767,0,0
2019-11-17,13.295295103015624,2,0
2019-11-18,-2.4328086250000007,0,0
2019-11-19,3.740427262500001,0,0
2019-11-20,6.99823283234375,0,0
2019-11-21,-1.4471091323281247,0,0
2019-11-22,-2.8034084999999993,0,0
2019-11-23,-0.5363475749999995,0,0
2019-11-24,-1.3704100575,0,0
2019-11-25,-0.9225637572187504,0,0
2019-11-26,3.2828657637093746,0,0
2019-11-27,3.377995047940624,0,0
2019-11-28,18.753140281696876,0,0
2019-11-29,-6.269745145125,0,0
2019-11-30,9.977142486551564,0,0
2019-12-01,1.4099297832343751,0,0
2019-12-02,0.37677938676718803,0,0
2019-12-03,4.134978842500001,0,0
2019-12-04,0.4594759016875001,0,0
2019-12-05,-1.8601015980093747,0,0
2019-12-06,-1.7327908544921882,0,0
2019-12-07,1.0120597590953124,0,0
2019-12-08,4.968339540064062,0,0
2019-12-09,-2.2721809081359385,0,0
2019-12-10,10.244367021042187,0,1
2019-12-11,11.392013355960938,0,0
2019-12-12,-4.739044549690625,0,0
2019-12-13,-2.4306746109453115,1,0
2019-12-14,3.76344834801875,7,0
2019-12-15,1.7595616577203126,0,0
2019-12-16,-2.1955638808078124,0,0
2019-12-17,-1.9925446943953122,1,0
2019-12-18,5.772822630579687,4,0
2019-12-19,-1.0168578370437515,0,0
2019-12-20,0.06850575599374986,2,0
2019-12-21,-0.5294117482312499,0,0
2019-12-22,-1.1370484450765628,0,0
2019-12-23,8.307791913025,0,0
2019-12-24,-1.146025320429688,0,0
2019-12-25,-0.8374490544828119,0,0
2019-12-26,0.7291664601406249,0,0
2019-12-27,-1.3734952361609378,0,0
2019-12-28,-0.695184783746875,0,0
2019-12-29,0.5288256942687499,0,0
2019-12-30,-0.6408058519828126,0,0
2019-12-31,5.631473639109375,0,0
2020-01-01,1.9209768486234369,0,0
2020-01-02,11.04887940926875,0,0
2020-01-03,-3.7520570967640623,0,0
2020-01-04,-2.1944226889656244,0,0
2020-01-05,1.7635712262500003,0,0
2020-01-06,-0.7560553917656252,0,0
2020-01-07,-0.26197625573281225,0,0
2020-01-08,8.91303914190625,0,0
2020-01-09,-1.6997202677093757,0,0
2020-01-10,3.881488505365625,0,0
2020-01-11,-0.9371864262921878,0,0
2020-01-12,2.125918653017188,0,1
2020-01-13,-0.23439578654687487,0,0
2020-01-14,1.2521916447859376,0,0
2020-01-15,9.127758907501562,0,0
2020-01-16,-4.304040803389063,0,0
2020-01-17,-1.8605989333593742,0,0
2020-01-18,-1.087893124559375,0,0
2020-01-19,0.23340701707187483,0,0
2020-01-20,-0.8253535785281252,0,0
2020-01-21,-0.5040483952125001,0,0
2020-01-22,4.6571730119875,0,0
2020-01-23,-1.7555566241203133,0,0
2020-01-24,2.2958622044390626,0,0
2020-01-25,0.7792191374999999,0,0
2020-01-26,-0.13476977375,0,0
2020-01-27,8.147022033234375,0,0
2020-01-28,-3.1744752257328126,0,0
2020-01-29,6.731227881250001,0,0
2020-01-30,-2.1843291713281254,0,0
2020-01-31,-1.702533362414062,0,0
2020-02-01,-0.9573078102968748,0,0
2020-02-02,0.3182112905203124,0,0
2020-02-03,0.20841649301874987,0,0
2020-02-04,1.2225589858765622,0,0
2020-02-05,4.938310228404688,0,0
2020-02-06,-2.2556335078750003,0,0
2020-02-07,0.05657322737187531,0,0
2020-02-08,-0.8039095257328124,0,0
2020-02-09,-0.44765363624999993,1,0
