,rust-lang/rust,nim-lang/Nim,golang/go
2023-05-13,63,0,1
2023-05-14,57,2,0
2023-05-15,79,2,9
2023-05-16,72,2,21
2023-05-17,54,2,29
2023-05-18,102,0,22
2023-05-19,39,4,45
2023-05-20,62,4,8
2023-05-21,44,3,0
2023-05-22,64,3,26
2023-05-23,75,5,57
2023-05-24,75,7,63
2023-05-25,105,3,29
2023-05-26,119,8,19
2023-05-27,46,11,3
2023-05-28,51,6,0
2023-05-29,66,4,0
2023-05-30,72,8,21
2023-05-31,80,4,27
2023-06-01,100,4,28
2023-06-02,105,2,10
2023-06-03,61,5,3
2023-06-04,53,7,1
2023-06-05,116,3,10
2023-06-06,67,8,23
2023-06-07,73,8,12
2023-06-08,76,8,11
2023-06-09,66,8,8
2023-06-10,72,4,2
2023-06-11,62,3,4
2023-06-12,108,3,12
2023-06-13,84,8,16
2023-06-14,102,2,9
2023-06-15,78,4,9
2023-06-16,81,9,16
2023-06-17,73,2,1
2023-06-18,58,1,0
2023-06-19,125,1,1
2023-06-20,107,3,9
2023-06-21,111,6,8
2023-06-22,85,2,5
2023-06-23,77,0,6
2023-06-24,55,3,2
2023-06-25,61,3,0
2023-06-26,62,2,7
2023-06-27,113,10,6
2023-06-28,101,3,3
2023-06-29,93,3,9
2023-06-30,99,3,1
2023-07-01,61,2,0
2023-07-02,72,3,0
2023-07-03,112,2,0
2023-07-04,67,2,3
2023-07-05,100,1,4
2023-07-06,69,3,6
2023-07-07,89,4,5
2023-07-08,83,0,0
2023-07-09,41,0,0
2023-07-10,103,3,4
2023-07-11,53,1,8
2023-07-12,81,0,6
2023-07-13,84,0,4
2023-07-14,92,3,3
2023-07-15,33,0,0
