,swiftlang/swift,golang/go,rust-lang/rust
2018-08-17,93,14.0,44
2018-08-18,53,5.200000000000001,40
2018-08-19,7,-2.7200000000000006,83
2018-08-20,70,51.688,72
2018-08-21,65,41.5456,44
2018-08-22,62,37.533696,118
2018-08-23,50,-6.874291200000002,72
2018-08-24,95,16.834795519999993,87
2018-08-25,52,-5.495049728000003,43
2018-08-26,18,-2.6746070016000036,57
2018-08-27,37,-3.9066053632000024,89
2018-08-28,80,7.619912704000002,61
2018-08-29,88,-0.6234652671999958,92
2018-08-30,56,24.054023372800003,98
2018-08-31,89,2.4058938368000025,78
2018-09-01,26,-4.1024866304,64
2018-09-02,5,-0.8182705152000005,42
2018-09-03,5,4.0944177152,74
2018-09-04,55,6.6932566016,39
2018-09-05,82,13.0294601728,64
2018-09-06,73,3.3481084928,93
2018-09-07,38,9.329080729600001,74
2018-09-08,15,-2.4657678335999993,63
2018-09-09,1,-0.33828003840000065,47
2018-09-10,44,-0.6393888768000009,69
2018-09-11,61,4.8610971648,85
2018-09-12,52,7.1349199872,71
2018-09-13,52,10.358963712000001,76
2018-09-14,92,1.2804631552000005,44
2018-09-15,29,-0.5119906815999999,69
2018-09-16,49,0.42387619839999946,50
2018-09-17,34,9.888813772799999,51
2018-09-18,56,8.267937484800001,61
2018-09-19,71,4.6610609152,45
2018-09-20,77,3.8958825471999994,86
2018-09-21,80,-3.864776192,50
2018-09-22,68,-2.1545957376000002,57
2018-09-23,10,0.5932630015999996,43
2018-09-24,85,15.5725385728,41
2018-09-25,75,8.638671564800001,51
2018-09-26,95,6.3059443712,87
2018-09-27,76,9.4622646272,35
2018-09-28,68,4.846402150399999,37
2018-09-29,20,-0.6595244032000007,66
2018-09-30,8,-2.3547110400000015,59
2018-10-01,60,3.666599935999999,51
2018-10-02,40,24.120202035200002,64
2018-10-03,72,21.8110236672,42
2018-10-04,67,9.854627532799999,62
2018-10-05,93,6.7672907775999995,82
2018-10-06,18,3.621000294399999,48
2018-10-07,13,-5.2976158720000015,30
2018-10-08,54,1.1036529663999977,76
2018-10-09,68,12.254563737599998,76
2018-10-10,56,10.257053593600002,76
2018-10-11,65,10.583548211200002,58
2018-10-12,73,10.2448687104,69
2018-10-13,30,-2.8526360576,76
2018-10-14,13,-1.386551808000001,54
2018-10-15,55,16.7211790336,123
2018-10-16,62,4.8805917696000005,69
2018-10-17,31,12.576820736,63
2018-10-18,16,4.292299161600001,73
2018-10-19,40,7.2698218495999996,67
2018-10-20,25,-3.8098833408,54
2018-10-21,15,-2.582581964800001,36
2018-10-22,16,11.530460262399998,52
2018-10-23,42,19.4272293888,57
2018-10-24,49,11.6957824,58
2018-10-25,47,7.6754180096,122
2018-10-26,79,4.1884459008,77
2018-10-27,45,1.1456106496,49
2018-10-28,9,4.254929100799999,61
2018-10-29,57,7.356224307199999,61
2018-10-30,68,17.7830742016,70
2018-10-31,67,7.343988326400002,62
2018-11-01,54,3.0515994624000005,96
2018-11-02,56,35.2810471424,62
2018-11-03,20,-5.446883327999998,71
2018-11-04,62,-4.686690918400002,37
2018-11-05,45,16.5432020992,99
2018-11-06,105,7.7384167424,53
2018-11-07,89,-0.9633143808,81
2018-11-08,71,11.8621252608,56
2018-11-09,101,9.495842304,49
