,containerd/containerd,moby/moby,canonical/lxd
2015-12-05,0,7.0,1
2015-12-06,0,4.8999999999999995,0
2015-12-07,11,25.165,17
2015-12-08,12,18.4485,11
2015-12-09,7,63.9623625,16
2015-12-10,9,-3.895179249999998,8
2015-12-11,8,0.658442212500006,16
2015-12-12,0,-7.994383953749996,0
2015-12-13,0,-0.303219083609374,0
2015-12-14,7,26.522972275010936,13
2015-12-15,11,29.41734532293281,5
2015-12-16,10,27.154800605043746,24
2015-12-17,14,1.2340562477937453,7
2015-12-18,11,2.638412653181252,13
2015-12-19,2,-4.156073077384374,12
2015-12-20,0,0.8110003437171898,1
2015-12-21,0,15.023250159714063,13
2015-12-22,2,33.744505709109376,0
2015-12-23,0,10.207163813649998,2
2015-12-24,0,-9.473619722725001,2
2015-12-25,1,-10.421400506814061,0
2015-12-26,0,-6.487121510396873,1
2015-12-27,0,-0.15787467605937522,1
2015-12-28,0,20.943558205753124,0
2015-12-29,0,29.993656752067185,0
2015-12-30,0,15.618204466196872,0
2015-12-31,0,-10.378725984175002,8
2016-01-01,0,0.1480419488937521,0
2016-01-02,0,-6.420838152109374,0
2016-01-03,0,3.6464749130187517,5
2016-01-04,2,24.692722772939064,5
2016-01-05,4,35.00010486167969,0
2016-01-06,1,14.639302297306248,6
2016-01-07,0,14.748235862939062,15
2016-01-08,0,28.960956133457813,19
2016-01-09,0,-1.4029211202859386,4
2016-01-10,0,-2.5551692671093704,5
2016-01-11,1,6.053052086393752,1
2016-01-12,2,31.838503233670313,5
2016-01-13,0,25.25913087878281,13
2016-01-14,0,40.653999370528126,13
2016-01-15,0,0.14159030182031174,7
2016-01-16,2,-12.353571414665623,0
2016-01-17,0,-12.428536960268747,3
2016-01-18,0,11.10603475739375,2
2016-01-19,0,26.066125586195312,13
2016-01-20,1,29.147139585374997,0
2016-01-21,5,25.483117522056247,2
2016-01-22,10,10.492754764542184,8
2016-01-23,1,0.35506457138281533,0
2016-01-24,1,12.176110621610938,2
2016-01-25,6,15.545361417892188,9
2016-01-26,2,53.14838138197344,25
2016-01-27,5,29.796178465751566,6
