,facebook/docusaurus,mkdocs/mkdocs,docsifyjs/docsify
2022-03-10,3.8363377648453123,0,0
2022-03-11,-1.7916098707171884,0,0
2022-03-12,1.5907130943593755,0,0
2022-03-13,0.4645446469906247,0,0
2022-03-14,3.759973758976562,0,0
2022-03-15,-0.011148190942187775,0,2
2022-03-16,1.6799398569906252,0,1
2022-03-17,1.5620682087578124,0,0
2022-03-18,2.5612721689765623,0,1
2022-03-19,0.2706819913390621,0,2
2022-03-20,-1.2000414397781247,0,0
2022-03-21,4.522418966771875,0,0
2022-03-22,2.310800688457812,0,0
2022-03-23,0.2433280753062501,0,1
2022-03-24,6.792186235739063,0,0
2022-03-25,13.13433527375625,3,0
2022-03-26,0.18349607949062552,13,0
2022-03-27,2.036221584789063,0,0
2022-03-28,2.416101838535938,0,0
2022-03-29,1.5247825799234374,0,0
2022-03-30,1.8348346030250005,0,0
2022-03-31,-0.01761659271093663,1,1
2022-04-01,-2.3450596318390624,0,0
2022-04-02,-1.2138386078609376,0,0
2022-04-03,-0.700018496067188,0,0
2022-04-04,-0.28207850123906275,0,0
2022-04-05,-0.08319322748906299,0,0
2022-04-06,1.0684059642765622,0,0
2022-04-07,12.889746512509374,0,0
2022-04-08,-0.726628232709376,0,0
2022-04-09,5.028668744053126,0,0
2022-04-10,-1.8347435162484373,0,0
2022-04-11,-0.3714137662484367,0,0
2022-04-12,0.04228737125156279,0,0
2022-04-13,3.2375122475015625,0,0
2022-04-14,2.4490508707359373,0,0
2022-04-15,1.2047176438156244,0,0
2022-04-16,-1.6141600673218752,0,0
2022-04-17,4.45642334044375,0,0
2022-04-18,-1.7173107618937502,0,0
2022-04-19,-0.5119903699968746,0,0
2022-04-20,2.8088455587531254,0,0
2022-04-21,5.070344520956249,0,0
2022-04-22,3.955605392507812,0,0
2022-04-23,-2.432949131976563,0,0
2022-04-24,0.15089487530312562,0,0
2022-04-25,-0.6726003500765625,0,0
2022-04-26,0.7318628300875001,0,0
2022-04-27,1.6595404875015625,0,0
2022-04-28,1.3476975159546873,0,0
2022-04-29,12.244944550959374,0,0
2022-04-30,0.9247148412609363,0,0
2022-05-01,-3.8005840193953118,0,0
2022-05-02,2.2164959044859383,0,0
2022-05-03,3.64076357176875,0,0
2022-05-04,20.950890244485937,0,0
2022-05-05,3.2960776269874987,0,0
2022-05-06,-4.131117397495311,0,0
2022-05-07,1.6753760830828135,0,0
2022-05-08,-0.3497730358531257,0,0
2022-05-09,-3.500750749396875,0,0
2022-05-10,0.009878290437500326,0,0
2022-05-11,1.9479253764749997,0,0
2022-05-12,2.491156945728124,0,0
2022-05-13,-2.870960515025001,0,0
2022-05-14,3.739176798409375,0,0
2022-05-15,-1.229430135292188,0,0
2022-05-16,2.663737428540625,0,0
2022-05-17,3.0635270995687502,2,0
2022-05-18,2.59570065896875,0,0
2022-05-19,-2.6372238122781253,0,0
2022-05-20,0.7370082007406251,0,0
2022-05-21,0.5968222025859373,0,0
2022-05-22,2.649121942421875,0,0
2022-05-23,2.0463715595703125,0,1
2022-05-24,-0.10760596154531221,0,0
2022-05-25,3.373730894490625,0,0
2022-05-26,7.638047125007812,0,0
2022-05-27,5.924075661335937,0,0
2022-05-28,-1.7094974310312496,0,0
2022-05-29,-2.0331258049968746,0,0
2022-05-30,-0.9732907635281247,0,0
2022-05-31,-1.5544868799937501,0,0
2022-06-01,5.0041279197875,0,0
2022-06-02,5.48224497720625,0,0
2022-06-03,0.4140176911796871,0,1
2022-06-04,-0.8014742337343752,0,1
2022-06-05,1.0373225811250002,0,0
2022-06-06,0.07679426978593762,0,0
2022-06-07,-0.6015573049984373,0,1
2022-06-08,-0.20127995573281243,0,0
2022-06-09,1.9560300594062499,0,0
2022-06-10,-0.5648907835218755,0,0
2022-06-11,1.945965692075,0,0
2022-06-12,-1.4429033827125002,0,0
2022-06-13,0.33929986323750017,0,0
2022-06-14,1.2774349405203123,0,0
2022-06-15,6.01294884551875,0,0
2022-06-16,2.4317264362515623,0,0
2022-06-17,2.4558240752203124,0,0
2022-06-18,-0.6650440277140621,0,0
2022-06-19,-1.8475724260296873,0,0
2022-06-20,-1.022623488448437,0,0
2022-06-21,0.31482894823437513,0,0
2022-06-22,3.1766316744859373,0,0
2022-06-23,3.2860649749249995,0,0
2022-06-24,4.704684429792187,0,0
2022-06-25,-1.088377697492188,0,0
2022-06-26,-1.9225407496953122,0,0
2022-06-27,2.003358811034375,0,0
2022-06-28,0.4391805262499999,0,0
2022-06-29,-0.41147687426562474,0,0
2022-06-30,-1.0827831865453126,0,0
2022-07-01,4.342532621990625,0,0
2022-07-02,-1.945954381023438,0,0
2022-07-03,0.17871708633906258,0,0
2022-07-04,1.242179377284375,0,0
2022-07-05,-1.0146380602968752,0,0
2022-07-06,5.4904378030203125,0,0
2022-07-07,0.8813896442687499,0,0
2022-07-08,4.2515849680171875,0,0
2022-07-09,-0.634104946328125,0,0
2022-07-10,-1.782911064914062,0,0
2022-07-11,5.0803997357343755,0,0
2022-07-12,0.5658422282359372,0,0
2022-07-13,0.0006004435343753833,0,0
2022-07-14,6.37674220315625,0,0
2022-07-15,-1.3189109971937505,0,0
2022-07-16,-2.031734087792187,0,0
2022-07-17,0.8915751620718753,0,0
2022-07-18,-0.31049355646562504,2,0
2022-07-19,-0.02678084684375026,4,0
2022-07-20,2.0632674228062498,0,0
2022-07-21,-1.4155485882296877,0,0
2022-07-22,-0.6661981080906252,0,0
2022-07-23,0.5646347856062498,0,0
2022-07-24,-0.538569986465625,0,0
2022-07-25,1.73184768021875,0,0
2022-07-26,-0.7913434044812502,0,0
2022-07-27,-0.33649445124843747,0,0
2022-07-28,0.7900661864703125,0,0
2022-07-29,-0.4443561021984376,0,0
2022-07-30,-0.18339777374999994,0,0
2022-07-31,0.878061558234375,0,0
2022-08-01,10.608339539267188,1,0
2022-08-02,-0.46647368353125085,0,1
2022-08-03,-1.1649476889656243,1,1
2022-08-04,-1.3286197737499994,0,0
2022-08-05,0.22911553323437528,0,0
2022-08-06,0.15622547426718747,2,0
2022-08-07,0.19062998875000003,8,0
2022-08-08,2.211530434484375,6,0
2022-08-09,2.626957518595312,1,0
2022-08-10,-1.860387719607813,1,0
2022-08-11,1.2517094310359378,0,0
2022-08-12,1.9559707005171876,0,0
2022-08-13,-1.4179256030156249,4,0
2022-08-14,-0.6711409912484372,3,0
2022-08-15,-0.4382804012484375,8,0
2022-08-16,1.6830293414703124,0,0
2022-08-17,1.1600204182390623,3,0
2022-08-18,3.02790921206875,0,0
2022-08-19,-0.6176252547812502,1,0
2022-08-20,-0.9941219767624998,2,0
2022-08-21,-0.5235157396984373,7,0
2022-08-22,-0.32615222499999996,2,0
2022-08-23,-0.24351977249999998,13,0
2022-08-24,1.8074883189687498,1,0
2022-08-25,1.2419697825031246,0,0
2022-08-26,0.0803690327218749,0,0
2022-08-27,-0.699210369696875,0,0
2022-08-28,-0.3179084132328124,0,0
2022-08-29,-0.19926549999999996,0,0
2022-08-30,0.853835275,0,1
2022-08-31,3.5858034775,0,0
2022-09-01,-0.39794884353125015,2,0
2022-09-02,3.1426224662531252,6,0
2022-09-03,-0.62620604323125,3,0
2022-09-04,0.016546336767187753,2,0
2022-09-05,-0.8253243624999997,4,0
2022-09-06,-0.4669509737499999,0,0
2022-09-07,5.666469825734375,3,0
2022-09-08,3.940946245954687,0,0
2022-09-09,-2.629040577196875,4,0
2022-09-10,-1.106328416545312,1,0
2022-09-11,0.31285735655312497,2,0
2022-09-12,0.2512433700015624,1,0
2022-09-13,-0.7365900882328125,0,0
2022-09-14,-0.41792881749999994,4,0
2022-09-15,-0.30866644309375024,0,0
2022-09-16,-0.2466435299906254,0,0
2022-09-17,-0.13450159189687513,1,2
2022-09-18,-0.04223813625,4,0
2022-09-19,1.965166009484375,9,0
2022-09-20,-0.6294601299984377,0,1
2022-09-21,-0.2235834132328124,0,0
2022-09-22,0.881,1,0
2022-09-23,-0.380325,0,0
2022-09-24,-0.16444049999999993,2,0
2022-09-25,-0.10606172499999997,15,0
2022-09-26,-0.0780770475,4,0
2022-09-27,-0.06147368353125009,2,0
2022-09-28,3.949552311034375,0,0
2022-09-29,0.7810427262499999,0,0
2022-09-30,-1.0358767167656249,0,0
2022-10-01,-0.46158341323281227,0,0
2022-10-02,1.72035,3,0
2022-10-03,-0.7992060000000001,1,0
2022-10-04,-0.36256394999999986,0,0
2022-10-05,2.75860918,0,0
2022-10-06,0.9182535854374998,1,0
2022-10-07,-0.060527586462500116,2,0
2022-10-08,-0.7622285514656248,8,0
2022-10-09,-0.3824020474999999,0,0
2022-10-10,-0.26073918353125003,0,0
2022-10-11,-0.196612413965625,0,0
2022-10-12,2.8668462037499998,2,0
2022-10-13,1.9911744397031248,3,0
2022-10-14,0.6935390530203125,0,0
2022-10-15,-1.1365435432312498,2,0
2022-10-16,-0.5225709132328122,1,0
2022-10-17,-0.3286482499999999,0,0
2022-10-18,-0.23932833749999993,0,0
2022-10-19,2.81384509125,0,0
2022-10-20,0.9489363034531246,0,0
2022-10-21,-0.041294937495312656,2,0
2022-10-22,-0.7610036732296874,0,0
2022-10-23,-0.3716543264656249,1,0
2022-10-24,-0.22898574999999996,0,0
2022-10-25,0.8305544125000001,1,0
2022-10-26,5.56684620375,0,10
2022-10-27,-1.0138255602968753,0,1
2022-10-28,-0.08096094697968725,0,1
2022-10-29,1.1547939567687502,4,0
2022-10-30,-1.0487786632328124,0,0
2022-10-31,-0.5112648624999998,0,0
2022-11-01,-0.3475251987499999,2,1
2022-11-02,1.7370535282343749,0,0
2022-11-03,1.1894776499234372,0,0
2022-11-04,-0.9728961949125001,0,0
2022-11-05,-0.39637467749843736,0,0
2022-11-06,-0.24466184676406255,1,0
2022-11-07,-0.16693232646562503,0,0
2022-11-08,-0.10600222499999998,0,0
2022-11-09,1.9155237275,0,0
2022-11-10,3.3303320189687495,0,0
2022-11-11,-1.4689202599968751,0,0
2022-11-12,-0.5661668264656247,0,0
2022-11-13,-0.31832499999999986,0,0
2022-11-14,-0.22009049999999997,0,1
2022-11-15,-0.16544272499999998,0,0
2022-11-16,1.8689620025,0,0
2022-11-17,3.2924174714687497,0,0
2022-11-18,-1.5006736935281253,0,0
2022-11-19,-0.5933336529312497,0,0
2022-11-20,-0.31832499999999986,0,0
2022-11-21,-0.22009049999999997,0,0
2022-11-22,-0.16544272499999998,0,0
2022-11-23,4.8689620025,0,0
2022-11-24,0.3924174714687496,0,0
2022-11-25,-1.215673693528125,0,1
2022-11-26,-0.5618336529312498,0,0
2022-11-27,-0.31981249999999994,0,0
2022-11-28,-0.22892625,0,0
2022-11-29,-0.17584481249999998,0,0
2022-11-30,4.8586519062499995,0,0
2022-12-01,-1.6172981313281254,0,0
2022-12-02,-0.6246704996953124,0,0
2022-12-03,-0.32466682646562495,0,0
2022-12-04,-0.20081249999999998,0,0
2022-12-05,-0.14860125,0,0
2022-12-06,-0.11640431249999998,0,0
2022-12-07,6.90521363125,0,0
2022-12-08,-1.179383583828126,0,0
2022-12-09,2.8970829338359376,0,0
2022-12-10,-1.7214999999999998,0,1
2022-12-11,-0.7606374999999996,0,0
2022-12-12,0.5137957500000001,0,1
2022-12-13,-0.6533362875,0,0
2022-12-14,2.6201372212500003,0,0
2022-12-15,-0.18271774110937544,0,0
2022-12-16,1.1580477956046875,0,1
2022-12-17,-0.9903105302953126,0,0
2022-12-18,-0.4676020154312499,0,0
2022-12-19,-0.2672805237499999,0,0
2022-12-20,-0.195764554265625,0,0
2022-12-21,0.8468234030171875,0,0
2022-12-22,4.586850850953125,0,0
2022-12-23,-1.699541503964063,0,0
2022-12-24,-0.6298368467640623,0,0
2022-12-25,-0.36482932646562494,0,0
2022-12-26,-0.23053274999999998,0,0
2022-12-27,0.8281178875,0,0
2022-12-28,0.56463841375,0,0
2022-12-29,4.484336914484375,0,0
2022-12-30,0.24253300293906221,0,0
2022-12-31,-1.2925795661640622,0,0
2023-01-01,-0.5773827499999997,0,0
2023-01-02,-0.3728136124999999,0,0
2023-01-03,-0.27116438625,0,1
2023-01-04,1.789321196984375,0,0
2023-01-05,0.22919177625156228,0,0
2023-01-06,2.359118455439062,0,0
2023-01-07,-1.2236704996953127,0,0
2023-01-08,-0.4819918264656248,0,0
2023-01-09,-0.2781029999999999,0,0
2023-01-10,1.803230525,0,1
2023-01-11,-0.75035616,0,0
2023-01-12,-0.33055329478124995,0,0
2023-01-13,-0.21891536448125004,0,0
2023-01-14,-0.14153856352968763,0,0
2023-01-15,-0.10019073969843756,0,0
2023-01-16,-0.04656172499999999,0,0
2023-01-17,-0.037914547500000007,0,0
2023-01-18,2.96824656646875,0,0
2023-01-19,3.0728331735343746,0,0
2023-01-20,-0.5149999999999999,0,0
2023-01-21,-0.8984999999999996,0,0
2023-01-22,-0.4634874999999998,0,1
2023-01-23,-0.30931074999999997,0,3
2023-01-24,-0.22888608749999995,0,0
2023-01-25,0.82028447875,0,0
2023-01-26,1.5532598922031249,0,1
2023-01-27,1.1717856194890621,0,0
2023-01-28,-0.939710369696875,0,0
2023-01-29,-0.3827459132328123,0,0
2023-01-30,-0.22904524999999992,0,0
2023-01-31,-0.16304636249999999,0,0
2023-02-01,2.87504050125,0,0
2023-02-02,3.9996470107343747,0,0
2023-02-03,2.1017486057359376,0,0
2023-02-04,-1.962420259996875,0,0
2023-02-05,-0.8651543264656246,0,0
2023-02-06,-0.5279732499999998,0,0
2023-02-07,-0.3790938374999999,0,1
2023-02-08,1.70784286625,0,0
2023-02-09,-0.8355399690468752,0,0
2023-02-10,-0.40596291852656263,0,0
2023-02-11,-0.25042393322656276,0,0
2023-02-12,-0.1346586529312501,0,0
2023-02-13,-0.05944049999999999,0,0
2023-02-14,-0.04656172499999999,0,0
2023-02-15,0.9620854525,0,0
2023-02-16,3.66824656646875,0,0
2023-02-17,0.6678331735343748,0,0
2023-02-18,-1.0795,0,0
2023-02-19,-0.4881624999999997,0,0
2023-02-20,-0.30937024999999996,0,0
2023-02-21,-0.2224868625,0,0
2023-02-22,-0.17152122374999998,0,1
2023-02-23,1.861732463234375,0,1
2023-02-24,1.2849951722046873,0,0
2023-02-25,-0.8960870864625001,0,0
2023-02-26,-0.3561668264656248,0,0
2023-02-27,-0.19932499999999992,0,0
2023-02-28,-0.1397655,0,0
2023-03-01,-0.10600222499999998,0,0
2023-03-02,2.9155237275,0,0
2023-03-03,0.030332018968749708,0,0
2023-03-04,-0.673920259996875,0,0
2023-03-05,-0.3106668264656249,0,0
2023-03-06,-0.17998749999999997,0,0
2023-03-07,-0.12932324999999997,0,0
2023-03-08,1.9004371625,0,0
2023-03-09,2.3198473162499997,0,0
2023-03-10,-0.176587424046875,0,0
2023-03-11,-0.7906269564640624,0,0
2023-03-12,-0.3774084132328123,0,0
2023-03-13,-0.23942799999999995,0,0
2023-03-14,-0.17588497499999997,0,0
2023-03-15,0.862522615,0,0
2023-03-16,5.58809388271875,0,0
2023-03-17,-0.9987542505125004,0,0
2023-03-18,-1.0461269564640623,0,0
2023-03-19,-0.5157459132328123,0,0
2023-03-20,-0.33019524999999994,0,0
2023-03-21,-0.24176486249999996,0,0
2023-03-22,2.81163730125,0,0
2023-03-23,1.9470987782343747,0,0
2023-03-24,1.6571990124234373,0,0
2023-03-25,-1.4908771961625,0,0
2023-03-26,-0.6275709132328122,0,0
2023-03-27,-0.38814824999999986,0,0
2023-03-28,0.7205091625000001,0,1
2023-03-29,-0.51587515875,0,1
2023-03-30,-0.27934455904687505,0,0
2023-03-31,-0.20475221124531268,0,0
2023-04-01,-0.1285428899953127,0,0
2023-04-02,-0.07047048969843757,0,0
2023-04-03,-0.023280862499999996,0,0
2023-04-04,-0.018957273750000003,0,0
2023-04-05,-0.015876716765625045,0,0
2023-04-06,5.986416586767188,0,0
2023-04-07,-0.8000000000000003,0,0
2023-04-08,-0.9299999999999996,0,1
2023-04-09,-0.46199999999999974,0,0
2023-04-10,-0.30047499999999994,3,0
2023-04-11,-0.21848399999999996,0,0
2023-04-12,0.830594575,0,0
2023-04-13,3.562975495,0,0
2023-04-14,-0.4192175743437503,0,0
2023-04-15,-0.8768771961624999,0,0
2023-04-16,-0.39674591323281233,0,0
2023-04-17,-0.24987024999999996,0,0
2023-04-18,-0.18232436249999998,0,2
2023-04-19,1.85819902625,0,0
2023-04-20,1.2850133257343748,0,0
2023-04-21,2.093952445954687,11,0
2023-04-22,-1.299210369696875,2,2
2023-04-23,-0.5279084132328122,0,0
2023-04-24,-0.31826549999999987,1,0
2023-04-25,0.773510275,0,0
2023-04-26,0.5263629774999999,0,0
2023-04-27,0.4554894314687499,2,0
2023-04-28,2.419707918753125,3,0
2023-04-29,-0.17945947676250018,0,0
2023-04-30,-0.7851329896984374,0,0
2023-05-01,-0.37666361249999986,1,0
2023-05-02,-0.25194588625,2,0
2023-05-03,3.812561896984375,0,0
2023-05-04,-1.3479802412484378,2,0
2023-05-05,0.47038718625156273,0,0
2023-05-06,-0.6181708372796876,0,0
2023-05-07,-0.3222769564640625,3,0
2023-05-08,-0.1919644132328125,1,0
2023-05-09,-0.13328595,1,0
2023-05-10,-0.10554934500000002,0,0
2023-05-11,-0.08678772956250018,0,0
2023-05-12,3.92670907331875,0,0
2023-05-13,-1.2158767167656253,0,0
2023-05-14,-0.43358341323281224,2,0
2023-05-15,3.762,0,0
2023-05-16,-1.3606500000000001,0,0
2023-05-17,-0.5388809999999997,0,0
2023-05-18,-0.3311234499999999,1,1
2023-05-19,-0.236479095,0,0
2023-05-20,-0.18238786706250015,0,0
2023-05-21,-0.14745710293125008,0,0
2023-05-22,-0.07582909500000001,0,0
2023-05-23,-0.06350686706250018,0,0
2023-05-24,-0.054333652931250094,0,0
2023-05-25,0.0,0,0
2023-05-26,0.0,1,0
2023-05-27,0.0,0,0
2023-05-28,0.0,6,0
2023-05-29,0.0,2,0
2023-05-30,4.0,0,0
2023-05-31,3.8,0,0
2023-06-01,-1.92,0,0
2023-06-02,-0.7629999999999996,0,0
2023-06-03,-0.45814999999999984,13,0
2023-06-04,-0.31969349999999996,2,0
2023-06-05,-0.24172469999999996,0,0
2023-06-06,0.8077665924999999,7,0
2023-06-07,-0.45829323581250025,0,0
2023-06-08,4.761282763240625,1,0
2023-06-09,0.3725829338359372,4,0
2023-06-10,-1.1651624999999997,0,0
2023-06-11,-0.5372202499999997,1,0
2023-06-12,-0.3430933624999999,2,0
2023-06-13,-0.24788352375,0,0
2023-06-14,2.808278470734375,0,0
2023-06-15,0.9450684930171873,0,0
2023-06-16,-0.0322981313281252,0,0
2023-06-17,-0.7881704996953125,0,0
2023-06-18,-0.3716543264656249,7,1
2023-06-19,-0.22898574999999996,3,0
2023-06-20,-0.16944558749999997,0,0
2023-06-21,-0.13315379625,0,0
2023-06-22,2.891174439703125,1,0
2023-06-23,1.0085390530203122,5,0
2023-06-24,-0.95804354323125,0,8
2023-06-25,-0.40208341323281227,1,1
2023-06-26,-0.23948749999999994,0,0
2023-06-27,-0.16948575,0,1
2023-06-28,-0.12928308749999998,0,0
2023-06-29,1.89656645375,1,0
2023-06-30,3.314455302203125,0,5
2023-07-01,-1.4825036732296877,3,0
2023-07-02,-0.5661668264656247,5,3
2023-07-03,0.6816750000000001,0,1
2023-07-04,-0.5200905,0,0
2023-07-05,-0.2704427249999999,0,0
2023-07-06,-0.19053799749999997,2,0
2023-07-07,-0.1477450285312501,3,0
2023-07-08,-0.12039394352812521,1,0
2023-07-09,-0.07761451543125009,3,0
2023-07-10,-0.018957273750000003,0,0
2023-07-11,-0.015876716765625045,0,2
2023-07-12,-0.013583413232812524,0,0
2023-07-13,1.0,0,1
2023-07-14,-0.30000000000000004,0,0
2023-07-15,-0.10499999999999993,0,0
2023-07-16,0.9405,1,8
2023-07-17,-0.34016250000000003,0,0
2023-07-18,-0.13472024999999993,4,2
2023-07-19,-0.08278086249999997,2,0
2023-07-20,1.94088022625,0,0
2023-07-21,2.354403033234375,0,0
2023-07-22,-1.1468642757328125,0,0
2023-07-23,-0.4529572737499997,0,0
2023-07-24,-0.27470171676562494,0,0
2023-07-25,-0.1935114132328125,0,0
2023-07-26,-0.13572247499999998,2,0
2023-07-27,1.892242865,3,0
2023-07-28,1.3113747452187499,0,0
2023-07-29,-0.8847969767625001,0,0
2023-07-30,-0.36975023969843734,0,0
2023-07-31,-0.19932499999999992,0,0
2023-08-01,-0.1397655,1,0
2023-08-02,-0.10600222499999998,4,0
2023-08-03,2.9155237275,0,1
