,golang/go,llvm/llvm-project,gcc-mirror/gcc
2015-04-10,24,117,22
2015-04-11,11,35,8
2015-04-12,15,15,17
2015-04-13,32,101,17
2015-04-14,13,134,24
2015-04-15,22,100,22
2015-04-16,36,88,14
2015-04-17,30,91,30
2015-04-18,9,18,3
2015-04-19,2,21,3
2015-04-20,16,67,15
2015-04-21,31,67,21
2015-04-22,22,96,35
2015-04-23,11,99,30
2015-04-24,22,106,22
2015-04-25,1,19,2
2015-04-26,11,15,2
2015-04-27,24,91,25
2015-04-28,24,98,47
2015-04-29,32,107,34
2015-04-30,22,103,44
2015-05-01,21,68,30
2015-05-02,5,24,28
2015-05-03,6,3,4
2015-05-04,12,62,18
2015-05-05,20,83,26
2015-05-06,41,118,23
2015-05-07,21,113,13
2015-05-08,6,107,15
2015-05-09,3,22,39
2015-05-10,2,22,12
2015-05-11,28,77,30
2015-05-12,19,139,62
2015-05-13,16,96,61
2015-05-14,21,85,10
2015-05-15,29,77,15
2015-05-16,4,41,24
2015-05-17,3,15,7
2015-05-18,17,92,32
2015-05-19,16,94,61
2015-05-20,8,93,34
2015-05-21,11,112,33
2015-05-22,16,90,71
2015-05-23,3,34,11
2015-05-24,0,16,15
2015-05-25,2,34,15
2015-05-26,8,100,52
2015-05-27,13,101,35
2015-05-28,16,139,32
2015-05-29,8,103,14
2015-05-30,5,33,11
2015-05-31,2,35,8
2015-06-01,8,97,70
2015-06-02,15,89,34
2015-06-03,35,82,32
2015-06-04,22,132,13
2015-06-05,29,72,24
2015-06-06,5,36,10
2015-06-07,4,32,3
2015-06-08,7,79,26
2015-06-09,14,77,27
2015-06-10,7,50,16
2015-06-11,14,72,18
2015-06-12,14,71,16
2015-06-13,4,43,8
2015-06-14,15,15,7
2015-06-15,17,76,14
2015-06-16,18,80,27
2015-06-17,25,104,21
2015-06-18,25,101,14
2015-06-19,20,88,42
2015-06-20,2,33,3
2015-06-21,2,22,1
2015-06-22,13,98,27
2015-06-23,9,117,25
2015-06-24,13,91,34
2015-06-25,14,126,51
2015-06-26,34,123,35
2015-06-27,7,32,5
2015-06-28,2,23,4
2015-06-29,36,102,23
2015-06-30,18,105,41
2015-07-01,7,81,33
2015-07-02,9,100,21
2015-07-03,2,68,18
2015-07-04,0,17,5
2015-07-05,7,25,19
2015-07-06,2,94,31
2015-07-07,11,120,18
2015-07-08,1,107,34
2015-07-09,8,106,36
2015-07-10,9,93,30
2015-07-11,9,11,4
2015-07-12,9,17,3
2015-07-13,19,83,17
2015-07-14,13,147,34
2015-07-15,56,99,33
2015-07-16,15,95,28
2015-07-17,13,87,30
2015-07-18,9,32,4
2015-07-19,1,24,2
2015-07-20,12,77,19
2015-07-21,24,110,14
2015-07-22,27,110,19
2015-07-23,27,83,26
2015-07-24,9,107,43
2015-07-25,0,47,17
2015-07-26,4,25,5
2015-07-27,46,91,18
2015-07-28,34,137,19
2015-07-29,21,89,22
2015-07-30,31,86,19
2015-07-31,16,87,18
2015-08-01,0,30,3
2015-08-02,3,14,7
2015-08-03,10,60,30
2015-08-04,27,72,42
2015-08-05,23,163,23
2015-08-06,20,109,20
2015-08-07,5,75,12
2015-08-08,0,30,12
2015-08-09,0,21,5
2015-08-10,5,108,12
2015-08-11,12,158,16
2015-08-12,9,121,28
2015-08-13,6,141,27
2015-08-14,2,118,17
2015-08-15,4,35,3
2015-08-16,1,23,4
2015-08-17,6,56,14
2015-08-18,10,121,18
2015-08-19,10,126,18
2015-08-20,3,109,21
2015-08-21,19,108,24
2015-08-22,5,29,6
2015-08-23,2,23,7
2015-08-24,16,85,32
2015-08-25,17,75,24
2015-08-26,15,110,22
2015-08-27,11,111,28
2015-08-28,19,100,12
2015-08-29,13,13,9
2015-08-30,6,34,1
2015-08-31,16,106,20
2015-09-01,13,93,19
2015-09-02,8,122,12
2015-09-03,16,86,30
2015-09-04,21,76,18
2015-09-05,12,34,1
2015-09-06,5,18,2
2015-09-07,12,23,8
2015-09-08,18,125,29
2015-09-09,25,106,16
2015-09-10,25,148,35
2015-09-11,13,129,17
2015-09-12,7,24,8
2015-09-13,2,16,16
2015-09-14,12,107,23
2015-09-15,17,111,34
2015-09-16,16,116,15
2015-09-17,14,85,30
2015-09-18,17,108,18
2015-09-19,6,37,6
2015-09-20,5,32,12
2015-09-21,10,90,23
2015-09-22,7,124,22
2015-09-23,18,96,19
2015-09-24,8,97,21
2015-09-25,8,86,20
2015-09-26,0,37,9
2015-09-27,2,16,6
2015-09-28,7,68,25
2015-09-29,9,93,29
2015-09-30,10,99,26
2015-10-01,9,130,29
2015-10-02,14,110,53
2015-10-03,6,32,7
2015-10-04,3,31,8
2015-10-05,7,78,31
2015-10-06,16,123,34
2015-10-07,4,152,24
2015-10-08,11,134,23
2015-10-09,18,133,26
2015-10-10,4,41,7
2015-10-11,2,43,11
2015-10-12,4,128,18
2015-10-13,5,126,19
2015-10-14,10,94,17
2015-10-15,6,122,12
2015-10-16,9,109,49
2015-10-17,4,46,3
2015-10-18,9,36,10
2015-10-19,23,94,16
2015-10-20,24,111,73
2015-10-21,22,96,44
2015-10-22,16,114,21
2015-10-23,17,83,64
2015-10-24,0,54,6
2015-10-25,1,53,9
2015-10-26,14,100,79
2015-10-27,7,89,55
2015-10-28,20,113,30
2015-10-29,14,85,30
2015-10-30,18,56,31
2015-10-31,1,28,21
2015-11-01,4,10,5
2015-11-02,4,97,17
2015-11-03,16,141,25
2015-11-04,11,84,18
2015-11-05,23,143,13
2015-11-06,6,117,44
2015-11-07,5,41,22
2015-11-08,10,17,9
2015-11-09,6,105,50
2015-11-10,19,107,39
2015-11-11,19,143,39
2015-11-12,62,140,73
2015-11-13,24,131,59
2015-11-14,12,43,15
2015-11-15,7,26,10
2015-11-16,16,78,36
2015-11-17,18,97,58
2015-11-18,22,118,51
2015-11-19,22,98,31
2015-11-20,21,114,37
2015-11-21,5,48,17
2015-11-22,1,37,9
2015-11-23,9,100,29
2015-11-24,25,105,49
2015-11-25,18,69,45
2015-11-26,8,63,51
2015-11-27,2,31,24
2015-11-28,5,25,5
2015-11-29,3,37,8
2015-11-30,7,70,24
2015-12-01,15,123,34
2015-12-02,17,87,57
2015-12-03,21,99,19
2015-12-04,18,130,45
2015-12-05,19,55,5
2015-12-06,2,18,9
2015-12-07,15,78,35
2015-12-08,5,104,33
2015-12-09,17,98,36
2015-12-10,11,120,50
2015-12-11,14,77,23
2015-12-12,2,38,8
2015-12-13,0,31,9
2015-12-14,17,101,22
2015-12-15,20,127,22
2015-12-16,23,132,44
2015-12-17,50,84,40
2015-12-18,17,82,35
2015-12-19,3,48,6
2015-12-20,0,19,10
2015-12-21,2,85,16
2015-12-22,7,76,23
2015-12-23,0,42,11
2015-12-24,4,48,6
2015-12-25,0,30,5
2015-12-26,0,23,1
2015-12-27,0,24,2
2015-12-28,1,49,9
2015-12-29,11,77,6
2015-12-30,2,51,4
2015-12-31,2,26,6
2016-01-01,1,4,8
2016-01-02,1,7,3
2016-01-03,1,27,4
2016-01-04,8,72,15
2016-01-05,18,79,18
2016-01-06,40,122,14
2016-01-07,22,112,14
2016-01-08,36,117,23
2016-01-09,5,35,7
2016-01-10,5,26,7
2016-01-11,8,120,31
2016-01-12,7,121,33
2016-01-13,29,143,30
2016-01-14,15,116,28
2016-01-15,3,113,48
2016-01-16,3,40,16
2016-01-17,0,26,6
2016-01-18,6,68,38
2016-01-19,10,114,37
2016-01-20,6,98,27
2016-01-21,10,77,49
2016-01-22,6,118,27
2016-01-23,3,61,9
2016-01-24,15,14,8
2016-01-25,7,76,16
2016-01-26,17,128,40
2016-01-27,29,104,37
2016-01-28,4,103,32
2016-01-29,15,125,25
2016-01-30,1,30,6
2016-01-31,1,25,8
2016-02-01,4,93,24
2016-02-02,11,145,24
2016-02-03,6,107,16
2016-02-04,13,107,33
2016-02-05,6,78,25
2016-02-06,2,49,2
2016-02-07,2,52,4
2016-02-08,7,96,24
2016-02-09,9,150,20
2016-02-10,4,133,20
2016-02-11,3,150,15
2016-02-12,5,123,22
2016-02-13,2,71,5
2016-02-14,0,24,10
2016-02-15,0,54,19
2016-02-16,10,95,23
2016-02-17,7,107,20
2016-02-18,11,94,12
2016-02-19,22,85,29
2016-02-20,12,71,10
2016-02-21,23,42,2
2016-02-22,16,82,18
2016-02-23,21,100,27
2016-02-24,32,98,27
2016-02-25,30,113,11
2016-02-26,37,144,35
2016-02-27,12,59,6
2016-02-28,14,39,8
2016-02-29,22,71,16
2016-03-01,23,145,33
2016-03-02,25,109,35
2016-03-03,25,116,19
2016-03-04,27,85,28
2016-03-05,11,24,13
2016-03-06,9,25,3
2016-03-07,27,66,26
2016-03-08,32,90,8
2016-03-09,27,104,18
2016-03-10,29,92,20
2016-03-11,28,128,17
2016-03-12,13,34,8
2016-03-13,10,54,6
2016-03-14,25,97,10
2016-03-15,24,85,27
2016-03-16,43,66,28
2016-03-17,24,81,23
2016-03-18,25,79,22
2016-03-19,3,23,2
2016-03-20,13,25,1
2016-03-21,33,74,17
2016-03-22,18,95,18
2016-03-23,18,98,24
2016-03-24,20,133,18
2016-03-25,28,118,10
2016-03-26,8,35,2
2016-03-27,6,29,3
2016-03-28,17,114,6
2016-03-29,21,114,18
2016-03-30,32,134,14
2016-03-31,32,104,20
2016-04-01,22,125,10
2016-04-02,7,45,7
2016-04-03,12,30,2
2016-04-04,16,85,13
2016-04-05,29,120,20
2016-04-06,37,125,12
2016-04-07,23,133,7
2016-04-08,15,118,15
2016-04-09,8,21,14
2016-04-10,14,25,3
2016-04-11,25,102,7
2016-04-12,37,133,21
2016-04-13,28,112,28
2016-04-14,32,121,15
2016-04-15,18,108,21
2016-04-16,10,48,4
2016-04-17,6,36,14
2016-04-18,17,99,62
2016-04-19,20,122,33
2016-04-20,20,104,54
2016-04-21,28,146,45
2016-04-22,26,164,11
2016-04-23,5,50,6
2016-04-24,9,66,7
2016-04-25,13,121,15
2016-04-26,23,133,25
2016-04-27,40,176,57
2016-04-28,25,132,50
2016-04-29,29,165,37
2016-04-30,7,34,17
2016-05-01,19,35,8
2016-05-02,8,129,73
