,elastic/kibana,getsentry/sentry,grafana/grafana
2021-06-22,60,33,10.0
2021-06-23,62,34,13.0
2021-06-24,69,25,9.2
2021-06-25,10,14,1.7199999999999989
2021-06-26,1,0,-2.296000000000001
2021-06-27,1,0,-0.0633600000000012
2021-06-28,59,21,11.207872
2021-06-29,81,31,8.1827328
2021-06-30,86,48,7.61383168
2021-07-01,48,30,12.240134656
2021-07-02,3,20,7.080058368
2021-07-03,1,0,-5.577380147200001
2021-07-04,0,0,-1.9542636544000018
2021-07-05,17,13,11.791930265599998
2021-07-06,46,38,8.5888428032
2021-07-07,42,34,19.0148676608
2021-07-08,51,28,7.578786611200001
2021-07-09,41,35,7.345793331199999
2021-07-10,4,2,-4.3657520128
2021-07-11,0,0,-1.8433994752000014
2021-07-12,33,42,16.134199807999998
2021-07-13,43,34,14.1663241216
2021-07-14,39,46,11.8850115584
2021-07-15,36,38,9.5224173568
2021-07-16,35,22,10.637616230399999
2021-07-17,1,0,-5.492363264
2021-07-18,2,0,-4.430466969600003
2021-07-19,31,34,14.135718195199999
2021-07-20,38,35,10.440101171200002
2021-07-21,34,40,20.7195828224
2021-07-22,43,40,14.274701824000001
2021-07-23,4,31,2.0737526784
2021-07-24,0,1,-5.8125232128
2021-07-25,2,0,-4.100289331200002
2021-07-26,41,15,15.290174259199999
2021-07-27,38,28,4.328075776
2021-07-28,48,28,-0.12356218879999936
2021-07-29,41,33,18.1084548096
2021-07-30,33,23,6.2409874432000025
2021-07-31,1,0,-5.8576346112
2021-08-01,0,0,-3.0386289664000015
2021-08-02,40,18,6.987681689599999
2021-08-03,46,24,9.671017984
2021-08-04,26,23,21.445639372800002
2021-08-05,29,25,7.493405696
2021-08-06,5,33,3.3946762239999995
2021-08-07,1,2,-5.5759899648
2021-08-08,0,0,-3.0715287552000015
2021-08-09,32,4,12.934149119999999
2021-08-10,56,1,11.400274432
2021-08-11,46,2,5.2988488704000005
2021-08-12,45,1,6.805629132800001
2021-08-13,47,0,12.7387140096
2021-08-14,9,1,-4.339557376
2021-08-15,4,3,-1.6253015040000016
2021-08-16,61,0,8.311142399999998
2021-08-17,78,15,15.921408
2021-08-18,44,17,16.648568832000002
2021-08-19,44,15,12.2251145216
2021-08-20,36,9,3.1239740415999986
2021-08-21,2,0,-6.340218060800001
2021-08-22,4,0,-3.6353139712000013
2021-08-23,48,16,18.564187955199998
2021-08-24,47,17,12.9280796672
2021-08-25,47,23,8.0162963456
2021-08-26,55,32,8.328444416
2021-08-27,15,20,16.4216567808
2021-08-28,0,0,-7.10230784
2021-08-29,0,0,-2.3153516544000032
2021-08-30,38,26,5.785351679999998
2021-08-31,44,42,11.905978368
2021-09-01,47,30,19.2675163136
2021-09-02,26,24,9.0187674624
2021-09-03,46,2,-2.334071296000001
2021-09-04,0,0,-4.903165952
2021-09-05,1,0,-2.983471411200001
2021-09-06,19,0,10.029953945599999
2021-09-07,41,28,16.061912371200002
2021-09-08,53,17,12.799434854400001
2021-09-09,43,23,16.074899353600003
2021-09-10,26,16,12.875841536000001
2021-09-11,0,0,-8.214349516800002
2021-09-12,1,0,-3.240612352000003
2021-09-13,41,31,22.92231936
2021-09-14,41,25,10.527737856000002
2021-09-15,46,29,17.5068874752
2021-09-16,31,20,7.937327104000001
2021-09-17,6,18,13.9135678464
2021-09-18,3,0,-8.8381018112
2021-09-19,5,0,-3.6855798784000022
