,JetBrains/kotlin,rust-lang/rust,apple/swift
2022-08-17,34,88,42
2022-08-18,13,104,47
2022-08-19,38,89,49
2022-08-20,3,79,22
2022-08-21,2,117,20
2022-08-22,30,133,81
2022-08-23,10,134,64
2022-08-24,16,87,58
2022-08-25,18,67,48
2022-08-26,17,112,104
2022-08-27,0,92,16
2022-08-28,0,80,6
2022-08-29,18,87,26
2022-08-30,23,100,57
2022-08-31,13,124,72
2022-09-01,20,94,71
2022-09-02,8,87,60
2022-09-03,0,53,7
2022-09-04,0,60,9
2022-09-05,17,82,7
2022-09-06,14,75,41
2022-09-07,22,74,44
2022-09-08,22,96,59
2022-09-09,29,88,39
2022-09-10,1,72,29
2022-09-11,10,54,7
2022-09-12,39,126,50
2022-09-13,28,115,56
2022-09-14,14,103,47
2022-09-15,73,75,107
2022-09-16,54,94,42
2022-09-17,27,58,17
2022-09-18,10,46,24
2022-09-19,53,70,51
2022-09-20,12,82,75
2022-09-21,60,86,40
2022-09-22,20,103,49
2022-09-23,7,99,47
2022-09-24,0,93,13
2022-09-25,0,68,4
2022-09-26,11,101,37
2022-09-27,35,140,51
2022-09-28,16,64,49
2022-09-29,22,77,52
2022-09-30,33,82,60
2022-10-01,0,104,13
2022-10-02,8,91,1
2022-10-03,17,83,39
2022-10-04,19,65,66
2022-10-05,40,65,49
2022-10-06,16,78,25
2022-10-07,55,116,83
2022-10-08,2,60,21
2022-10-09,0,83,13
2022-10-10,13,108,52
2022-10-11,21,64,10
2022-10-12,34,74,21
2022-10-13,29,68,24
2022-10-14,24,87,43
2022-10-15,0,68,18
2022-10-16,0,70,4
2022-10-17,49,77,48
2022-10-18,36,65,29
2022-10-19,39,93,40
2022-10-20,39,104,77
2022-10-21,25,78,67
2022-10-22,0,64,45
2022-10-23,0,101,11
2022-10-24,26,106,42
2022-10-25,14,92,41
2022-10-26,31,95,33
2022-10-27,90,99,60
2022-10-28,1,74,49
2022-10-29,0,109,9
2022-10-30,0,39,26
2022-10-31,22,70,51
2022-11-01,25,71,60
2022-11-02,30,72,68
2022-11-03,17,52,56
2022-11-04,37,105,89
2022-11-05,1,102,25
2022-11-06,0,69,5
2022-11-07,27,158,56
2022-11-08,16,78,59
2022-11-09,15,122,83
2022-11-10,54,95,76
2022-11-11,78,86,64
2022-11-12,32,85,45
2022-11-13,2,71,7
2022-11-14,11,72,57
2022-11-15,29,102,52
2022-11-16,15,70,95
2022-11-17,65,70,64
2022-11-18,24,97,45
2022-11-19,1,105,23
2022-11-20,0,106,0
2022-11-21,26,130,6
2022-11-22,76,80,6
2022-11-23,25,90,7
2022-11-24,40,86,2
2022-11-25,22,170,0
2022-11-26,4,80,3
2022-11-27,1,88,2
2022-11-28,27,100,50
2022-11-29,194,100,116
2022-11-30,47,65,87
2022-12-01,38,90,90
2022-12-02,50,87,68
2022-12-03,0,75,24
2022-12-04,4,54,10
2022-12-05,22,53,32
2022-12-06,53,106,68
2022-12-07,32,60,58
2022-12-08,44,59,55
2022-12-09,50,83,58
2022-12-10,0,60,27
2022-12-11,6,68,7
2022-12-12,50,68,71
2022-12-13,40,110,90
2022-12-14,22,112,84
2022-12-15,27,88,109
2022-12-16,31,70,60
2022-12-17,1,79,19
2022-12-18,5,53,14
2022-12-19,9,53,55
2022-12-20,57,91,70
2022-12-21,29,59,68
2022-12-22,18,74,39
2022-12-23,4,60,1
2022-12-24,0,42,1
2022-12-25,0,44,1
2022-12-26,11,22,1
2022-12-27,30,67,1
2022-12-28,15,110,12
2022-12-29,18,67,7
2022-12-30,1,52,5
2022-12-31,0,54,2
2023-01-01,0,39,3
2023-01-02,52,87,8
2023-01-03,11,66,78
2023-01-04,46,80,60
2023-01-05,10,56,60
2023-01-06,29,62,49
2023-01-07,2,53,57
2023-01-08,1,37,29
2023-01-09,37,172,63
2023-01-10,84,52,30
2023-01-11,57,133,54
2023-01-12,52,131,57
2023-01-13,76,106,58
2023-01-14,3,131,18
2023-01-15,8,49,18
2023-01-16,51,65,54
2023-01-17,124,100,42
