,nwjs/nw.js,AvaloniaUI/Avalonia,electron/electron
2022-01-05,1,9,3.0
2022-01-06,2,3,6.1
2022-01-07,0,7,1.585
2022-01-08,10,0,-2.1134999999999993
2022-01-09,2,0,-0.9569874999999994
2022-01-10,2,2,6.39170175
2022-01-11,0,10,0.46146566249999976
2022-01-12,0,5,3.02628114125
2022-01-13,0,9,4.495045483453125
2022-01-14,0,5,-2.312353852057813
2022-01-15,0,1,-1.8196200096921873
2022-01-16,0,20,-1.0287729404312498
2022-01-17,0,14,4.30821774625
2022-01-18,0,10,1.9673825988906244
2022-01-19,0,13,0.8448133008234375
2022-01-20,0,20,2.1063843977234376
2022-01-21,0,8,1.8481761427265622
2022-01-22,0,19,-2.2187118593953126
2022-01-23,0,13,-1.0273562257328122
2022-01-24,0,20,4.32427943125
2022-01-25,0,17,3.9954137336718745
2022-01-26,0,22,3.2746997955234374
2022-01-27,0,25,1.0015836517718752
2022-01-28,0,21,-0.5678987017609374
2022-01-29,0,5,-1.8844167699937497
2022-01-30,0,13,-1.0380344654312497
2022-01-31,0,18,5.30755695625
2022-02-01,3,13,3.6679815986718745
2022-02-02,0,15,4.140515040742187
2022-02-03,0,25,-0.3861515999906251
2022-02-04,0,7,-1.415896893959375
2022-02-05,0,7,-1.5368835864624997
2022-02-06,0,0,-0.9098110014656249
2022-02-07,2,11,1.3585419325
2022-02-08,0,14,3.8987067694062496
2022-02-09,0,3,1.8809754662593745
2022-02-10,0,6,-0.11679018050625034
2022-02-11,1,5,3.4405036833234375
2022-02-12,0,7,-2.2648799564640627
2022-02-13,0,3,-1.013396388232812
2022-02-14,0,6,1.3489751400000003
2022-02-15,0,25,1.9200837477187498
2022-02-16,0,17,0.5124575197062498
2022-02-17,0,5,3.6802572067734376
2022-02-18,0,1,-0.14969845521250003
2022-02-19,0,2,-1.53047841029375
2022-02-20,7,15,-0.7914645411640623
2022-02-21,3,7,5.512989865
2022-02-22,2,5,-0.16411322978125042
2022-02-23,0,7,3.4814436632375
2022-02-24,0,13,0.7191482330203125
2022-02-25,0,12,0.07056004220625
2022-02-26,0,1,-1.5708169996953123
2022-02-27,0,0,-0.8156050014656248
2022-02-28,1,16,2.4516058825
2022-03-01,0,9,1.6809350894062498
2022-03-02,0,22,1.447676630821875
2022-03-03,0,2,2.39651604345625
2022-03-04,0,0,-0.9674492639609376
2022-03-05,2,7,-0.18065192322968726
2022-03-06,2,10,-0.9496576639656249
2022-03-07,0,11,6.45897484125
2022-03-08,0,8,5.507111940953124
2022-03-09,0,6,1.5567415887546874
2022-03-10,1,55,-1.9737105974953124
2022-03-11,0,19,1.2713672569890628
2022-03-12,0,9,-0.921009393446875
2022-03-13,2,0,-1.3055006674984373
2022-03-14,0,12,1.1952050205171876
2022-03-15,0,19,3.8110927301406248
2022-03-16,0,9,6.820511891995312
2022-03-17,0,10,0.34942899905937486
2022-03-18,0,6,-1.6867714666796871
2022-03-19,0,12,0.4040761627203129
2022-03-20,1,3,-1.5562524314640624
2022-03-21,2,38,12.134465476767188
2022-03-22,3,17,4.48588893521875
2022-03-23,0,20,5.45466542595625
2022-03-24,0,2,-1.0878579745546872
2022-03-25,0,7,1.441110915092188
2022-03-26,1,2,-3.3709506671968748
2022-03-27,2,20,-1.780095309264062
2022-03-28,0,18,6.761508352284375
2022-03-29,14,11,9.670485093296874
2022-03-30,6,15,3.509227739582812
2022-03-31,1,8,-2.0142512942515625
2022-04-01,0,3,-1.233927368140625
