,pytorch/pytorch,google/flax,deepmind/dm-haiku
2024-02-22,43,5.0,1
2024-02-23,46,1.4999999999999996,0
2024-02-24,8,-0.4250000000000004,0
2024-02-25,10,-0.23250000000000015,0
2024-02-26,25,8.8396875,0
2024-02-27,45,-0.021908750000000365,0
2024-02-28,62,0.39695643749999987,2
2024-02-29,65,0.5167074937499999,0
2024-03-01,56,7.570508542421876,0
2024-03-02,25,-1.1003441387109376,0
2024-03-03,6,-0.5605350675718748,0
2024-03-04,28,2.6222154712500005,0
2024-03-05,47,2.408212724109376,0
2024-03-06,50,-0.6733476945890622,0
2024-03-07,48,1.6451430381984378,0
2024-03-08,71,1.545795764448438,0
2024-03-09,17,-0.48528310666093716,1
2024-03-10,4,-0.3020271077874997,0
2024-03-11,38,0.8289078737500003,1
2024-03-12,44,-0.23554452779687468,0
2024-03-13,49,11.842540978345312,0
2024-03-14,34,5.697792024892187,0
2024-03-15,46,0.6980134814687493,0
2024-03-16,16,-0.9090510811031255,0
2024-03-17,5,-0.5674097175718742,0
2024-03-18,29,4.593867803750001,0
2024-03-19,76,8.178345286984376,0
2024-03-20,48,3.6091092049640623,0
2024-03-21,62,0.7337003450624997,0
2024-03-22,65,4.025235685959375,0
2024-03-23,10,-1.076974843782812,0
2024-03-24,16,-0.6129710175718741,0
2024-03-25,38,-0.43833534374999916,0
2024-03-26,43,0.6509591061718761,0
2024-03-27,53,3.609514663929688,0
2024-03-28,57,2.3435713070984376,0
2024-03-29,39,1.3749006300390625,0
2024-03-30,20,1.4656982298499999,0
2024-03-31,7,-0.5162610126796874,0
2024-04-01,28,13.7133834875,0
2024-04-02,41,11.38958300375,0
2024-04-03,44,-0.09698763551562628,0
2024-04-04,45,1.677489281651562,0
2024-04-05,44,5.839413233309376,0
2024-04-06,23,-1.4527675761390615,0
2024-04-07,13,-0.8715452561031238,0
2024-04-08,27,1.3630633849281262,1
2024-04-09,63,2.3025137915312515,1
2024-04-10,47,5.193537315293751,0
2024-04-11,66,2.9542631147515626,0
2024-04-12,70,1.08001648213125,0
2024-04-13,23,-0.7373957487171874,0
2024-04-14,7,-0.46144124275156184,0
2024-04-15,27,2.7019760700000006,0
2024-04-16,50,1.4628182102187504,0
2024-04-17,54,3.4680536283812504,0
2024-04-18,67,-0.7288052457015626,0
2024-04-19,67,1.5901587402218753,0
2024-04-20,19,0.5435927138250002,0
2024-04-21,9,-0.3611672425718746,0
2024-04-22,50,0.7739278862500003,0
2024-04-23,53,4.726634618453125,0
2024-04-24,66,2.3133960313609374,0
2024-04-25,75,5.348988267865625,0
2024-04-26,60,-0.9671073151437505,0
2024-04-27,24,1.4948404277187501,0
2024-04-28,15,0.4469007194125003,0
2024-04-29,31,-0.4476278612859368,0
2024-04-30,47,-0.30322333176562444,0
2024-05-01,58,3.761681418635938,0
2024-05-02,33,1.4098426207734378,0
2024-05-03,37,3.494952789298438,0
2024-05-04,21,-0.6897425202156253,0
2024-05-05,18,-0.34988032228124977,0
2024-05-06,30,-0.24615801808749965,0
2024-05-07,52,3.8240695974640633,0
2024-05-08,56,5.46483419,0
2024-05-09,64,5.106891305437499,0
2024-05-10,36,1.9188931788249994,0
2024-05-11,26,-0.878720957134375,0
2024-05-12,6,-0.5280374101437495,0
2024-05-13,20,2.641176450000001,0
2024-05-14,70,1.4179651400000006,0
2024-05-15,71,1.4328422454375005,2
2024-05-16,64,2.4274464967625002,0
2024-05-17,54,0.34992841794062524,0
2024-05-18,18,-0.46077330426249974,0
2024-05-19,9,-0.2687410951078122,0
2024-05-20,27,1.8176738862500006,0
2024-05-21,48,-0.3462291065468747,0
2024-05-22,56,4.787876636360938,1
2024-05-23,55,4.360622567646875,0
2024-05-24,60,8.177078659631249,0
2024-05-25,35,-0.33449837062343835,0
2024-05-26,3,-0.7855353775359375,0
2024-05-27,24,-0.5075836424999994,0
2024-05-28,38,0.6200070614687512,0
2024-05-29,69,1.5962105011781258,0
2024-05-30,65,1.5171150911718754,0
2024-05-31,64,0.4786588934921878,0
2024-06-01,22,2.593134723929688,0
2024-06-02,17,-0.5445997358390624,0
2024-06-03,49,5.741380634964063,0
2024-06-04,58,3.2241862787499995,0
2024-06-05,44,2.193816019484375,0
2024-06-06,50,3.237764866432812,0
2024-06-07,65,5.140510935146875,1
2024-06-08,47,-1.1044976068375,0
2024-06-09,13,-0.626530366582812,0
2024-06-10,42,0.5535929648921882,1
2024-06-11,52,7.570287299406251,0
2024-06-12,81,5.883703993971875,0
2024-06-13,64,-0.2741472091906254,0
2024-06-14,70,0.20630551282968745,0
2024-06-15,27,-0.6169220382374994,0
2024-06-16,9,-0.4106266277156239,0
2024-06-17,38,-0.2783695462499992,0
2024-06-18,50,2.772768779484376,0
2024-06-19,43,3.5081200070890626,0
2024-06-20,32,3.306575279853125,0
2024-06-21,62,3.255046022982812,0
2024-06-22,24,-0.7739546655515628,0
2024-06-23,10,-0.4333991025359373,0
2024-06-24,26,3.6993969625000007,0
2024-06-25,64,2.3669538612500003,0
2024-06-26,50,2.329805225953125,0
2024-06-27,51,4.290507355329687,0
2024-06-28,45,6.08060655279375,0
2024-06-29,36,1.7911768377937498,0
2024-06-30,13,-0.9540812101437499,0
2024-07-01,27,1.4299764275000006,0
2024-07-02,66,8.378238371687502,0
2024-07-03,33,0.6738037495593752,1
2024-07-04,35,-0.9118543154046872,0
2024-07-05,25,0.42199496606406295,0
2024-07-06,25,-0.5174495425390615,0
2024-07-07,9,0.6548033182015633,0
2024-07-08,40,5.673424437392188,0
2024-07-09,42,6.18903358271875,0
2024-07-10,53,4.8602833352875,0
2024-07-11,59,2.785449188645312,0
2024-07-12,55,1.9625168486781248,0
2024-07-13,15,-0.9150683255156247,0
2024-07-14,10,-0.5842568737859366,0
2024-07-15,48,1.5668849219843761,0
2024-07-16,65,2.4511088206203135,0
2024-07-17,72,0.3250682161750005,0
2024-07-18,58,1.5079373316546878,0
2024-07-19,42,-0.4937724560281248,0
2024-07-20,25,-0.2750213491906246,0
2024-07-21,9,-0.17753333260781218,0
2024-07-22,40,9.88088482,0
2024-07-23,74,0.9021867727187494,0
2024-07-24,74,-0.7329203653687503,0
2024-07-25,103,0.5680477368765624,0
2024-07-26,91,1.6088395214328133,0
2024-07-27,31,-0.46429020507187446,0
2024-07-28,31,-0.2823536249999996,0
2024-07-29,60,-0.21492348749999957,0
2024-07-30,58,0.8246877273437505,0
2024-07-31,62,0.7514793361093753,0
2024-08-01,68,0.8007845736781251,0
2024-08-02,74,-0.20525570551562505,1
2024-08-03,26,-0.12169797856718742,0
2024-08-04,27,-0.08207695507187485,0
2024-08-05,48,0.9500587375000001,0
2024-08-06,55,1.85962754125,0
2024-08-07,69,-0.2788240217656251,0
2024-08-08,79,0.8524391381984375,0
2024-08-09,48,-0.19562966555156253,0
2024-08-10,20,-0.1108406025359373,0
2024-08-11,7,-0.07389551249999987,0
2024-08-12,30,0.9419197787500002,0
2024-08-13,44,0.852127544484375,0
2024-08-14,49,-0.18569749106718753,0
2024-08-15,54,1.898608598678125,0
2024-08-16,68,0.7412691869843748,0
2024-08-17,24,0.7648218974640625,0
2024-08-18,11,-0.23127876250000007,0
2024-08-19,47,0.8609192912500001,0
2024-08-20,77,0.7979419907343751,0
2024-08-21,54,4.773929559448438,0
2024-08-22,57,3.3666349924640624,0
2024-08-23,52,0.2824451652187496,0
2024-08-24,44,-0.4967389643375001,0
2024-08-25,14,-0.3095584280515621,0
2024-08-26,52,-0.22438831128593686,0
2024-08-27,74,7.828398428234376,0
2024-08-28,63,1.0577995531984372,0
2024-08-29,76,-0.6737772151140626,0
2024-08-30,40,1.5906387890078124,1
2024-08-31,21,-0.4654637231593745,0
2024-09-01,10,-0.268657852535937,0
2024-09-02,9,2.8054704000000004,0
2024-09-03,30,1.5436014050000002,0
2024-09-04,63,5.5340326033750005,0
2024-09-05,72,4.11184852868125,0
2024-09-06,78,3.072027402428125,0
2024-09-07,20,-0.9048118760312504,0
2024-09-08,13,0.4650077574281255,0
2024-09-09,35,1.5263818862500007,0
2024-09-10,39,4.461901843453125,0
2024-09-11,53,2.1403275763609377,1
2024-09-12,43,-0.7849866144156249,0
2024-09-13,71,1.5224487847062504,0
2024-09-14,54,-0.514475527242187,0
2024-09-15,12,-0.3035843813937494,0
2024-09-16,31,3.7970839819843754,0
2024-09-17,22,2.4361850026828127,0
2024-09-18,23,1.3898461411,0
2024-09-19,16,0.45397677327343744,0
2024-09-20,27,-0.4055339501078123,0
2024-09-21,16,0.7524088739687504,0
2024-09-22,2,1.7123789949281254,0
2024-09-23,28,2.6182431775,0
2024-09-24,56,5.4675048841875,0
2024-09-25,51,-0.9103122541906253,1
2024-09-26,42,5.531631370110937,0
2024-09-27,60,0.09525096941249978,0
2024-09-28,18,-0.588141823785937,0
2024-09-29,3,-0.38394224301562463,0
2024-09-30,47,0.7077363576828133,0
2024-10-01,44,14.670572178381251,0
2024-10-02,50,-0.7226952607015633,0
2024-10-03,35,5.066382694784375,0
2024-10-04,52,7.838333925656249,0
2024-10-05,10,-0.5845156782312497,0
2024-10-06,7,-0.9599746150359372,0
2024-10-07,39,4.349884366250001,0
2024-10-08,51,11.999701230734376,0
2024-10-09,68,5.067297430979687,0
2024-10-10,51,10.235811858945311,0
2024-10-11,44,-0.16762650937968804,0
2024-10-12,17,0.563702121393751,0
2024-10-13,26,-1.1371232983390613,0
2024-10-14,28,0.25725925371406433,0
2024-10-15,60,1.3240802961718765,0
2024-10-16,61,11.27945914436719,2
2024-10-17,50,1.3136548459234372,2
2024-10-18,75,0.8602143585609374,0
2024-10-19,29,-0.8765519989625,0
2024-10-20,18,0.495220156396876,0
2024-10-21,49,3.533396073678126,0
2024-10-22,50,4.275624894484375,0
2024-10-23,46,4.059120628932813,0
2024-10-24,41,5.949114924990624,1
2024-10-25,50,2.682054688021875,1
2024-10-26,32,-1.0827746961390625,0
2024-10-27,19,-0.6439357013218744,0
2024-10-28,71,3.5410255894843763,0
2024-10-29,58,3.236582101651563,1
2024-10-30,54,7.1264934560281255,0
2024-10-31,69,8.685860248492187,0
2024-11-01,71,0.29000276121093704,0
2024-11-02,32,-1.1221822198140625,0
2024-11-03,16,-0.6910104601437492,0
2024-11-04,54,-0.4895818349999986,0
2024-11-05,66,0.6095633629375012,0
2024-11-06,55,-0.42447185720624914,0
2024-11-07,70,-0.29240290176874933,0
2024-11-08,63,6.786438657056251,0
2024-11-09,30,0.17621234860937474,0
2024-11-10,5,-0.4479144550718752,0
2024-11-11,30,3.7423379875,0
2024-11-12,59,-0.5842311962499999,0
2024-11-13,66,4.676951936984375,0
2024-11-14,58,3.2693503099640626,0
2024-11-15,45,3.20153211375,0
2024-11-16,13,3.134961112640625,0
2024-11-17,21,-0.9183208307671874,0
2024-11-18,37,0.489992612464063,0
2024-11-19,51,1.5347996854375006,0
2024-11-20,66,2.4661710586062506,0
2024-11-21,55,-0.6278314000781248,0
2024-11-22,69,-0.389952849742187,0
2024-11-23,16,-0.25918519720624955,0
2024-11-24,14,-0.17925167470624945,0
2024-11-25,32,0.8806366186062503,0
2024-11-26,50,3.828758256984375,0
2024-11-27,52,5.494183432682812,0
2024-11-28,34,0.1459973558812494,0
2024-11-29,21,0.4701409423921873,0
2024-11-30,7,-0.4147667499999999,0
2024-12-01,4,0.7248959875000007,0
2024-12-02,34,-0.30960474624999956,0
2024-12-03,67,-0.21469442301562452,0
2024-12-04,45,6.828986955401563,0
2024-12-05,84,0.16407650301249976,1
2024-12-06,63,0.49782812551875,0
2024-12-07,31,-0.3756291780515627,0
2024-12-08,19,-0.237630048785937,0
2024-12-09,50,-0.17154806301562456,0
2024-12-10,80,4.862687809964063,0
2024-12-11,71,2.39306536375,0
2024-12-12,58,2.3837661001406247,2
