,NativeScript/NativeScript,flutter/flutter,facebook/react-native
2019-07-18,4,14,18.791173005029687
2019-07-19,5,23,11.439772063965624
2019-07-20,1,3,-0.1371532327875009
2019-07-21,0,6,-2.8078173519484357
2019-07-22,4,19,6.1199021072125035
2019-07-23,0,16,6.802497827781253
2019-07-24,1,17,22.600044707653126
2019-07-25,4,11,10.00891159358125
2019-07-26,4,15,5.3594148870984375
2019-07-27,0,9,-1.948037901576562
2019-07-28,2,2,-1.8435642426374976
2019-07-29,1,11,11.765503157356253
2019-07-30,2,16,3.754462917125002
2019-07-31,3,15,12.034370531321876
2019-08-01,4,19,7.354815891785938
2019-08-02,9,19,22.473454525632814
2019-08-03,0,5,-2.8972851988937514
2019-08-04,0,3,-2.152239648339062
2019-08-05,2,8,7.578651521214065
2019-08-06,0,25,3.0185515782968775
2019-08-07,6,19,5.217891916439065
2019-08-08,2,18,17.178046477565626
2019-08-09,0,22,4.952766015590625
2019-08-10,0,5,-2.4371532969999996
2019-08-11,0,0,-0.4647189889140617
2019-08-12,2,13,14.992543068714065
2019-08-13,2,6,6.649764364109376
2019-08-14,5,23,17.771400650848438
2019-08-15,5,30,14.693288717460936
2019-08-16,1,28,0.3674437649515623
2019-08-17,0,5,-2.4731172148078118
2019-08-18,2,3,-1.5401774665374977
2019-08-19,5,14,14.886214434484378
2019-08-20,4,32,0.5026731229640635
2019-08-21,2,20,8.236246392284377
2019-08-22,4,19,7.8897094843640625
2019-08-23,3,16,7.749318530000001
2019-08-24,0,3,-1.244308097709375
2019-08-25,0,2,-1.334162860143749
2019-08-26,1,14,1.0852223225000017
2019-08-27,0,17,5.085713278000002
2019-08-28,4,31,4.722526332878126
2019-08-29,3,15,5.6934464747359375
2019-08-30,2,15,6.513904369484375
2019-08-31,0,10,17.367026148234373
2019-09-01,0,0,-2.800056363375001
2019-09-02,0,13,3.566103679964063
2019-09-03,0,25,11.515711871468751
2019-09-04,1,5,11.720574651834376
2019-09-05,0,21,9.275526782940625
2019-09-06,0,17,17.239988386175
2019-09-07,0,5,3.3656850493734374
2019-09-08,0,0,-1.7555915800843742
2019-09-09,0,2,7.15526265806719
2019-09-10,5,21,10.872521208671877
2019-09-11,1,21,9.319889270617189
2019-09-12,3,19,9.185514179814064
2019-09-13,3,16,4.141009045809376
2019-09-14,0,10,3.6213663730062513
2019-09-15,0,0,-2.0789748005781234
2019-09-16,0,27,-1.2501607095171854
2019-09-17,2,12,10.09428562907344
2019-09-18,1,20,10.172161502973438
2019-09-19,3,20,11.759036218345312
2019-09-20,0,13,11.37426606463125
2019-09-21,0,0,1.1663859009593747
2019-09-22,0,0,-0.970436095845312
2019-09-23,0,4,21.64314874728438
2019-09-24,1,25,0.7461156912500004
2019-09-25,1,21,12.805571526828126
2019-09-26,0,27,7.032583443417187
2019-09-27,1,23,2.2769433398500016
2019-09-28,1,7,0.8600876347781261
2019-09-29,0,4,-1.654081671315623
2019-09-30,1,18,24.923156963090626
2019-10-01,2,14,8.579744975604687
2019-10-02,6,23,5.957956320860937
2019-10-03,1,9,12.416782619621873
2019-10-04,3,28,2.8991545630546884
2019-10-05,0,5,-0.3635966791874985
2019-10-06,0,2,-1.6897750267265608
2019-10-07,2,13,8.81243493989219
2019-10-08,5,14,13.076915144093752
2019-10-09,3,23,18.281511124128127
2019-10-10,6,35,9.475487933678124
2019-10-11,0,19,29.808874429442188
2019-10-12,0,0,1.8398149413671856
2019-10-13,0,1,-3.432313616246874
2019-10-14,2,16,6.812270894928127
2019-10-15,6,26,15.470628913593753
2019-10-16,6,11,15.486922745656251
2019-10-17,2,15,2.015200924882813
2019-10-18,0,24,5.087047463792189
2019-10-19,0,0,5.368928963767189
2019-10-20,0,0,-2.4762874372953103
2019-10-21,2,13,17.58625529099844
2019-10-22,4,11,26.074119912859377
2019-10-23,3,12,8.413194389145312
2019-10-24,2,28,0.219730429556249
2019-10-25,1,12,16.384878753723438
2019-10-26,0,9,-2.571619939340623
2019-10-27,0,0,-2.198813811912497
2019-10-28,2,29,14.461662838462502
2019-10-29,4,24,3.2398241989531273
2019-10-30,0,20,7.719193873114064
2019-10-31,1,19,16.59547543475469
2019-11-01,1,19,26.776999423720312
2019-11-02,0,2,1.2516699463093737
2019-11-03,0,0,5.825435788801563
2019-11-04,0,5,22.156374932464065
2019-11-05,0,30,20.64663143925
2019-11-06,4,23,21.95821578133125
2019-11-07,5,19,8.428120150878124
2019-11-08,1,18,7.333317314843751
2019-11-09,0,12,3.84937087134844
2019-11-10,0,2,-2.4380752829218713
2019-11-11,1,10,10.730672098893754
2019-11-12,2,9,10.00590125803594
2019-11-13,0,12,14.794821887460941
2019-11-14,4,20,5.313331837679688
2019-11-15,0,17,14.035624894310939
2019-11-16,0,7,9.569554475809376
2019-11-17,0,3,-1.2624753433062486
2019-11-18,1,13,7.862352652946877
2019-11-19,2,24,13.52926555201094
2019-11-20,4,21,5.7986849528296895
2019-11-21,7,22,13.239145054001563
2019-11-22,1,23,13.703148338462501
2019-11-23,0,9,6.4229394296609374
2019-11-24,0,1,-3.0858065798140615
2019-11-25,0,13,-1.8600016214984352
2019-11-26,4,20,-1.302568587728122
2019-11-27,1,21,23.97187325014063
2019-11-28,1,7,-2.282917310215625
2019-11-29,2,1,-1.773895642323437
2019-11-30,0,1,0.8345200756593756
2019-12-01,0,0,0.01647387673281475
2019-12-02,1,8,11.302430224640627
2019-12-03,5,23,6.3528329375
2019-12-04,3,27,9.29967058125
2019-12-05,3,19,13.894802478359374
2019-12-06,2,15,9.167069598585936
2019-12-07,0,1,3.364050742464062
2019-12-08,0,0,-0.14039597228124956
2019-12-09,2,13,5.415329276912502
2019-12-10,1,20,9.176431683776565
2019-12-11,0,6,10.700668406693751
2019-12-12,1,12,15.359588946540626
2019-12-13,5,16,-0.332947816145313
2019-12-14,0,0,5.8373076507375
2019-12-15,0,0,-2.1664143385249988
2019-12-16,2,12,5.681089497503128
2019-12-17,2,16,8.342998282568752
2019-12-18,0,21,16.926172062826563
2019-12-19,0,19,12.865617982901561
2019-12-20,2,7,7.695370594001562
2019-12-21,0,7,-0.9495761046937501
2019-12-22,0,0,-1.8986321492328109
2019-12-23,0,5,3.6832149309625026
2019-12-24,0,2,5.529851108890627
2019-12-25,0,0,-1.7194567766578108
2019-12-26,0,8,-1.0778012501562486
2019-12-27,0,5,3.236161609817189
2019-12-28,0,3,0.11295827375312606
2019-12-29,0,1,-0.5701513164265619
2019-12-30,0,3,0.6765997261781254
2019-12-31,0,1,0.6633525611718756
2020-01-01,0,0,-0.33910195378906205
2020-01-02,0,6,3.7989432322484378
2020-01-03,1,14,4.4933007025
2020-01-04,0,1,-0.7661461983125003
2020-01-05,0,0,0.588557514340625
2020-01-06,1,14,5.6421954387140625
2020-01-07,0,13,10.166558490734374
2020-01-08,2,28,1.4503010344484368
2020-01-09,1,11,-0.10524620003593776
2020-01-10,2,18,-0.7823334833124996
2020-01-11,0,6,-0.5490869877218737
2020-01-12,0,0,-0.3998317839296863
2020-01-13,0,11,3.7100746219843757
2020-01-14,2,18,23.356557823120312
2020-01-15,1,12,6.217912340362498
2020-01-16,3,26,3.773813986807811
2020-01-17,0,22,0.19358512937656158
2020-01-18,0,2,5.704734147464064
2020-01-19,0,0,0.4135874500000014
2020-01-20,0,0,11.798711165000002
2020-01-21,1,9,3.8494944254375003
2020-01-22,1,26,6.139078736231251
2020-01-23,1,5,12.024784269496875
2020-01-24,0,18,2.5208329690828126
2020-01-25,0,15,0.1349976100031256
2020-01-26,0,3,-1.3630699511812487
2020-01-27,2,12,11.04817227996719
2020-01-28,1,28,16.101008948225
2020-01-29,0,24,14.098478543939063
2020-01-30,3,19,7.767705070659374
2020-01-31,3,23,8.09111029124375
2020-02-01,0,5,4.16756110691875
2020-02-02,0,0,-2.368939038710936
2020-02-03,1,8,10.483389464928127
2020-02-04,0,21,7.657667748812502
2020-02-05,7,17,7.531687411537502
2020-02-06,2,27,7.514529286837501
2020-02-07,0,24,4.554853317467188
2020-02-08,0,5,0.8896793051828134
2020-02-09,0,0,-1.585102219004686
2020-02-10,1,18,11.97417105224844
2020-02-11,0,14,4.951318156312501
2020-02-12,0,22,7.1011688019125
2020-02-13,2,27,13.983407044484375
2020-02-14,0,13,6.230073933234375
2020-02-15,0,4,-1.4149030552187498
2020-02-16,0,0,-1.5183828192984365
2020-02-17,3,1,0.9613005536421897
2020-02-18,0,13,14.007167444546877
2020-02-19,0,10,11.757688009673437
2020-02-20,0,18,9.411019212607812
2020-02-21,6,10,13.359487040176562
2020-02-22,0,0,-0.11276115396562503
2020-02-23,1,5,-2.0045082608390614
2020-02-24,1,11,5.707399067464064
2020-02-25,4,15,10.320688755218752
2020-02-26,2,21,7.691566202193751
2020-02-27,7,22,32.608494024742186
