,coreos/bbolt,lib/pq,go-mgo/mgo
2014-01-20,0.0,0,1
2014-01-21,8.0,0,0
2014-01-22,-1.5999999999999996,0,0
2014-01-23,-0.6400000000000006,0,0
2014-01-24,1.6159999999999997,0,2
2014-01-25,-0.6688000000000001,0,6
2014-01-26,1.6357119999999998,0,1
2014-01-27,0.3405695999999999,0,0
2014-01-28,6.4373862399999995,0,0
2014-01-29,2.257826304000001,0,0
2014-01-30,8.3841875968,0,0
2014-01-31,1.2254745599999999,0,0
2014-02-01,-0.1223690240000006,0,0
2014-02-02,-1.5923729408000007,1,0
2014-02-03,0.02115225599999948,0,0
2014-02-04,2.0747113471999996,0,0
2014-02-05,-0.23452221439999965,0,0
2014-02-06,5.0651092992,1,0
2014-02-07,-0.7599190015999993,0,0
2014-02-08,-1.0704337919999998,5,0
2014-02-09,2.4227103744,0,0
2014-02-10,1.0217121792000001,0,0
2014-02-11,3.0875873279999997,0,0
2014-02-12,-0.32466800640000004,2,0
2014-02-13,3.1094151167999997,2,0
2014-02-14,0.6684696576000002,0,0
2014-02-15,2.8960377856,0,0
2014-02-16,10.608148889599999,3,0
2014-02-17,-3.1346677759999997,1,0
2014-02-18,-0.4756631552000008,0,0
2014-02-19,-1.1426034688000002,0,0
2014-02-20,10.2418264064,0,0
2014-02-21,1.259979161600001,0,0
2014-02-22,-0.10510530560000042,0,0
2014-02-23,1.4408538111999996,0,0
2014-02-24,-1.5645587455999994,0,0
2014-02-25,0.08214507519999992,0,0
2014-02-26,1.2475514879999998,0,0
2014-02-27,2.0877495296,3,0
2014-02-28,-0.15143731199999944,0,0
2014-03-01,3.1405464576,0,0
2014-03-02,-1.2461689855999998,4,0
2014-03-03,-0.6084026368000002,0,0
2014-03-04,0.6025996287999998,0,0
2014-03-05,-0.469463552,0,0
2014-03-06,-0.29459773440000003,0,0
2014-03-07,-0.21474375679999985,0,0
2014-03-08,-0.1531026431999999,0,0
2014-03-09,3.9044438016000003,0,0
2014-03-10,0.12969379840000028,0,0
2014-03-11,-0.5369267200000003,0,0
2014-03-12,-0.2863877120000001,0,8
2014-03-13,2.8051306496,1,0
2014-03-14,1.264256,0,0
2014-03-15,0.2527487999999998,0,0
2014-03-16,-0.5921356800000003,0,0
2014-03-17,-0.35127756799999993,0,0
2014-03-18,-0.2560731135999999,0,0
2014-03-19,-0.15842775040000004,0,0
2014-03-20,-0.11717376000000007,0,0
2014-03-21,4.902554624,0,0
2014-03-22,5.9168898048,0,0
2014-03-23,11.1606735872,0,0
2014-03-24,4.5875306496,0,1
2014-03-25,0.855999999999999,0,0
2014-03-26,-0.42688000000000104,0,0
2014-03-27,-1.8216960000000009,0,0
2014-03-28,0.8195967999999993,0,0
2014-03-29,0.7093119999999999,0,0
2014-03-30,-1.2758824959999997,0,0
2014-03-31,5.201473331200001,0,1
2014-04-01,-1.748967731199999,0,0
2014-04-02,10.2105689088,0,0
2014-04-03,-1.6585824255999992,0,0
2014-04-04,3.6187502591999996,0,0
2014-04-05,-1.8238448640000002,0,0
2014-04-06,-0.9938869248000004,0,0
2014-04-07,-0.6809950208000003,0,0
2014-04-08,5.495420928,0,0
2014-04-09,1.3908811776000003,0,1
2014-04-10,-0.35733555199999967,0,0
2014-04-11,6.0358158336,0,0
2014-04-12,-1.9100079103999996,0,0
2014-04-13,-0.9243627520000005,0,0
2014-04-14,-0.5687808000000003,1,0
2014-04-15,-0.4235827200000002,0,0
2014-04-16,12.663712768,0,0
2014-04-17,2.1220924416000004,0,0
2014-04-18,-1.2102828032000006,0,0
2014-04-19,6.662816665599999,0,0
2014-04-20,-2.4440854527999996,0,0
2014-04-21,-0.1879680000000008,0,0
2014-04-22,8.9891456,0,0
2014-04-23,2.30347264,0,0
2014-04-24,-1.3443906559999999,0,0
2014-04-25,0.47200276480000003,0,0
2014-04-26,-1.2936842240000002,0,0
2014-04-27,-0.7793598463999999,0,0
2014-04-28,-0.5782495232,0,0
2014-04-29,4.621465088,0,0
2014-04-30,2.687519129600001,0,0
2014-05-01,-0.4544163839999995,0,1
2014-05-02,-0.8705879040000002,0,0
2014-05-03,1.5187552255999999,0,0
2014-05-04,-0.7350187008,0,0
2014-05-05,9.602112,0,0
2014-05-06,-2.2878847999999996,0,0
2014-05-07,2.9727257599999994,0,0
2014-05-08,0.5321036800000001,0,0
2014-05-09,7.8388772864,0,0
2014-05-10,-2.4536827904000003,0,0
2014-05-11,-1.1834634240000008,0,0
2014-05-12,6.2044500992,0,0
2014-05-13,-0.9790643199999993,0,0
2014-05-14,0.7769180159999998,0,0
2014-05-15,3.908736512,0,0
2014-05-16,-1.6741933055999998,0,0
2014-05-17,-0.8627801088,0,0
2014-05-18,-0.5879617536,0,0
2014-05-19,3.6420121599999997,0,0
2014-05-20,-1.0861783039999995,0,0
2014-05-21,4.4423293952,0,0
2014-05-22,-1.3178783743999998,2,0
2014-05-23,2.3687227392,0,0
2014-05-24,-1.004490752,0,0
2014-05-25,-0.48971520000000035,0,0
2014-05-26,-0.33938688000000017,0,0
2014-05-27,2.739505152,0,0
2014-05-28,7.1888809984,0,0
2014-05-29,0.026775040000000416,0,0
2014-05-30,-1.2971269120000004,0,0
2014-05-31,0.31203686399999975,0,0
2014-06-01,-0.6788160512000001,0,0
2014-06-02,3.5872255999999996,1,0
2014-06-03,0.88671744,0,0
2014-06-04,-0.9730344960000001,0,0
2014-06-05,1.4361008128000003,0,0
2014-06-06,0.2206409728000004,0,0
2014-06-07,0.42879057919999986,0,0
2014-06-08,-0.5231749120000001,0,0
2014-06-09,3.6837661695999997,0,0
2014-06-10,0.9759237120000004,0,0
2014-06-11,1.1013535744,0,0
2014-06-12,2.1432430591999996,0,0
2014-06-13,4.943469056,0,0
2014-06-14,-1.7615971328,0,0
2014-06-15,-0.8508442624000006,0,0
2014-06-16,0.4390941695999997,0,0
2014-06-17,2.389530112,0,1
2014-06-18,7.9929913344,1,4
2014-06-19,-1.3150670848,1,0
2014-06-20,0.7327378431999996,0,1
2014-06-21,-0.1620703231999998,0,1
2014-06-22,4.1177470976,0,0
2014-06-23,-1.51763712,0,1
2014-06-24,7.210236928,0,1
2014-06-25,-2.1530737663999995,3,0
2014-06-26,-1.0582177792,1,0
2014-06-27,1.3074258944000001,0,0
2014-06-28,-0.8291154943999999,0,0
2014-06-29,-0.4882480128000002,0,0
2014-06-30,0.6561616896000002,0,1
2014-07-01,-0.4649605119999999,0,2
2014-07-02,-0.2461736959999996,0,0
2014-07-03,-0.18861240319999978,0,0
2014-07-04,-0.06745344000000003,0,0
2014-07-05,-0.05431142399999989,1,0
2014-07-06,-0.04536750079999994,0,0
2014-07-07,0.9830732799999999,0,0
2014-07-08,-0.2143877119999999,0,0
2014-07-09,-0.09246935040000004,0,0
2014-07-10,8.952,0,0
2014-07-11,1.1664000000000003,0,0
2014-07-12,-1.3455360000000005,0,0
2014-07-13,0.3075711999999995,0,0
2014-07-14,-0.6633267200000001,0,0
2014-07-15,3.5749882879999997,0,0
2014-07-16,-0.12093655039999995,0,5
2014-07-17,-0.7672268800000004,1,0
2014-07-18,-0.47780556799999974,0,0
2014-07-19,-0.3582160895999996,1,0
2014-07-20,-0.19007877119999997,0,0
2014-07-21,-0.121638912,1,6
2014-07-22,1.8993949695999999,0,0
2014-07-23,3.5255224320000003,0,0
2014-07-24,1.9757348864000002,2,0
2014-07-25,-0.028469350400000204,0,0
2014-07-26,4.3008,1,0
