,getredash/redash,metabase/metabase,apache/superset
2019-08-02,0,1,2.0
2019-08-03,0,0,-0.3999999999999999
2019-08-04,3,0,-0.16000000000000014
2019-08-05,2,2,4.904
2019-08-06,2,4,5.9328
2019-08-07,1,2,3.1489279999999997
2019-08-08,1,6,2.1591423999999995
2019-08-09,2,9,1.2621465599999995
2019-08-10,0,1,-1.5516554240000002
2019-08-11,6,0,0.0941652991999995
2019-08-12,4,6,1.1662847999999997
2019-08-13,3,9,3.0244864000000002
2019-08-14,3,14,1.5859824640000004
2019-08-15,3,8,1.6621827072000004
2019-08-16,1,6,1.7045862400000003
2019-08-17,0,1,-1.2829413376
2019-08-18,3,0,-0.6821363712000004
2019-08-19,0,8,0.5486356479999999
2019-08-20,0,8,4.4523539456000005
2019-08-21,1,7,1.6488358912000005
2019-08-22,1,6,1.7468929024
2019-08-23,0,7,6.7550486528
2019-08-24,0,1,-1.2581071871999998
2019-08-25,1,0,-1.2703168512000007
2019-08-26,1,7,3.2395212799999995
2019-08-27,0,2,4.646284288
2019-08-28,0,12,-0.9543624703999998
2019-08-29,1,14,-0.21725644800000032
2019-08-30,2,3,5.0611862528
2019-08-31,0,0,-1.8011804671999994
2019-09-01,3,0,-0.9106737152000002
2019-09-02,5,2,1.4501149695999997
2019-09-03,1,2,1.1933240320000003
2019-09-04,2,9,1.1132248064000003
2019-09-05,0,4,1.1152966656
2019-09-06,0,2,1.1483826175999998
2019-09-07,0,2,-0.8730676223999998
2019-09-08,0,1,4.5100542976
2019-09-09,6,0,3.7110169600000003
2019-09-10,0,0,5.378241536
2019-09-11,2,3,0.7805028352000001
2019-09-12,2,4,-0.6964251648000006
2019-09-13,1,9,0.8407524351999995
2019-09-14,0,0,-1.1427381248000001
2019-09-15,2,0,-0.6992683008000004
2019-09-16,3,2,-0.5057817599999999
2019-09-17,0,2,4.593205248
2019-09-18,2,4,6.714658304
2019-09-19,0,3,2.8117670912
2019-09-20,1,16,-0.9656492032000004
2019-09-21,0,2,-1.1932447744000005
2019-09-22,6,1,1.2585812991999996
2019-09-23,1,2,4.077567999999999
2019-09-24,2,2,-0.5693440000000001
2019-09-25,2,1,-0.031032320000000224
2019-09-26,0,3,-0.8697108479999996
2019-09-27,1,8,1.4643079168000004
2019-09-28,0,1,0.2731279360000002
2019-09-29,0,0,1.4323972096
2019-09-30,1,2,1.264626176
2019-10-01,0,10,3.1905672192
2019-10-02,2,10,0.7656668160000002
2019-10-03,1,4,-0.9764506624000002
2019-10-04,0,3,5.4629764095999995
2019-10-05,1,1,-1.5680317439999998
2019-10-06,6,0,2.2366185471999995
2019-10-07,2,9,-1.0958854144
2019-10-08,0,7,0.3961213951999999
2019-10-09,0,10,0.3864410112000002
2019-10-10,3,2,2.4179743744
2019-10-11,2,0,1.0688929792
2019-10-12,0,0,0.13078732800000015
2019-10-13,0,0,-0.6887322624000001
2019-10-14,1,0,-0.365927936
2019-10-15,5,7,1.7334284288
2019-10-16,2,1,0.4227271680000001
2019-10-17,3,1,2.4959691776
2019-10-18,0,0,0.1140852736000002
2019-10-19,2,1,-0.6383101952
2019-10-20,0,0,-0.3479984128000001
2019-10-21,0,6,2.7723370496
2019-10-22,2,0,1.23550976
2019-10-23,3,2,3.227475456
2019-10-24,5,0,1.7854646272
2019-10-25,1,0,1.8106407936
2019-10-26,0,0,-0.2276037632000001
2019-10-27,1,0,-0.8432277504000003
2019-10-28,3,1,4.48141824
2019-10-29,1,0,0.6158602240000002
2019-10-30,1,3,3.8946152447999998
2019-10-31,1,8,3.3799078912000002
2019-11-01,0,0,-0.8282494975999999
2019-11-02,1,0,0.8676220927999996
2019-11-03,0,0,-1.0930117632000003
2019-11-04,0,3,6.3583594496
2019-11-05,1,0,5.134784
2019-11-06,1,2,0.6693642239999997
2019-11-07,2,4,0.25098833919999963
2019-11-08,0,8,0.596730368
2019-11-09,0,1,-1.2285399040000002
2019-11-10,1,0,1.2802016255999997
2019-11-11,4,1,-0.9262353408000001
2019-11-12,0,2,7.441240576
2019-11-13,4,2,2.973290803200001
2019-11-14,4,0,0.08764037120000001
2019-11-15,0,1,7.6648910848
2019-11-16,0,2,-1.5633717247999996
2019-11-17,0,0,-1.447080140800001
2019-11-18,1,3,2.1009141759999994
2019-11-19,0,4,5.7360315392
2019-11-20,2,0,10.855983104
2019-11-21,1,2,-0.7189420031999996
2019-11-22,0,0,0.659308543999999
2019-11-23,0,0,0.05283717119999998
2019-11-24,5,0,-0.5874502656000002
2019-11-25,1,4,0.8569808895999995
2019-11-26,2,1,1.8193674239999997
2019-11-27,6,3,6.6287362048
2019-11-28,0,0,-0.4070642687999988
2019-11-29,0,0,-0.5736384511999999
2019-11-30,0,0,-1.0307254272000002
2019-12-01,0,0,-0.6453757952000001
2019-12-02,1,7,4.5460457472
2019-12-03,1,5,11.6598726656
2019-12-04,4,1,11.7300908032
2019-12-05,3,2,1.5132080127999998
2019-12-06,0,4,1.662543052799999
2019-12-07,0,0,-2.803806412800001
2019-12-08,0,0,5.361418649599999
2019-12-09,0,4,-1.5748480000000002
2019-12-10,1,1,6.320366079999999
2019-12-11,6,11,1.2304593920000007
2019-12-12,1,5,0.6951784448000007
2019-12-13,1,5,0.12564787200000027
2019-12-14,1,9,-1.4160922623999999
