,neovim/neovim,pulsar-edit/pulsar,microsoft/vscode
2023-12-13,12,3,41.0
2023-12-14,14,0,22.600000000000005
2023-12-15,8,1,46.480000000000004
2023-12-16,18,19,-26.103999999999992
2023-12-17,6,0,-10.441600000000001
2023-12-18,12,4,37.901568
2023-12-19,14,8,37.7911808
2023-12-20,7,0,2.731658240000005
2023-12-21,11,0,-25.155986431999995
2023-12-22,19,0,-12.8688903168
2023-12-23,9,0,-8.546837299200003
2023-12-24,7,0,-5.536584601600003
2023-12-25,8,0,-4.4592082944000015
2023-12-26,7,0,-3.20841984
2023-12-27,8,0,-2.5245594623999987
2023-12-28,18,0,-1.5731615743999996
2023-12-29,3,1,1.3633908736000002
2023-12-30,9,1,6.0771621888
2023-12-31,1,2,-2.0991225855999995
2024-01-01,8,0,-1.3959538688
2024-01-02,21,0,1.3360018432
2024-01-03,7,16,15.784896
2024-01-04,9,0,18.662809600000003
2024-01-05,9,0,20.204564480000002
2024-01-06,5,1,-16.673068543999996
2024-01-07,2,24,-5.941160857600002
2024-01-08,4,0,50.6265467904
2024-01-09,9,3,8.2245343232
2024-01-10,2,1,14.166329856000004
2024-01-11,5,62,16.529784422400006
2024-01-12,14,5,11.009239142400002
2024-01-13,10,5,-20.798384332799998
2024-01-14,9,1,-3.204857446400002
2024-01-15,7,1,19.493607731199997
2024-01-16,17,12,15.0634540032
2024-01-17,23,1,19.939870720000002
2024-01-18,14,20,34.017834393600005
2024-01-19,9,4,-1.6666088447999954
2024-01-20,5,20,-22.825084416
2024-01-21,8,13,-12.610443161600001
2024-01-22,23,5,53.688231935999994
2024-01-23,12,2,-2.532782079999997
2024-01-24,17,1,16.079791411200002
2024-01-25,11,7,-1.0211044351999945
2024-01-26,8,1,7.773901414400001
2024-01-27,11,10,-18.482297344000003
2024-01-28,15,6,-10.666106982400002
2024-01-29,16,12,47.7275793408
2024-01-30,1,8,20.890407219200004
2024-01-31,4,0,32.2182145024
2024-02-01,12,1,11.33952604160001
2024-02-02,7,5,18.1459432448
2024-02-03,12,3,-30.331189248
2024-02-04,4,3,-15.329970483200007
2024-02-05,10,1,13.964052889599996
2024-02-06,13,2,12.412076031999998
2024-02-07,5,0,35.1587545088
2024-02-08,23,0,10.262040678400005
2024-02-09,11,5,31.593890611200003
2024-02-10,14,7,-26.83614812159999
2024-02-11,13,3,-14.863424204800001
2024-02-12,15,0,50.3538654208
2024-02-13,9,0,58.7677105152
2024-02-14,2,0,-13.382063411199994
2024-02-15,14,6,26.565936332800007
2024-02-16,17,13,23.178358784000004
2024-02-17,6,1,-38.359363788799996
2024-02-18,11,2,-12.927837696000001
2024-02-19,9,0,34.4213372928
2024-02-20,9,1,-4.878323302399998
2024-02-21,9,0,28.5316759552
2024-02-22,16,0,4.638678528000003
2024-02-23,5,0,25.801501184000003
2024-02-24,13,0,-27.4821322752
2024-02-25,9,0,-14.300305817600004
2024-02-26,9,0,35.179130777599994
2024-02-27,8,0,20.373534003200003
2024-02-28,14,0,16.605363097600005
2024-02-29,10,0,2.2234407936000053
2024-03-01,12,2,-5.596794879999997
2024-03-02,6,1,-14.635136511999999
2024-03-03,9,8,-6.782322073600003
2024-03-04,5,1,39.198680064
2024-03-05,3,1,-8.753246924799999
2024-03-06,11,0,24.6183779328
2024-03-07,8,4,41.670033612800005
2024-03-08,26,0,4.6911525888000085
2024-03-09,14,2,-26.2417804288
2024-03-10,14,2,-13.729820467200003
2024-03-11,19,0,30.858240204799998
2024-03-12,13,0,45.6395225088
2024-03-13,9,0,31.140840550400007
2024-03-14,17,0,10.663328768000007
2024-03-15,12,0,22.348840448000004
2024-03-16,17,4,-35.456548352
2024-03-17,6,0,-12.190942208000003
2024-03-18,12,5,49.922235289599996
2024-03-19,22,1,7.481613312
2024-03-20,7,4,46.8059204608
2024-03-21,15,4,56.713955430400006
2024-03-22,3,2,11.129354342400006
2024-03-23,10,6,-37.998730444799996
2024-03-24,7,0,-15.347851059200003
2024-03-25,13,2,-9.004867379200004
2024-03-26,9,1,50.463489843199994
2024-03-27,17,0,-1.0313723903999943
2024-03-28,20,0,41.491374387200004
2024-03-29,14,1,-13.228784025599992
2024-03-30,6,0,-15.696519884799997
2024-03-31,10,4,-7.569481523200004
2024-04-01,21,1,57.788112486399996
2024-04-02,9,0,10.062054195200005
2024-04-03,7,0,21.72349184000001
2024-04-04,3,5,12.256538931200005
2024-04-05,16,3,2.8241105919999967
2024-04-06,12,9,-21.826501632
2024-04-07,5,0,-8.690501734400002
2024-04-08,9,2,47.192040038399995
2024-04-09,20,0,24.262008320000003
2024-04-10,13,2,-4.253099724799995
2024-04-11,10,0,-1.6709649407999976
2024-04-12,21,4,12.678393036800003
