,apache/avro,apache/thrift,protocolbuffers/protobuf
2009-05-09,0.0,0,0.0
2009-05-10,0.0,1,0.0
2009-05-11,1.0,1,1.0
2009-05-12,0.7,5,-0.3999999999999999
2009-05-13,1.595,0,0.88
2009-05-14,0.23550000000000004,0,-0.4639999999999999
2009-05-15,-0.6096624999999999,0,-0.16160000000000005
2009-05-16,-0.29388274999999986,0,-0.09395200000000002
2009-05-17,-0.19282611249999998,0,0.9354368
2009-05-18,0.85815886375,0,0.5516774400000001
2009-05-19,0.5888840344843749,0,-0.5581189119999999
2009-05-20,0.5043444600015625,1,-0.2151687168
2009-05-21,-0.5287941205140625,7,-0.12075571200000004
2009-05-22,4.75229395676875,6,-0.08435015680000006
2009-05-23,-1.6429661632328127,0,-0.05291520000000002
2009-05-24,-0.6181636124999996,0,-0.04133376
2009-05-25,-0.3694583862499999,0,-0.03352627199999999
2009-05-26,1.741072646984375,0,0.9720461312
2009-05-27,0.2029813462515624,0,-0.4127981567999999
2009-05-28,-0.6558644424984374,0,2.88
2009-05-29,-0.3323697819828124,3,-0.2639999999999998
2009-05-30,-0.2192085838281252,0,2.1984000000000004
2009-05-31,-0.16752006616406262,0,-1.5419519999999998
2009-06-01,0.923718025,0,0.42823679999999986
2009-06-02,1.63880459,0,-0.74182656
2009-06-03,3.24428929271875,0,-0.35879731200000015
2009-06-04,-1.5125435432312502,10,1.7552709632
2009-06-05,0.4072540867671879,0,3.025672704
2009-06-06,-0.6480452499999999,0,-1.9786138623999996
2009-06-07,-0.3483713624999999,0,-0.6892284928
2009-06-08,1.75610000125,0,-0.3959650304000001
2009-06-09,-0.787077214265625,0,-0.24145971200000022
2009-06-10,-0.36088619176406245,0,3.8214674432
2009-06-11,-0.23295455602812515,0,0.2714060800000002
2009-06-12,-0.15361592668125007,0,-1.3837936639999997
2009-06-13,-0.07531721676562504,0,-0.5822191616
2009-06-14,-0.06014513823281251,0,0.6544073727999998
2009-06-15,0.9620854525,0,2.396992
2009-06-16,-0.33175343353125014,0,-0.47175679999999964
2009-06-17,0.8678331735343751,1,7.0565913600000005
2009-06-18,0.6405,1,-3.6509639679999992
2009-06-19,0.5548375000000001,0,-1.2602560512
2009-06-20,-0.4942202499999999,0,0.30798448639999987
2009-06-21,-0.22794336249999989,0,2.1499878399999997
2009-06-22,-0.14834002374999997,0,2.347153408
2009-06-23,2.8909596707343748,0,1.7156585472000003
2009-06-24,-0.9855417994828126,1,-1.5141146623999995
2009-06-25,3.626885146984375,0,11.575204147200001
2009-06-26,-1.4269174037484378,0,-5.957604454399999
2009-06-27,-0.5699476299984373,0,-0.9974681600000004
2009-06-28,-0.34074416323281237,0,3.444471808
2009-06-29,-0.23049258749999996,0,-2.9143523328
2009-06-30,0.82424717875,0,0.7511612415999998
2009-07-01,2.5592463997031247,0,-0.5903076351999998
2009-07-02,3.8784206653015625,3,1.8168823807999999
2009-07-03,-0.9380068670625001,0,6.1694543872
2009-07-04,1.9020038470687504,0,-2.006762598399999
2009-07-05,-1.4527077499999999,0,-2.160512512
2009-07-06,0.31224588750000026,0,6.9587448832
2009-07-07,0.24393638875000012,0,0.1256488960000004
2009-07-08,0.2556393994843751,0,6.999612416
2009-07-09,0.26705845522031235,0,1.6685266944000006
2009-07-10,-0.7135961847765626,0,-1.8399561727999991
2009-07-11,-0.37504835417968757,0,-2.2823972863999997
2009-07-12,-0.21387717602968762,0,-2.0602102784000005
2009-07-13,-0.15287112594843755,1,-1.1671335936000005
2009-07-14,2.912164896984375,1,-0.8228239360000003
2009-07-15,-0.9716982662484377,0,-0.6389121024000001
2009-07-16,0.6365825962515627,0,-0.4301852671999999
2009-07-17,-0.5079601299984375,4,0.6878535680000001
2009-07-18,0.7609290867671875,0,-0.5534247935999999
2009-07-19,-0.44866075,0,-0.17355018239999997
2009-07-20,0.7849949125000001,0,3.9232018432
2009-07-21,-0.44609207125000006,9,2.3584000000000005
2009-07-22,0.783926487203125,0,5.890048
2009-07-23,-0.4489277634484376,1,1.0410368000000005
2009-07-24,-0.18432007926562496,1,-2.4007705599999998
2009-07-25,-0.12176093698281248,0,0.18663628799999987
2009-07-26,-0.07932007926562504,0,0.20274104319999964
2009-07-27,-0.06226093698281252,1,-1.7169510400000003
2009-07-28,2.960842420734375,0,-0.8771706880000002
2009-07-29,-0.9325406869828127,5,6.3852520448
2009-07-30,-0.3308767167656248,1,-1.2303583231999995
2009-07-31,2.8079165867671874,5,1.0576352256000003
2009-08-01,-1.0204875000000002,0,5.950185984000001
2009-08-02,-0.40416074999999974,0,1.9409492992000006
2009-08-03,-0.24834258749999988,1,-0.9007717375999995
2009-08-04,-0.17735932125,0,5.1969572864
2009-08-05,-0.13679090029687513,1,1.45882368
2009-08-06,-0.11059282719843755,0,-0.2529367039999997
2009-08-07,-0.05687182125000001,0,-0.4952278015999996
2009-08-08,-0.04763015029687513,0,2.1575368704
2009-08-09,-0.04075023969843757,0,-3.4439691264
2009-08-10,0.0,0,2.4297511935999996
2009-08-11,0.0,0,0.42839224320000024
2009-08-12,2.0,0,-0.3395723263999999
2009-08-13,-0.6000000000000001,1,-0.9014513663999999
2009-08-14,-0.20999999999999985,1,-0.30573946880000014
2009-08-15,-0.11899999999999994,0,-1.0811205632
2009-08-16,-0.080325,0,5.4369181696
2009-08-17,-0.05944049999999999,0,-0.7718666239999994
2009-08-18,6.953438275,0,-1.753212928
2009-08-19,-2.1379145475000003,0,-0.8103160832
2009-08-20,-0.7667534335312495,2,-0.48763965440000023
2009-08-21,0.5563331735343752,0,-0.32203458560000014
2009-08-22,-0.5811375000000001,0,-0.2256370688000001
2009-08-23,-0.3130417499999999,0,-0.1689479168
2009-08-24,-0.22246603749999994,0,-0.12767539199999994
2009-08-25,0.82713658375,0,2.8928996352
2009-08-26,-0.44085726735937536,0,-1.2255963135999997
2009-08-27,0.7766352448703124,1,1.6400000000000001
2009-08-28,0.62154272625,0,1.0080000000000002
2009-08-29,-0.461039216765625,0,-0.16480000000000006
2009-08-30,-0.2078036632328124,0,-0.857856
2009-08-31,0.8770566375000001,0,7.5999104
2009-09-01,-0.38884002375000004,5,-1.4622156799999995
2009-09-02,0.8261221707343751,2,0.04710246400000018
2009-09-03,1.5846784505171874,0,-1.7030139903999997
2009-09-04,2.220003509484375,0,-0.7908157440000003
2009-09-05,-1.2286803799984374,0,-0.5250942976000001
2009-09-06,-0.5110267757328122,0,1.6324383744
2009-09-07,-0.30750252374999987,0,-1.0655930367999997
2009-09-08,0.780914420734375,0,-0.4439132159999999
2009-09-09,-0.46826316198281254,1,4.7025622016
2009-09-10,-0.22863385176562495,0,-2.1391077376
2009-09-11,0.8382913319859374,0,0.31449968640000003
2009-09-12,-0.4149594767625002,0,-0.7659263999999999
2009-09-13,-0.17547048969843748,0,-0.36474112000000025
2009-09-14,-0.08278086249999997,0,-0.24407142400000006
2009-09-15,-0.05911977375,0,1.8179876864
2009-09-16,-0.04559696676562504,2,-0.9218047999999999
2009-09-17,-0.03686427573281252,1,-0.33874175999999995
2009-09-18,-0.018957273750000003,0,-0.21036134399999998
2009-09-19,-0.015876716765625045,1,-0.09835571200000008
2009-09-20,-0.013583413232812524,0,-0.07270215680000003
2009-09-21,0.0,1,-0.04592640000000001
2009-09-22,3.0,0,-0.03674111999999999
2009-09-23,2.0999999999999996,0,-0.030311423999999986
2009-09-24,1.7850000000000001,1,-0.025596313599999993
2009-09-25,3.6065,1,0.0
2009-09-26,-2.1139875,0,1.0
2009-09-27,-0.9131482499999996,0,-0.3999999999999999
2009-09-28,-0.5769908374999998,0,-0.12
2009-09-29,-0.41668765874999997,0,-0.064
2009-09-30,1.677054190953125,0,-0.04160000000000005
2009-10-01,-0.8616565237453128,2,-0.029952000000000017
2009-10-02,-0.3931667587453126,1,-0.022963200000000007
2009-10-03,-0.23913382352656273,0,-0.018370559999999994
2009-10-04,-0.1482420661640626,0,-0.015155711999999993
2009-10-05,-0.05944049999999999,0,-0.012798156799999997
2009-10-06,1.9534382750000001,0,0.0
2009-10-07,1.3620854525,0,1.0
2009-10-08,0.15824656646875002,0,-0.3999999999999999
2009-10-09,3.3438331735343754,0,-0.12
2009-10-10,-1.5043250000000001,0,-0.064
2009-10-11,-0.6192654999999997,0,-0.04160000000000005
2009-10-12,-0.3841647249999999,0,1.970048
2009-10-13,-0.27484652249999997,0,-0.8229631999999998
2009-10-14,1.78817015646875,0,-0.25837055999999997
2009-10-15,3.228999016253125,2,-0.143155712
2009-10-16,-1.52887263823125,0,-0.0959981568000001
2009-10-17,-0.6160902802953123,0,-0.059904000000000034
2009-10-18,-0.37265865293125,0,-0.04592640000000001
2009-10-19,-0.22009049999999997,0,-0.03674111999999999
2009-10-20,2.834557275,0,-0.030311423999999986
2009-10-21,1.9689620024999999,2,-0.025596313599999993
2009-10-22,0.67741747146875,0,0.0
2009-10-23,-0.18417369352812507,0,0.0
2009-10-24,-0.8633211529312499,0,0.0
2009-10-25,-0.43364824999999985,0,0.0
2009-10-26,-0.29882833749999993,0,0.0
2009-10-27,1.77368259125,2,0.0
2009-10-28,0.21921605345312478,1,0.0
2009-10-29,-0.6595757999953126,0,0.0
2009-10-30,0.6845390530203125,0,1.0
2009-10-31,0.5171314567687499,0,-0.3999999999999999
2009-11-01,-0.5181864132328124,0,-0.12
2009-11-02,-0.24078197499999987,0,0.9359999999999999
2009-11-03,1.83914209,1,3.5584000000000002
2009-11-04,-0.7205934572812502,1,-1.7499519999999997
2009-11-05,1.69395534426875,0,-0.5669632
2009-11-06,-0.7748215494828126,0,-0.31597056000000007
2009-11-07,0.6748410094843751,0,-0.21150771200000018
2009-11-08,-0.5079006299984375,0,-0.15556935680000006
2009-11-09,0.7545298617671876,1,-0.11022336000000002
2009-11-10,3.5431449525,0,-0.08863795199999996
2009-11-11,1.57652234146875,2,-0.07342100479999997
2009-11-12,2.5256983760343754,4,0.9488073728
2009-11-13,0.15180320396875002,1,-0.3999999999999999
2009-11-14,-0.4349943502156246,0,2.88
2009-11-15,-1.0265260792656248,0,-0.2639999999999998
2009-11-16,0.40052511301718763,0,-0.8015999999999999
2009-11-17,1.2797456007343748,1,-0.34195200000000003
2009-11-18,-1.0316885515453127,0,-0.21176320000000015
2009-11-19,3.476425126771875,1,-0.14982656000000008
2009-11-20,9.475384983239062,0,-0.11399731200000003
2009-11-21,0.06491038978749941,0,-0.09087303679999999
2009-11-22,-2.7187649057312493,0,-0.06383769599999997
2009-11-23,-1.3142524119828118,0,-0.053550182399999986
2009-11-24,2.1475402357343754,0,-0.012798156799999997
2009-11-25,0.4739669532359372,0,1.0
2009-11-26,-1.3929664089656248,0,-0.3999999999999999
2009-11-27,-0.7536603283125,0,4.88
2009-11-28,-0.5442941323531256,0,-1.0639999999999996
2009-11-29,-0.38241016262343785,0,-1.0415999999999999
2009-11-30,-0.1836167404312501,0,-0.46995200000000004
2009-12-01,1.89656645375,0,0.7050367999999998
