,nim-lang/Nim,golang/go,rust-lang/rust
2014-07-16,2.0,11,28
2014-07-17,1.7999999999999998,10,27
2014-07-18,5.71,12,36
2014-07-19,9.253,6,20
2014-07-20,-0.3683250000000009,6,17
2014-07-21,-0.7945585000000003,8,58
2014-07-22,12.487467475,7,31
2014-07-23,6.3196630825,9,29
2014-07-24,4.3128739064687505,4,48
2014-07-25,-1.5807333836031254,5,43
2014-07-26,11.035080941834376,5,23
2014-07-27,3.0970123083781256,0,23
2014-07-28,5.442427999125001,4,23
2014-07-29,4.378386496214063,12,48
2014-07-30,2.402440285796876,11,21
2014-07-31,1.5814927354078134,12,41
2014-08-01,6.841233901618751,5,29
2014-08-02,5.464880217284375,1,27
2014-08-03,0.41272717506250034,1,18
2014-08-04,-1.1747102442593742,2,23
2014-08-05,13.268667068710938,16,23
2014-08-06,3.0693658316546877,47,41
2014-08-07,5.488614193971875,42,24
2014-08-08,7.400582493309375,13,28
2014-08-09,4.147502039517188,0,28
2014-08-10,9.310196596103125,0,13
2014-08-11,2.8860819812171874,10,15
2014-08-12,8.297300734928125,37,41
2014-08-13,6.910915299031251,38,50
2014-08-14,11.82197251316875,18,25
2014-08-15,5.341615454960937,12,21
2014-08-16,1.670040150107813,4,14
2014-08-17,3.1730297278328137,0,24
2014-08-18,-1.6850589146374984,9,30
2014-08-19,12.900441482026565,23,34
2014-08-20,1.8241271659140632,5,22
2014-08-21,1.3715093100000009,19,36
2014-08-22,3.6894725749578132,10,18
2014-08-23,-0.3425902871281239,4,25
2014-08-24,-0.8797170535999989,12,23
2014-08-25,-0.5796596502218739,35,16
2014-08-26,-0.4301168101796862,11,15
2014-08-27,10.68093654528125,9,23
2014-08-28,19.628934911184373,33,21
2014-08-29,3.2740691570593734,25,30
2014-08-30,16.05736818106406,16,23
2014-08-31,19.052649924304685,1,35
2014-09-01,-2.800595602535938,15,11
2014-09-02,-0.210208887499999,17,21
2014-09-03,2.2609415787500025,14,18
2014-09-04,2.3196323605781286,23,24
2014-09-05,7.390968646276565,18,31
2014-09-06,4.025521661151564,8,19
2014-09-07,0.2862704205031259,10,25
2014-09-08,2.727283046759376,28,24
2014-09-09,13.81939198869375,17,45
2014-09-10,8.869415936432812,4,25
2014-09-11,5.755070645365624,11,19
2014-09-12,-0.08806750345625058,17,26
2014-09-13,4.539499070215626,0,15
2014-09-14,6.405126256582814,3,35
2014-09-15,-1.7809189637468739,12,36
