,stylelint/stylelint,kristerkari/stylelint-scss,sds/scss-lint
2016-07-03,-2.369948159999999,0,0
2016-07-04,3.373146316799999,3,0
2016-07-05,5.127642112,2,2
2016-07-06,0.6468173824000001,0,0
2016-07-07,6.395539353599999,0,0
2016-07-08,2.6328026112000007,0,0
2016-07-09,0.9811949568,0,0
2016-07-10,4.5511721984,6,0
2016-07-11,8.1814657024,0,0
2016-07-12,10.288182067200001,2,0
2016-07-13,6.2549001216,3,0
2016-07-14,-0.6175629312000002,1,0
2016-07-15,-0.2629943296000006,0,0
2016-07-16,-1.6085549056000001,0,0
2016-07-17,8.165325209599999,0,0
2016-07-18,3.7379154944,0,0
2016-07-19,6.8418148352,0,0
2016-07-20,-1.7567079423999994,5,2
2016-07-21,7.6406349824,0,0
2016-07-22,3.6035173376000005,0,0
2016-07-23,-3.1250072576000005,0,0
2016-07-24,3.273375436799999,0,0
2016-07-25,5.7978064896,15,0
2016-07-26,0.07390771200000046,2,0
2016-07-27,6.8719439872,3,2
2016-07-28,0.9422622720000002,2,2
2016-07-29,3.6522171392,0,0
2016-07-30,6.415360512,2,0
2016-07-31,-3.1863574528000003,5,0
2016-08-01,-1.6408627200000008,0,0
2016-08-02,1.852168192,0,2
2016-08-03,1.5674103808000002,3,1
2016-08-04,0.5729988608000003,0,2
2016-08-05,0.7608054784,0,0
2016-08-06,-0.09334415359999992,0,0
2016-08-07,-0.8377135103999994,0,0
2016-08-08,9.5066814464,0,0
2016-08-09,3.72166144,0,0
2016-08-10,-2.219472896,0,0
2016-08-11,-1.1408182272000005,0,0
2016-08-12,-0.7444657152000002,0,0
2016-08-13,1.4723991552,0,0
2016-08-14,1.2031695872000001,0,0
2016-08-15,-0.8643093504000001,0,1
2016-08-16,1.4985625600000003,0,0
2016-08-17,4.225780224000001,0,0
2016-08-18,8.6469118976,0,3
2016-08-19,15.412070400000001,0,0
2016-08-20,-3.7819110400000007,0,0
2016-08-21,-1.4017008640000013,0,0
2016-08-22,-1.7022517248000006,0,0
2016-08-23,0.8509038591999996,0,0
2016-08-24,0.7410549759999998,2,0
2016-08-25,-1.2529988608,0,0
2016-08-26,3.1871303680000005,0,0
2016-08-27,3.6157721600000015,0,7
2016-08-28,24.3059652608,0,0
2016-08-29,-3.9107866623999996,0,3
2016-08-30,1.0584196095999983,5,3
2016-08-31,-2.540772864000001,4,0
2016-09-01,0.44729067519999943,0,0
2016-09-02,-1.5179255808000003,0,0
2016-09-03,-1.0188052480000003,0,0
2016-09-04,-0.8009122815999999,0,0
2016-09-05,-0.6191959039999984,0,0
2016-09-06,-0.47175741439999896,0,2
2016-09-07,2.8766528512000002,1,0
2016-09-08,1.3162691584000004,0,1
2016-09-09,-0.668775424,0,1
2016-09-10,2.6710612992,0,0
2016-09-11,-0.7968,0,0
2016-09-12,-0.38380800000000026,0,0
2016-09-13,-0.25635840000000015,0,0
2016-09-14,-0.19243776000000007,0,0
2016-09-15,-0.15362457599999987,0,0
2016-09-16,-0.1274698751999998,0,0
2016-09-17,-0.07571886079999995,0,0
2016-09-18,4.9568368640000005,0,0
2016-09-19,5.9625919488,0,0
2016-09-20,8.2,0,1
2016-09-21,-0.8000000000000003,0,0
2016-09-22,2.295999999999999,0,0
2016-09-23,1.1971199999999995,0,0
2016-09-24,4.367103999999999,0,1
2016-09-25,-2.1821952000000002,0,0
2016-09-26,0.7958143999999994,0,2
2016-09-27,-1.2641295359999998,0,2
2016-09-28,-0.7849392127999995,0,4
2016-09-29,-0.5316782079999998,0,0
2016-09-30,3.6769574912,0,0
2016-10-01,0.9543271424000004,0,0
2016-10-02,2.1154080768000005,0,0
2016-10-03,1.9393304576000001,0,0
2016-10-04,-1.099175424,0,0
2016-10-05,1.4217172991999996,0,0
2016-10-06,1.2224127999999999,0,0
2016-10-07,0.15402751999999986,0,0
2016-10-08,10.314701312,0,0
2016-10-09,1.3660806144000008,0,0
2016-10-10,0.03484600319999953,1,0
2016-10-11,1.5458992127999998,0,0
2016-10-12,6.5407449088,0,0
2016-10-13,-1.434353664,0,2
2016-10-14,-1.4487016448000005,0,0
2016-10-15,1.0768924671999995,0,2
2016-10-16,8.9272933376,0,0
2016-10-17,4.3122584576000005,0,0
2016-10-18,3.3856006143999995,0,0
2016-10-19,1.4688556031999997,1,0
2016-10-20,-2.1725084672,2,2
2016-10-21,0.7464398847999996,1,0
2016-10-22,2.7770372095999996,0,0
2016-10-23,-0.5886602240000001,0,0
2016-10-24,-1.1280196607999997,0,1
2016-10-25,-0.7478830079999995,0,0
2016-10-26,-0.47479060479999946,0,0
2016-10-27,4.6910314496000005,8,3
2016-10-28,-0.19098204159999965,0,0
2016-10-29,4.283088896,0,0
2016-10-30,-1.4194162687999996,0,0
2016-10-31,-0.6802651136000002,1,0
2016-11-01,1.5862506495999997,1,0
2016-11-02,1.30432,0,0
2016-11-03,3.2072575999999997,0,8
2016-11-04,-1.2470092799999999,0,0
2016-11-05,5.355431936,0,0
2016-11-06,-1.5946799103999996,0,0
2016-11-07,0.2313236479999996,1,0
2016-11-08,9.33514496,0,0
2016-11-09,-2.4259440639999994,0,0
2016-11-10,-1.1226370048000007,0,1
2016-11-11,0.28133765119999987,0,0
2016-11-12,-0.7129737216,0,0
2016-11-13,-0.4421150719999999,0,0
2016-11-14,3.6559691776000003,0,0
2016-11-15,-0.017254911999999845,0,0
2016-11-16,-0.7018824703999996,0,1
2016-11-17,4.582877696000001,0,0
2016-11-18,-0.19932671999999996,0,0
2016-11-19,3.2498682879999996,0,0
2016-11-20,-0.23972055040000018,0,0
2016-11-21,1.1758643199999996,2,0
2016-11-22,4.092242432,0,0
2016-11-23,1.4656548864,0,0
2016-11-24,-1.3492757504000004,5,0
2016-11-25,-0.7433164800000002,0,0
2016-11-26,6.472057856,0,0
2016-11-27,1.2437154816000004,0,0
2016-11-28,0.5631294463999996,3,0
2016-11-29,-1.1631647744000002,0,0
2016-11-30,2.3131425792,2,0
2016-12-01,4.918938112,2,0
2016-12-02,-1.7642176512,0,0
2016-12-03,3.145154559999999,0,0
2016-12-04,4.618848256000001,0,0
2016-12-05,2.0374899712000003,0,0
2016-12-06,0.2473141247999997,0,0
2016-12-07,-1.3406916608000006,1,0
2016-12-08,-0.8004674560000002,0,0
2016-12-09,-0.5890655231999998,0,0
2016-12-10,5.5655602176,0,0
2016-12-11,0.5081016320000002,0,0
2016-12-12,5.8752318464,5,0
2016-12-13,-2.0142203903999993,0,0
2016-12-14,0.06374717439999955,0,1
2016-12-15,-0.7813547008000002,0,1
2016-12-16,-0.48884480000000025,0,5
2016-12-17,1.6308300799999997,0,0
2016-12-18,2.3032186880000003,0,0
2016-12-19,-1.0076145663999998,0,0
2016-12-20,-0.4820814847999998,0,0
2016-12-21,-0.3154121727999999,0,0
2016-12-22,-0.166259712,0,0
2016-12-23,-0.12993495040000003,0,0
2016-12-24,0.9048601599999999,0,0
2016-12-25,-0.27955558399999986,0,0
2016-12-26,-0.14810183679999983,0,0
2016-12-27,-0.08540805119999992,0,0
2016-12-28,0.9664,0,0
2016-12-29,2.774464,0,0
2016-12-30,-0.7004288,0,0
2016-12-31,1.6950732799999997,0,0
2017-01-01,-0.591987712,0,0
2017-01-02,-0.2988053504000001,0,0
2017-01-03,1.8069631999999998,0,0
2017-01-04,-0.54541312,0,0
2017-01-05,-0.2762398720000001,0,2
2017-01-06,-0.19249008639999987,0,0
2017-01-07,-0.13846149119999995,0,0
2017-01-08,4.920152576,0,0
2017-01-09,-1.0657963007999998,0,0
2017-01-10,-0.43385344000000037,0,0
2017-01-11,0.731224576,0,0
2017-01-12,-0.39293870079999993,0,0
2017-01-13,-0.20768000000000014,0,0
2017-01-14,-0.15014400000000008,0,0
2017-01-15,-0.11823360000000005,0,0
2017-01-16,-0.09747455999999971,0,0
2017-01-17,-0.08277555199999984,0,0
2017-01-18,-0.01692672000000001,0,0
2017-01-19,-0.01438771199999994,0,0
2017-01-20,-0.012469350399999964,0,0
2017-01-21,2.0,0,0
2017-01-22,3.6,0,0
2017-01-23,0.040000000000000036,0,0
2017-01-24,0.3839999999999997,0,0
2017-01-25,-0.5392000000000001,0,0
2017-01-26,2.686528,0,0
2017-01-27,-0.8246016,0,0
2017-01-28,0.5852953599999997,0,0
2017-01-29,7.513552896,0,0
2017-01-30,2.0993549312000006,0,0
2017-01-31,2.3542001663999996,0,0
2017-02-01,0.37425653759999955,0,0
2017-02-02,1.7304144895999996,0,0
2017-02-03,-1.3542799360000002,0,0
2017-02-04,0.20969082879999956,0,0
2017-02-05,0.25513932799999983,0,0
2017-02-06,-0.7088651263999997,0,1
2017-02-07,-0.4704781311999997,0,0
2017-02-08,-0.28416808959999973,1,0
2017-02-09,-0.1885689855999998,0,0
2017-02-10,7.8859333632,0,0
2017-02-11,4.3252364288,0,0
2017-02-12,1.1286855679999999,0,0
2017-02-13,-1.4908570624000004,0,0
2017-02-14,1.1907306495999994,0,0
2017-02-15,-0.9498880000000002,0,0
2017-02-16,2.4225535999999996,0,0
2017-02-17,-1.0305945600000002,0,0
2017-02-18,0.4148515840000002,0,0
2017-02-19,2.3680667648000004,8,0
2017-02-20,0.06036316160000044,0,0
2017-02-21,0.36413050879999986,0,0
2017-02-22,1.452338176,0,0
2017-02-23,-0.7300548608,0,0
2017-02-24,0.6182000639999999,0,0
2017-02-25,0.5292428288,0,0
2017-02-26,1.541667328,0,0
2017-02-27,1.3279399936000003,0,0
2017-02-28,2.2488199168,0,0
2017-03-01,-0.9758465024,0,0
2017-03-02,-0.49040957440000016,0,0
2017-03-03,0.6754337791999999,0,0
2017-03-04,-0.42404403199999996,0,0
2017-03-05,-0.25817610240000005,0,0
2017-03-06,2.8156153856,0,1
2017-03-07,5.2619057152,0,0
2017-03-08,-0.5336378367999997,0,0
2017-03-09,-0.8818368512000003,0,0
2017-03-10,0.5142732799999997,0,0
2017-03-11,1.459404288,0,0
2017-03-12,-0.7405717504,0,0
2017-03-13,1.5931110399999997,0,0
2017-03-14,4.305247744,0,1
