,facebook/react,angular/angular,jquery/jquery
2023-08-02,4,3.0,0
2023-08-03,2,5.0,0
2023-08-04,7,8.0,0
2023-08-05,0,0.0,0
2023-08-06,0,0.0,0
2023-08-07,7,7.0,0
2023-08-08,1,6.0,0
2023-08-09,4,4.0,0
2023-08-10,14,8.0,0
2023-08-11,9,6.0,1
2023-08-12,1,0.0,0
2023-08-13,0,1.0,0
2023-08-14,14,19.0,0
2023-08-15,6,15.0,0
2023-08-16,16,2.0,0
2023-08-17,14,10.0,0
2023-08-18,6,7.0,0
2023-08-19,0,0.0,0
2023-08-20,0,0.0,0
2023-08-21,4,11.0,0
2023-08-22,11,7.0,0
2023-08-23,6,7.0,0
2023-08-24,2,3.0,0
2023-08-25,2,1.0,1
2023-08-26,2,0.0,0
2023-08-27,0,0.0,0
2023-08-28,2,29.0,0
2023-08-29,14,39.0,0
2023-08-30,7,12.0,0
2023-08-31,5,18.0,0
2023-09-01,3,13.0,0
2023-09-02,0,0.0,0
2023-09-03,0,0.0,0
2023-09-04,0,0.0,0
2023-09-05,13,23.0,0
2023-09-06,3,10.0,0
2023-09-07,14,11.0,0
2023-09-08,4,6.0,0
2023-09-09,0,0.0,0
2023-09-10,0,0.0,0
2023-09-11,9,3.0,0
2023-09-12,3,17.0,1
2023-09-13,5,7.0,0
2023-09-14,12,9.0,0
2023-09-15,13,9.0,0
2023-09-16,0,0.0,0
2023-09-17,0,0.0,0
2023-09-18,7,21.0,1
2023-09-19,1,21.0,3
2023-09-20,5,12.0,6
2023-09-21,6,0.0,2
2023-09-22,5,21.0,0
2023-09-23,2,0.0,0
2023-09-24,0,0.0,0
2023-09-25,4,5.0,0
2023-09-26,1,14.0,0
2023-09-27,10,16.0,0
2023-09-28,4,0.0,0
2023-09-29,3,23.0,0
2023-09-30,0,0.0,0
2023-10-01,0,0.0,0
2023-10-02,9,7.0,0
2023-10-03,12,5.0,0
2023-10-04,13,32.0,0
2023-10-05,10,20.0,0
2023-10-06,3,15.0,0
2023-10-07,0,0.0,0
2023-10-08,0,0.0,0
2023-10-09,9,28.0,0
2023-10-10,7,49.0,0
2023-10-11,3,15.0,0
2023-10-12,6,9.0,0
2023-10-13,2,8.0,0
2023-10-14,0,0.0,0
2023-10-15,1,0.0,0
2023-10-16,5,16.0,1
2023-10-17,5,7.0,0
