,swiftlang/swift,rust-lang/rust,golang/go
2018-08-17,93,44,14.0
2018-08-18,53,40,5.200000000000001
2018-08-19,7,83,-2.7200000000000006
2018-08-20,70,72,51.688
2018-08-21,65,44,41.5456
2018-08-22,62,118,37.533696
2018-08-23,50,72,-6.874291200000002
2018-08-24,95,87,16.834795519999993
2018-08-25,52,43,-5.495049728000003
2018-08-26,18,57,-2.6746070016000036
2018-08-27,37,89,-3.9066053632000024
2018-08-28,80,61,7.619912704000002
2018-08-29,88,92,-0.6234652671999958
2018-08-30,56,98,24.054023372800003
2018-08-31,89,78,2.4058938368000025
2018-09-01,26,64,-4.1024866304
2018-09-02,5,42,-0.8182705152000005
2018-09-03,5,74,4.0944177152
2018-09-04,55,39,6.6932566016
2018-09-05,82,64,13.0294601728
2018-09-06,73,93,3.3481084928
2018-09-07,38,74,9.329080729600001
2018-09-08,15,63,-2.4657678335999993
2018-09-09,1,47,-0.33828003840000065
2018-09-10,44,69,-0.6393888768000009
2018-09-11,61,85,4.8610971648
2018-09-12,52,71,7.1349199872
2018-09-13,52,76,10.358963712000001
2018-09-14,92,44,1.2804631552000005
2018-09-15,29,69,-0.5119906815999999
2018-09-16,49,50,0.42387619839999946
2018-09-17,34,51,9.888813772799999
2018-09-18,56,61,8.267937484800001
2018-09-19,71,45,4.6610609152
2018-09-20,77,86,3.8958825471999994
2018-09-21,80,50,-3.864776192
2018-09-22,68,57,-2.1545957376000002
2018-09-23,10,43,0.5932630015999996
2018-09-24,85,41,15.5725385728
2018-09-25,75,51,8.638671564800001
2018-09-26,95,87,6.3059443712
2018-09-27,76,35,9.4622646272
2018-09-28,68,37,4.846402150399999
2018-09-29,20,66,-0.6595244032000007
2018-09-30,8,59,-2.3547110400000015
2018-10-01,60,51,3.666599935999999
2018-10-02,40,64,24.120202035200002
2018-10-03,72,42,21.8110236672
2018-10-04,67,62,9.854627532799999
2018-10-05,93,82,6.7672907775999995
2018-10-06,18,48,3.621000294399999
2018-10-07,13,30,-5.2976158720000015
2018-10-08,54,76,1.1036529663999977
2018-10-09,68,76,12.254563737599998
2018-10-10,56,76,10.257053593600002
2018-10-11,65,58,10.583548211200002
2018-10-12,73,69,10.2448687104
2018-10-13,30,76,-2.8526360576
2018-10-14,13,54,-1.386551808000001
2018-10-15,55,123,16.7211790336
2018-10-16,62,69,4.8805917696000005
2018-10-17,31,63,12.576820736
2018-10-18,16,73,4.292299161600001
2018-10-19,40,67,7.2698218495999996
2018-10-20,25,54,-3.8098833408
2018-10-21,15,36,-2.582581964800001
2018-10-22,16,52,11.530460262399998
2018-10-23,42,57,19.4272293888
2018-10-24,49,58,11.6957824
2018-10-25,47,122,7.6754180096
2018-10-26,79,77,4.1884459008
2018-10-27,45,49,1.1456106496
2018-10-28,9,61,4.254929100799999
2018-10-29,57,61,7.356224307199999
2018-10-30,68,70,17.7830742016
2018-10-31,67,62,7.343988326400002
2018-11-01,54,96,3.0515994624000005
2018-11-02,56,62,35.2810471424
2018-11-03,20,71,-5.446883327999998
2018-11-04,62,37,-4.686690918400002
2018-11-05,45,99,16.5432020992
2018-11-06,105,53,7.7384167424
2018-11-07,89,81,-0.9633143808
2018-11-08,71,56,11.8621252608
2018-11-09,101,49,9.495842304
2018-11-10,58,85,0.254736384000001
2018-11-11,5,60,-1.1410678784000003
2018-11-12,44,38,28.382099353599997
2018-11-13,73,63,10.268733747200002
2018-11-14,101,36,14.8777020416
2018-11-15,83,67,0.14286643199999816
2018-11-16,115,123,13.537419673599999
2018-11-17,45,34,-4.9219365887999995
2018-11-18,16,47,-2.911636070400002
2018-11-19,9,52,4.435633459199998
2018-11-20,14,72,7.892421734400001
2018-11-21,10,108,3.0069204992000014
2018-11-22,22,61,-2.216559513599999
2018-11-23,8,42,1.2480227328
2018-11-24,3,61,-1.4431041535999989
2018-11-25,1,63,-1.6810659839999997
2018-11-26,82,56,12.0097691648
2018-11-27,75,127,9.6599365632
2018-11-28,88,47,11.775577292800001
2018-11-29,74,84,20.730161459199998
2018-11-30,98,103,2.2425340927999997
2018-12-01,25,18,0.28381573119999803
2018-12-02,13,57,-2.4474075136000017
2018-12-03,49,79,6.859732889599998
2018-12-04,86,82,9.818115584000001
2018-12-05,60,59,14.695921868800001
2018-12-06,66,74,3.1428963328000004
2018-12-07,79,57,4.475497881600001
2018-12-08,41,57,-4.0962581504
2018-12-09,14,57,-1.9586652160000009
2018-12-10,62,73,7.834418073599999
2018-12-11,49,78,11.4662740992
2018-12-12,78,86,15.994096128
2018-12-13,84,53,18.2249836544
2018-12-14,38,80,7.655503872000001
2018-12-15,55,57,-2.273286144000001
2018-12-16,25,40,-3.928935936000002
2018-12-17,48,56,15.753187737599998
2018-12-18,65,50,11.8647479296
2018-12-19,47,117,1.0487336959999993
2018-12-20,52,86,7.647508992
2018-12-21,77,79,-1.7624566783999995
2018-12-22,5,75,1.0390164480000004
2018-12-23,8,54,-3.3489700864000005
2018-12-24,3,38,1.000851455999999
2018-12-25,6,60,-1.0603152383999994
2018-12-26,5,52,-0.6070286335999988
2018-12-27,0,76,1.8070074368000006
2018-12-28,2,61,1.714554060800001
2018-12-29,0,73,2.6975059968000004
2018-12-30,5,72,1.5737616384000002
2018-12-31,1,50,-0.3238917120000002
2019-01-01,2,60,1.110073344
2019-01-02,71,83,12.0349831168
2019-01-03,44,89,5.8501323776
2019-01-04,81,68,6.7656641535999995
2019-01-05,25,70,-1.6463004672000006
2019-01-06,10,63,-1.2860398592000006
2019-01-07,31,82,8.3748071424
2019-01-08,88,91,4.9069523967999995
2019-01-09,60,51,6.784288665599999
2019-01-10,66,45,1.2267205632000002
2019-01-11,58,44,-1.0472517632000002
2019-01-12,24,80,-1.1145435136000001
2019-01-13,7,107,-1.5149716480000002
2019-01-14,53,69,4.028615987199999
2019-01-15,74,67,3.2610717696000004
2019-01-16,65,46,0.004121600000000614
2019-01-17,64,45,4.565340876800001
2019-01-18,80,82,5.981085696000001
2019-01-19,27,99,-2.5797288959999998
2019-01-20,25,55,0.7356495871999993
2019-01-21,36,72,1.7640810495999997
2019-01-22,82,102,1.6205542400000001
2019-01-23,42,61,4.569000448000001
2019-01-24,46,76,-1.0073128960000002
2019-01-25,50,92,0.7774492672
2019-01-26,60,111,-1.1761833983999996
2019-01-27,20,82,3.3188973568
2019-01-28,46,65,0.7763420160000001
2019-01-29,76,59,2.9458092031999996
2019-01-30,59,72,5.594367692800001
2019-01-31,41,66,-0.13191864319999969
2019-02-01,62,107,2.5555987455999998
2019-02-02,19,37,-1.6044319744000002
2019-02-03,25,69,-0.8868471808000005
2019-02-04,70,47,2.3889285119999997
2019-02-05,76,79,1.9251666944
2019-02-06,67,66,-0.18397818879999983
2019-02-07,62,131,2.1498399744000003
2019-02-08,76,93,0.8914322432000001
2019-02-09,9,68,1.0521024512000001
2019-02-10,10,75,0.0746281983999999
2019-02-11,66,83,12.30559744
2019-02-12,79,78,4.965819904
2019-02-13,55,106,2.0349436927999998
2019-02-14,77,72,-2.4921055232000007
2019-02-15,48,41,4.6233204736
2019-02-16,31,53,-1.1612337151999998
2019-02-17,24,60,0.6114967551999995
2019-02-18,57,112,-1.3184841728000003
2019-02-19,98,42,11.1533326336
2019-02-20,83,87,2.9553471488000014
2019-02-21,67,70,-1.5470021632000002
2019-02-22,82,54,7.508592127999999
2019-02-23,38,83,-1.7153105919999998
2019-02-24,22,90,4.400910745599999
2019-02-25,87,58,1.8147936255999997
2019-02-26,57,48,62.9934318592
2019-02-27,48,81,37.833934336000006
2019-02-28,57,37,-5.455880396800005
2019-03-01,69,50,18.970410905599994
2019-03-02,42,56,10.256397721599999
2019-03-03,18,59,-2.964927385600003
2019-03-04,47,57,4.056153497599997
2019-03-05,77,71,17.3538026496
2019-03-06,76,45,20.086271078400003
2019-03-07,61,56,8.256110080000004
2019-03-08,37,56,13.045532467200001
2019-03-09,11,39,3.1233432576
2019-03-10,12,44,-5.105100185600001
2019-03-11,42,50,8.714651955199999
2019-03-12,60,68,19.7440406528
2019-03-13,62,56,13.0861693952
2019-03-14,56,49,13.86347008
2019-03-15,64,109,6.528268288
2019-03-16,9,93,-7.188742143999999
2019-03-17,19,51,-1.797754675200001
2019-03-18,78,80,9.244020428799999
2019-03-19,47,64,17.8587076608
2019-03-20,37,66,5.3829223424000014
2019-03-21,54,58,7.4527558656
2019-03-22,64,46,7.646092595200001
2019-03-23,26,60,-3.2439795711999997
2019-03-24,10,46,-0.946379878400001
2019-03-25,52,72,17.9400897536
2019-03-26,69,78,2.7087587328000007
2019-03-27,101,60,12.9186265088
2019-03-28,61,87,14.497779404800001
2019-03-29,79,91,5.4840019968
2019-03-30,12,74,-3.4707214336000014
2019-03-31,26,49,-0.18014300160000118
2019-04-01,60,46,1.5508604927999992
2019-04-02,80,87,8.7033351168
2019-04-03,88,68,12.4502004736
2019-04-04,44,67,2.1967535104000007
2019-04-05,44,50,13.3859319808
2019-04-06,44,36,-6.1682719744
2019-04-07,22,52,2.923252428799999
2019-04-08,41,47,13.8083499008
2019-04-09,73,59,2.6386857984
2019-04-10,48,51,5.606168063999999
2019-04-11,67,63,6.445044531200001
2019-04-12,53,74,6.2598223872
2019-04-13,22,60,0.2557815808000008
2019-04-14,28,92,-1.6215862272000008
2019-04-15,31,45,13.509529087999999
2019-04-16,56,64,29.0903950336
2019-04-17,102,109,1.6540393472000012
2019-04-18,44,73,3.462577356799999
2019-04-19,51,87,17.328031744
2019-04-20,36,51,-4.899894886399999
2019-04-21,11,67,-4.727639654400002
2019-04-22,35,75,8.982575103999999
2019-04-23,79,75,15.3724726272
2019-04-24,85,74,9.272698265600003
2019-04-25,51,84,7.326039654400001
2019-04-26,55,51,12.8251590656
2019-04-27,18,30,1.827176960000001
2019-04-28,5,43,-1.6154237952000008
2019-04-29,27,46,16.0399193088
2019-04-30,26,74,27.414048256
2019-05-01,46,102,5.6261988352
2019-05-02,62,98,4.65106432
2019-05-03,59,44,6.807451545599998
2019-05-04,37,104,-5.943113113599999
2019-05-05,13,33,-1.192513945600001
2019-05-06,58,41,18.5997353984
2019-05-07,70,40,-0.7303689215999984
2019-05-08,59,39,11.229924864000001
2019-05-09,58,73,22.977452134400004
2019-05-10,64,57,0.17223925760000114
2019-05-11,22,53,-4.093134643200002
2019-05-12,13,44,-1.891988377600001
2019-05-13,55,61,17.0744308736
2019-05-14,86,62,8.918697164800001
2019-05-15,55,55,1.7830612992
2019-05-16,51,57,15.141974425599999
2019-05-17,36,61,5.106976665600001
2019-05-18,29,45,-5.9645316096
2019-05-19,19,54,-3.1552690176000016
2019-05-20,57,100,8.849031475199999
2019-05-21,60,93,6.156055859200002
2019-05-22,44,75,7.804375552000001
2019-05-23,75,105,8.386178048
2019-05-24,36,59,4.9997703168
2019-05-25,16,88,-2.6549355519999995
2019-05-26,15,51,-2.856909004800001
2019-05-27,10,99,-0.7737139200000009
2019-05-28,36,115,6.463354368
2019-05-29,84,69,3.2477049856000013
2019-05-30,56,63,10.339246592
2019-05-31,65,55,4.955602739200001
2019-06-01,36,64,-3.7621681151999997
2019-06-02,39,54,0.0762142719999992
2019-06-03,41,84,4.372688179199999
2019-06-04,40,96,1.7332577279999999
2019-06-05,61,64,8.899470233599999
2019-06-06,41,68,14.5348123648
2019-06-07,17,44,6.6611311616
2019-06-08,19,84,-4.9880645632
2019-06-09,12,71,-0.5643943936000015
2019-06-10,56,61,7.926253055999999
2019-06-11,65,93,2.5734633472
2019-06-12,112,100,3.9112887296
2019-06-13,66,44,7.8148312064
2019-06-14,100,61,-0.03433431039999846
2019-06-15,22,85,0.0890815488000003
2019-06-16,3,70,-1.2241896448
2019-06-17,48,30,2.4990325759999994
2019-06-18,71,54,5.1473262592
2019-06-19,49,65,8.474832384
2019-06-20,61,64,3.4943527936000005
2019-06-21,37,75,5.8495204352000005
2019-06-22,25,72,-3.4912666624
2019-06-23,15,44,0.2039655423999991
2019-06-24,71,64,5.3893997568
2019-06-25,50,52,12.5456239616
2019-06-26,91,85,12.6343890944
2019-06-27,69,29,2.4489034752
2019-06-28,76,22,-1.3564893184000013
2019-06-29,30,52,-1.9963844608000008
2019-06-30,20,61,-1.0673191936000004
2019-07-01,64,43,0.4193935359999994
2019-07-02,48,110,1.4400689152
2019-07-03,41,91,4.327506227200001
2019-07-04,24,70,-2.2234675199999985
2019-07-05,19,61,3.8849743872000007
2019-07-06,21,111,-0.6201454591999995
2019-07-07,13,86,-0.9877880832000003
2019-07-08,38,47,4.4047870976
2019-07-09,70,77,0.5694022656000002
2019-07-10,45,97,4.8690578432
2019-07-11,41,56,0.14858567680000023
2019-07-12,59,50,1.6761214975999996
2019-07-13,53,49,-1.33174528
2019-07-14,7,45,0.23244953599999985
2019-07-15,17,81,5.2976234496
2019-07-16,98,44,2.3397632
2019-07-17,54,48,2.361851904
2019-07-18,47,60,5.3519951872
2019-07-19,53,57,0.7064923136000001
2019-07-20,10,61,-1.7281466368000002
2019-07-21,4,38,-0.9894515712000005
2019-07-22,36,69,1.3209927679999998
2019-07-23,53,62,3.0722302976000004
2019-07-24,47,75,-1.3796834303999996
2019-07-25,60,64,-0.7032016896000001
2019-07-26,36,81,-0.4605715455999997
2019-07-27,15,69,1.6840794112000004
2019-07-28,7,129,0.4195903488000001
2019-07-29,27,71,2.52443136
2019-07-30,42,82,5.127517696
2019-07-31,46,61,3.3623104512000004
2019-08-01,31,82,3.2414505983999997
2019-08-02,59,103,6.144806399999999
2019-08-03,10,60,-1.5724902400000005
2019-08-04,2,69,-1.508204544000001
2019-08-05,35,95,5.027640627199999
2019-08-06,58,88,3.0961831936
2019-08-07,70,42,-1.0283999232000003
2019-08-08,42,84,3.6916453376
2019-08-09,59,93,2.1882721280000004
2019-08-10,29,91,-0.7635911679999996
2019-08-11,11,74,0.8420046847999998
2019-08-12,66,101,0.9182903295999996
2019-08-13,90,67,-0.061468671999999946
2019-08-14,48,81,1.1424306176
2019-08-15,56,91,2.088180736
2019-08-16,39,70,1.9011844096000001
